gene,shoot_control_1,shoot_control_2,shoot_control_3,shoot_ABA_1,shoot_ABA_2,shoot_ABA_3
AT5G52650,11300,17246,11085,9159,9685,9606
AT5G52660,569,883,432,1234,1666,1184
AT5G52670,2,4,14,2,0,0
AT5G52680,4,4,2,4,0,2
AT5G52690,5,8,1,3,0,1
AT5G52700,0,0,2,0,0,0
AT5G52710,12,2,16,0,2,0
AT5G52720,14,7,12,0,8,5
AT5G52730,0,2,1,2,0,0
AT5G52740,9,24,23,12,9,3
AT5G52750,1474,4684,2126,1951,3247,1082
AT5G52760,213,706,478,562,705,334
AT5G52770,1,0,5,21,1,0
AT5G52780,2195,2903,1034,2228,1706,947
AT5G52790,65,62,108,38,30,38
AT5G52797,0,0,0,0,0,3
AT5G52800,55,97,70,94,105,74
AT5G52810,2141,4774,3026,4709,8216,6114
AT5G52815,0,0,0,0,0,0
AT5G52820,2912,5040,2879,2623,2407,2297
AT5G52830,405,714,610,191,92,201
AT5G52840,5405,8791,5545,7077,8207,6340
AT5G52850,359,413,243,438,322,311
AT5G52860,454,584,706,225,250,414
AT5G52870,864,1441,957,1021,1329,989
AT5G52880,602,863,485,1538,1744,1334
AT5G52882,7301,11862,8546,6482,2667,3044
AT5G52890,286,521,337,453,422,378
AT5G52900,552,1312,899,1439,627,317
AT5G52901,0,0,0,0,0,0
AT5G52910,436,498,488,416,364,452
AT5G52920,9257,13914,8578,14503,15137,11383
AT5G52930,53,61,48,57,58,53
AT5G52940,170,181,130,256,142,146
AT5G52950,382,361,293,333,327,396
AT5G52960,1862,2515,1293,2721,2219,1413
AT5G52965,0,0,0,0,0,0
AT5G52970,3003,4008,1722,4051,3948,2025
AT5G52975,0,0,0,0,4,0
AT5G52980,682,1028,592,1042,1116,958
AT5G52990,253,259,228,442,388,440
AT5G53000,1853,2863,1822,2803,2831,2353
AT5G53010,990,1175,752,1506,1151,1177
AT5G53020,617,827,526,1018,1150,970
AT5G53030,278,400,254,345,452,555
AT5G53040,0,2,0,0,0,0
AT5G53045,435,653,393,549,473,383
AT5G53048,1584,2797,1351,2254,3202,2220
AT5G53050,2354,4510,2119,3517,5047,3528
AT5G53060,2036,2963,1915,2012,1987,1859
AT5G53070,1283,1939,1170,1067,1062,964
AT5G53080,605,970,546,733,674,619
AT5G53090,263,326,231,384,327,265
AT5G53100,2,6,0,12,8,8
AT5G53110,308,541,454,281,376,345
AT5G53120,1447,2358,1460,10653,21543,13785
AT5G53130,2926,6256,3071,6067,8130,5110
AT5G53140,8778,14395,8636,11765,16741,13245
AT5G53144,30,29,25,78,35,36
AT5G53150,1249,2050,1172,2615,2046,1734
AT5G53160,6541,11556,5735,9860,6405,3890
AT5G53170,5933,10150,4156,8327,7196,4594
AT5G53180,1762,3052,1659,2498,2572,2033
AT5G53190,4,2,3,2,0,2
AT5G53200,64,106,24,54,59,35
AT5G53205,1,0,0,0,0,0
AT5G53210,312,456,340,169,245,365
AT5G53220,298,371,252,495,693,517
AT5G53230,10,8,12,6,6,9
AT5G53240,2,2,0,0,0,2
AT5G53250,203,333,322,79,79,118
AT5G53260,1,0,0,0,0,0
AT5G53270,0,0,1,0,0,0
AT5G53280,758,1091,634,912,1707,1381
AT5G53290,470,531,554,372,447,756
AT5G53300,18277,32637,15245,35438,36791,24138
AT5G53310,1817,3784,1755,3214,2907,2073
AT5G53320,312,318,370,468,353,396
AT5G53330,1624,2668,1537,3450,3863,2781
AT5G53340,967,1461,1042,1604,1628,1485
AT5G53350,5243,8027,4184,12938,11215,8905
AT5G53360,549,1276,560,1147,1388,854
AT5G53370,3057,6628,3738,4954,7681,4540
AT5G53380,1,9,5,3,6,10
AT5G53390,8,21,4,44,78,59
AT5G53400,3093,6484,2844,3097,7037,3650
AT5G53410,0,0,0,0,0,0
AT5G53420,5540,9411,5363,12052,19521,13169
AT5G53430,793,1006,648,1418,1559,1344
AT5G53440,2410,3607,2082,3849,3761,2908
AT5G53450,24457,22530,9727,34707,35574,20212
AT5G53451,0,0,0,0,0,0
AT5G53460,28663,45933,32183,29428,24712,26795
AT5G53470,844,1388,808,1114,1122,933
AT5G53480,6033,8382,5636,9627,9312,8109
AT5G53486,127,172,220,129,205,306
AT5G53487,0,0,0,0,0,0
AT5G53490,5296,6523,2902,7114,5364,3341
AT5G53500,1288,2067,957,2078,2203,1323
AT5G53510,0,0,0,0,0,0
AT5G53520,0,0,2,0,0,0
AT5G53530,1552,2572,1369,2918,2803,2299
AT5G53540,2541,4250,2453,3582,3419,2890
AT5G53550,6117,13434,8972,11459,6014,6103
AT5G53560,12152,22507,12841,19903,22694,18299
AT5G53570,2410,4112,2215,3494,3013,2392
AT5G53580,2830,4456,1793,3964,3804,2164
AT5G53588,544,628,556,1747,2063,2600
AT5G53590,544,628,556,1747,2063,2600
AT5G53592,12,14,14,17,6,16
AT5G53600,2,6,0,0,0,0
AT5G53610,0,0,0,0,0,0
AT5G53620,2942,4302,2477,3295,3373,2876
AT5G53635,0,0,0,0,0,0
AT5G53640,0,2,0,0,0,0
AT5G53650,713,1273,799,1309,1224,934
AT5G53660,6,20,8,16,2,25
AT5G53670,0,0,0,0,0,0
AT5G53680,0,0,0,0,4,0
AT5G53690,0,0,0,0,0,0
AT5G53700,38,19,23,16,24,26
AT5G53710,6,6,12,415,1282,583
AT5G53720,0,0,0,0,0,2
AT5G53730,147,179,154,362,255,459
AT5G53740,58,49,28,113,48,50
AT5G53742,8,5,4,11,2,7
AT5G53750,791,1823,1361,1329,1937,1949
AT5G53760,929,1605,988,997,1659,1622
AT5G53770,1202,1983,1372,1193,1157,1067
AT5G53780,0,0,0,0,0,0
AT5G53790,0,0,0,0,0,0
AT5G53800,1271,1856,1150,2077,1967,1717
AT5G53810,146,199,132,287,384,269
AT5G53820,143,173,118,234,256,375
AT5G53830,685,1123,749,930,2211,1783
AT5G53840,0,0,0,0,2,4
AT5G53850,4288,6593,3617,7321,7234,5050
AT5G53860,4932,7147,3326,6173,5516,3728
AT5G53870,55,164,164,1538,2705,2505
AT5G53880,3896,4593,2811,4319,3160,2267
AT5G53890,1088,1868,1118,1150,1409,1291
AT5G53895,42,60,26,44,49,48
AT5G53900,1404,2104,1081,1552,1392,869
AT5G53902,19,8,3,56,11,6
AT5G53905,19,8,3,56,11,6
AT5G53910,0,0,0,0,0,0
AT5G53920,354,395,322,483,430,460
AT5G53930,764,1036,728,1339,1273,1231
AT5G53940,1238,1870,972,1733,1650,1160
AT5G53950,29,20,29,28,20,38
AT5G53960,0,0,0,0,0,0
AT5G53970,2358,5380,1922,7409,14159,8825
AT5G53980,109,152,52,94,91,100
AT5G53990,175,164,163,504,467,550
AT5G54000,8,0,2,76,68,43
AT5G54010,0,0,0,0,0,0
AT5G54020,113,94,108,456,378,455
AT5G54030,10,15,35,41,10,44
AT5G54040,297,280,316,277,169,227
AT5G54050,11,17,15,12,11,17
AT5G54060,549,1833,524,3648,7242,3704
AT5G54062,0,0,0,0,4,4
AT5G54067,4,1,3,2,0,0
AT5G54070,18,12,13,55,31,9
AT5G54075,18,12,13,55,31,9
AT5G54080,1219,2588,1070,5059,5374,3119
AT5G54090,612,898,517,1138,840,637
AT5G54095,9,21,10,10,12,4
AT5G54100,1957,3376,1705,1979,3053,1728
AT5G54110,1911,3416,1948,2940,3413,2444
AT5G54130,1109,1699,1031,1024,750,774
AT5G54140,247,387,319,348,350,271
AT5G54145,628,1161,432,1261,1018,581
AT5G54148,28,77,18,56,32,11
AT5G54150,2,0,0,0,0,2
AT5G54160,14108,29091,19320,18555,31978,20734
AT5G54165,273,506,202,1450,4075,2008
AT5G54170,5057,12870,4766,8664,8368,4847
AT5G54180,1013,1056,670,936,759,663
AT5G54190,12,0,0,5,4,0
AT5G54200,601,846,611,1139,1025,875
AT5G54210,0,0,0,0,0,0
AT5G54215,0,0,0,0,0,0
AT5G54220,0,0,0,0,0,0
AT5G54225,0,0,1,0,4,0
AT5G54230,102,62,106,427,467,530
AT5G54240,158,339,130,467,980,696
AT5G54250,1790,3406,1335,3918,6336,4915
AT5G54260,372,550,392,524,539,499
AT5G54270,28431,55988,18691,36169,46526,21769
AT5G54280,2308,3042,1508,3193,2859,2228
AT5G54290,2886,5459,1890,4717,5553,2779
AT5G54300,712,1116,438,1320,2036,1480
AT5G54310,3280,5153,3146,7314,7224,5771
AT5G54320,0,0,0,0,0,0
AT5G54330,0,0,0,0,0,0
AT5G54340,0,0,0,0,0,0
AT5G54350,0,0,0,0,2,0
AT5G54360,0,0,0,0,0,0
AT5G54365,0,0,0,0,0,0
AT5G54370,316,635,454,173,237,190
AT5G54375,0,1,0,1,0,0
AT5G54380,2614,5651,2837,5697,5244,3714
AT5G54390,4633,8249,4570,8786,10670,7946
AT5G54400,71,44,86,50,34,77
AT5G54410,0,0,0,0,1,0
AT5G54420,0,0,0,0,0,0
AT5G54430,3812,6056,3681,6323,7196,5447
AT5G54440,2120,3530,2227,4142,3869,3239
AT5G54450,35,32,43,42,63,44
AT5G54460,0,0,0,0,0,2
AT5G54470,106,110,98,275,164,243
AT5G54480,0,0,0,0,0,0
AT5G54490,736,1977,1071,383,1441,605
AT5G54500,8647,17797,10100,10644,15578,12482
AT5G54510,1553,2686,2182,9747,14531,16400
AT5G54520,285,458,268,560,542,453
AT5G54530,148,273,111,307,316,181
AT5G54531,0,0,0,0,0,0
AT5G54540,3879,5808,2537,6199,6036,3610
AT5G54550,28,30,20,42,24,39
AT5G54560,8,8,10,23,8,20
AT5G54569,240,281,206,452,307,339
AT5G54570,219,259,186,422,275,314
AT5G54580,2039,3201,2001,1975,2224,1801
AT5G54585,26,20,14,55,102,47
AT5G54590,447,744,496,519,808,719
AT5G54600,16993,25204,11442,22471,23326,13738
AT5G54610,49,175,88,157,444,86
AT5G54620,0,0,0,2,0,0
AT5G54630,940,1708,552,2322,1097,558
AT5G54640,1226,1880,1134,2734,2251,1519
AT5G54650,896,1093,1109,1674,1661,2148
AT5G54660,875,1111,963,845,785,1138
AT5G54670,937,1160,948,938,881,1029
AT5G54680,4062,7324,3609,7463,8683,6130
AT5G54690,127,147,152,137,231,185
AT5G54700,6,6,4,24,30,16
AT5G54710,3415,13776,4984,3762,2383,954
AT5G54720,789,3273,1468,919,663,313
AT5G54730,1563,3252,1297,4471,5736,3377
AT5G54740,6,6,2,4,2,0
AT5G54745,2,0,1,0,0,0
AT5G54750,1794,2712,1742,2946,2999,2584
AT5G54760,6576,8399,5743,12157,13167,11789
AT5G54770,125926,211152,84392,195982,218169,119725
AT5G54780,587,1057,754,994,1041,921
AT5G54790,21,20,25,7,0,4
AT5G54800,2361,3511,2210,3022,3225,2562
AT5G54810,13495,25151,16661,16762,18824,17342
AT5G54820,0,0,2,0,0,5
AT5G54830,1057,1553,985,1740,1696,1605
AT5G54840,736,1120,819,1793,2880,2237
AT5G54850,290,603,361,516,720,404
AT5G54855,879,1628,777,1670,1968,1188
AT5G54860,912,2243,1315,1772,2776,1729
AT5G54865,1,0,0,0,0,0
AT5G54870,1887,3685,1597,4454,5568,3809
AT5G54880,345,348,253,376,284,303
AT5G54890,447,577,347,631,593,509
AT5G54900,4578,7475,4667,4841,5892,4786
AT5G54910,1780,2944,1936,1166,1240,1384
AT5G54920,679,1187,682,1021,1115,957
AT5G54930,643,942,510,719,711,705
AT5G54940,20590,41272,18842,43141,38012,27703
AT5G54950,5,1,9,33,2,13
AT5G54960,5114,9299,5311,14220,6601,5760
AT5G54970,1077,1122,1185,732,914,1105
AT5G54980,708,1206,454,1343,1013,594
AT5G54990,0,3,0,4,1,4
AT5G55000,828,1344,723,1650,1523,1266
AT5G55010,107,101,68,134,91,166
AT5G55020,4,8,3,0,7,9
AT5G55040,2601,4440,2637,4390,4204,3398
AT5G55045,8,7,5,0,6,3
AT5G55050,537,1252,1450,541,1042,1521
AT5G55055,0,0,0,0,0,0
AT5G55056,0,0,0,0,0,0
AT5G55060,1282,2101,1123,2466,1931,1717
AT5G55070,5538,9410,5995,9131,12212,11077
AT5G55080,0,0,0,0,0,1
AT5G55090,116,283,166,150,146,152
AT5G55100,2454,4087,2376,5272,3594,3023
AT5G55110,26,43,11,11,3,18
AT5G55120,2696,4972,3522,6640,7770,7021
AT5G55125,1126,1318,992,1374,1123,1064
AT5G55130,1344,2323,1498,1605,1581,1327
AT5G55131,0,0,0,0,0,2
AT5G55132,0,0,0,0,0,2
AT5G55135,0,0,8,2,2,0
AT5G55140,1576,2106,1257,1647,1418,1252
AT5G55150,65,202,184,40,42,30
AT5G55160,3907,5634,3366,5299,4915,4257
AT5G55170,67,109,120,102,72,51
AT5G55180,1714,2796,1834,6751,7137,6029
AT5G55190,7704,13200,7325,10211,10664,8636
AT5G55200,1786,3194,1796,2467,2992,2521
AT5G55210,1326,2189,974,1860,1665,1123
AT5G55220,11495,14881,7214,13120,11454,7376
AT5G55230,2891,4486,2556,4445,3761,3046
AT5G55240,2,0,0,4,7,0
AT5G55250,127,233,115,136,227,161
AT5G55260,745,1043,684,873,1094,1033
AT5G55270,16,8,17,14,15,18
AT5G55280,5293,6503,4432,4501,4319,3686
AT5G55290,1459,2198,1240,2780,2252,1900
AT5G55300,3219,4724,2698,5477,4645,3803
AT5G55310,2474,3532,2123,4422,3994,3503
AT5G55320,0,0,2,6,0,11
AT5G55330,6,0,4,0,6,0
AT5G55340,63,60,39,67,84,167
AT5G55350,14,22,14,26,21,25
AT5G55360,5,6,10,43,22,19
AT5G55370,38,31,17,26,5,18
AT5G55380,203,547,155,202,464,305
AT5G55390,2225,3158,1975,3538,3241,2971
AT5G55400,566,899,549,1155,2081,1521
AT5G55410,2,2,2,8,6,2
AT5G55430,0,0,1,0,0,2
AT5G55440,0,0,2,0,0,0
AT5G55450,1340,1124,618,844,852,431
AT5G55460,54,74,45,103,131,74
AT5G55470,202,306,152,357,497,321
AT5G55480,1765,2936,1819,1862,2938,2206
AT5G55490,53,67,74,133,87,107
AT5G55500,1131,2072,1287,1975,2201,1933
AT5G55505,0,0,0,0,0,0
AT5G55507,0,2,6,4,4,2
AT5G55508,2,0,1,0,0,0
AT5G55510,1220,1692,964,856,741,704
AT5G55520,485,524,466,469,412,430
AT5G55530,2391,3735,2285,3121,2825,2696
AT5G55540,1287,1706,927,2041,1339,1186
AT5G55550,822,1100,886,1566,1431,1556
AT5G55560,143,241,110,181,124,122
AT5G55565,0,0,0,0,0,0
AT5G55570,101,214,46,134,183,62
AT5G55580,1855,2424,1368,1286,1119,1004
AT5G55590,42,44,42,115,115,70
AT5G55600,1974,3202,1953,4013,3638,3046
AT5G55610,1829,3110,1873,2959,3451,3010
AT5G55620,5004,9697,2022,4269,9708,2712
AT5G55630,1408,2721,1392,1725,2014,1690
AT5G55640,463,666,399,963,985,733
AT5G55650,28,19,32,7,5,18
AT5G55660,3813,5037,3288,4442,4379,3795
AT5G55670,1659,2296,1443,2408,2269,1948
AT5G55680,33,39,30,24,34,38
AT5G55690,0,0,2,0,0,0
AT5G55700,1252,2224,967,2404,2440,1704
AT5G55710,2387,2855,1500,2948,2809,1924
AT5G55720,102,277,61,163,268,109
AT5G55730,1521,2047,1481,1067,2092,1647
AT5G55740,1295,1661,648,1297,1308,885
AT5G55750,2,0,4,13,4,0
AT5G55760,464,672,428,516,678,538
AT5G55770,4,2,6,0,0,2
AT5G55780,17,5,12,6,8,2
AT5G55790,449,603,455,560,528,591
AT5G55800,0,1,0,0,0,0
AT5G55810,237,359,209,458,406,350
AT5G55820,613,579,489,596,452,495
AT5G55830,110,148,123,123,131,106
AT5G55835,0,0,0,0,0,0
AT5G55840,475,634,402,583,649,539
AT5G55850,6622,11390,5162,12663,15160,9572
AT5G55855,0,4,0,0,0,0
AT5G55856,0,0,0,0,0,0
AT5G55860,1044,1810,998,2124,2686,1895
AT5G55870,0,0,0,0,0,0
AT5G55880,0,0,0,0,0,0
AT5G55890,0,0,0,0,0,0
AT5G55893,0,16,2,6,2,2
AT5G55900,124,260,129,312,320,269
AT5G55910,2542,4423,1980,5613,6655,4672
AT5G55920,5802,9394,7054,3506,3649,4364
AT5G55930,1608,3499,2812,2718,1803,1941
AT5G55940,2107,3440,1985,3489,3415,2581
AT5G55950,54,103,60,103,170,138
AT5G55960,1128,1724,1037,2121,2849,2105
AT5G55970,841,1690,621,2090,1808,1324
AT5G55980,1,2,0,7,0,2
AT5G55990,1547,2400,1144,1962,1696,1466
AT5G56000,2081,3493,1830,1663,3173,2204
AT5G56010,24230,48019,17330,10213,54856,24412
AT5G56020,435,580,381,921,778,675
AT5G56030,29963,65201,22789,13783,68561,27883
AT5G56040,3163,4007,2747,4610,3811,3152
AT5G56050,121,114,136,96,111,133
AT5G56060,2,0,6,0,2,2
AT5G56070,0,0,0,0,0,0
AT5G56075,8,1,4,0,0,2
AT5G56080,228,163,205,67,28,95
AT5G56090,1219,2461,1290,1439,1956,1445
AT5G56100,170,262,80,556,311,80
AT5G56110,2,2,2,2,2,0
AT5G56120,634,863,622,554,695,581
AT5G56130,768,1269,714,965,1064,934
AT5G56140,2786,4060,2302,5347,4312,3496
AT5G56150,1997,3047,1802,5706,6441,4809
AT5G56160,171,264,153,566,671,630
AT5G56170,3545,7529,4252,6363,7102,5055
AT5G56180,746,1147,534,2110,1974,1743
AT5G56190,1516,2390,1458,3249,3653,2856
AT5G56200,24,26,16,14,1,33
AT5G56210,521,775,367,1185,1292,911
AT5G56220,1010,1262,826,1002,768,693
AT5G56230,60,151,52,102,79,73
AT5G56240,2318,3356,2269,4296,4275,4120
AT5G56250,1458,2269,1851,2260,2702,2574
AT5G56260,2416,4399,1856,3214,3586,2069
AT5G56270,797,1069,626,1165,1429,1246
AT5G56280,1597,2659,1616,2112,2502,2275
AT5G56290,2957,5612,2420,5718,6227,3976
AT5G56300,8,38,10,2,4,6
AT5G56310,173,237,160,229,236,142
AT5G56320,190,221,230,78,34,47
AT5G56325,0,0,0,0,0,0
AT5G56330,0,0,0,0,0,0
AT5G56340,1018,1951,977,1971,2224,1459
AT5G56350,5121,9802,5511,9063,13240,9316
AT5G56360,3263,4883,3394,4428,4601,4305
AT5G56365,0,0,0,0,0,0
AT5G56368,0,0,2,0,0,0
AT5G56369,0,0,0,0,0,0
AT5G56370,101,194,93,143,140,113
AT5G56380,839,1114,703,1184,992,933
AT5G56390,0,0,0,0,0,0
AT5G56400,0,0,0,0,0,0
AT5G56410,0,0,0,0,0,0
AT5G56420,404,670,374,677,674,566
AT5G56430,2,0,0,0,0,0
AT5G56440,0,0,0,0,0,2
AT5G56450,252,397,268,406,353,295
AT5G56452,0,0,0,0,0,0
AT5G56460,473,596,497,501,591,614
AT5G56470,0,0,0,0,0,0
AT5G56480,0,0,0,0,0,0
AT5G56490,43,47,30,64,104,82
AT5G56500,2436,3792,2808,2423,3653,3072
AT5G56510,7,8,19,27,30,46
AT5G56520,409,587,345,1682,1274,1101
AT5G56530,925,971,726,800,842,726
AT5G56540,254,331,252,742,730,590
AT5G56550,1107,1947,542,1043,1244,530
AT5G56560,0,0,1,0,0,0
AT5G56570,2,0,0,0,2,0
AT5G56580,355,445,331,337,338,264
AT5G56590,557,852,383,630,748,490
AT5G56600,1344,2232,1214,2522,2865,2057
AT5G56610,313,358,305,356,337,335
AT5G56620,27,21,42,89,67,91
AT5G56630,2243,3370,2210,4096,4970,4395
AT5G56640,0,0,0,0,0,0
AT5G56650,1594,2491,1421,2517,2576,2028
AT5G56660,1116,1714,997,1367,1570,1181
AT5G56670,9171,11549,7839,7775,6684,6271
AT5G56680,5478,9052,5582,4805,5734,4659
AT5G56690,0,0,0,0,0,0
AT5G56700,49,27,20,41,28,43
AT5G56710,16835,23989,15861,13583,14340,13075
AT5G56720,74,107,79,94,68,99
AT5G56730,1015,1512,963,1116,1265,1109
AT5G56740,1248,1940,1217,1364,1406,1475
AT5G56745,0,0,0,0,0,0
AT5G56750,1583,3308,1433,4688,4174,2975
AT5G56760,2881,5138,2849,6477,7042,5717
AT5G56770,0,0,1,0,0,0
AT5G56780,347,478,314,571,425,295
AT5G56790,1210,1522,1034,1830,1766,1602
AT5G56795,103,106,200,176,72,154
AT5G56800,0,0,0,0,0,0
AT5G56810,65,116,93,87,73,89
AT5G56820,0,0,0,1,0,0
AT5G56840,282,648,235,202,303,112
AT5G56850,2501,3892,1412,2591,3175,1553
AT5G56860,1895,2394,1097,1693,2058,1367
AT5G56865,0,0,0,0,0,0
AT5G56870,1920,5509,1826,3812,773,588
AT5G56880,6,6,6,19,43,81
AT5G56890,2604,3630,2584,2816,3977,3897
AT5G56900,1597,2354,1497,2571,2182,1652
AT5G56910,847,1464,787,1199,1579,1117
AT5G56920,0,0,0,0,0,1
AT5G56930,522,844,463,1077,890,776
AT5G56940,1705,2370,1520,1808,2016,1543
AT5G56950,4347,7540,4810,3183,3846,3619
AT5G56960,21,75,58,18,21,5
AT5G56970,29,27,38,22,10,25
AT5G56975,0,0,0,1,0,0
AT5G56980,1233,2703,1431,2099,3343,2824
AT5G56990,80,134,69,165,157,92
AT5G57000,326,697,372,831,933,611
AT5G57010,95,369,223,299,257,212
AT5G57015,1619,3037,1840,2866,3248,2727
AT5G57020,3187,5737,2982,4939,4772,3768
AT5G57030,3373,5010,2150,5721,7601,3733
AT5G57035,1305,2972,1274,3342,3522,2424
AT5G57040,2959,5807,2310,14881,19441,14526
AT5G57050,578,1256,429,5431,12110,8320
AT5G57060,705,1290,618,1729,1718,1275
AT5G57070,541,714,445,781,1111,805
AT5G57080,126,123,74,136,113,107
AT5G57090,768,804,850,511,377,465
AT5G57100,641,863,440,1015,1312,938
AT5G57110,3335,4017,3038,7217,4657,5131
AT5G57120,3888,6158,4267,3364,2939,2984
AT5G57123,42,102,70,48,74,51
AT5G57130,1138,1208,1322,1012,1012,1402
AT5G57140,422,566,363,638,698,606
AT5G57150,1086,1701,1289,2433,2634,2234
AT5G57160,880,1397,805,1469,1351,1117
AT5G57170,1151,1346,564,922,667,433
AT5G57180,5576,5747,3502,3835,4953,4268
AT5G57181,2,4,2,2,2,3
AT5G57190,265,337,286,261,167,178
AT5G57200,4,3,6,0,0,4
AT5G57210,735,1281,748,892,1062,790
AT5G57220,2081,9104,4427,2547,1218,602
AT5G57230,442,510,394,555,518,439
AT5G57240,374,648,317,1207,1901,1003
AT5G57250,861,1173,791,1678,1885,1433
AT5G57260,4,8,4,0,5,4
AT5G57270,1080,1315,797,1594,1828,1722
AT5G57280,1835,3079,2054,1155,1378,1631
AT5G57290,8876,10712,8872,7721,7364,7674
AT5G57300,1115,1697,907,1560,1757,1340
AT5G57310,78,111,86,118,124,95
AT5G57320,121,212,108,250,244,186
AT5G57330,3955,6725,3681,7777,9932,7589
AT5G57340,329,231,278,773,609,753
AT5G57345,2178,5564,1510,4022,6895,3333
AT5G57350,6763,8143,6227,12361,15253,17820
AT5G57360,1922,3340,1637,3241,4259,2847
AT5G57370,1005,1582,881,1393,1218,1010
AT5G57380,23,36,20,40,33,19
AT5G57390,271,370,311,796,762,878
AT5G57391,0,0,0,0,0,0
AT5G57400,6,16,21,8,18,20
AT5G57410,595,595,490,690,592,557
AT5G57420,25,22,10,11,16,16
AT5G57440,902,1287,764,1486,1157,936
AT5G57450,65,95,74,77,74,67
AT5G57460,1931,3352,1946,3505,3968,3209
AT5G57480,369,794,684,690,719,916
AT5G57490,4095,7360,3479,4685,4864,3725
AT5G57500,86,130,139,56,52,56
AT5G57510,49,75,87,143,94,102
AT5G57520,15,9,17,10,23,14
AT5G57530,138,231,169,90,78,117
AT5G57535,0,0,0,0,0,0
AT5G57540,105,207,184,115,78,143
AT5G57550,42,48,44,402,506,350
AT5G57560,10452,34090,13572,17020,28398,11349
AT5G57565,364,602,315,1283,781,776
AT5G57567,13,22,22,24,15,22
AT5G57570,101,171,103,63,68,103
AT5G57580,2723,5181,2670,5163,3763,2515
AT5G57590,1033,1424,938,1352,1121,1096
AT5G57610,911,1566,575,2791,6750,3865
AT5G57620,262,241,218,305,207,173
AT5G57625,482,740,573,375,341,418
AT5G57630,2206,2375,2091,5123,2125,3201
AT5G57640,19,68,22,47,22,8
AT5G57650,0,3,2,0,0,10
AT5G57655,2506,3176,1696,6216,2963,2341
AT5G57660,4102,6962,2501,6535,7259,3712
AT5G57670,38,58,39,91,149,116
AT5G57685,694,892,810,602,965,1133
AT5G57690,22,11,4,16,3,6
AT5G57700,751,1131,711,959,931,711
AT5G57710,7901,18068,8431,13277,14084,8726
AT5G57720,0,0,6,0,0,0
AT5G57730,0,0,0,0,0,1
AT5G57735,4,2,0,2,0,6
AT5G57740,481,644,444,973,1142,999
AT5G57747,0,0,0,0,0,0
AT5G57750,0,0,0,0,0,0
AT5G57760,1831,2145,454,2724,1349,401
AT5G57770,1642,1913,466,2415,1161,341
AT5G57780,360,665,279,526,402,203
AT5G57785,1043,1249,739,2152,3446,2628
AT5G57790,219,252,163,598,897,694
AT5G57800,4068,8971,3197,12988,27466,13723
AT5G57810,8,4,3,178,330,88
AT5G57815,1125,1935,1016,2967,3108,1983
AT5G57820,13,7,14,18,19,16
AT5G57830,206,338,247,421,327,298
AT5G57840,267,302,232,351,362,437
AT5G57850,3316,5119,2493,4768,4672,3084
AT5G57860,1118,2095,1101,1876,2106,1488
AT5G57870,10117,17197,10111,12401,14429,12036
AT5G57880,1390,1994,1158,3009,1719,1347
AT5G57885,3,1,1,3,0,2
AT5G57887,1216,1757,1014,2656,1507,1187
AT5G57890,837,1372,795,624,824,639
AT5G57900,811,1443,728,3244,4549,2811
AT5G57910,580,1305,630,1864,3197,2183
AT5G57920,33,43,40,9,21,17
AT5G57930,5086,7721,2855,5577,6442,3603
AT5G57940,2672,5169,2150,4441,3160,2300
AT5G57950,626,963,515,994,1007,941
AT5G57960,1828,2959,1155,2664,3255,2033
AT5G57970,369,468,309,703,674,613
AT5G57980,103,104,71,41,40,62
AT5G57990,9476,15536,9801,8619,9978,9139
AT5G58000,402,636,385,744,779,605
AT5G58003,604,797,530,1010,836,717
AT5G58005,866,1288,785,1648,1545,1043
AT5G58010,71,127,96,140,109,79
AT5G58020,2430,4291,2121,3871,4933,3506
AT5G58030,1669,2371,1444,2564,2733,2119
AT5G58040,3043,4570,2722,5045,4575,3915
AT5G58050,25,26,17,23,22,29
AT5G58060,3511,6200,3335,7208,8332,6404
AT5G58070,4554,8678,3213,17132,17431,8799
AT5G58080,2,6,4,10,10,7
AT5G58090,2068,3259,1570,3251,2250,1513
AT5G58100,2929,4997,2800,4883,5246,4247
AT5G58110,2660,4676,2429,4682,4248,2871
AT5G58120,1633,5139,1559,1996,3691,1141
AT5G58130,1698,2727,1697,2182,2117,1839
AT5G58140,8644,14573,5636,15158,20579,11494
AT5G58150,1058,1511,1211,1077,1196,1163
AT5G58160,873,1349,804,2733,3705,3178
AT5G58170,2,8,2,3,11,4
AT5G58180,0,0,0,1,2,4
AT5G58190,739,1197,677,1163,1355,1030
AT5G58200,2290,3365,1901,5071,4031,3109
AT5G58210,837,1353,758,1205,1112,879
AT5G58220,1316,2518,1175,2644,2550,1762
AT5G58230,2510,3917,2285,2938,3555,2765
AT5G58240,1364,1750,1222,2142,1753,1582
AT5G58250,7575,8485,4443,8151,6523,5234
AT5G58260,3036,4839,1545,3661,4111,1603
AT5G58270,2274,3777,1858,3408,3590,2702
AT5G58280,15,20,21,28,14,39
AT5G58290,8831,15894,9410,17710,20315,17201
AT5G58300,1246,1476,1219,1731,1518,1672
AT5G58310,321,838,223,256,525,170
AT5G58320,685,889,753,1735,1527,1474
AT5G58330,10463,19547,7478,22996,28160,17351
AT5G58340,333,558,516,1447,1284,1514
AT5G58350,2243,5115,4042,10615,9535,10255
AT5G58360,18,18,14,7,4,2
AT5G58370,1601,2378,1459,1199,919,1059
AT5G58375,1658,2503,1816,2661,2570,2086
