gene,root_control_1,root_control_2,root_control_3,root_MeJA_1,root_MeJA_2,root_MeJA_3
AT4G04220,906,799,1064,527,631,555
AT4G04221,261,258,349,143,148,118
AT4G04223,92,85,92,112,92,58
AT4G04260,6,5,7,0,2,0
AT4G04315,0,0,0,0,0,0
AT4G04320,2218,1862,2777,2428,1781,1960
AT4G04330,221,148,245,201,140,111
AT4G04340,3693,3024,4795,2915,2411,2883
AT4G04350,808,623,945,637,587,563
AT4G04360,216,209,251,112,133,164
AT4G04370,423,443,498,331,350,326
AT4G04402,0,0,0,0,0,0
AT4G04404,0,0,0,0,0,0
AT4G04423,0,2,0,3,7,2
AT4G04450,297,196,348,222,106,172
AT4G04460,806,817,1254,859,703,828
AT4G04470,2379,2099,2995,2481,2074,2061
AT4G04480,0,0,0,0,0,0
AT4G04490,85,108,131,89,44,77
AT4G04500,0,0,0,0,4,0
AT4G04510,0,0,0,0,0,0
AT4G04540,6,6,10,10,6,8
AT4G04570,162,172,239,107,41,91
AT4G04580,1,3,0,4,0,0
AT4G04601,0,0,0,0,0,0
AT4G04610,15263,12315,24287,31770,31953,35376
AT4G04614,1466,1232,1611,1103,1075,894
AT4G04620,2710,2712,3197,2795,2710,1766
AT4G04630,328,293,321,345,231,245
AT4G04632,0,0,0,0,0,0
AT4G04640,1136,910,1538,1177,822,977
AT4G04650,0,0,0,0,1,0
AT4G04670,1906,1789,1972,1206,1155,1203
AT4G04680,14,24,30,23,21,20
AT4G04690,0,0,0,0,0,0
AT4G04695,978,1141,1407,1219,801,923
AT4G04700,1163,1205,1677,1618,798,1068
AT4G04710,89,89,162,163,99,88
AT4G04720,4561,4111,5764,4195,3247,3741
AT4G04730,2,1,0,0,0,0
AT4G04740,2126,2162,2693,2153,1815,1953
AT4G04745,2382,1467,2007,1513,720,748
AT4G04750,564,455,804,458,406,534
AT4G04760,113,97,216,619,655,701
AT4G04770,2766,2595,3773,3172,2682,2836
AT4G04775,0,0,0,0,0,0
AT4G04780,1566,1315,1512,1353,1498,1069
AT4G04790,651,594,736,480,442,504
AT4G04800,3507,3313,4107,4303,3870,2917
AT4G04810,1436,754,2238,1535,1703,1705
AT4G04830,18400,11815,23575,31052,31225,22968
AT4G04840,415,225,937,3450,3287,4879
AT4G04850,1500,1507,2264,1242,1619,1766
AT4G04860,2428,1880,2645,2270,1905,1974
AT4G04870,1524,1481,1748,1289,1388,1298
AT4G04880,813,709,974,763,773,668
AT4G04885,3095,2764,3548,2777,2618,2597
AT4G04890,2428,3062,2392,1440,1070,794
AT4G04900,26,39,85,33,28,30
AT4G04910,8666,7521,10325,7880,6238,6580
AT4G04920,4616,3675,5173,4174,3033,3702
AT4G04925,770,754,858,695,938,472
AT4G04930,125,122,142,83,70,54
AT4G04940,3937,3841,4709,2438,2274,2569
AT4G04950,4963,4827,5380,4116,4017,3467
AT4G04953,0,1,0,0,0,0
AT4G04955,2663,2732,3430,2309,1873,2103
AT4G04957,0,0,0,0,0,0
AT4G04960,1722,1445,2118,1593,1014,1141
AT4G04970,2659,2381,2936,2831,2244,2516
AT4G04972,168,203,276,300,156,126
AT4G04980,0,1,0,1,0,0
AT4G04985,0,0,0,0,0,0
AT4G04990,762,490,723,1316,352,438
AT4G05000,1354,1295,1715,1434,1405,1127
AT4G05010,806,680,1311,1020,1081,1150
AT4G05018,55,38,75,46,44,71
AT4G05020,3890,4018,7025,6344,5365,8024
AT4G05030,21,18,10,19,6,9
AT4G05040,851,875,1102,919,842,850
AT4G05048,0,0,3,3,1,0
AT4G05050,31778,28493,41851,31907,30481,27441
AT4G05060,1878,1934,2463,2335,1676,1726
AT4G05070,1581,1479,2350,2235,1144,1348
AT4G05071,6,20,15,46,22,23
AT4G05080,0,0,1,0,0,0
AT4G05090,928,968,1065,741,799,731
AT4G05091,9,13,18,3,7,4
AT4G05095,17,27,19,35,45,10
AT4G05100,200,172,276,309,264,303
AT4G05105,7,22,2,11,10,1
AT4G05110,7,16,13,0,8,2
AT4G05120,374,363,442,316,290,276
AT4G05130,0,0,0,0,0,0
AT4G05136,0,0,0,0,0,0
AT4G05140,2,0,1,4,5,0
AT4G05150,6920,5377,6755,7485,4384,3779
AT4G05160,4764,4505,5814,5582,3790,3962
AT4G05170,197,250,380,308,308,337
AT4G05180,232,164,391,379,178,259
AT4G05190,4986,4191,4800,3870,2774,3010
AT4G05200,2852,2016,3609,2945,2086,2480
AT4G05210,300,324,329,221,217,181
AT4G05220,159,159,179,149,116,155
AT4G05230,0,0,0,0,0,0
AT4G05240,0,0,0,0,0,0
AT4G05250,0,0,0,0,0,0
AT4G05260,0,0,0,0,0,0
AT4G05265,0,0,0,0,0,0
AT4G05270,0,2,0,0,0,0
AT4G05310,0,1,0,0,0,0
AT4G05320,95378,85999,115274,115744,85945,79735
AT4G05330,658,804,920,774,769,664
AT4G05340,0,0,0,0,0,0
AT4G05350,0,0,0,0,0,2
AT4G05360,8,14,17,3,2,0
AT4G05370,51,64,124,81,86,87
AT4G05380,76,91,145,134,118,108
AT4G05390,6889,6529,10040,6497,6429,6366
AT4G05400,3115,2846,3720,2050,2199,2230
AT4G05410,3750,3774,4560,2508,2346,2650
AT4G05420,7213,6014,7837,6607,5163,5507
AT4G05430,96,82,145,80,105,78
AT4G05440,1595,1724,2197,1332,1497,1214
AT4G05450,1867,1802,2081,1470,1390,1394
AT4G05460,1531,1860,2035,1440,1921,1237
AT4G05470,2,0,0,0,0,0
AT4G05475,0,0,0,0,0,0
AT4G05490,2,2,2,11,0,2
AT4G05494,0,0,0,0,0,0
AT4G05497,0,0,0,0,0,4
AT4G05508,0,0,0,0,0,0
AT4G05520,2820,2646,2776,1891,1616,1674
AT4G05523,4,2,0,0,8,2
AT4G05530,4512,3571,5531,4840,3905,3672
AT4G05540,0,2,6,0,2,2
AT4G05553,0,0,0,0,0,0
AT4G05590,1349,1374,1913,1670,1430,1150
AT4G05612,0,0,0,0,0,0
AT4G05620,1,0,1,0,0,0
AT4G05630,0,0,1,0,0,0
AT4G05631,254,274,244,208,190,209
AT4G05632,0,0,0,0,0,0
AT4G06479,0,0,0,0,0,0
AT4G06490,0,0,0,0,0,0
AT4G06526,0,0,0,0,0,1
AT4G06534,453,386,577,392,212,292
AT4G06536,206,198,208,219,137,121
AT4G06583,0,0,0,0,0,0
AT4G06598,1018,1060,1198,839,895,691
AT4G06599,3053,2951,3642,3033,3003,2388
AT4G06634,1754,1601,2329,1726,1465,1446
AT4G06639,0,0,0,0,0,0
AT4G06676,1817,1617,2045,2058,1669,1526
AT4G06688,0,0,0,0,0,0
AT4G06701,1216,1088,1358,1032,1112,892
AT4G06740,0,0,0,0,0,0
AT4G06744,7348,5526,11241,8246,6592,9483
AT4G06746,358,375,450,1641,1088,659
AT4G07350,0,0,0,0,0,0
AT4G07380,0,0,0,0,0,0
AT4G07390,4331,3745,5097,4239,3817,3634
AT4G07400,231,231,292,231,208,189
AT4G07408,2,5,0,1,0,2
AT4G07410,11473,9802,10903,7885,8306,7588
AT4G07515,0,0,0,0,0,0
AT4G07524,0,0,0,0,0,0
AT4G07526,0,0,0,0,0,0
AT4G07666,0,0,0,0,0,0
AT4G07670,0,2,0,0,0,0
AT4G07675,0,0,0,0,0,0
AT4G07740,0,0,0,0,0,0
AT4G07786,0,0,0,0,0,0
AT4G07820,1015,1024,752,972,465,256
AT4G07825,3327,2264,3583,2518,2154,2281
AT4G07868,0,0,4,2,2,0
AT4G07932,0,0,0,0,0,2
AT4G07940,15,26,23,10,14,16
AT4G07950,1974,1682,1991,1713,2036,1312
AT4G07960,616,825,1415,1330,896,1271
AT4G07965,2,0,0,0,0,2
AT4G07990,2143,1933,2551,2645,2132,1842
AT4G08025,0,0,0,0,0,0
AT4G08028,0,0,0,0,0,0
AT4G08035,2388,2716,3088,2286,2505,2142
AT4G08039,0,0,0,0,0,0
AT4G08040,57,97,151,116,77,96
AT4G08073,0,0,0,0,0,0
AT4G08097,0,0,0,0,0,0
AT4G08116,0,0,0,0,0,0
AT4G08140,2,0,2,2,0,0
AT4G08150,1115,748,1417,903,722,949
AT4G08151,0,0,0,0,0,0
AT4G08160,384,559,1386,569,632,1066
AT4G08170,1431,1313,1871,2249,2266,2145
AT4G08176,0,0,0,0,0,0
AT4G08180,4360,3974,5861,4419,3798,4032
AT4G08190,0,0,0,0,0,0
AT4G08210,153,158,204,100,99,108
AT4G08230,2614,2061,3414,3619,3068,2372
AT4G08240,1434,1203,1503,1270,1163,1132
AT4G08250,147,138,148,84,111,78
AT4G08260,0,0,0,0,0,0
AT4G08263,4,0,0,0,0,0
AT4G08267,0,0,0,0,0,0
AT4G08270,0,0,0,0,0,0
AT4G08280,2120,1969,2218,2065,2140,1398
AT4G08290,179,76,279,61,2,41
AT4G08300,492,154,404,54,2,14
AT4G08310,3643,3259,4125,2913,2214,2364
AT4G08320,2134,1788,2510,2097,1682,1775
AT4G08330,868,771,1172,873,765,688
AT4G08345,0,0,0,0,0,0
AT4G08350,7150,6264,8547,6064,4601,5732
AT4G08351,0,0,0,0,0,0
AT4G08360,22,3,8,5,0,4
AT4G08370,0,0,0,0,0,0
AT4G08380,4,0,0,0,0,2
AT4G08390,12618,11650,18904,14240,12419,15953
AT4G08395,1,2,3,36,0,3
AT4G08400,1798,1896,3808,4856,1107,3038
AT4G08406,0,0,0,0,0,0
AT4G08410,2163,2210,3570,4055,882,2426
AT4G08430,2,2,1,0,0,0
AT4G08450,180,161,161,260,129,181
AT4G08455,901,728,1014,864,750,585
AT4G08460,6529,6251,7344,5560,5910,4867
AT4G08470,1786,1661,2050,1746,1446,1199
AT4G08480,1384,1207,1892,1402,1021,1354
AT4G08485,0,0,0,0,0,0
AT4G08500,2710,2321,3075,2640,2139,1938
AT4G08510,1817,1477,1994,1522,1264,1310
AT4G08520,9112,8747,11284,7497,7531,6485
AT4G08530,0,0,0,0,0,0
AT4G08540,2008,1895,2559,1842,2132,1724
AT4G08550,4,4,8,4,0,0
AT4G08555,354,244,623,274,162,237
AT4G08560,0,0,0,0,2,0
AT4G08570,1637,903,1364,633,425,362
AT4G08580,1820,1690,2220,1739,1426,1507
AT4G08590,1602,1456,1609,1052,1357,924
AT4G08593,0,0,0,0,0,0
AT4G08620,297,381,473,415,180,324
AT4G08630,0,0,0,0,0,0
AT4G08640,1,2,2,0,0,0
AT4G08670,0,0,0,0,2,0
AT4G08685,2888,2262,4042,2633,2626,2214
AT4G08690,4418,4433,5871,5083,4651,4502
AT4G08691,2,0,0,0,0,0
AT4G08700,462,382,472,404,396,293
AT4G08730,0,0,0,0,0,0
AT4G08740,0,0,0,0,0,0
AT4G08760,0,0,0,0,0,2
AT4G08770,25091,19515,35584,39370,28151,38516
AT4G08780,7418,4289,5860,8584,5932,5701
AT4G08790,1028,937,1070,949,840,665
AT4G08800,0,1,0,0,0,0
AT4G08810,4046,3963,5631,3778,3318,3485
AT4G08840,0,0,1,0,0,0
AT4G08850,7379,6011,10475,6829,4038,5376
AT4G08867,0,0,2,4,0,0
AT4G08868,50,45,67,31,49,48
AT4G08869,3,2,0,2,1,3
AT4G08870,17,19,9,302,149,175
AT4G08874,11,8,9,5,12,0
AT4G08875,0,0,2,0,0,0
AT4G08876,0,0,0,0,0,0
AT4G08878,0,0,0,0,0,0
AT4G08895,0,0,0,0,0,0
AT4G08900,1629,1562,2088,1682,1295,1095
AT4G08910,0,0,0,0,0,0
AT4G08920,2914,2614,3216,2737,1925,2085
AT4G08930,2337,2142,2769,1974,1464,1368
AT4G08940,606,505,732,455,354,354
AT4G08949,0,0,0,0,0,0
AT4G08950,6118,4931,5832,3591,2641,2615
AT4G08960,3442,3387,4496,2971,2880,2721
AT4G08967,0,0,0,0,0,0
AT4G08980,5673,4983,6628,4785,4961,3917
AT4G08990,58,37,45,42,53,41
AT4G09000,32365,28574,42326,28477,21469,24283
AT4G09010,801,498,871,668,472,330
AT4G09012,450,485,504,332,384,327
AT4G09020,2693,2886,3462,2401,2225,2153
AT4G09030,8050,6453,11093,10028,9864,11157
AT4G09040,953,819,1029,817,671,629
AT4G09060,1070,982,1066,759,813,617
AT4G09070,0,0,0,2,0,2
AT4G09080,121,126,131,88,126,99
AT4G09090,0,1,1,0,0,0
AT4G09100,160,131,198,172,99,117
AT4G09110,70,48,47,75,34,37
AT4G09120,1,11,6,10,2,7
AT4G09130,58,50,103,55,26,51
AT4G09140,2347,2138,2632,1918,1800,1786
AT4G09150,3812,3367,4435,3435,2795,3076
AT4G09153,0,0,0,0,0,0
AT4G09160,2691,2561,3426,1600,1447,1711
AT4G09170,109,118,88,65,67,75
AT4G09180,1959,1811,2433,2031,1631,1582
AT4G09190,0,0,0,0,0,0
AT4G09200,30,18,30,31,22,8
AT4G09210,0,0,0,0,0,0
AT4G09220,0,0,0,0,0,0
AT4G09250,4,10,0,184,3,0
AT4G09260,0,0,0,0,0,0
AT4G09270,0,0,0,0,0,0
AT4G09300,362,309,334,382,296,186
AT4G09310,0,10,0,3,0,0
AT4G09320,33387,38302,36182,24676,33537,20602
AT4G09340,2034,1846,2421,2221,1986,1723
AT4G09350,0,8,4,6,8,2
AT4G09360,0,0,0,1,0,0
AT4G09420,800,665,460,775,434,236
AT4G09430,255,195,222,221,141,166
AT4G09432,255,195,222,221,141,166
AT4G09440,0,0,0,0,0,0
AT4G09450,0,0,0,0,0,0
AT4G09460,792,740,1096,1220,1047,978
AT4G09462,0,0,0,0,0,0
AT4G09464,0,0,0,0,0,0
AT4G09465,0,0,0,0,0,0
AT4G09466,0,0,0,0,0,0
AT4G09467,0,0,0,0,0,0
AT4G09490,167,132,171,162,172,98
AT4G09500,172,197,366,366,299,389
AT4G09510,1543,1596,2416,3695,3997,3954
AT4G09520,1806,1825,2249,1978,1694,1718
AT4G09530,0,0,0,0,0,0
AT4G09545,0,0,0,0,0,0
AT4G09550,970,833,976,790,1087,630
AT4G09560,630,472,748,666,535,585
AT4G09570,3947,4244,5680,3234,3001,3083
AT4G09580,1612,1197,1588,1578,1302,1144
AT4G09587,0,0,0,0,0,0
AT4G09590,0,19,10,4,4,8
AT4G09600,2,0,6,2,4,4
AT4G09610,0,0,0,0,0,0
AT4G09620,1699,1652,2402,1523,1350,1361
AT4G09630,3721,3636,4921,3604,2954,3035
AT4G09640,1027,877,1144,763,861,710
AT4G09647,0,0,0,0,0,0
AT4G09649,24,25,38,19,21,35
AT4G09650,1319,1148,1680,1354,1076,1323
AT4G09660,0,0,0,0,0,0
AT4G09670,2276,2064,3135,2319,1843,1840
AT4G09680,3585,3058,4084,3316,2860,2962
AT4G09690,18,20,26,17,8,10
AT4G09720,3381,3284,4343,2971,3034,2758
AT4G09730,2643,2706,2942,1838,1771,1708
AT4G09731,3,5,9,4,3,6
AT4G09740,0,0,1,1,0,0
AT4G09750,1684,1431,2242,1451,1251,1847
AT4G09760,1464,1401,2141,753,734,655
AT4G09770,318,285,489,448,312,294
AT4G09775,0,0,0,0,0,0
AT4G09780,17,49,28,44,26,10
AT4G09784,0,0,2,0,0,0
AT4G09795,0,0,0,0,0,0
AT4G09800,27704,28020,26832,20686,26922,17707
AT4G09810,860,797,938,660,747,583
AT4G09820,0,2,4,7,1,4
AT4G09830,5893,4635,5996,5683,5413,3892
AT4G09840,154,157,233,163,163,138
AT4G09850,14,11,24,22,6,12
AT4G09860,0,0,0,0,0,0
AT4G09870,26,18,28,20,13,11
AT4G09880,10,4,1,0,0,4
AT4G09890,369,345,575,659,418,395
AT4G09900,57,20,52,65,46,15
AT4G09920,18,17,22,10,2,8
AT4G09930,0,0,0,1,0,0
AT4G09940,89,49,48,87,73,53
AT4G09950,1078,841,1554,1152,1022,1136
AT4G09960,32,13,19,35,34,20
AT4G09965,3,0,2,2,4,0
AT4G09970,338,290,301,224,300,207
AT4G09980,3024,2777,4072,2471,1988,2638
AT4G09984,0,0,0,0,0,0
AT4G09990,1003,1511,2566,1506,1518,1799
AT4G10000,262,270,311,236,231,185
AT4G10010,2,2,0,0,0,2
AT4G10020,173,142,161,168,172,157
AT4G10030,1408,1310,1689,1607,1566,1479
AT4G10040,4269,4312,6156,4956,6126,4395
AT4G10050,2083,1791,2281,1897,1718,1571
AT4G10060,60,27,31,144,92,104
AT4G10070,2080,1647,2312,1689,1596,1710
AT4G10080,2671,2518,3205,2925,2362,2011
AT4G10090,1140,1073,1199,773,914,751
AT4G10100,1996,1921,2287,2137,1918,1371
AT4G10110,2227,2209,2629,2387,2315,1807
AT4G10112,0,0,0,0,0,0
AT4G10115,0,0,0,0,0,0
AT4G10120,545,373,547,1330,885,988
AT4G10130,851,973,1080,884,960,552
AT4G10140,1866,1479,2125,2017,1761,1421
AT4G10150,2,4,0,27,20,32
AT4G10160,1,0,8,2,4,1
AT4G10170,728,616,889,703,737,609
AT4G10180,3378,3137,4326,3006,2752,2905
AT4G10190,1,0,0,0,0,1
AT4G10200,6,0,8,0,4,4
AT4G10210,0,1,0,0,0,0
AT4G10220,6,12,12,4,2,8
AT4G10230,0,0,0,0,0,0
AT4G10240,0,0,0,0,0,0
AT4G10250,185,313,282,190,378,188
AT4G10260,6,12,18,8,8,4
AT4G10265,160,367,201,685,295,102
AT4G10270,2469,3029,2203,4549,2895,1117
AT4G10280,463,396,824,645,425,435
AT4G10290,0,0,0,0,0,0
AT4G10300,926,660,966,917,831,625
AT4G10310,481,230,471,695,504,288
AT4G10320,15504,15310,16994,12800,10910,11938
AT4G10330,989,950,1033,1037,1348,711
AT4G10340,1043,846,1315,1530,1423,1046
AT4G10345,0,0,0,0,0,1
AT4G10350,192,222,381,170,230,229
AT4G10360,2789,2504,3728,2624,2223,2296
AT4G10370,331,356,510,436,277,385
AT4G10380,11904,10829,13312,12788,8519,6830
AT4G10390,670,706,1416,1576,1867,1916
AT4G10400,616,691,868,503,632,504
AT4G10410,0,2,8,2,0,2
AT4G10420,360,421,404,260,350,247
AT4G10430,2883,2415,3551,2323,2191,2163
AT4G10440,4,4,10,2,4,3
AT4G10450,11479,11559,12486,7587,9429,6915
AT4G10457,0,0,0,1,0,0
AT4G10465,47,38,72,36,28,41
AT4G10470,717,647,870,622,700,527
AT4G10480,21528,24878,25182,15085,17654,14339
AT4G10490,0,0,3,1,4,10
AT4G10500,799,740,1273,1333,689,1094
AT4G10507,23,30,34,35,34,41
AT4G10510,463,424,515,666,226,334
AT4G10520,0,2,2,0,0,0
AT4G10530,8,4,18,14,2,11
AT4G10540,2,0,0,0,0,1
AT4G10550,1194,1018,1411,1132,865,1069
AT4G10560,255,325,263,123,145,185
AT4G10570,2491,2550,3377,2439,2301,2314
AT4G10590,2951,2920,3665,2904,2350,2598
AT4G10595,0,2,0,2,0,0
AT4G10596,0,0,2,0,0,0
AT4G10600,12,26,22,7,8,13
AT4G10603,0,0,0,0,0,0
AT4G10610,5866,5701,7093,7637,7359,6371
AT4G10613,0,0,0,0,0,0
AT4G10620,2050,2057,2525,1553,1699,1601
AT4G10630,973,903,1079,772,753,635
AT4G10640,1226,1301,1017,959,1117,789
AT4G10650,283,215,324,198,236,192
AT4G10660,0,0,0,0,0,2
AT4G10670,2,0,2,0,0,2
AT4G10680,0,0,0,0,0,0
AT4G10695,8,2,4,2,10,2
AT4G10700,0,0,0,0,0,2
AT4G10710,6116,5607,7305,5449,4447,5308
AT4G10720,593,434,580,565,361,313
AT4G10730,3411,3085,4044,3246,2626,2797
AT4G10740,2,2,0,0,0,1
AT4G10750,3000,2481,3590,2530,1971,2124
AT4G10760,3317,3001,3806,2650,2464,2357
AT4G10767,0,0,0,0,0,0
AT4G10770,940,734,1144,1199,703,949
AT4G10780,13,15,17,42,11,26
AT4G10790,3821,3523,4764,4456,3257,3091
AT4G10800,536,592,694,413,531,432
AT4G10810,2223,2145,2425,2311,2116,1640
AT4G10815,0,0,0,0,0,0
AT4G10820,0,2,0,0,0,0
AT4G10840,7829,7524,11382,7958,5800,7403
AT4G10845,47,46,62,36,35,36
AT4G10850,9,20,18,26,15,18
AT4G10860,83,67,46,79,29,21
AT4G10870,2,0,0,0,0,0
AT4G10880,0,0,0,0,0,0
AT4G10890,1232,1058,1315,1103,1006,869
AT4G10895,0,0,0,0,0,0
AT4G10910,0,1,1,4,0,2
AT4G10920,3058,2731,3494,3106,2662,2264
AT4G10925,1117,1207,1266,1078,1119,794
AT4G10930,2238,2018,2723,2253,1856,1996
AT4G10940,282,263,403,313,211,336
AT4G10950,38,39,70,33,48,32
AT4G10955,1932,1614,2301,1909,1481,1671
AT4G10960,1932,1614,2301,1909,1481,1671
AT4G10970,1863,1662,2343,1696,1471,1513
AT4G11000,20,20,26,6,3,9
AT4G11010,31148,31523,38064,31279,33930,27372
AT4G11020,7,10,30,8,16,9
AT4G11030,0,0,0,0,0,0
AT4G11040,10,12,10,12,8,16
AT4G11050,645,780,1009,269,317,355
AT4G11060,2098,2145,2073,1417,1853,1433
AT4G11070,561,614,550,391,468,255
AT4G11080,2802,2638,2603,1921,1784,1620
AT4G11090,923,696,929,995,739,784
AT4G11100,59,48,42,151,129,47
AT4G11110,3069,2570,3683,3192,2908,2981
AT4G11120,4332,4769,4922,3296,3453,3260
AT4G11130,1114,1008,1177,874,709,801
AT4G11140,229,300,243,222,269,195
AT4G11150,26039,26006,33414,28921,25589,23098
AT4G11160,4152,4015,5329,4089,3256,3687
AT4G11170,387,348,469,529,264,229
AT4G11175,473,438,597,507,577,419
AT4G11177,0,1,0,0,0,0
AT4G11180,0,0,0,0,0,0
AT4G11190,2069,2159,4342,13204,12989,11123
AT4G11210,81,173,546,1417,1827,1789
AT4G11211,609,449,813,3225,3804,2459
AT4G11213,0,0,0,0,0,0
AT4G11216,2,0,0,0,0,0
AT4G11220,5144,5257,6326,5918,6223,4685
AT4G11230,504,488,702,583,272,433
AT4G11240,7823,7883,7624,5811,7232,4964
AT4G11250,1,0,4,0,4,0
AT4G11260,11088,10317,12486,10697,9617,8702
AT4G11270,5033,4642,6423,5010,3939,4456
AT4G11280,1213,786,1777,1119,930,1605
AT4G11290,6308,7387,11590,9480,7239,9221
AT4G11300,689,657,981,727,412,496
AT4G11310,36,8,3,36,3,12
AT4G11320,38970,19412,31829,62745,28031,25791
AT4G11330,906,800,1009,936,533,656
AT4G11340,14,20,19,10,16,4
AT4G11350,1219,1110,1487,824,1136,975
AT4G11355,0,0,0,0,0,0
AT4G11360,3158,2371,4042,2407,2296,2795
AT4G11370,122,122,203,146,135,136
AT4G11380,11076,10198,13873,9690,8146,9479
AT4G11385,10,18,17,14,12,15
AT4G11390,57,58,88,64,41,64
AT4G11393,41,48,97,47,14,36
AT4G11400,135,119,116,91,91,63
AT4G11405,0,2,0,2,0,0
AT4G11410,1658,1432,1932,1776,1583,1317
AT4G11420,23421,19174,23800,17534,14922,16236
AT4G11430,0,0,0,0,0,0
AT4G11440,762,728,1121,688,594,618
AT4G11450,1846,1645,2054,1383,1305,1293
AT4G11460,53,37,102,27,10,35
AT4G11470,36,48,99,39,29,55
AT4G11480,184,161,287,104,63,117
AT4G11485,0,0,0,0,0,0
AT4G11490,2,2,0,0,0,0
AT4G11510,0,0,0,0,0,0
AT4G11521,24,5,25,13,20,8
AT4G11530,905,827,1142,1056,626,762
AT4G11540,1,0,0,0,0,0
AT4G11550,376,369,495,293,215,318
AT4G11560,3278,3200,4303,3403,3000,2992
AT4G11570,1769,1598,2468,2185,2183,1979
AT4G11580,16,0,6,9,3,6
AT4G11590,280,151,267,182,140,123
AT4G11600,27647,25407,34784,24204,24024,22655
AT4G11610,1470,1455,2195,932,1009,1183
AT4G11630,2535,2519,2917,2261,2206,1855
AT4G11640,239,234,323,189,271,149
AT4G11650,52027,46856,41107,100371,55164,34453
AT4G11653,0,0,0,0,0,0
AT4G11655,210,139,234,377,162,142
AT4G11660,1502,1316,1810,1139,1137,1081
AT4G11670,3072,2562,3642,2794,2326,2576
AT4G11680,1690,1548,2093,1682,1502,1434
AT4G11690,228,240,264,184,222,218
AT4G11700,42,29,32,17,38,26
AT4G11720,106,120,85,85,74,49
AT4G11730,2,4,4,0,0,2
AT4G11740,2553,1904,2984,2476,1817,2162
AT4G11745,0,0,0,0,0,0
AT4G11750,0,0,0,0,0,0
AT4G11760,0,0,0,0,0,0
AT4G11770,0,0,0,0,0,0
AT4G11780,340,429,484,133,151,162
AT4G11790,4669,4238,5011,3655,3416,3614
AT4G11800,3665,2790,4419,3902,3264,3719
AT4G11810,0,0,2,0,1,0
AT4G11820,8819,9118,11310,11213,9691,9980
AT4G11830,7558,7588,8846,7309,6951,6336
AT4G11840,1278,1469,1721,1512,1544,1380
AT4G11845,350,350,531,384,436,413
AT4G11850,6855,6205,8911,8190,5193,6672
AT4G11860,2944,2689,3654,3056,2424,2493
AT4G11870,7,25,20,8,13,4
AT4G11876,0,1,0,0,0,0
AT4G11880,624,796,1182,643,815,775
AT4G11890,16,10,14,4,2,5
AT4G11900,0,0,2,2,0,0
AT4G11910,167,117,177,138,96,110
AT4G11911,0,2,0,18,16,24
AT4G11920,625,736,831,611,580,551
AT4G11930,0,0,0,0,0,0
AT4G11940,0,0,0,0,0,0
AT4G11950,111,77,148,91,125,89
AT4G11960,909,751,1111,1044,890,859
AT4G11970,1006,989,1233,939,1061,875
AT4G11980,575,620,768,758,810,604
AT4G11985,0,0,0,0,0,0
AT4G11990,297,306,418,257,266,164
AT4G12000,442,359,532,408,307,306
AT4G12005,46,26,24,21,26,16
AT4G12010,1344,1301,2041,1705,1168,1413
AT4G12020,2491,2322,3118,2987,2267,2525
AT4G12030,5862,2558,8658,7415,4388,8500
AT4G12040,6561,5888,8186,6379,5757,5437
AT4G12050,3292,3296,4311,2685,2388,2760
AT4G12060,1925,1833,2344,1919,1786,1529
AT4G12065,2,6,12,7,7,2
AT4G12070,1378,1084,1602,1712,1158,1132
AT4G12080,4766,4352,5673,5839,5219,4407
AT4G12090,558,496,628,759,408,403
AT4G12100,0,2,2,1,2,2
AT4G12110,2726,2201,3714,2531,2054,2530
AT4G12115,1,0,3,0,0,0
AT4G12120,1243,1076,1516,1396,915,1115
AT4G12130,1330,1320,1650,1425,1264,1287
AT4G12140,5,0,0,4,0,4
AT4G12150,0,0,0,0,0,0
AT4G12170,20,23,38,164,211,112
AT4G12190,2,1,0,0,1,0
AT4G12210,4,0,4,4,0,2
AT4G12220,0,8,0,0,0,0
AT4G12230,4957,4258,5911,5672,4553,3919
AT4G12240,304,326,456,260,185,296
AT4G12250,1395,1063,1797,1749,1219,1405
AT4G12270,407,355,552,317,240,215
AT4G12280,0,0,2,8,0,1
AT4G12290,238,201,302,490,428,326
AT4G12300,855,797,1067,1029,874,726
AT4G12310,62,54,105,90,42,54
AT4G12320,36,10,21,11,8,4
AT4G12330,541,500,688,418,252,306
AT4G12334,2,0,4,0,0,3
AT4G12340,5399,5499,6271,5420,5740,4103
AT4G12350,165,91,99,102,55,51
AT4G12360,0,12,2,1,2,0
AT4G12370,4,2,21,2,0,18
AT4G12380,30,19,44,26,18,16
AT4G12382,66,54,87,62,73,46
AT4G12390,3334,2194,4396,4583,3552,4284
AT4G12400,2715,4120,4558,2568,6711,3070
AT4G12405,0,0,2,0,0,1
AT4G12410,41,30,68,41,52,43
AT4G12420,20524,20499,25872,14108,13065,13400
AT4G12430,178,175,271,164,205,141
AT4G12432,178,175,271,164,205,141
AT4G12440,252,143,384,167,146,277
AT4G12450,265,210,357,404,203,281
AT4G12460,2752,2564,3729,2839,2262,2542
AT4G12470,6702,6412,2367,4512,3528,566
AT4G12480,50559,34648,28704,46504,25839,8922
AT4G12490,16753,10761,4457,16690,7711,1645
AT4G12500,4341,3427,1333,3247,1208,317
AT4G12510,779,596,1582,1849,968,1511
AT4G12520,2061,1750,4064,4924,3367,4732
AT4G12530,9,11,26,54,67,36
AT4G12540,555,543,612,416,335,282
