gene,root_control_1,root_control_2,root_control_3,root_ACC_1,root_ACC_2,root_ACC_3
AT4G28440,5748,5906,6549,4878,4434,4161
AT4G28450,4809,4667,5163,4063,4076,4456
AT4G28460,112,102,162,253,78,110
AT4G28470,7357,6383,8490,6776,5673,7257
AT4G28480,3975,3746,4756,3888,3116,3785
AT4G28485,44,26,46,37,36,33
AT4G28490,432,438,849,484,385,672
AT4G28500,138,143,241,175,119,223
AT4G28510,5103,5064,5130,4273,4366,4338
AT4G28520,2,2,0,0,0,0
AT4G28530,175,169,248,307,158,261
AT4G28540,6778,6231,8571,7596,5434,7785
AT4G28550,1091,1051,1375,1709,952,1228
AT4G28556,18,6,18,19,11,16
AT4G28560,45,48,69,37,46,50
AT4G28564,0,0,0,0,0,1
AT4G28570,1960,1916,2574,2063,1436,1839
AT4G28580,0,0,0,0,2,0
AT4G28590,351,303,432,303,272,324
AT4G28600,2890,2638,3752,3598,2315,3809
AT4G28610,4261,3716,4982,5015,3752,5058
AT4G28620,2,6,7,4,5,2
AT4G28630,1265,1294,1775,1311,1173,1401
AT4G28640,625,593,818,692,503,844
AT4G28650,3527,3887,5757,3760,3038,5054
AT4G28652,2775,2779,4280,2782,2184,3824
AT4G28660,575,499,845,449,509,869
AT4G28670,2,0,2,0,0,1
AT4G28680,5,0,0,0,0,0
AT4G28690,197,244,277,231,145,227
AT4G28700,6,0,20,4,2,5
AT4G28703,245,208,234,220,149,224
AT4G28706,2132,2087,2440,1969,1687,1939
AT4G28710,5267,4642,7148,6705,3964,6806
AT4G28720,884,950,1693,1181,1108,1824
AT4G28730,669,753,834,775,751,685
AT4G28740,524,423,665,378,408,661
AT4G28750,166,178,239,185,206,325
AT4G28760,4075,3214,4058,3605,2878,3944
AT4G28770,4930,5211,6308,5931,5139,5320
AT4G28775,0,0,0,0,0,0
AT4G28780,0,6,2,10,2,0
AT4G28790,1071,1265,1134,696,828,651
AT4G28800,10,23,31,37,27,29
AT4G28811,126,66,25,125,34,59
AT4G28815,12,14,11,21,50,18
AT4G28820,1025,935,753,899,1000,860
AT4G28830,1226,1133,1277,1143,1312,1203
AT4G28840,257,223,510,306,270,284
AT4G28850,174,188,465,1746,710,1142
AT4G28860,3285,2998,3674,3641,2399,3590
AT4G28870,0,0,0,0,0,1
AT4G28880,6430,4924,7300,6863,4085,6575
AT4G28890,1244,1196,1831,1758,1065,1581
AT4G28910,7831,7043,8855,7620,6436,7985
AT4G28915,0,0,0,0,0,0
AT4G28920,0,0,0,1,0,0
AT4G28930,64,73,106,78,62,80
AT4G28940,3775,3438,4221,3811,2022,2058
AT4G28950,1324,1101,1046,1038,857,742
AT4G28980,2609,2719,3283,2773,2379,2986
AT4G28990,1611,1301,1525,1314,1094,1314
AT4G29000,1266,1020,1282,1181,814,1172
AT4G29010,10298,9285,11908,11716,7709,10179
AT4G29020,4313,4880,3695,4451,3065,2244
AT4G29030,17,38,9,44,26,12
AT4G29033,0,0,0,0,0,0
AT4G29035,0,0,0,1,1,0
AT4G29040,13243,12643,16716,14572,11100,13053
AT4G29050,131,104,107,193,61,84
AT4G29060,1651,1439,1764,1519,1189,1977
AT4G29070,718,647,849,714,647,776
AT4G29080,2575,1786,3808,2987,1860,2990
AT4G29090,0,0,0,0,0,0
AT4G29100,6580,4378,8784,6756,3891,6978
AT4G29103,0,0,0,0,0,0
AT4G29110,135,150,222,148,88,181
AT4G29120,2022,2118,2783,2170,1962,2281
AT4G29130,8458,8375,11221,9209,7461,8455
AT4G29140,3445,2918,3750,4611,2519,3020
AT4G29150,32,16,28,6,14,4
AT4G29160,6469,4929,7772,6995,4735,6609
AT4G29170,753,601,683,611,447,627
AT4G29180,576,850,1394,1209,839,1144
AT4G29190,1477,1670,1893,3353,2045,2727
AT4G29200,2,4,12,4,6,4
AT4G29210,3196,3222,5073,3544,2916,3520
AT4G29220,5687,5020,7248,6366,4658,6708
AT4G29230,593,477,906,799,363,695
AT4G29240,299,352,337,329,286,336
AT4G29250,134,117,197,141,84,142
AT4G29260,2796,2498,3874,3090,2200,2995
AT4G29270,7292,6479,9310,7194,5999,6614
AT4G29273,0,0,0,0,0,0
AT4G29280,0,0,0,0,0,0
AT4G29283,0,0,0,0,0,0
AT4G29285,0,0,0,2,0,0
AT4G29290,0,2,0,0,0,0
AT4G29300,0,0,0,0,0,0
AT4G29305,27,22,63,36,18,28
AT4G29310,865,896,1202,1297,903,1466
AT4G29330,3959,3645,4875,3880,3409,4326
AT4G29340,170,148,187,179,134,123
AT4G29350,24699,23457,29295,27906,21313,25180
AT4G29360,2111,1993,1695,1459,1712,1533
AT4G29370,42,31,27,18,14,23
AT4G29380,3281,2710,3593,3544,2216,3224
AT4G29390,15204,11644,14280,12053,11277,11792
AT4G29400,321,315,366,291,233,286
AT4G29410,22651,21057,22323,18511,19406,19330
AT4G29415,0,0,0,0,0,0
AT4G29420,546,449,709,678,448,609
AT4G29430,2102,2289,2677,2082,2112,2157
AT4G29440,1523,1198,1642,1462,1075,1676
AT4G29450,10,8,12,8,0,6
AT4G29460,1,0,0,1,0,0
AT4G29470,7,11,6,4,5,0
AT4G29480,13173,12719,14339,13049,12143,12297
AT4G29490,3708,3558,4290,3817,3458,3824
AT4G29510,5738,5273,6478,4954,4373,5229
AT4G29520,4132,4791,5711,4009,4211,4881
AT4G29530,540,566,543,561,485,526
AT4G29540,484,443,536,476,449,462
AT4G29548,9,8,3,10,6,8
AT4G29550,105,190,184,164,144,157
AT4G29560,433,355,412,386,341,396
AT4G29570,10,12,8,7,14,2
AT4G29580,12,6,10,12,14,10
AT4G29590,1240,1206,1717,1102,1061,1436
AT4G29600,2,0,2,2,0,0
AT4G29610,247,237,375,185,159,211
AT4G29620,0,4,0,2,0,0
AT4G29630,0,0,0,0,0,0
AT4G29640,2,0,4,4,0,4
AT4G29650,2,6,0,0,0,2
AT4G29654,0,0,0,0,0,0
AT4G29658,0,0,2,0,0,0
AT4G29660,1041,831,1091,994,803,991
AT4G29670,1306,1124,1464,1401,1147,1323
AT4G29680,6559,6184,8014,5690,4754,6057
AT4G29690,6291,5230,7780,4644,3218,3086
AT4G29700,5826,4368,9925,5696,3190,5480
AT4G29710,2,30,62,1,16,4
AT4G29720,3678,2680,4708,3247,1987,2966
AT4G29730,953,854,896,807,702,896
AT4G29735,6172,5223,6347,5539,4828,5530
AT4G29740,341,542,644,393,195,318
AT4G29750,1282,1098,1659,1325,952,1402
AT4G29760,11,15,11,8,8,15
AT4G29770,4,32,13,14,12,16
AT4G29780,1145,920,1521,1125,833,1228
AT4G29790,3290,2829,4164,3594,2411,4056
AT4G29800,580,663,1066,871,544,1010
AT4G29810,4180,3954,5362,4539,3286,4603
AT4G29820,979,936,1023,1193,909,1097
AT4G29830,2815,2566,2948,2566,2270,2519
AT4G29840,8529,7351,8490,7176,6593,7112
AT4G29850,779,694,872,818,568,779
AT4G29860,1590,1311,1627,1605,1135,1503
AT4G29870,3422,3956,5034,3841,3272,3993
AT4G29880,121,154,144,117,186,141
AT4G29890,1064,983,1215,1144,831,1225
AT4G29900,6857,5923,8114,7278,5483,6786
AT4G29905,1584,935,2237,1963,1094,2226
AT4G29910,1224,1113,1300,1157,996,1146
AT4G29920,1414,893,1670,1055,647,854
AT4G29930,1770,1321,2510,1136,1225,1319
AT4G29940,1667,1779,2295,1953,1441,2043
AT4G29950,4779,4391,5928,6275,3731,5579
AT4G29960,2890,2504,3243,2668,2248,2665
AT4G29970,0,2,7,0,0,2
AT4G29980,2,4,2,4,0,8
AT4G29990,321,348,381,315,250,378
AT4G30000,768,687,809,749,530,755
AT4G30010,20291,19346,22562,21122,19127,18256
AT4G30020,9047,7736,10718,8441,6981,9759
AT4G30030,0,0,0,0,0,0
AT4G30040,0,3,3,0,1,0
AT4G30050,0,0,0,0,0,0
AT4G30060,3062,3436,4537,3932,2924,4476
AT4G30064,0,0,0,0,0,4
AT4G30067,0,0,4,0,1,0
AT4G30070,0,0,0,0,0,0
AT4G30074,0,0,0,0,0,0
AT4G30080,2775,2939,3500,3026,2608,2945
AT4G30090,461,340,306,337,317,274
AT4G30097,174,145,254,262,103,292
AT4G30100,7587,6039,8686,7711,4906,8422
AT4G30110,981,446,1134,883,386,922
AT4G30120,169,138,129,213,84,89
AT4G30130,404,382,338,375,310,354
AT4G30140,4475,3096,3082,5244,2241,2141
AT4G30150,3453,2878,3825,2995,2261,3307
AT4G30160,8260,6695,11045,10107,5998,10115
AT4G30170,19551,26227,43172,29804,23673,38936
AT4G30180,91,113,115,47,74,75
AT4G30190,121586,83118,146846,135125,65229,118825
AT4G30200,10461,9773,11166,9328,8619,10554
AT4G30210,13488,10815,18658,14058,10045,16476
AT4G30220,5956,6238,6900,5637,5450,5849
AT4G30230,40,62,66,93,34,52
AT4G30240,1766,1549,2184,2062,1454,2006
AT4G30250,2,3,10,2,2,0
AT4G30260,2889,2996,4320,3353,2836,3435
AT4G30270,2567,2441,3324,4344,3130,4034
AT4G30280,3650,3681,5123,5142,3776,4454
AT4G30290,3660,3698,4659,3830,2958,3469
AT4G30300,0,1,1,0,0,4
AT4G30310,3404,2978,3835,3355,2756,3627
AT4G30320,309,449,670,937,542,742
AT4G30330,1833,1914,1935,1484,1742,1672
AT4G30340,1306,1208,1410,1478,1077,1224
AT4G30350,3276,2306,3810,4489,2602,3708
AT4G30360,2507,2147,3038,2942,1868,2977
AT4G30370,422,294,436,664,398,559
AT4G30380,142,64,28,179,81,68
AT4G30390,954,885,1125,1240,985,1135
AT4G30400,1358,1476,1561,1533,1380,1167
AT4G30410,967,1134,1110,1193,972,1112
AT4G30420,275,304,730,855,657,1449
AT4G30430,186,186,304,273,237,391
AT4G30440,6695,6036,9356,7419,5280,7526
AT4G30450,2181,804,2486,1748,962,1907
AT4G30460,2986,1403,4000,1958,1634,3135
AT4G30470,1687,1722,2748,1980,1962,2783
AT4G30480,3051,3037,3722,3306,2782,3309
AT4G30490,2095,2041,2489,2908,1666,2296
AT4G30500,979,873,1288,931,813,1014
AT4G30510,877,820,1234,990,877,929
AT4G30520,1987,1664,2664,1994,1299,1971
AT4G30530,16821,12236,27727,18504,11282,19165
AT4G30540,0,0,0,2,0,0
AT4G30550,3403,3395,4494,3666,3376,3678
AT4G30560,1451,1716,2179,2084,1551,2233
AT4G30570,180,200,231,204,252,264
AT4G30580,2000,1937,2221,1881,1879,2210
AT4G30590,0,0,0,0,0,0
AT4G30600,13019,11555,15831,13428,9742,13620
AT4G30610,1573,1791,1612,1576,1303,1219
AT4G30620,931,844,965,868,864,911
AT4G30630,1404,1239,1815,1546,1228,1765
AT4G30640,261,215,292,301,214,258
AT4G30650,3448,3839,6111,4048,3203,3834
AT4G30660,2000,1784,2433,1586,1557,1563
AT4G30662,747,661,899,575,594,514
AT4G30670,2696,3137,4889,4987,3482,4627
AT4G30680,969,997,864,852,805,771
AT4G30690,850,736,873,852,670,905
AT4G30700,570,536,615,437,404,478
AT4G30710,938,909,1502,1109,785,1387
AT4G30720,780,765,808,784,639,779
AT4G30730,3,17,26,12,16,32
AT4G30740,5,2,10,4,2,3
AT4G30750,2414,2020,2691,2378,1887,2437
AT4G30760,3661,3547,3879,3311,3399,3527
AT4G30770,0,0,0,0,1,0
AT4G30780,2242,1887,2855,2784,1923,2894
AT4G30790,2309,1948,2801,3010,1619,2743
AT4G30800,3156,3248,3427,2642,2663,2727
AT4G30810,6553,5670,6752,5463,4569,4104
AT4G30820,1085,950,1137,924,914,930
AT4G30825,519,349,543,440,262,416
AT4G30830,85,100,77,131,40,68
AT4G30840,1606,1764,1900,1615,1567,1692
AT4G30845,192,181,204,138,160,161
AT4G30850,3355,3180,4582,2930,2330,3052
AT4G30860,828,788,951,671,602,757
AT4G30870,870,785,1049,759,708,905
AT4G30872,2,0,0,1,0,0
AT4G30880,5,4,4,5,2,6
AT4G30890,6726,6279,8161,6643,5274,7577
AT4G30900,1518,1498,1681,1353,1258,1466
AT4G30910,2382,2209,2629,2243,2046,2437
AT4G30920,4812,4033,5116,4436,3692,4288
AT4G30930,5658,5348,5622,4842,4863,5083
AT4G30935,1786,1466,2039,1852,1400,1924
AT4G30940,323,293,438,370,233,307
AT4G30950,5205,4403,5190,3952,3873,4507
AT4G30960,19335,19677,30886,28877,21839,33150
AT4G30970,4,7,16,14,21,15
AT4G30972,8,9,6,4,2,7
AT4G30975,133,152,199,139,109,180
AT4G30980,2753,2449,4732,2688,2225,3504
AT4G30990,6357,5306,6964,6012,3942,6456
AT4G30993,1338,1391,1557,1277,1264,1353
AT4G30996,3063,2785,4051,2870,2599,3322
AT4G31000,2716,2551,2865,2986,2101,2757
AT4G31010,1095,1032,1256,1217,895,1220
AT4G31020,1258,1383,1189,1344,1020,1086
AT4G31030,90,112,96,103,98,100
AT4G31040,3451,3419,4365,3635,2963,3942
AT4G31050,467,514,516,431,389,473
AT4G31060,329,248,352,285,322,284
AT4G31070,193,124,145,115,111,164
AT4G31075,0,0,0,0,0,0
AT4G31080,4691,4279,5506,5330,3965,4973
AT4G31100,1944,1541,2659,2174,1341,2015
AT4G31110,1117,751,1635,1374,675,1480
AT4G31115,630,462,770,678,565,741
AT4G31120,6116,5802,6112,4732,4838,5554
AT4G31130,4194,4001,5645,4755,3362,4561
AT4G31136,0,0,0,0,0,2
AT4G31140,1109,821,1276,1139,584,1013
AT4G31150,1278,1138,1351,1360,1038,1305
AT4G31160,5178,4402,6314,5030,3737,5692
AT4G31170,4402,4087,4799,5020,3661,4460
AT4G31180,16349,14872,17041,15021,13235,16186
AT4G31196,0,0,0,0,0,0
AT4G31200,1870,1539,2058,1668,1304,1837
AT4G31210,2903,2625,3588,2550,2133,3057
AT4G31230,81,68,85,65,62,58
AT4G31240,797,841,1030,1068,692,1009
AT4G31248,1022,1078,1244,1332,1046,1301
AT4G31250,1089,1187,1396,1453,1147,1518
AT4G31260,0,0,0,3,2,0
AT4G31265,1,2,0,1,0,2
AT4G31270,360,375,442,373,335,420
AT4G31280,179,287,226,179,259,278
AT4G31290,19589,19427,16585,14994,20993,19391
AT4G31300,12442,11507,14240,12183,10540,11784
AT4G31310,2443,2210,2562,2118,2069,2245
AT4G31320,3121,3467,4504,2811,3441,3936
AT4G31330,1615,785,2145,1073,753,1552
AT4G31340,24506,23620,29101,22484,19292,24830
AT4G31350,2464,2082,2721,2201,1806,2053
AT4G31351,3,4,0,1,3,0
AT4G31354,0,5,0,2,1,0
AT4G31355,6,6,1,2,3,2
AT4G31360,1162,1176,1358,967,916,1018
AT4G31370,49,61,175,59,51,92
AT4G31380,7,16,45,10,10,14
AT4G31390,1217,973,1418,1186,973,1219
AT4G31398,279,260,285,231,201,206
AT4G31400,525,503,565,388,328,399
AT4G31408,4,4,4,3,6,2
AT4G31410,2001,1883,2654,2305,1813,2265
AT4G31420,4012,3288,4112,3918,3134,3864
AT4G31430,4374,4097,4773,4230,4091,4653
AT4G31440,578,471,680,575,430,605
AT4G31441,116,93,106,103,88,90
AT4G31450,1678,1393,2163,1884,1307,1757
AT4G31460,3824,3763,4283,3436,3512,3915
AT4G31470,884,1069,1573,964,730,1033
AT4G31480,17793,15772,20655,17093,13150,17432
AT4G31490,12692,11937,14641,12388,9764,12625
AT4G31500,21993,16567,29580,28256,16537,24568
AT4G31510,588,492,733,807,556,721
AT4G31520,86,135,147,95,97,125
AT4G31530,872,903,1065,1000,807,1088
AT4G31540,1794,1376,1831,1991,1112,1602
AT4G31550,5441,4901,6327,6083,4142,4982
AT4G31560,643,576,701,675,561,636
AT4G31570,5781,4508,6190,6300,3335,5897
AT4G31580,4862,4710,5715,4947,3783,4683
AT4G31590,3479,3200,4491,3625,2668,3773
AT4G31600,1992,1893,2258,1500,1460,1441
AT4G31610,2,2,3,2,2,1
AT4G31615,12,18,43,20,25,17
AT4G31620,0,0,2,0,0,2
AT4G31630,0,0,2,0,0,0
AT4G31640,0,0,0,0,0,0
AT4G31650,186,213,232,232,130,162
AT4G31660,2,0,2,0,0,2
AT4G31670,1785,1575,2324,1949,1551,2041
AT4G31680,0,4,3,2,7,0
AT4G31690,4,5,6,10,0,6
AT4G31695,0,0,0,0,0,0
AT4G31700,56246,59211,61697,51965,51176,51122
AT4G31710,74,61,63,115,43,65
AT4G31720,3912,3597,3967,3562,3458,3608
AT4G31730,2483,1955,3014,3207,2120,2856
AT4G31740,21,5,10,12,8,14
AT4G31750,2521,2652,3070,3000,2223,2549
AT4G31760,46,32,18,36,14,12
AT4G31770,1302,1133,1362,1106,964,1266
AT4G31780,2063,1721,2098,1842,1455,2032
AT4G31790,3387,3680,3957,3265,3038,3520
AT4G31800,1839,1597,2744,2005,1808,2412
AT4G31805,4,7,11,14,8,8
AT4G31810,5270,4988,5468,4484,4353,4639
AT4G31820,1365,1451,1843,1410,1125,1424
AT4G31830,0,0,0,0,0,0
AT4G31840,7361,7773,8032,6470,5701,5334
AT4G31850,261,247,225,271,151,304
AT4G31860,2826,2781,3967,3739,2979,4097
AT4G31870,15,19,28,6,28,38
AT4G31875,181,161,200,227,132,175
AT4G31877,51,44,64,58,38,73
AT4G31880,5453,5348,6345,5625,4259,5353
AT4G31890,2268,2295,2808,1931,1722,2299
AT4G31895,0,0,0,0,0,0
AT4G31900,8,6,6,2,7,0
AT4G31910,8544,4182,10450,7589,3966,7063
AT4G31920,4571,3337,5392,3561,2935,3988
AT4G31930,755,797,1022,723,723,840
AT4G31940,1587,577,791,2001,248,791
AT4G31950,8,10,36,44,10,26
AT4G31960,35,35,34,46,14,24
AT4G31970,1419,966,2608,2667,679,1613
AT4G31980,1434,1277,1619,1617,1270,1629
AT4G31985,16832,14593,18014,15359,14464,15522
AT4G31990,13014,11767,15321,12937,10702,12764
AT4G32000,290,272,396,231,233,248
AT4G32010,3808,3644,5538,4201,3181,4772
AT4G32020,26225,22605,33903,34045,21705,33181
AT4G32030,3183,3560,4543,3443,3294,3905
AT4G32040,2658,2385,3425,3426,2188,2821
AT4G32050,1282,1365,1437,1356,1216,1419
AT4G32060,8903,9423,11146,9783,8644,10356
AT4G32070,3402,3250,4646,4241,2956,4174
AT4G32080,15,6,9,12,8,12
AT4G32090,0,0,1,0,0,1
AT4G32100,0,0,0,0,0,0
AT4G32105,2,0,2,2,0,4
AT4G32110,0,0,2,0,0,0
AT4G32120,2007,1957,2295,2066,1711,2209
AT4G32130,5431,5340,6449,5451,4863,5695
AT4G32140,2406,2458,3596,2706,2119,2956
AT4G32150,10404,8508,9998,11078,9269,9981
AT4G32160,3074,2624,3264,2990,2338,3062
AT4G32170,2,4,2,2,1,0
AT4G32175,712,582,890,641,579,750
AT4G32180,3817,3787,5348,4380,3143,4452
AT4G32190,862,861,897,923,675,892
AT4G32200,825,831,1156,662,677,874
AT4G32208,34,30,23,23,12,16
AT4G32210,2182,1813,2981,2431,1502,2700
AT4G32230,0,0,0,2,0,1
AT4G32240,3222,2967,4056,2917,2970,3339
AT4G32250,2231,2298,2760,2300,2012,2419
AT4G32260,2425,1950,2912,2059,2034,2825
AT4G32265,0,0,0,0,0,0
AT4G32270,1303,774,1506,1320,758,1280
AT4G32272,1269,1007,1432,1184,992,1238
AT4G32280,40,37,50,52,34,70
AT4G32285,8313,7886,10580,8563,6954,9380
AT4G32290,1570,1328,2276,1520,1213,1833
AT4G32295,422,306,499,381,365,385
AT4G32300,1913,1671,2488,2328,1433,2108
AT4G32320,413,454,467,421,532,482
AT4G32330,8076,6837,9525,7380,5515,7476
AT4G32340,44,20,39,34,10,63
AT4G32342,10,2,6,3,4,1
AT4G32350,1307,1106,1655,1187,933,1184
AT4G32360,1014,993,1227,1030,855,1017
AT4G32370,0,0,0,1,0,1
AT4G32375,0,0,2,0,0,0
AT4G32378,0,0,0,0,0,0
AT4G32380,0,4,2,0,0,2
AT4G32390,9783,10692,13354,9981,9289,10711
AT4G32400,5040,4647,6255,5061,4253,5731
AT4G32410,33658,30327,44885,33595,23678,37908
AT4G32420,3989,4037,4505,3511,3371,4027
AT4G32430,317,331,439,315,292,343
AT4G32440,1868,1807,2350,2097,1386,2184
AT4G32445,18,8,17,17,15,26
AT4G32450,881,846,999,998,737,983
AT4G32460,3180,2842,3823,2795,2215,2600
AT4G32470,20881,20033,22560,20550,19463,19292
AT4G32475,0,0,0,0,0,0
AT4G32480,1705,1917,2203,4492,1935,2217
AT4G32490,2,0,2,2,0,2
AT4G32500,19,18,23,13,22,18
AT4G32510,24,26,28,16,20,18
AT4G32520,6422,6190,7154,5686,5416,6172
AT4G32530,6958,6326,8965,7570,5644,7336
AT4G32540,0,0,1,0,0,1
AT4G32551,6391,5010,7171,6094,4062,6303
AT4G32560,1495,1318,1867,1514,1092,1497
AT4G32570,1930,1878,2489,1797,1517,2184
AT4G32580,8,5,4,2,0,2
AT4G32590,796,791,1044,767,882,951
AT4G32600,2969,2846,3574,3067,2371,3131
AT4G32605,2406,2363,2702,2136,2052,2435
AT4G32610,5369,5091,5975,5112,4346,5248
AT4G32620,3701,3211,4386,3776,2585,3970
AT4G32630,30,32,24,38,18,33
AT4G32640,9112,7651,11084,8883,6172,9985
AT4G32650,6108,5194,6239,7329,4205,5182
AT4G32660,3188,2895,3394,3097,2428,2947
AT4G32670,1626,1289,1836,1482,1273,1737
AT4G32680,1890,1874,2202,1952,1607,1818
AT4G32690,2963,2381,2882,3205,2310,2895
AT4G32700,1461,1222,1662,1385,851,1394
AT4G32710,739,773,1026,732,632,830
AT4G32714,0,0,2,0,2,0
AT4G32717,5,4,20,13,10,15
AT4G32720,10856,11667,11917,10012,9627,10858
AT4G32730,4179,4480,6060,4015,4160,5376
AT4G32750,895,843,1027,1026,760,882
AT4G32760,7160,5664,8582,7322,4993,7683
AT4G32765,0,0,0,0,0,0
AT4G32770,387,325,392,275,261,364
AT4G32780,290,172,427,403,159,311
AT4G32785,282,143,316,293,135,264
AT4G32790,915,909,1178,976,753,1135
AT4G32800,177,126,205,150,162,129
AT4G32810,424,382,510,579,311,430
AT4G32820,2501,2105,3021,2766,1819,2704
AT4G32830,3162,2694,2858,2793,2194,2114
AT4G32840,2813,2073,2205,2528,1544,1996
AT4G32850,8392,7202,9647,8882,6166,8920
AT4G32860,1115,770,1622,1225,632,1184
AT4G32870,1365,1674,1620,1717,1528,1471
AT4G32880,4877,3955,7016,4723,3065,4965
AT4G32890,1585,1655,2008,1573,1389,1753
AT4G32900,905,869,974,817,793,780
AT4G32910,3777,3550,3745,3220,3370,3400
AT4G32915,1794,1518,1721,1726,1414,1537
AT4G32920,3323,2790,4479,3487,2439,4033
AT4G32924,0,0,0,0,0,0
AT4G32930,3219,3357,3667,3377,3322,3175
AT4G32940,10112,7896,10687,10389,6284,9488
AT4G32950,1941,1864,1092,2535,642,621
AT4G32960,1670,1465,1665,1546,1177,1580
AT4G32970,1156,984,1216,1029,936,1022
AT4G32980,18,14,22,24,10,14
AT4G32990,2,2,0,2,0,0
AT4G33000,240,276,276,182,278,238
AT4G33010,5807,4840,8489,4973,4145,6582
AT4G33020,121,214,373,350,289,409
AT4G33030,1787,1683,1610,1823,1518,1785
AT4G33040,430,483,680,515,496,513
AT4G33050,2139,1598,2714,3977,1749,2688
AT4G33060,2704,2603,3204,2860,2377,2803
AT4G33070,63829,43191,31287,76724,26812,35181
AT4G33080,5343,4582,6275,5731,3341,5092
AT4G33090,14123,12778,16392,14393,11303,13735
AT4G33100,1840,1752,2060,1763,1775,1620
AT4G33110,1633,1253,1620,1407,1123,1352
AT4G33120,1303,1341,1615,803,906,794
AT4G33130,1174,1331,1564,1072,1139,1350
AT4G33140,2084,1953,2670,1962,1615,2112
AT4G33145,65,65,75,29,52,46
AT4G33150,4868,3859,5264,7206,3369,5032
AT4G33160,989,914,1408,1041,757,1055
AT4G33170,245,247,292,263,163,245
AT4G33180,615,468,721,752,416,522
AT4G33200,4466,3775,5148,4480,2842,4421
AT4G33210,4686,3841,5369,4493,3278,5168
AT4G33220,1839,2035,1674,2057,1784,1300
AT4G33230,0,0,2,0,0,2
AT4G33240,4699,3556,5440,5131,3013,4808
AT4G33250,12705,11831,13252,11007,11065,11406
AT4G33260,4718,4880,3835,3770,3213,3018
AT4G33270,7427,7477,6013,5897,5128,4903
AT4G33280,22,11,13,16,20,14
AT4G33290,51,32,50,31,34,34
AT4G33300,7500,6282,9406,8479,5424,8381
AT4G33310,527,509,859,621,404,707
AT4G33320,0,0,2,0,0,2
AT4G33330,231,279,569,280,208,295
AT4G33350,2044,1896,2454,2155,1847,2177
AT4G33355,386,302,358,392,283,294
AT4G33360,9408,9559,11989,10165,8465,10533
AT4G33370,0,0,0,2,0,0
AT4G33380,5480,5135,6725,5242,4789,5464
AT4G33390,10,4,6,4,6,9
AT4G33400,3435,2915,3205,2814,2207,2231
AT4G33410,2201,2200,2602,1990,1924,2156
AT4G33420,7150,3596,6710,5959,3969,7342
AT4G33430,8838,7473,11180,9701,6513,9681
AT4G33440,1601,1305,2094,1298,1083,1569
AT4G33450,347,198,290,423,238,360
AT4G33460,770,805,860,728,719,726
AT4G33465,0,0,0,0,0,0
AT4G33467,74,22,20,50,12,10
AT4G33470,273,186,235,215,163,248
AT4G33480,1066,1010,1369,941,915,1112
AT4G33490,1257,862,1693,1198,899,1366
AT4G33495,1499,1379,1979,1356,1314,1792
AT4G33500,836,630,1008,801,610,923
AT4G33510,3050,2773,3773,3405,2565,3322
AT4G33520,2164,1790,2910,2007,1653,2309
AT4G33530,4401,4260,6302,4943,3259,4777
AT4G33540,2344,2000,2529,2560,1991,2482
AT4G33550,1561,971,1555,1103,1111,839
AT4G33560,8892,6311,5747,11191,6843,8396
AT4G33565,2565,1799,3088,3012,1779,2760
AT4G33580,3423,3543,5725,3895,3116,4361
AT4G33585,98,60,90,73,68,81
AT4G33590,126,162,219,108,134,167
AT4G33600,5,0,4,2,0,4
AT4G33610,1439,1269,2550,1464,828,1338
AT4G33620,1287,1055,1380,1296,1004,1313
AT4G33625,2502,2204,2982,2364,1872,2300
AT4G33630,2728,2494,3397,2797,2226,3081
AT4G33640,3140,3221,3640,3469,3078,3081
AT4G33650,3790,3711,5113,4175,3092,4182
AT4G33660,277,146,393,219,217,309
AT4G33666,462,358,561,689,358,518
AT4G33670,1476,1310,1452,1402,1376,1549
AT4G33680,8627,7313,9301,7683,6328,7282
AT4G33690,892,842,1212,969,816,944
AT4G33700,2319,2198,3332,2450,2003,2552
AT4G33710,2,0,1,0,0,2
AT4G33720,229,115,505,1619,866,1459
AT4G33730,277,344,576,636,360,665
AT4G33740,3453,2696,4976,4218,2329,4575
AT4G33760,1832,1913,2331,1729,1545,2042
AT4G33770,403,226,503,422,231,341
AT4G33780,4013,3884,4546,4240,3612,4049
AT4G33790,95,50,136,44,46,24
AT4G33800,436,435,507,386,445,389
AT4G33810,51,117,274,73,94,297
AT4G33820,12,13,17,15,5,6
AT4G33830,0,0,0,0,0,0
AT4G33840,2,0,3,2,0,1
AT4G33860,23,13,16,12,15,14
AT4G33865,18928,16103,17650,15304,16009,15354
AT4G33870,55,50,47,39,69,23
AT4G33880,282,306,356,586,332,410
AT4G33890,2532,2349,2897,2481,2084,2502
AT4G33900,0,0,0,0,0,0
AT4G33905,165,166,170,158,155,115
AT4G33910,3254,3256,4196,3197,3340,4135
AT4G33920,3796,3014,4438,4768,2605,3569
AT4G33925,180,133,195,194,100,152
AT4G33930,76,68,65,82,32,55
AT4G33940,1496,1458,1778,1763,1381,1585
AT4G33945,3735,3269,4159,3340,2779,3297
