gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT4G22530,3510.49986119865,1.00672103709515,0.145274423311263,6.92978856256175,4.21470076737487e-12,3.19253219110366e-10
AT4G22780,2667.3257932803,2.1746988671717,0.152230329489036,14.2855820812523,2.69151162063748e-46,1.35178245590408e-43
AT4G24960,3691.53379252076,1.08068644993491,0.175185980084122,6.16879529638148,6.8812243008836e-10,3.63791590442366e-08
AT4G27260,26004.1603131497,4.68395888325532,0.186723055947565,25.0850590436494,7.23975703474353e-139,3.3452021354736e-135
AT4G27280,3784.33317360793,1.38045986092175,0.187712675826568,7.3541110361518,1.92201917453879e-13,1.74820507832164e-11
AT4G27290,1401.77933099841,2.90115111266631,0.262258404837927,11.0621854596393,1.91376762397957e-28,4.42137734167999e-26
AT4G28640,3358.72507221516,3.20561095991768,0.136443809561443,23.4940007188391,4.69738719628064e-122,1.35654670494589e-118
AT4G30080,4767.75429488622,1.12944250312659,0.208008049290775,5.42980190900084,5.64166374495146e-08,2.12625379281588e-06
AT4G30140,13345.0475471014,2.72700206262851,0.528026529774951,5.16451713854373,2.41060390371962e-07,8.17800029186996e-06
AT4G34500,2305.69432570776,1.24084668343547,0.173983240994707,7.1319897039579,9.89282765383031e-13,8.3413867622789e-11
AT4G34710,72178.2876205483,1.00051687642164,0.139874613963657,7.15295540820298,8.49291999246172e-13,7.24029264154402e-11
AT4G36120,1080.25469586927,1.11143469940254,0.246230400477523,4.51379966587026,6.36763694865138e-06,0.000157170423530655
AT4G37290,1255.41190889366,4.59232606465852,0.253824706277842,18.092510110626,3.65073817757898e-73,3.01225014702169e-70
AT4G37295,1887.58638445344,5.07188631181118,0.300557358828534,16.8749363901107,6.8799037981556e-64,4.29584912023754e-61
AT4G37370,1344.43464448618,1.14343749710963,0.258422197650708,4.42468761392989,9.6581937161279e-06,0.000225615014584128
AT4G37390,38155.4911249786,6.66890389156149,0.203183337929126,32.8221002742249,2.84945913871588e-236,3.29155272408765e-232
AT4G37900,2558.43855120732,1.59980893578337,0.298828248686884,5.35360677182721,8.62181208200257e-08,3.13684605559851e-06
AT5G03670,2504.51622102576,1.01376112254927,0.136279789022111,7.43882221878688,1.01586927930361e-13,9.57943998357195e-12
AT5G06860,27176.992119515,1.69335294822201,0.153748441440539,11.0137893584886,3.279151686134e-28,7.35516906842269e-26
AT5G06865,27179.3741353731,1.69326584682414,0.153709109358037,11.0160409743836,3.1981810362896e-28,7.24388004719594e-26
AT5G09800,2155.5209727077,1.29023140044357,0.152927731289375,8.43687007951584,3.25948431393258e-17,4.25445571213471e-15
AT5G14130,1528.77051412404,1.26064974671193,0.226966422521627,5.55434470308845,2.78655120087197e-08,1.1157312373266e-06
AT5G16120,2972.75164355883,1.02131702259035,0.163673544538149,6.23996398118148,4.37671662367458e-10,2.39609678096573e-08
AT5G18560,1749.80447924222,3.15714361672944,0.284097779782695,11.1128767677957,1.08603344505768e-28,2.5620200934241e-26
AT5G19530,4314.48005503702,1.08108744067209,0.159814815113978,6.76462591970004,1.33654074463584e-11,9.50095409948366e-10
AT5G20820,1125.84434271452,1.92397160653672,0.228006475749512,8.43823229235994,3.22172862681727e-17,4.22906798098633e-15
AT5G24320,2951.74677634705,1.20285615927488,0.15194455155241,7.91641521190043,2.44456306723296e-15,2.76846767364132e-13
AT5G38200,5486.63148023728,2.17436031763744,0.183841819500684,11.8273433299508,2.81923962675983e-32,8.89963128990111e-30
AT5G43450,1511.72947485343,1.3249087102169,0.229816538680094,5.76507120778273,8.16233712537511e-09,3.59874951541109e-07
AT5G43700,6506.97069222612,1.40316940227533,0.109280507873246,12.8400702886818,9.77856509861128e-38,3.96340683286344e-35
AT5G45800,5080.28693924419,1.02573276723081,0.173083787701661,5.92622094103252,3.09985457646969e-09,1.47055318850471e-07
AT5G47060,9029.43152437866,1.10770155084227,0.119830609402772,9.24389483090326,2.37684191912906e-20,3.81334575400269e-18
AT5G47370,4721.66804245633,1.41420666919873,0.127254156807774,11.1132453718976,1.08155848839103e-28,2.5620200934241e-26
AT5G47550,1302.29958563279,1.58698359848694,0.215530181679628,7.36316179070405,1.79604468088234e-13,1.64658810565178e-11
AT5G52900,1343.28234888794,3.58362281920144,0.210751351056732,17.0040324829841,7.66603605009768e-65,4.91967863515019e-62
AT5G54490,2240.80027347971,3.06933951568004,0.170338539743373,18.0190549966215,1.38081998497519e-72,1.10003738320282e-69
AT5G54510,11630.733356785,3.10539346073054,0.164894123320425,18.8326509047026,4.0782537812789e-79,4.09651726560376e-76
AT5G55050,1279.56268885733,1.53100690200992,0.305629779094814,5.00935120440265,5.46138316382215e-07,1.72605109758937e-05
AT5G57340,1834.17191982383,1.03284910809577,0.164476448374683,6.27961704123686,3.39408006557764e-10,1.9078693857674e-08
AT5G60450,2768.36927841074,1.39249387764841,0.194156015145134,7.17203572914029,7.38906501927871e-13,6.34608063718944e-11
AT5G60580,2484.63649363626,1.02310699663303,0.196378663993623,5.20986840335288,1.88974619894817e-07,6.54554819104942e-06
AT5G62280,3183.05059330841,2.09386865364456,0.187681159637619,11.1565202265772,6.65455498773264e-29,1.63553387108071e-26
AT5G65320,1345.88237450511,3.58131776543918,0.285254401646884,12.5548203454981,3.74029219745637e-36,1.30927228239143e-33
AT5G65670,58995.3801116727,1.34163216812344,0.121928540273728,11.0034300838138,3.6786728887461e-28,8.17195959122127e-26
AT5G66580,2862.3180389505,1.8703555005084,0.192242336069026,9.72915507974705,2.26466154309383e-22,4.11972249055879e-20
AT5G67430,1553.84208548382,1.9141570227978,0.16710365249271,11.4549083412842,2.2219818136729e-30,6.33758590633147e-28
