,root_control_1,root_control_2,root_control_3,root_IAA_1,root_IAA_2,root_IAA_3
AT1G59590,755.015282637438,680.673251094888,954.597271697219,615.188145824364,539.350213858892,620.833749081523
AT1G59600,1817.07011354743,1839.35975619492,1756.12255797691,1693.75187890676,1874.1899323282,1701.88754101452
AT1G59610,7471.63123698009,7708.78978060376,8280.18514525032,7543.99269790749,6476.36743282299,7546.78504273228
AT1G59620,195.297286442217,155.29923690029,175.780466770677,121.053151275117,167.635877280467,301.665486701304
AT1G59630,0,0,0,0,2.08243325814244,0
AT1G59640,251.671760879146,252.223583334514,243.064855965195,237.145107825844,246.768341089879,261.512060143793
AT1G59650,2370.74798748156,2431.91996507688,2467.65497370893,2272.22718377064,2242.78061901941,2518.34054768392
AT1G59660,1963.03973485734,1978.13779768029,1981.52526177854,2096.60089052723,1985.60011163882,2127.10203250817
AT1G59670,16.1069926962653,4.40565211064653,5.04632918958882,3.96895577951203,4.16486651628488,6.17745023961715
AT1G59675,0,0,0,0,0,0
AT1G59680,0,0,0,0,0,0
AT1G59690,0,0,0,0,0,0
AT1G59700,372.474206101136,386.595972709233,324.647177863547,490.166038769735,685.120541928863,544.645196126245
AT1G59710,2404.97534696112,2621.36300583468,2722.49459778317,2570.89110617892,2541.60979156285,2517.31097264399
AT1G59720,260.731944270795,242.310866085559,234.65430731588,277.826904565842,336.312971190004,254.305034864239
AT1G59722,0,0,0,0,0,0
AT1G59725,112.748948873857,240.108040030236,282.594434616974,230.199435211698,149.935194586256,222.388208626217
AT1G59730,595.958729761818,379.987494543263,711.532415732024,525.886640785344,728.851640349855,837.044507468124
AT1G59740,552.671186890605,407.522820234804,871.332840069003,3304.15568644376,4195.06179852795,5351.73105758832
AT1G59750,3456.96330743595,4087.34374565232,4174.15529465489,6404.90238918753,6502.39784854977,6490.44105175775
AT1G59760,6324.00800737118,6280.25708372662,4911.76041119979,6190.57877709388,6048.42739827472,6035.36888410595
AT1G59780,944.272446818556,946.113790761342,1025.24588035146,1095.43179514532,720.521907317285,1184.01129592662
AT1G59790,4.02674817406634,0,3.36421945972588,0,2.08243325814244,0
AT1G59800,0,0,0,0,0,0
AT1G59810,0,2.20282605532326,1.68210972986294,1.98447788975601,0,2.05915007987238
AT1G59820,3939.16640128039,3568.57820962369,4024.44752869708,4219.99223256616,2759.22406703873,3740.44612008818
AT1G59830,3869.70499527775,3783.3537500177,3362.53734999602,3718.91156540277,3976.40630642299,3488.20023530382
AT1G59833,0,0,0,0,0,0
AT1G59835,0,0,0,0,0,0
AT1G59840,588.911920457202,589.255969798973,525.659290582169,610.226951099974,528.93804756818,469.486218210903
AT1G59850,387.574511753885,399.812929041172,450.805407603268,557.63828702144,318.612288495794,429.332791653392
AT1G59860,196.303973485734,398.711516013511,238.859581640537,202.416744755113,648.677959911371,249.157159664558
AT1G59865,48.320978088796,62.780542576713,64.7612245997232,29.7671683463402,69.7615141477718,53.537902076682
AT1G59870,30572.0788245551,25828.1354986653,36611.1182704669,28677.6899848641,18400.3802689466,32661.2089918958
AT1G59880,0,0,0,0,0,0
AT1G59885,0,0,0,0,0,0
AT1G59890,5296.18053594075,5113.86068743296,5333.12889853045,5439.45389582123,3836.88327812745,5258.03972895413
AT1G59900,9160.85209600092,8453.34498730302,7860.49876764952,8866.64721142987,8934.67989406014,8428.10127691766
AT1G59910,2111.02273025428,1991.35475401223,2379.34421289113,2186.89463451113,1451.45598092528,2066.35710515194
AT1G59920,0,0,0,0,0,0
AT1G59930,0,0,0,0,0,0
AT1G59940,543.611003498955,649.833686320363,786.386298710925,249.05197516438,396.703535676135,375.79488957671
AT1G59950,3.02006113054975,4.40565211064653,1.68210972986294,1.98447788975601,3.12364988721366,2.05915007987238
AT1G59960,5551.87904499396,5741.66611320009,5630.02126585126,5607.14227750562,6141.09567826206,6184.6572648967
AT1G59970,1214.064574481,1097.00737555099,1455.02491633144,1523.08678038774,1353.58161779259,1550.5400101439
AT1G59980,740.921664028206,739.048141560955,566.870978963811,691.590544579971,932.930099647814,691.874426837121
AT1G59990,1778.8160058938,1988.05051492925,1747.71200932759,2596.68931874574,2493.71382662557,2401.99856817113
AT1G60000,252.678447922663,371.17619032197,330.534561918068,595.343366926804,690.326625074219,531.260720607075
AT1G60010,664.413448720946,721.425533118369,754.426213843529,11026.7513944293,8748.3021174564,7827.85902863486
AT1G60025,0,0,0,0,0,0
AT1G60030,703.674243418092,476.911840977487,603.036338155864,550.692614407294,619.523894297376,527.14242044733
AT1G60040,0,2.20282605532326,0,0,0,0
AT1G60050,39.2607946971468,80.4031510192991,84.105486493147,368.120648549741,185.336559974677,384.031489896199
AT1G60060,9.06018339164926,13.2169563319396,13.4568778389035,4.96119472439003,8.32973303256976,15.4436255990429
AT1G60070,9653.12206028052,10016.2500735549,10704.9463208478,9566.17566756886,8426.56617907339,10009.5285382597
AT1G60072,0,0,0,0,0,0
AT1G60073,0,0,0,0,0,0
AT1G60080,1846.26403780942,1936.28410262915,1635.01065742678,2182.92567873161,2390.63338034752,1889.27019828291
AT1G60090,0,0,0,1.98447788975601,0,0
AT1G60095,1025.8140973434,545.199448692508,652.658575186821,1113.29209615312,603.905644861308,699.081452116674
AT1G60110,122.815819309023,164.110541121583,170.734137581088,309.578550801938,150.976411215327,235.772684145388
AT1G60130,112.748948873857,229.093909753619,173.257302175883,116.091956550727,123.904778859475,116.34197951279
AT1G60140,4791.83032713894,4039.98298546286,4676.26504901897,3467.87511234863,2626.98955514669,3564.38878825909
AT1G60160,308.046235316075,416.334124456097,253.157514344372,321.485418140474,369.631903320283,273.866960623027
AT1G60170,5447.18359246824,5166.72851276071,5134.63995040662,5884.96918207146,5780.83472460342,5560.73479069537
AT1G60190,90.6018339164926,89.2144552405922,124.476120009858,42.6662746297543,41.6486651628488,66.9223775958524
AT1G60200,8618.24777954548,8056.83629734484,9069.93566342097,9326.05384290838,8461.96754446181,10166.02394433
AT1G60220,3686.48795335773,3760.22407643681,3779.70056300203,3612.74199830082,3788.98731319017,3941.21325287574
AT1G60230,812.396444117883,877.82618304632,690.506044108737,907.898634563376,977.702414697876,820.571306829145
AT1G60240,0,0,0,0.992238944878007,0,0
AT1G60250,0,0,0,0,0,0
AT1G60260,47.3142910452795,75.9974989086526,64.7612245997232,29.7671683463402,81.2148970675552,80.3068531150229
AT1G60270,989.573363776802,832.668248912194,1044.59014224489,411.779162124373,760.088139221991,647.602700119864
AT1G60280,0,0,1.68210972986294,0,0,0
AT1G60300,2.01337408703317,0,0,0,0,0
AT1G60320,0,0,0,0,0,0
AT1G60340,0,0,0,0.992238944878007,1.04121662907122,1.02957503993619
AT1G60350,4.02674817406634,8.81130422129305,11.7747681090406,3.96895577951203,3.12364988721366,4.11830015974477
AT1G60360,298.986051924425,218.079779477003,318.759793809027,279.811382455598,220.737925363099,314.020387180538
AT1G60370,0,0,0,0,0,0
AT1G60380,14.0936186092322,4.40565211064653,1.68210972986294,11.9068673385361,1.04121662907122,4.11830015974477
AT1G60390,4186.81141398547,3729.38451166228,3915.11039625599,3016.40639242914,3134.06205350437,3273.01905195715
AT1G60400,0,0,0,0,0,0
AT1G60410,0,0,0,0,0,0
AT1G60420,6437.76364328856,6001.59958772823,6469.39402105287,7211.59265137335,6557.58232989055,6873.44296661401
AT1G60430,868.770918554812,870.116291852689,975.623643320505,893.015050390206,921.47671672803,896.759859784423
AT1G60440,1666.06705701995,1647.7138893818,1729.2088022991,1878.30832265407,1800.26355166414,1860.4420971647
AT1G60450,2.01337408703317,1.10141302766163,2.52316459479441,24.8059736219502,4.16486651628488,11.3253254392981
AT1G60460,139.929499048805,148.69075873432,143.820381903281,132.960018613653,213.4494089596,136.933480311513
AT1G60470,2283.16621469561,1972.63073254198,1979.84315204868,1625.28739171017,1336.92215172745,1359.03905271577
AT1G60490,4198.89165850767,3770.13679368577,4341.52521277625,3952.0877174491,3349.59389572212,4138.89166054349
AT1G60500,27.1805501749478,15.4197823872628,22.7084813531497,31.7516462360962,12.4945995488546,17.5027756789153
AT1G60505,1169.77034456627,1286.45041630879,1264.94651685693,1275.02704416824,1192.19304028655,1401.25162935316
AT1G60525,926.152080035257,1021.00987664233,957.120436292013,995.215661712641,1038.09297918401,1096.49741753204
AT1G60530,810.38307003085,892.144552405922,816.664273848457,855.309970484842,895.44630100125,948.238611781232
AT1G60545,1317.75333996321,1171.90346143198,1247.28436469337,1122.22224665703,1051.62879536193,1414.63610487233
AT1G60550,750.988534463372,717.019881007722,697.234483028189,767.992943335577,854.838852467472,738.205303634249
AT1G60560,1046.95452525725,1071.67487591477,966.372039806259,1033.91298056288,993.320664133945,973.977987779637
AT1G60570,1.00668704351658,2.20282605532326,0,0,0,0
AT1G60580,0,0,0,0,0,0
AT1G60590,76.5082153072604,80.4031510192991,40.3706335167106,29.7671683463402,15.6182494360683,24.7098009584686
AT1G60600,186.237103050568,182.834562591831,162.323588931774,140.897930172677,258.221724009663,180.175631988833
AT1G60610,1903.64519928986,1598.15030313703,1613.98428580349,1758.24741032383,2169.89545498442,1732.77479221261
AT1G60620,1236.21168943837,1343.72389374719,1268.31073631666,1522.09454144286,1651.36957370696,1478.46975734837
AT1G60625,0,0,0,0,0,0
AT1G60630,1241.24512465595,1306.2758508067,785.545243845993,933.696847130204,1371.2823004868,1350.80245239628
AT1G60640,4004.60105910897,4660.07852003636,4487.86875927432,4956.23352966564,5253.97911029338,4960.49254241257
AT1G60650,1970.08654416196,2103.69888283372,2000.86952367197,2378.39675087258,2487.46652685115,2463.77307056731
AT1G60660,1925.79231424723,1943.99399382278,1989.09475556293,1860.44802164626,2261.52251834269,1739.98181749216
AT1G60670,1428.48891475003,1402.09878421326,1552.58728066349,1431.80079745896,1610.76212517318,1550.5400101439
AT1G60680,6839.43177365167,4651.26721581507,7046.35765839586,3519.47153748229,3019.52822430654,4458.05992292371
AT1G60690,414.755061928833,441.666624092314,334.739836242725,419.717073683397,504.990065099542,389.17936509588
AT1G60700,495.290025410159,517.664123000967,420.527432465735,503.065145053149,544.556297004248,552.881796445735
AT1G60710,13320.4829598114,11326.9315764722,15392.1450831108,14454.9369489828,14280.2860677118,16221.9843292346
AT1G60720,0,4.40565211064653,0,6.94567261414605,1.04121662907122,2.05915007987238
AT1G60730,10650.7489204055,10337.8626776321,9238.9876912722,20765.5766384069,19660.2523901228,17081.6794875814
AT1G60740,1098.29556447659,1134.45541849148,964.689930076396,2556.99976095062,2198.00830396935,1734.83394229248
AT1G60750,193.283912355184,115.648367904471,301.097641645466,283.78033823511,304.035255688796,237.83183422526
AT1G60760,1.00668704351658,4.40565211064653,2.52316459479441,0,4.16486651628488,2.05915007987238
AT1G60770,5857.911906223,5439.8789436208,4736.82099929404,5537.68555136415,5699.61982753586,5203.47225183751
AT1G60780,11668.5095214007,12275.2481932889,12428.2677390923,11558.5914688839,10944.2279881676,11183.2440837869
AT1G60783,0,0,0,0,0,0
AT1G60790,1064.06820499703,1100.31161463397,1051.31858116434,886.06937777606,785.0773383197,1061.49186617421
AT1G60800,2835.83740158622,3026.68300001416,3291.04768647684,2935.04279894914,3196.53505124865,3662.19841705303
AT1G60810,4790.82364009542,5900.26958918336,5395.36695853538,3976.89369107105,4360.61524255027,4052.40735718885
AT1G60815,0,0,0,0,0,0
AT1G60820,0,0,0,0,0,0
AT1G60830,4.02674817406634,6.60847816596979,8.4105486493147,8.93015050390206,6.24729977442732,6.17745023961715
AT1G60840,0,4.40565211064653,1.68210972986294,0.992238944878007,2.08243325814244,2.05915007987238
AT1G60850,2920.39911324161,3140.12854186331,3073.21447645959,3872.70860185886,3824.38867857859,3760.00804584697
AT1G60860,3495.21741508958,3522.3188624619,3468.51026297738,3164.24999521596,3633.84603545856,3291.551402676
AT1G60870,1746.60202050127,1646.61247635414,2007.59796259142,1690.77516207212,1657.61687348138,2232.11868658166
AT1G60880,0,0,0,2.97671683463402,6.24729977442732,8.23660031948953
AT1G60890,2147.26346382087,2348.2125749746,2357.47678640291,1952.72624351992,1468.11544699042,2016.937503235
AT1G60900,7273.31388940732,8043.6193410129,7450.06399356296,8069.87933869283,9127.30497043832,8966.56902280429
AT1G60910,0,0,0,0,2.08243325814244,2.05915007987238
AT1G60913,0,4.40565211064653,0,0,0,0
AT1G60920,4.02674817406634,8.81130422129305,0,4.96119472439003,2.08243325814244,4.11830015974477
AT1G60930,528.510697846207,527.576840249922,486.970766795321,505.049622942905,443.55828398434,551.852221405799
AT1G60940,3228.44534855769,2966.10528349277,3402.0669286478,4644.67050097395,3653.62915141091,3867.08385000034
AT1G60950,2101.96254686263,1818.43290866935,2438.21805343633,1459.58348791555,1829.41761727813,1902.65467380208
AT1G60960,2981.80702289612,3485.97223254906,5290.23510041895,2658.20813332818,3250.67831596035,4146.09868582304
AT1G60970,48.320978088796,68.2876077150212,50.4632918958882,64.4955314170704,60.3905644861308,38.0942764776391
AT1G60980,9.06018339164926,16.5211954149245,6.72843891945176,4.96119472439003,10.4121662907122,11.3253254392981
AT1G60983,0,2.20282605532326,0.84105486493147,1.98447788975601,2.08243325814244,2.05915007987238
AT1G60985,1.00668704351658,0,0,0,2.08243325814244,5.14787519968096
AT1G60986,4.02674817406634,2.20282605532326,0,1.98447788975601,0,0
AT1G60987,0,0,0,1.98447788975601,0,2.05915007987238
AT1G60989,3563.67213404871,2267.8094239553,3667.84026596614,1683.82948945798,2155.31842217743,2422.59006896986
AT1G60990,4263.31962929273,2915.44028422034,4379.37268169816,2333.74599835307,2873.75789623657,3110.34619564723
AT1G60995,2724.09513975588,2346.00974891928,2666.98497669769,2625.46424814721,2411.45771292895,2616.15017647786
AT1G61000,1068.0949531711,1178.51193959795,1008.42478305283,1200.60912330239,1291.10862004831,1090.31996729243
AT1G61010,3385.48852734627,3320.76027839982,2895.75189995905,3726.84947696179,3757.75081431804,3399.6567818693
AT1G61020,1.00668704351658,0,0,0,0,0
AT1G61030,1580.49865832104,1506.73302184111,1533.24301877007,1689.78292312725,1285.90253690296,1661.73411445701
AT1G61040,3256.63258577615,3033.29147818013,2952.94363077439,2820.93532028817,2871.67546297843,3042.39424301145
AT1G61050,1075.14176247571,802.930097165329,743.492500599419,514.972012391685,281.12848984923,475.66366845052
AT1G61060,0,0,1.68210972986294,0,0,0
AT1G61065,329.186663229923,346.945103713414,298.574477050672,279.811382455598,354.013653884215,296.517611501623
AT1G61070,0,1.10141302766163,0,0,0,0
AT1G61080,204.357469833867,198.254344979094,242.223801100263,429.639463132177,154.100061102541,240.920559345069
AT1G61090,0,0,0,0,2.08243325814244,0
AT1G61093,0,2.20282605532326,1.68210972986294,1.98447788975601,0,0
AT1G61095,1.00668704351658,0,0,0,0,0
AT1G61097,0,0,0,0,0,0
AT1G61100,5356.58175855174,5867.22719835351,6057.27713723645,5659.73094158415,4487.64367129696,5215.82715231675
AT1G61105,0,0,0,0,0,0
AT1G61110,0,0,0,0,0,0
AT1G61120,0,0,3.36421945972588,0.992238944878007,0,0
AT1G61130,17.1136797397819,3.30423908298489,47.9401273010938,1.98447788975601,0,4.11830015974477
AT1G61140,3523.40465230804,3118.10028131008,3594.6684927171,4533.53973914761,3264.21413213828,4255.23364005628
AT1G61150,4700.22180617893,5106.15079623932,4640.94074469185,4989.9696537915,5311.2460248923,5043.8881206474
AT1G61160,14.0936186092322,6.60847816596979,10.9337132441091,13.8913452282921,24.9891990977093,10.2957503993619
AT1G61165,0,0,0,0,0,0
AT1G61170,610.05234837105,824.958357718562,793.114737630376,522.90992395071,695.532708219575,649.661850199737
AT1G61180,1585.53209353862,1597.04889010937,1576.97787174651,1887.23847315797,1586.81414270454,1846.02804660559
AT1G61190,140.936186092322,105.735650655517,129.522449199446,103.192850267313,108.286529423407,132.815180151769
AT1G61200,0,0,1.68210972986294,1.98447788975601,6.24729977442732,0
AT1G61210,2774.42949193171,2836.1385462287,3183.39266376561,2972.74787885451,2360.43809810446,3115.49407084692
AT1G61215,335.226785491022,319.409778021873,387.726292733408,357.206020156082,386.291369385423,515.817095008032
AT1G61224,7.04680930461609,4.40565211064653,0,3.96895577951203,1.04121662907122,0
AT1G61226,7.04680930461609,9.91271724895469,9.25160351424617,7.93791155902405,3.12364988721366,1.02957503993619
AT1G61230,75.5015282637438,144.285106623674,161.482534066842,63.5032924721924,86.4209802129113,79.2772780750867
AT1G61240,1428.48891475003,1595.9474770817,1936.94935393718,1713.59665780432,1924.16833052362,2043.70645427334
AT1G61250,6253.53991432502,6105.13241232842,6264.17663400959,6560.68390353338,6307.69033891345,5872.69602779604
AT1G61255,183.217041920018,214.775540394018,138.774052713693,190.509877416577,148.893977957185,152.377105910556
AT1G61260,599.985477935884,507.751405752012,687.982879513943,806.690262185819,662.213776089296,580.680322524012
AT1G61270,9.06018339164926,16.5211954149245,18.5032070284923,13.8913452282921,6.24729977442732,10.2957503993619
AT1G61275,81.5416505248433,40.7522820234804,47.0990724361623,88.3092660941426,30.1952822430654,61.7745023961715
AT1G61280,353.347152274321,381.088907570925,363.335701650395,357.206020156082,405.033268708705,374.765314536774
AT1G61290,19.1270538268151,17.6226084425861,22.7084813531497,17.8603010078041,36.4425820174927,43.24215167732
AT1G61300,35.2340465230804,19.8254344979094,19.3442618934238,21.8292567873161,13.5358161779259,35.0055513578305
AT1G61310,789.242642117002,915.274225986816,763.677817357775,809.666979020453,809.025320788338,873.07963386589
AT1G61320,0,0,0.84105486493147,0,0,0
AT1G61330,0,0,0,0,0,0
AT1G61340,776.155710551286,638.819556043746,907.498199261056,602.28903954095,746.552323044065,691.874426837121
AT1G61350,1325.80683631134,1532.06552147733,1603.89162742431,1761.22412715846,1448.33233103807,1863.53082228451
AT1G61353,0,0,0,0,2.08243325814244,0
AT1G61360,2819.73040888995,2620.26159280702,2941.16886266535,2546.08513255697,1863.77776603748,2801.47368366638
AT1G61370,832.530184988215,841.479553133487,871.332840069003,883.092660941426,726.769207091712,873.07963386589
AT1G61380,787.229268029969,883.333248184629,926.001406289549,849.356536815574,733.016506866139,1096.49741753204
AT1G61390,168.11673626727,137.676628457704,137.932997848761,128.991062834141,122.863562230404,163.702431349854
AT1G61400,529.517384889723,539.6923835542,509.679248148471,537.79350812388,596.617128457809,682.608251477695
AT1G61410,88.5884598294594,112.344128821486,115.224516495611,80.3713545351185,112.451395939692,102.957503993619
AT1G61415,218.451088443099,239.006627002574,216.151100287388,262.943320392672,354.013653884215,244.009284464877
AT1G61420,682.533815504244,644.326621182055,588.738405452029,804.705784296063,706.986091139359,876.168358985699
AT1G61430,805.349634813267,1004.48868122741,839.372755201607,882.100421996548,894.405084372179,995.599063618297
AT1G61440,103.688765482208,115.648367904471,180.826795960266,111.130761826337,113.492612568763,118.401129592662
AT1G61450,404.688191493667,495.635862447734,315.395574349301,383.004232722911,472.712349598334,319.168262380219
AT1G61460,334.220098447506,299.584343523964,264.932282453413,367.128409604862,349.84878736793,326.375287659773
AT1G61470,65.434657828578,79.3017379916375,106.813967846297,91.2859829287766,72.8851640349855,112.223679353045
AT1G61475,4.02674817406634,0,1.68210972986294,0,2.08243325814244,0
AT1G61480,283.885746271677,226.891083698296,274.183885967659,1066.65686574386,708.02730776843,743.35317883393
AT1G61490,539.584255324889,541.895209609523,455.851736792857,515.964251336564,559.133329811246,565.236696924969
AT1G61500,938.232324557456,978.054768563529,654.340684916684,936.673563964838,801.73680438484,797.920655950548
AT1G61520,839.576994292831,802.930097165329,843.578029526264,560.615003856074,854.838852467472,797.920655950548
AT1G61540,2.01337408703317,0,1.68210972986294,0,0,0
AT1G61550,270.798814705961,218.079779477003,358.289372460806,315.531984471206,265.510240413161,488.018568929755
AT1G61560,2892.21187602315,2266.70801092764,2988.26793510151,1998.36923498431,1438.96138137643,1817.19994548738
AT1G61563,0,0,0,0,0,2.05915007987238
AT1G61566,2.01337408703317,0,1.68210972986294,0,0,0
AT1G61570,5352.55501037768,6091.91545599648,5026.14387283046,5961.37158082706,8362.01074807097,5490.72368797971
AT1G61575,1.00668704351658,0,1.68210972986294,0,0,0
AT1G61580,6335.08156484986,7299.06413431363,7146.4431873227,6653.95436435191,7127.12782599251,6380.27652248458
AT1G61590,2773.42280488819,3281.109409404,4156.49314249132,2299.01763528234,2291.71780058576,2841.62711022389
AT1G61600,967.426248819437,819.451292580254,1233.82748685447,1203.58584013702,948.548349083882,1482.58805750812
AT1G61610,29.1939242619809,27.5353256915408,38.6885237868476,35.7206020156082,23.9479824686381,42.2125766373838
AT1G61620,4347.88134094813,4043.28722454585,3799.04482489545,4297.38687026665,4891.63572337659,4315.97856741251
AT1G61630,0,8.81130422129305,3.36421945972588,0,6.24729977442732,6.17745023961715
AT1G61640,1599.62571214785,1690.6689974606,1696.40766256678,1675.89157789895,1630.54524112553,1657.61581429727
AT1G61660,2304.30664260946,1583.83193377743,2767.91156048947,2129.3447757082,1741.95542043615,2853.98201070312
AT1G61667,1286.54604161419,1203.84443923416,1804.90374014293,2893.36876326427,2623.86590525948,2417.44219377018
AT1G61670,3570.71894335332,3677.61809936219,4073.22871086311,3976.89369107105,4005.56037203699,4044.17075686936
AT1G61680,215.431027312549,165.211954149245,182.508905690129,282.788099290232,361.302170287714,182.234782068706
AT1G61688,0,0,0,0,0,1.02957503993619
AT1G61690,3127.77664420603,2877.99224127984,3292.72979620671,3432.15451033302,2736.31730119917,3337.88227947313
AT1G61700,0,3.30423908298489,1.68210972986294,0,0,0
AT1G61710,38.2541076536302,30.8395647745257,30.2779751375329,27.7826904565842,43.7310984209913,47.3604518370648
AT1G61720,4.02674817406634,13.2169563319396,2.52316459479441,12.8991062834141,6.24729977442732,3.08872511980857
AT1G61730,5811.60430222124,5633.72763648925,6068.21085048056,6558.69942564362,5831.85433942791,6356.59629656605
AT1G61732,0,0,0,0,0,0
AT1G61740,3926.07946971468,3530.02875365553,4962.22370309567,4117.79162124373,2633.23685492112,4133.74378534381
AT1G61750,24.160489044398,30.8395647745257,55.509621085477,50.6041861887783,35.4013653884215,57.6562022364267
AT1G61760,372.474206101136,286.367387192024,382.679963543819,370.105126439496,319.653505124865,395.356815335498
AT1G61770,7579.34675063636,7642.70499894406,7646.02977709199,7190.75563353091,7731.03347085381,6804.46143893829
AT1G61780,3006.97419898404,2731.50430860085,2608.95219101742,3022.35982609841,3358.96484538376,2354.63811633407
AT1G61790,11224.5605352099,13552.8873053764,11388.723926037,9779.50704071763,12247.8312077648,9648.14769924205
AT1G61795,503.343521758292,559.517818052109,758.631488168186,476.274693541443,431.063684435485,536.408595806756
AT1G61800,14.0936186092322,19.8254344979094,23.5495362180812,30.7594072912182,27.0716323558517,57.6562022364267
AT1G61810,156.036491745071,190.544453785462,216.151100287388,132.960018613653,191.583859749105,177.086906869025
AT1G61820,2789.52979758445,2207.23170743391,3178.34633457603,2943.97294945305,1855.44803300492,2552.31652400182
AT1G61840,604.01222610995,791.915966888713,674.526001675039,863.247882043866,275.922406703873,292.399311341878
AT1G61850,4173.72448241976,4692.01949783855,4757.84737091733,4399.58748158908,3605.73318647364,4668.09323107069
AT1G61860,341.266907752122,381.088907570925,363.335701650395,287.749294014622,267.592673671304,288.281011182134
AT1G61870,6057.23594083929,6279.15567069896,5531.61784665428,5804.59782753634,6121.31256230971,6176.42066457721
AT1G61880,1.00668704351658,1.10141302766163,0,1.98447788975601,0,0
AT1G61890,4283.45337016307,3986.01374710744,4799.05905929897,3102.73118063353,3428.72635953153,4303.62366693328
AT1G61900,1613.71933075708,1659.82943268608,1581.18314607116,1860.44802164626,1813.79936784207,1686.44391541548
AT1G61910,0,0,0,0,0,0
AT1G61920,5.03343521758292,4.40565211064653,7.56949378438323,1.98447788975601,2.08243325814244,4.11830015974477
AT1G61930,356.367213404871,319.409778021873,439.871694359159,241.114063605356,200.954809410746,395.356815335498
AT1G61940,0,0,1.68210972986294,0,2.08243325814244,0
AT1G61950,66.4413448720945,148.69075873432,218.674264882182,156.773753290725,108.286529423407,129.72645503196
AT1G61960,445.962360277847,483.520319143456,450.805407603268,439.561852580957,366.50825343307,477.722818530393
AT1G61970,626.159341067315,588.154556771311,578.645747072851,536.801269179002,577.875229134527,689.815276757248
AT1G61980,851.65723881503,952.722268927311,952.915161967356,928.735652405814,927.724016502458,979.125862979318
AT1G61990,2157.33033425604,2360.32811827888,1974.79682285909,2134.30597043259,2279.2232010369,2143.57523314715
AT1G62000,11.0735574786824,7.70989119363142,0,5.95343366926804,6.24729977442732,2.05915007987238
AT1G62010,406.7015655807,440.565211064653,464.262285442171,553.669331241928,518.525881277468,518.90582012784
AT1G62020,9826.27223176538,10170.4478974275,10787.369697611,9616.77985375764,7555.06786054078,10106.3085920137
AT1G62030,28.1872372184644,9.91271724895469,26.913755677807,14.8835841731701,12.4945995488546,16.4732006389791
AT1G62035,14.0936186092322,13.2169563319396,20.1853167583553,12.8991062834141,38.5250152756352,23.6802259185324
AT1G62040,2095.92242460153,1935.18268960149,1859.57230636348,1873.34712792968,2088.68055791687,1739.98181749216
AT1G62045,465.089414104662,457.086406479577,642.565916807643,525.886640785344,478.959649372761,550.822646365862
AT1G62050,527.50401080269,485.72314519878,628.267984103808,523.902162895587,425.857601290129,592.00564796331
AT1G62060,0,0,0,0.992238944878007,0,0
AT1G62070,0,0,0,0,0,0
AT1G62080,2.01337408703317,2.20282605532326,3.36421945972588,10.9146283936581,0,8.23660031948953
AT1G62085,653.339891242263,713.715641924737,601.354228426001,699.528456138995,597.658345086881,681.578676437759
AT1G62110,909.038400295475,1050.7480283892,951.233052237493,983.308794374105,873.580751790754,969.859687619892
AT1G62120,471.129536365761,475.810427949825,439.871694359159,371.097365384374,380.044069610996,446.835567332307
AT1G62130,839.576994292831,928.491182318755,903.292924936399,924.766696626302,931.888883018742,1084.14251705281
AT1G62150,820.449940466016,946.113790761342,835.16748087695,906.906395618498,1092.23624389571,975.007562819573
AT1G62160,0,0,0,0,0,0
AT1G62170,700.654182287543,600.270100075589,689.664989243805,337.361241258522,618.482677668305,373.735739496837
AT1G62180,6896.81293513212,7343.1206554201,8028.70974063581,3760.58560108765,5347.68860690979,4999.61639393015
AT1G62181,5.03343521758292,3.30423908298489,0.84105486493147,0,0,1.02957503993619
AT1G62190,43.2875428712131,46.2593471617885,60.5559502750658,8.93015050390206,0,7.20702527955334
AT1G62200,2227.7984273022,1780.98486572886,1751.07622878732,1998.36923498431,1909.59129771662,1904.71382388195
AT1G62210,0,0,0,0,0,0
AT1G62220,0,0,0,0,0,0
AT1G62225,6.0401222610995,0,0,0,0,2.05915007987238
AT1G62240,36.240733566597,17.6226084425861,22.7084813531497,31.7516462360962,30.1952822430654,22.6506508785962
AT1G62250,521.463888541591,452.680754368931,489.493931390116,517.94872922632,580.998879021741,642.454824920183
AT1G62260,450.99579549543,515.461296945644,460.898065982446,466.352304092663,295.705522656227,515.817095008032
AT1G62262,231.538020008814,216.978366449341,207.740551638073,258.97436461316,156.182494360683,229.595233905771
AT1G62270,1.00668704351658,0,0,0,0,0
AT1G62280,1116.41593125989,288.570213247348,411.275828951489,735.249058154603,506.031281728613,368.587864297157
AT1G62290,197.31066052925,333.728147381474,234.65430731588,230.199435211698,308.200122205081,225.476933746026
AT1G62300,5061.62245480139,4830.79753932392,5992.51591263672,5851.23305794561,4039.92052079634,6018.89568346698
AT1G62301,0,0,0,0,0,0
AT1G62305,1193.93083361067,1254.5094385066,1300.27082118405,1234.34524742824,1188.02817377026,1206.66194680522
AT1G62310,1360.03419579091,1195.03313501287,1345.68778389035,1168.85747706629,727.810423720783,1295.20540023973
AT1G62320,384.554450623335,363.466299128338,504.632918958882,471.313498817053,309.241338834153,324.3161375799
AT1G62330,3439.84962769617,3418.7860378617,3323.00777134424,2672.09947855647,2886.25249578542,2843.68626030376
AT1G62333,2.01337408703317,2.20282605532326,5.04632918958882,3.96895577951203,0,0
