"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G01060",2785.93565026899,0.754136376841017,0.110673709560408,6.81405168252169,9.48875903755933e-12,1.0946287168569e-10
"AT1G01070",1628.68488362814,1.15837775579258,0.256731426307422,4.51202165801659,6.42126294672433e-06,3.46320980909531e-05
"AT1G01120",9312.61177280332,2.31319438665111,0.211519859500666,10.9360624203886,7.74929137805643e-28,2.85628643036043e-26
"AT1G01240",1651.56272234508,1.87065712809435,0.150707578134744,12.4124954514354,2.23574188515634e-35,1.19214725631836e-33
"AT1G01470",18187.19806072,2.1649920348061,0.206871637786612,10.4653883827192,1.24564653870598e-25,4.02820602375338e-24
"AT1G01520",64.0713133513636,2.66882818862528,0.486956932608921,5.4806246916473,4.23826689451647e-08,3.19200295461151e-07
"AT1G01540",4885.38919459617,0.471838562805368,0.107184417390452,4.40211902338893,1.07198717979076e-05,5.5639914296083e-05
"AT1G01550",14967.5528500174,0.464896580206986,0.107015285815556,4.34420724725484,1.39779509091454e-05,7.12557748172813e-05
"AT1G01560",191.625585234241,2.08004693099733,0.367379466678178,5.66184863243715,1.49750893095736e-08,1.19695958688614e-07
"AT1G01570",448.071840456151,1.8665398974221,0.231665911721994,8.05703300735071,7.81685481261253e-16,1.32836707669007e-14
"AT1G01600",2127.7634479796,1.53135632689442,0.188856919363735,8.10855293019504,5.12261493577955e-16,8.83660283134654e-15
"AT1G01610",8624.51703766505,2.65071017909354,0.198698751024328,13.3403464562744,1.34831452517062e-40,9.08786714367109e-39
"AT1G01620",18719.0687607123,0.797188646031644,0.123324509143846,6.46415421854063,1.01866943683315e-10,1.05585197135255e-09
"AT1G01650",4135.79313973372,0.882801384848291,0.0997952641661853,8.84612503633634,9.06107288865542e-19,1.91728786563745e-17
"AT1G01710",2720.82485816299,0.347918455356306,0.103629460678518,3.35733152598012,0.000786986877904871,0.00279759261264109
"AT1G01720",6030.04808675178,1.77856956851264,0.115952333099057,15.3387993236257,4.20908243266144e-53,4.59076968053233e-51
"AT1G01770",1595.17686999426,0.906239764138502,0.121376505774041,7.46635239133996,8.24483648987236e-14,1.17479128013354e-12
"AT1G01900",677.422690580225,2.61983321479146,0.270917546128614,9.67022347658403,4.03496009457273e-22,1.08907612451375e-20
"AT1G02000",1307.98274948605,0.45423344142478,0.120996714327748,3.75409732362139,0.000173967265645083,0.000718105029959363
"AT1G02070",26.1276472950642,1.64882259126181,0.480601500476023,3.43074790575705,0.000601919695486843,0.00220000961054178
"AT1G02170",2953.14302324117,0.504238714605528,0.144968993431514,3.47825216047831,0.000504694908589743,0.00187858993175979
"AT1G02205",4760.03461164304,7.0610059817684,0.197767965533551,35.7034869763603,3.49008871953741e-279,9.30496431392224e-276
"AT1G02220",6882.3306117355,0.354255342325082,0.107435931796109,3.2973637069336,0.000975970289449333,0.00339298856785522
"AT1G02305",7438.00532784378,0.918279926309859,0.150167448172474,6.11503982710804,9.65328517603106e-10,8.94671988408132e-09
"AT1G02310",1078.0669938415,2.98711230103994,0.194752746063337,15.3379726931731,4.26301772499525e-53,4.62855702765888e-51
"AT1G02340",965.944475830015,1.28751135255585,0.163818014860345,7.85940028423278,3.85976945894077e-15,6.14158940101351e-14
"AT1G02400",3603.01792391724,2.4833210960972,0.216967238731527,11.4456040027777,2.47375491782297e-30,1.05995980809218e-28
"AT1G02470",256.636828681311,3.30430474169202,0.303574357270364,10.8846635513065,1.36401373887435e-27,4.93657762658974e-26
"AT1G02475",583.490543836754,0.421216674130614,0.141726613799342,2.97203653455644,0.00295831478957263,0.00911580369536346
"AT1G02610",245.907364001298,1.03992995504989,0.260766120834709,3.98797954167162,6.66384086632075e-05,0.000298764689064586
"AT1G02660",2190.13956476603,3.80311240191203,0.221060723742269,17.203926312781,2.48133389497033e-66,4.02294640606844e-64
"AT1G02670",388.115996772636,1.44731954814536,0.192426076277342,7.52143148239093,5.41797192613682e-14,7.84102752519017e-13
"AT1G02700",159.669161335151,3.81795610619739,0.366572327589552,10.4152872948782,2.11159065826176e-25,6.71094276092594e-24
"AT1G02816",3128.29067137007,1.54547700386555,0.120262057789719,12.8509110210624,8.50032355586422e-38,5.07376277917816e-36
"AT1G02850",5902.50815426164,1.5879654078175,0.121901267671797,13.0266521271369,8.631242368147e-39,5.36545752911107e-37
"AT1G03030",1742.09758686563,0.339181234296704,0.112699268379486,3.00961345334201,0.00261580363809137,0.00816863301057704
"AT1G03070",345.899792914167,2.39378690486683,0.324967306017698,7.366239189417,1.75508804373597e-13,2.42309192229256e-12
"AT1G03120",37.6517116350907,1.5020988393341,0.387628824105947,3.87509582858975,0.000106582747471689,0.000460304720227352
"AT1G03220",56603.737693157,1.01645863518191,0.179746832859324,5.65494600940992,1.55895269407355e-08,1.24275979715265e-07
"AT1G03290",3507.41655353293,0.699162176198889,0.0970622527136871,7.20323459070405,5.88006778456847e-13,7.72684701482587e-12
"AT1G03340",311.128842277795,1.32629374603584,0.33548697840932,3.95333897108118,7.70681362431553e-05,0.000341993372872388
"AT1G03380",3729.17035386249,0.591531937041123,0.165062528194856,3.58368397425018,0.0003387819479446,0.001312874495216
"AT1G03520",1041.85099611782,1.13617399072369,0.113254615822485,10.0320325354733,1.10223885451113e-23,3.24120359240128e-22
"AT1G03600",301.744454759154,1.255352589318,0.277576194188439,4.52255134122118,6.10986600617429e-06,3.30715621065085e-05
"AT1G03610",2263.06732236395,0.968850902736142,0.234707186520355,4.12791323989612,3.66070174129755e-05,0.000172536904895767
"AT1G03700",419.845274432253,2.74935063650116,0.379772132794165,7.23947440870101,4.5042685940037e-13,5.97456743577218e-12
"AT1G03750",959.810071415526,0.440021460360245,0.114099528520102,3.85647045230973,0.000115035995865066,0.000493084801854637
"AT1G03790",1624.7447185839,7.41834857422091,0.262091060071449,28.3044701036295,3.04471408159199e-176,2.51923842716551e-173
"AT1G03970",1500.04988603876,0.318428673396235,0.0977891033990225,3.25627971142046,0.00112882486601115,0.00386724052826063
"AT1G04100",514.389288092,0.585612262150002,0.181652368728673,3.22380746394069,0.00126498419495076,0.00427451003490261
"AT1G04120",18241.0820772837,0.70929866091417,0.124190289053177,5.7113858605358,1.12059843561331e-08,9.09481913719245e-08
"AT1G04220",16362.3514309153,3.74106805312164,0.204989302316237,18.2500648124081,2.06663950443683e-74,4.16714410999678e-72
"AT1G04230",1257.54607303831,0.521245333573705,0.126627700587528,4.11636104229349,3.84901209458173e-05,0.000180561183205256
"AT1G04310",982.567116630391,1.1718580699523,0.156945964385603,7.46663397520146,8.22722036029036e-14,1.17297773348287e-12
"AT1G04360",1905.9404067218,1.45875975268144,0.30082740142732,4.84915850670563,1.23986319597861e-06,7.54323463172077e-06
"AT1G04400",7944.72118845306,0.606629494116937,0.105747623937134,5.73657801027826,9.66085625903153e-09,7.91168074865057e-08
"AT1G04440",9200.34673368018,0.745919306272472,0.119415910449882,6.24639801733565,4.20026043276609e-10,4.06392133404123e-09
"AT1G04560",1406.28787820183,12.2912656054621,1.05339095316494,11.6682847603092,1.85117906929335e-31,8.24100960439592e-30
"AT1G04570",135.204884988117,1.57630854585102,0.214719685712781,7.34123906999179,2.11625404069384e-13,2.89837418415803e-12
"AT1G04620",222.278592218316,0.767695329968405,0.185566402655037,4.13703838078669,3.51817280086169e-05,0.00016634198296882
"AT1G04830",2247.17362442912,0.498899250625522,0.0966562653082497,5.16158211818413,2.44871430197666e-07,1.65263353762301e-06
"AT1G04970",4037.26016610693,0.77050916671036,0.101667545403952,7.57871318372958,3.48999074769984e-14,5.11872420483237e-13
"AT1G04990",3935.62858977389,0.799304241551257,0.123644560116981,6.46453221067734,1.01612652113325e-10,1.05412692929496e-09
"AT1G05100",1631.72789681168,5.18804378549827,0.222785540450021,23.2871656527553,5.98131090477452e-120,2.51792202035201e-117
"AT1G05120",3036.38050505698,0.392459577953548,0.0988510308082993,3.9702122956577,7.18086196846832e-05,0.000320209594747068
"AT1G05140",664.121175532405,0.607385267143431,0.155466563045563,3.90685466536892,9.35053561859182e-05,0.000408086762764843
"AT1G05260",10301.0825014121,0.583811481664776,0.160635895256046,3.63437748912972,0.000278652626119795,0.00110334484550239
"AT1G05340",6111.16089874885,3.27288293811278,0.284302032517216,11.5119927533919,1.14794701429777e-30,4.95413464174011e-29
"AT1G05450",2764.56897407865,5.17521397683136,0.535372422097479,9.66656809955944,4.18166056068451e-22,1.12740387813062e-20
"AT1G05560",1037.25104655325,1.95546201235734,0.268348598877027,7.28702151060401,3.16882329077019e-13,4.26210285101069e-12
"AT1G05562",874.709723789637,1.96136219627538,0.268969056559279,7.29214810568038,3.05051541723048e-13,4.11219760878906e-12
"AT1G05680",1971.92463843384,2.40821501956944,0.210958629379552,11.4155795695687,3.49565990229832e-30,1.48732490930434e-28
"AT1G05760",894.934265450909,0.443512611056818,0.145764132869628,3.04267313450489,0.00234486883952135,0.00740720481889348
"AT1G05790",1503.27383364464,0.434990738378442,0.10121905057869,4.29751846012693,1.72720880332407e-05,8.64685483742148e-05
"AT1G05840",2371.38426143979,0.440615438627147,0.115311671259874,3.82108275609107,0.000132867054455773,0.000562084797543419
"AT1G05890",6144.43467981673,0.308080298054855,0.098967831851314,3.11293369059256,0.00185237631442587,0.00600970384865451
"AT1G06050",483.922698404876,0.651758153018713,0.142141230496612,4.5852857101462,4.53366048276759e-06,2.50888337832123e-05
"AT1G06080",906.676665745291,1.02716031888902,0.283975274084624,3.61707660006671,0.000297949150378917,0.00117105775061621
"AT1G06400",4406.25294951975,0.32019531960897,0.100916239481704,3.17288199851146,0.00150933856273306,0.00499814777984816
"AT1G06430",3026.01617658373,1.21698867011789,0.123648810947615,9.84229982311332,7.39995719750985e-23,2.0743221139515e-21
"AT1G06570",3738.31391899675,2.34498368423786,0.158993720963529,14.7489075041886,3.12685441109426e-49,2.98919807148234e-47
"AT1G06630",3250.51213043292,0.274225647437984,0.0858155639958749,3.19552345366122,0.00139577438176763,0.00467158994310008
"AT1G06700",6079.38515504041,0.487885077957643,0.0932608137816323,5.23140489745257,1.68226577048969e-07,1.1606086015785e-06
"AT1G06780",3111.82688131822,0.392822868012791,0.113213558521819,3.46975108937225,0.000520940893223669,0.0019331853901797
"AT1G06800",2052.37666092489,0.423795593880199,0.0875717765679676,4.83940843145138,1.3022617457559e-06,7.89882977487688e-06
"AT1G07040",3746.4475153044,1.43055393080646,0.107945257381224,13.2525871493756,4.35912612165856e-40,2.87355031014278e-38
"AT1G07080",5962.82539250426,1.16052042637225,0.151344855915359,7.66805332994782,1.74626285089869e-14,2.63035637836247e-13
"AT1G07150",499.108128136947,1.18712747761057,0.205898115713616,5.7656063218264,8.13647876562109e-09,6.73455701900924e-08
"AT1G07250",2731.79563478441,0.924788497138064,0.116718540891477,7.92323558943319,2.31408536966328e-15,3.77217924219228e-14
"AT1G07260",2068.63659691849,0.340212745874478,0.0963739752247002,3.5301308790185,0.000415354144299388,0.001577464813622
"AT1G07310",2421.15795072598,0.528531951874959,0.142565266209355,3.70729817947956,0.000209482240563121,0.000850224350864697
"AT1G07400",919.444654933808,1.41677888634052,0.323538839907847,4.3790071286157,1.19221232584233e-05,6.13887011986842e-05
"AT1G07430",1415.47127684589,6.31664950369529,0.242059642537982,26.0954260589067,4.10874984429656e-150,2.59445927668147e-147
"AT1G07440",68.6402550105075,1.53891697286063,0.367829902154492,4.1837734339887,2.86709863343801e-05,0.000137647122267597
"AT1G07470",2505.5453646679,0.549405435969811,0.101323239549197,5.42230428492221,5.88356172914913e-08,4.34521587229712e-07
"AT1G07480",1914.07877263855,0.502260341601588,0.110230891864052,4.55643906266337,5.20281239479061e-06,2.84896128281608e-05
"AT1G07500",308.349653555,1.20551544644872,0.257205934893203,4.68696590127001,2.77285144412178e-06,1.58983441820077e-05
"AT1G07530",3275.80083393867,0.487187584902227,0.117955035690735,4.13028220498852,3.62318200655395e-05,0.000170936398441333
"AT1G07610",25358.2173822338,1.04966062670824,0.292082434403865,3.59371363379169,0.000325998121424719,0.00126865932314882
"AT1G07640",2432.83949419902,0.786078607350939,0.233081541796495,3.37254765560659,0.000744761968865355,0.00266327324037619
"AT1G07720",1356.79797712056,3.81872656567814,0.273323057391468,13.9714761064185,2.3275209429748e-44,1.80740663516765e-42
"AT1G07810",6594.14513191054,0.323230621050414,0.106192170283178,3.04382724440483,0.00233589235861285,0.00738273671561054
"AT1G07870",2559.83264276239,0.882247378642054,0.192389407057957,4.58573781235409,4.52386017962099e-06,2.50461525173064e-05
"AT1G07900",50.4129283981024,1.33037464320693,0.449015027979407,2.96287331226683,0.00304781981455466,0.00934838763265232
"AT1G07980",1733.14807702977,0.431096276511998,0.145137600943156,2.97025907628747,0.00297548695392031,0.00915930846174698
"AT1G07985",2252.50624930797,5.28719298983021,0.158272103345891,33.4057163458268,1.13247772605735e-244,2.09029254128816e-241
"AT1G07990",4470.6282245303,0.459056867364193,0.0875624941261654,5.24261982193833,1.58312517588333e-07,1.09536010943831e-06
"AT1G08040",2731.72755526783,1.07138171808965,0.141932253341579,7.54854300460674,4.4015437668766e-14,6.42036733654735e-13
"AT1G08190",10726.3399966941,0.670449737693245,0.125324375859296,5.3497153534279,8.80926776963886e-08,6.34769910307761e-07
"AT1G08200",21059.2572189447,0.532879982261842,0.0959417684709231,5.55420220780421,2.78882503223712e-08,2.16003410744124e-07
"AT1G08230",1620.88187340421,1.80921844931054,0.108591403875676,16.660788835384,2.52669838061581e-62,3.6968370513949e-60
"AT1G08250",1695.8454322285,1.40075672555336,0.170568882448879,8.21226419170087,2.17056040076909e-16,3.87519321551e-15
"AT1G08290",1604.80782628825,0.787563066870239,0.184330260378106,4.27256526006505,1.93236973265949e-05,9.57802349414678e-05
"AT1G08315",1330.7984526703,0.662355757068635,0.129784625401052,5.10349939387554,3.33429581145984e-07,2.20768289172127e-06
"AT1G08380",377.125064976189,1.22339977778535,0.272911501106651,4.48277105517533,7.36799650121708e-06,3.93052636831267e-05
"AT1G08430",3828.34253091343,1.00468153124714,0.140511048348728,7.15019596717875,8.66541037632332e-13,1.11788452677354e-11
"AT1G08440",127.802603880076,4.17776245951053,0.440556457773349,9.482921849848,2.47260648983499e-21,6.35907746233555e-20
"AT1G08460",1963.68478368263,0.534531703628902,0.122152684642937,4.37593087038066,1.20915334504255e-05,6.21942862042786e-05
"AT1G08500",1249.28230872234,2.03398707830189,0.167272602817533,12.1597144065525,5.09364502942158e-34,2.56768933783552e-32
"AT1G08510",10318.6682589117,1.23440908081742,0.179923409039283,6.86074751144757,6.85011442969385e-12,8.04938764644976e-11
"AT1G08520",1710.37945770708,0.492253905199254,0.124923967421576,3.94042804883122,8.13363443526909e-05,0.000359555192104425
"AT1G08550",436.388713548274,0.54458629748568,0.17291458452686,3.14945265592149,0.00163576610554093,0.00537526810496503
"AT1G08570",4592.29778801415,1.43745482260997,0.122658226298886,11.7191880722885,1.01641452991411e-31,4.57577235371278e-30
"AT1G08620",4416.47541037753,0.423955867555122,0.118733414468106,3.57065337886839,0.000356091865270244,0.00137458563499992
"AT1G08630",123.48911060306,1.53037253264261,0.381367999085513,4.01284988859135,5.99900645776711e-05,0.000271187189062023
"AT1G08650",4872.62529581678,1.02937372653084,0.153858123070166,6.69040870894675,2.22548157780044e-11,2.47109812398526e-10
"AT1G08680",3774.34670052294,0.375721853932869,0.118574995748238,3.16864319970639,0.00153152281994651,0.00506601737863474
"AT1G08820",5455.48967625394,0.573338801791634,0.116667297508278,4.91430601408208,8.90974930997553e-07,5.54720899566328e-06
"AT1G08890",1989.80699908301,1.94277680585653,0.12422378334633,15.6393305172501,3.9283629743047e-55,4.53178219079044e-53
"AT1G08920",11374.4782206556,2.68326741013146,0.168243653764054,15.9486991045409,2.90893376479859e-57,3.52524574173445e-55
"AT1G08970",4433.18016448755,0.57915450189582,0.0896338498751725,6.46133690232398,1.03781972389827e-10,1.07477273521532e-09
