genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT5G05735	269.605893537701	0.922622974599929	0.175067186912323	5.27010795610715	1.36343543907794e-07	2.27268310964428e-06
AT3G48440	361.450088135353	0.922525453111427	0.146233829647934	6.30856386194946	2.81636520606107e-10	8.18490869612768e-09
AT3G59820	1276.99757692648	0.922139198766652	0.118428446077602	7.78646709729186	6.8908854730647e-15	3.84790326189968e-13
AT3G02845	175.772818939757	0.921334133176216	0.196812358114327	4.68128191747501	2.850865682629e-06	3.39915367842897e-05
AT1G14640	325.938377670329	0.920933785021304	0.141514559378142	6.50769637462155	7.63119603014459e-11	2.45170466431481e-09
AT5G61370	109.968724687617	0.920757131617418	0.178101070935591	5.16985735560459	2.34272745561542e-07	3.71300686916639e-06
AT5G18290	55.8429230466739	0.920480573492248	0.236230570681986	3.89653452063747	9.75789046565559e-05	0.000744362056797571
AT3G11840	56.8751846416764	0.920240440146771	0.243193929983351	3.78397783287506	0.000154341576077595	0.00109524144742749
AT5G64572	453.915393614058	0.920190472138584	0.201324333777712	4.57068678620138	4.86128402438605e-06	5.46556539903768e-05
AT5G10946	449.977684209668	0.919994800371785	0.153419481915179	5.99659696987129	2.01495309662089e-09	4.89706683679272e-08
AT5G04545	45.5700651135299	0.919956474067507	0.294774327801799	3.12088396885793	0.00180309063887434	0.00872454812327625
AT5G62990	262.617197009819	0.919242044496668	0.113901928351337	8.07046955044706	7.0028327614945e-16	4.344905734268e-14
AT2G21640	132.524514532204	0.918091132087784	0.238008490312071	3.85738815822917	0.000114605090036756	0.000849504796659936
AT5G55970	273.212131957628	0.917596238246793	0.249279050377568	3.68100021585033	0.000232320808312918	0.00155275574732484
AT1G01030	194.095081900871	0.916623327376294	0.27695920141062	3.30959694679834	0.000934304040288779	0.0050664121750041
