"genes","go"
"AT1G17960","GO:0004812"
"AT1G17960","GO:0005524"
"AT1G17960","GO:0006418"
"AT1G17960","GO:0004829"
"AT1G17960","GO:0005737"
"AT1G17960","GO:0006435"
"AT5G57660","GO:0005515"
"AT5G57660","GO:0008270"
"AT4G09080","GO:0019867"
"AT2G15560","GO:0005777"
"AT2G15560","GO:0010468"
"AT3G19460","GO:0009617"
"AT3G19460","GO:0009617"
"AT3G19460","GO:0009617"
"AT1G08730","GO:0003774"
"AT1G08730","GO:0005524"
"AT1G08730","GO:0016459"
"AT1G08730","GO:0007015"
"AT1G08730","GO:0005515"
"AT5G18240","GO:0003700"
"AT1G52360","GO:0005515"
"AT1G52360","GO:0005198"
"AT1G52360","GO:0006886"
"AT1G52360","GO:0016192"
"AT1G52360","GO:0030117"
"AT4G09960","GO:0003700"
"AT4G09960","GO:0005634"
"AT4G09960","GO:0006355"
"AT4G09960","GO:0000977"
"AT4G09960","GO:0045944"
"AT4G09960","GO:0003677"
"AT4G09960","GO:0046983"
"AT1G51340","GO:0015297"
"AT1G51340","GO:0016020"
"AT1G51340","GO:0042910"
"AT1G51340","GO:0055085"
"AT1G51340","GO:0015297"
"AT1G51340","GO:0016020"
"AT1G51340","GO:0042910"
"AT1G51340","GO:0055085"
"AT1G51340","GO:0015297"
"AT1G51340","GO:0016020"
"AT1G51340","GO:0042910"
"AT1G51340","GO:0055085"
"AT4G33520","GO:0046872"
"AT1G63770","GO:0008270"
"AT1G63770","GO:0008237"
"AT4G22580","GO:0006486"
"AT4G22580","GO:0016757"
"AT4G38940","GO:0005515"
"AT3G63000","GO:0006511"
"AT1G54510","GO:0004672"
"AT1G54510","GO:0005524"
"AT1G54510","GO:0006468"
"AT1G54510","GO:0004672"
"AT1G54510","GO:0005524"
"AT1G54510","GO:0006468"
"AT1G54510","GO:0004672"
"AT1G54510","GO:0005524"
"AT1G54510","GO:0006468"
"AT1G54510","GO:0004672"
"AT1G54510","GO:0005524"
"AT1G54510","GO:0006468"
"AT4G27640","GO:0006886"
"AT4G27640","GO:0031267"
"AT4G27640","GO:0005515"
"AT4G27640","GO:0006606"
"AT2G31530","GO:0015031"
"AT2G31530","GO:0016020"
"AT3G11630","GO:0051920"
"AT3G11630","GO:0016209"
"AT3G11630","GO:0016491"
"AT5G04380","GO:0008168"
"AT3G19860","GO:0003700"
"AT3G19860","GO:0055072"
"AT3G19860","GO:0046983"
"AT3G14870","GO:0009639"
"AT3G14870","GO:0009959"
"AT3G14870","GO:0009639"
"AT3G14870","GO:0009959"
"AT3G14870","GO:0009639"
"AT3G14870","GO:0009959"
"AT3G51360","GO:0004190"
"AT3G51360","GO:0006508"
"AT2G29600","GO:0005515"
"AT1G28300","GO:0003677"
"AT1G28300","GO:0003700"
"AT3G47370","GO:0003735"
"AT3G47370","GO:0005840"
"AT3G47370","GO:0006412"
"AT3G47370","GO:0003735"
"AT3G47370","GO:0005840"
"AT3G47370","GO:0006412"
"AT3G47370","GO:0003735"
"AT3G47370","GO:0005840"
"AT3G47370","GO:0006412"
"AT2G29300","GO:0016491"
"AT2G34740","GO:0016791"
"AT4G12860","GO:0005509"
"AT1G07140","GO:0046907"
"AT4G31790","GO:0004164"
"AT4G31790","GO:0017183"
"AT4G31790","GO:0008168"
"AT4G31790","GO:0004164"
"AT4G31790","GO:0017183"
"AT4G31790","GO:0008168"
"AT1G60430","GO:0005856"
"AT1G60430","GO:0005885"
"AT1G60430","GO:0030833"
"AT1G60430","GO:0034314"
"AT1G60430","GO:0005856"
"AT1G60430","GO:0005885"
"AT1G60430","GO:0030833"
"AT1G60430","GO:0034314"
"AT1G60430","GO:0005856"
"AT1G60430","GO:0005885"
"AT1G60430","GO:0030833"
"AT1G60430","GO:0034314"
"AT3G05800","GO:0006355"
"AT5G12250","GO:0003924"
"AT5G12250","GO:0005525"
"AT5G12250","GO:0005874"
"AT5G12250","GO:0007017"
"AT1G44446","GO:0051537"
"AT1G44446","GO:0016491"
"AT1G44446","GO:0010277"
"AT3G54340","GO:0003677"
"AT3G54340","GO:0046983"
"AT3G54340","GO:0000977"
"AT3G54340","GO:0045944"
"AT3G54340","GO:0003700"
"AT3G54340","GO:0005634"
"AT3G54340","GO:0006355"
"AT4G10090","GO:0002098"
"AT4G10090","GO:0033588"
"AT4G02940","GO:0003729"
"AT4G02940","GO:0006402"
"AT4G02940","GO:0032451"
"AT4G33495","GO:0003723"
"AT1G79915","GO:0006479"
"AT1G79915","GO:0008276"
"AT1G14520","GO:0005506"
"AT1G14520","GO:0005737"
"AT1G14520","GO:0019310"
"AT1G14520","GO:0050113"
"AT2G29050","GO:0004252"
"AT2G29050","GO:0006508"
"AT2G29050","GO:0016021"
"AT3G48690","GO:0016787"
"AT5G22360","GO:0016021"
"AT5G22360","GO:0016192"
"AT1G78910","GO:0001522"
"AT1G78910","GO:0003723"
"AT1G78910","GO:0009451"
"AT1G78910","GO:0009982"
"AT3G16230","GO:0003723"
"AT3G16230","GO:0003723"
"AT5G38197","GO:0006869"
"AT1G11450","GO:0016020"
"AT1G11450","GO:0016021"
"AT1G11450","GO:0022857"
"AT1G04700","GO:0005515"
"AT1G04700","GO:0004672"
"AT1G04700","GO:0006468"
"AT1G04700","GO:0005515"
"AT1G04700","GO:0004672"
"AT1G04700","GO:0006468"
"AT5G08590","GO:0004672"
"AT5G08590","GO:0005524"
"AT5G08590","GO:0006468"
"AT4G12020","GO:0006952"
"AT4G12020","GO:0004672"
"AT4G12020","GO:0005524"
"AT4G12020","GO:0006468"
"AT4G12020","GO:0043531"
"AT4G12020","GO:0006355"
"AT4G12020","GO:0003700"
"AT4G12020","GO:0043565"
"AT4G23730","GO:0005975"
"AT4G23730","GO:0016853"
"AT2G03510","GO:0005783"
"AT2G03510","GO:0031625"
"AT5G61740","GO:0016021"
"AT5G61740","GO:0055085"
"AT5G61740","GO:0140359"
"AT5G61740","GO:0005524"
"AT3G15150","GO:0000724"
"AT3G15150","GO:0019789"
"AT3G15150","GO:0030915"
"AT3G15150","GO:0008270"
"ATCG00790","GO:0003735"
"ATCG00790","GO:0005840"
"ATCG00790","GO:0006412"
"ATCG00790","GO:0019843"
"AT3G02540","GO:0003684"
"AT3G02540","GO:0006289"
"AT3G02540","GO:0043161"
"AT3G02540","GO:0005515"
"AT1G14270","GO:0004222"
"AT1G14270","GO:0016020"
"AT1G14270","GO:0071586"
"AT1G14270","GO:0004222"
"AT1G14270","GO:0016020"
"AT1G14270","GO:0071586"
"AT5G56960","GO:0046983"
"AT4G09300","GO:0005515"
"AT2G37250","GO:0005524"
"AT2G37250","GO:0006139"
"AT2G37250","GO:0019205"
"AT5G52840","GO:0022904"
"AT2G42000","GO:0008270"
"AT1G09290","GO:0003723"
"AT1G09290","GO:0006400"
"AT2G32430","GO:0006486"
"AT2G32430","GO:0016020"
"AT2G32430","GO:0016758"
"AT3G12770","GO:0008270"
"AT3G24520","GO:0003700"
"AT3G24520","GO:0006355"
"AT3G24520","GO:0043565"
"AT4G14103","GO:0005515"
"AT2G22920","GO:0004185"
"AT2G22920","GO:0006508"
"AT4G21770","GO:0001522"
"AT4G21770","GO:0003723"
"AT4G21770","GO:0009451"
"AT4G21770","GO:0009982"
"AT2G46280","GO:0005515"
"AT2G39120","GO:0003723"
"AT4G18750","GO:0008270"
"AT1G07830","GO:0003735"
"AT1G07830","GO:0005761"
"AT1G07830","GO:0006412"
"AT1G01260","GO:0003700"
"AT1G01260","GO:0006355"
"AT1G01260","GO:0046983"
"AT1G01260","GO:0003700"
"AT1G01260","GO:0006355"
"AT1G01260","GO:0046983"
"AT1G01260","GO:0003700"
"AT1G01260","GO:0006355"
"AT1G01260","GO:0046983"
"AT3G03200","GO:0003677"
"AT3G03200","GO:0006355"
"AT3G24540","GO:0004672"
"AT3G24540","GO:0006468"
"AT3G05140","GO:0004672"
"AT3G05140","GO:0006468"
"AT4G25880","GO:0003723"
"AT1G02850","GO:0004553"
"AT1G02850","GO:0005975"
"AT3G19950","GO:0061630"
"AT3G19950","GO:0061630"
"AT1G44980","GO:0030599"
"AT1G44980","GO:0042545"
"AT3G07530","GO:0016180"
"AT3G07530","GO:0032039"
"ATCG00650","GO:0003735"
"ATCG00650","GO:0005840"
"ATCG00650","GO:0006412"
"AT5G66210","GO:0004672"
"AT5G66210","GO:0005524"
"AT5G66210","GO:0006468"
"AT5G66210","GO:0004672"
"AT5G66210","GO:0005524"
"AT5G66210","GO:0006468"
"AT2G01210","GO:0005515"
"AT2G01210","GO:0004672"
"AT2G01210","GO:0005524"
"AT2G01210","GO:0006468"
"AT3G45510","GO:0004842"
"AT3G45510","GO:0016567"
"AT2G28960","GO:0005515"
"AT2G28960","GO:0004672"
"AT2G28960","GO:0005524"
"AT2G28960","GO:0006468"
"AT3G24670","GO:0030570"
"AT2G32390","GO:0015276"
"AT2G32390","GO:0016020"
"AT2G26590","GO:0005634"
"AT2G26590","GO:0005737"
"AT2G26590","GO:0005634"
"AT2G26590","GO:0005737"
"AT2G26590","GO:0005634"
"AT2G26590","GO:0005737"
"AT2G28480","GO:0003723"
"AT4G33840","GO:0004553"
"AT4G33840","GO:0005975"
"AT4G33840","GO:0016798"
"AT3G20020","GO:0016274"
"AT3G20020","GO:0018216"
"AT5G22690","GO:0006952"
"AT5G22690","GO:0043531"
"AT5G22690","GO:0003953"
"AT5G22690","GO:0007165"
"AT1G62490","GO:0003690"
"AT1G62490","GO:0006355"
"AT5G66530","GO:0005975"
"AT5G66530","GO:0016853"
"AT3G10610","GO:0003735"
"AT3G10610","GO:0005840"
"AT3G10610","GO:0006412"
"AT4G28800","GO:0046983"
"AT3G51570","GO:0003953"
"AT3G51570","GO:0007165"
"AT3G51570","GO:0006952"
"AT3G51570","GO:0043531"
"AT3G18660","GO:0016757"
"AT2G23400","GO:0016765"
"AT4G11280","GO:0009058"
"AT4G11280","GO:0030170"
"AT1G08480","GO:0005749"
"AT1G29940","GO:0003677"
"AT1G29940","GO:0003899"
"AT1G29940","GO:0006351"
"AT1G29940","GO:0032549"
"AT1G29940","GO:0005634"
"AT5G38630","GO:0016491"
"ATCG00190","GO:0003677"
"ATCG00190","GO:0003899"
"ATCG00190","GO:0006351"
"ATCG00190","GO:0032549"
"AT2G28970","GO:0004672"
"AT2G28970","GO:0005524"
"AT2G28970","GO:0006468"
"AT2G28970","GO:0005515"
"AT1G60090","GO:0004553"
"AT1G60090","GO:0005975"
"AT5G44440","GO:0016491"
"AT5G44440","GO:0050660"
"AT4G14440","GO:0003824"
"AT1G20700","GO:0003677"
"AT1G20700","GO:0003700"
"AT1G34140","GO:0003676"
"AT3G56560","GO:0003677"
"AT3G56560","GO:0006355"
"AT2G32390","GO:0015276"
"AT2G32390","GO:0016020"
"AT3G21260","GO:0005737"
"AT3G21260","GO:0120009"
"AT3G21260","GO:0120013"
"AT1G72330","GO:0008483"
"AT1G72330","GO:0009058"
"AT1G72330","GO:0030170"
"AT4G09500","GO:0008194"
"AT3G23550","GO:0015297"
"AT3G23550","GO:0016020"
"AT3G23550","GO:0042910"
"AT3G23550","GO:0055085"
"AT3G23550","GO:1990961"
"AT3G07670","GO:0016279"
"AT3G07670","GO:0018022"
"AT3G07670","GO:0005515"
"AT5G25890","GO:0005634"
"AT5G25890","GO:0006355"
"AT1G54040","GO:0005515"
"AT4G16070","GO:0016042"
"AT4G16070","GO:0006629"
"AT5G64330","GO:0016567"
"AT1G32970","GO:0006508"
"AT1G32970","GO:0008236"
"AT1G10380","GO:0030247"
"AT1G47870","GO:0005667"
"AT1G47870","GO:0006355"
"AT1G47870","GO:0046983"
"AT1G47870","GO:0000978"
"AT1G47870","GO:0006357"
"AT2G02000","GO:0004351"
"AT2G02000","GO:0006536"
"AT2G02000","GO:0030170"
"AT2G02000","GO:0016830"
"AT2G02000","GO:0019752"
"AT2G21070","GO:0008168"
"AT3G58040","GO:0005737"
"AT3G58040","GO:0006511"
"AT3G58040","GO:0007275"
"AT3G58040","GO:0005737"
"AT3G58040","GO:0006511"
"AT3G58040","GO:0007275"
"AT3G53650","GO:0003677"
"AT3G53650","GO:0000786"
"AT5G38100","GO:0008168"
"AT1G15440","GO:0005515"
"AT4G20310","GO:0004222"
"AT4G20310","GO:0006508"
"AT4G20310","GO:0016020"
"AT1G19430","GO:0008168"
"AT1G19430","GO:0008168"
"AT3G60350","GO:0005515"
"AT3G60350","GO:0005515"
"AT1G12210","GO:0005515"
"AT1G12210","GO:0043531"
"AT1G12210","GO:0006952"
"AT2G32520","GO:0016787"
"AT1G18040","GO:0005675"
"AT1G18040","GO:0008353"
"AT1G18040","GO:0070985"
"AT1G18040","GO:0004672"
"AT1G18040","GO:0005524"
"AT1G18040","GO:0006468"
"AT2G24280","GO:0006508"
"AT2G24280","GO:0008236"
"AT3G23150","GO:0000155"
"AT3G23150","GO:0007165"
"AT3G23150","GO:0005515"
"AT1G07780","GO:0000162"
"AT1G07780","GO:0004640"
"AT1G07780","GO:0006568"
"AT1G07780","GO:0000162"
"AT1G07780","GO:0004640"
"AT1G07780","GO:0006568"
"AT1G07780","GO:0000162"
"AT1G07780","GO:0004640"
"AT1G07780","GO:0006568"
"AT1G07780","GO:0000162"
"AT1G07780","GO:0004640"
"AT1G07780","GO:0006568"
"AT1G07780","GO:0000162"
"AT1G07780","GO:0004640"
"AT1G07780","GO:0006568"
"AT1G07780","GO:0000162"
"AT1G07780","GO:0004640"
"AT1G07780","GO:0006568"
"AT1G07780","GO:0000162"
"AT1G07780","GO:0004640"
"AT1G07780","GO:0006568"
"AT1G07780","GO:0000162"
"AT1G07780","GO:0004640"
"AT1G07780","GO:0006568"
"AT4G21680","GO:0016020"
"AT4G21680","GO:0022857"
"AT4G21680","GO:0055085"
"AT2G29940","GO:0016020"
"AT2G29940","GO:0140359"
"AT2G29940","GO:0005524"
"AT3G07360","GO:0004842"
"AT3G07360","GO:0016567"
"AT3G07190","GO:0005783"
"AT3G07190","GO:0006886"
"AT3G07190","GO:0016021"
"AT1G29340","GO:0005515"
"AT1G29340","GO:0004842"
"AT1G29340","GO:0016567"
"AT5G11350","GO:0003824"
"AT1G16540","GO:0003824"
"AT1G16540","GO:0030151"
"AT1G16540","GO:0030170"
"AT4G15930","GO:0007017"
"AT4G15930","GO:0030286"
"AT3G54810","GO:0006355"
"AT3G54810","GO:0008270"
"AT3G54810","GO:0043565"
"AT3G54810","GO:0006355"
"AT3G54810","GO:0008270"
"AT3G54810","GO:0043565"
"AT1G05580","GO:0006812"
"AT1G05580","GO:0015299"
"AT1G05580","GO:0016021"
"AT1G05580","GO:0055085"
"AT1G05580","GO:0005451"
"AT1G05580","GO:0006813"
"AT1G05580","GO:0006814"
"AT2G46020","GO:0005524"
"AT2G46020","GO:0070615"
"AT2G46020","GO:0006355"
"AT2G46020","GO:0008094"
"AT2G46020","GO:0040029"
"AT2G46020","GO:0043044"
"AT2G46020","GO:0005524"
"AT2G46020","GO:0070615"
"AT2G46020","GO:0006355"
"AT2G46020","GO:0008094"
"AT2G46020","GO:0040029"
"AT2G46020","GO:0043044"
"AT2G46020","GO:0005524"
"AT2G46020","GO:0070615"
"AT2G46020","GO:0006355"
"AT2G46020","GO:0008094"
"AT2G46020","GO:0040029"
"AT2G46020","GO:0043044"
"AT5G36320","GO:0009567"
"AT5G61020","GO:0003723"
"AT5G47080","GO:0005956"
"AT5G47080","GO:0019887"
"AT3G14130","GO:0010181"
"AT3G14130","GO:0016491"
"AT3G14130","GO:0010181"
"AT3G14130","GO:0016491"
"AT3G61220","GO:0016491"
"AT1G73720","GO:0005515"
"AT1G16705","GO:0004402"
"AT1G16705","GO:0006355"
"AT1G16705","GO:0016573"
"AT1G16705","GO:0004402"
"AT1G16705","GO:0006355"
"AT1G16705","GO:0016573"
"AT1G58370","GO:0004553"
"AT1G58370","GO:0005975"
"AT1G58370","GO:0016798"
"AT1G69860","GO:0016020"
"AT1G69860","GO:0022857"
"AT1G69860","GO:0055085"
"AT5G25120","GO:0004497"
"AT5G25120","GO:0005506"
"AT5G25120","GO:0016705"
"AT5G25120","GO:0020037"
"AT5G39960","GO:0005525"
"AT5G53340","GO:0006486"
"AT5G53340","GO:0016020"
"AT5G53340","GO:0016758"
"AT4G21820","GO:0005515"
"AT4G00180","GO:0007275"
"AT2G21920","GO:0003677"
"AT3G27260","GO:0005515"
"AT2G22290","GO:0003924"
"AT2G22290","GO:0005525"
"AT2G39220","GO:0006629"
"AT5G62570","GO:0005516"
"AT5G27820","GO:0003735"
"AT5G27820","GO:0005840"
"AT5G27820","GO:0006412"
"AT4G01010","GO:0005216"
"AT4G01010","GO:0006811"
"AT4G01010","GO:0016020"
"AT4G01010","GO:0055085"
"AT4G01010","GO:0005216"
"AT4G01010","GO:0006811"
"AT4G01010","GO:0016020"
"AT4G01010","GO:0055085"
"AT3G47690","GO:0005515"
"AT3G47690","GO:0008017"
"AT3G15190","GO:0003723"
"AT3G15190","GO:0003735"
"AT3G15190","GO:0005840"
"AT3G15190","GO:0006412"
"AT5G59130","GO:0006508"
"AT5G59130","GO:0008236"
"AT2G25290","GO:0005515"
"AT2G25290","GO:0005515"
"AT2G25290","GO:0005515"
"AT2G25290","GO:0005515"
"AT1G13780","GO:0005515"
"AT3G50310","GO:0004672"
"AT3G50310","GO:0005524"
"AT3G50310","GO:0006468"
"AT4G16780","GO:0003677"
"AT4G16780","GO:0005634"
"AT4G16780","GO:0006355"
"AT4G16780","GO:0043565"
"AT2G03600","GO:0071705"
"AT2G03600","GO:0016021"
"AT2G03600","GO:0022857"
"AT4G09770","GO:0005515"
"AT4G09770","GO:0005515"
"AT5G44200","GO:0000339"
"AT5G44200","GO:0005846"
"AT5G44200","GO:0045292"
"AT5G44200","GO:0003676"
"AT5G44200","GO:0000339"
"AT5G44200","GO:0005846"
"AT5G44200","GO:0045292"
"AT5G44200","GO:0003676"
"AT1G20160","GO:0006508"
"AT1G20160","GO:0008236"
"AT3G57600","GO:0003700"
"AT3G57600","GO:0006355"
"AT1G53420","GO:0004672"
"AT1G53420","GO:0006468"
"AT2G43570","GO:0004568"
"AT2G43570","GO:0006032"
"AT2G43570","GO:0016998"
"AT2G43570","GO:0008061"
"AT2G28560","GO:0000724"
"AT2G28560","GO:0003677"
"AT2G28560","GO:0006281"
"AT2G28560","GO:0033063"
"AT2G28560","GO:0000724"
"AT2G28560","GO:0003677"
"AT2G28560","GO:0006281"
"AT2G28560","GO:0033063"
"AT2G28560","GO:0000724"
"AT2G28560","GO:0003677"
"AT2G28560","GO:0006281"
"AT2G28560","GO:0033063"
"AT5G25520","GO:0006351"
"AT5G25520","GO:0006351"
"AT5G25520","GO:0006351"
"AT5G25520","GO:0006351"
"AT1G11905","GO:0005783"
"AT1G11905","GO:0006886"
"AT1G11905","GO:0016021"
"AT5G63950","GO:0005524"
"AT5G63950","GO:0070615"
"AT1G24020","GO:0006952"
"AT1G24020","GO:0006952"
"AT5G14090","GO:0009630"
"AT5G14090","GO:2000012"
"AT1G26440","GO:0016021"
"AT1G26440","GO:0022857"
"AT1G26440","GO:0071705"
"AT1G27250","GO:0006355"
"AT1G27250","GO:0003714"
"AT1G17230","GO:0005515"
"AT1G17230","GO:0004672"
"AT1G17230","GO:0005524"
"AT1G17230","GO:0006468"
"AT4G03560","GO:0005245"
"AT4G03560","GO:0005509"
"AT4G03560","GO:0005216"
"AT4G03560","GO:0006811"
"AT4G03560","GO:0016020"
"AT4G03560","GO:0055085"
"AT5G66940","GO:0003677"
"AT5G66940","GO:0006355"
"AT4G39010","GO:0004553"
"AT4G39010","GO:0005975"
"AT3G49330","GO:0043086"
"AT3G49330","GO:0046910"
"AT3G49330","GO:0004857"
"AT4G34060","GO:0019104"
"AT4G34060","GO:0035514"
"AT4G34060","GO:0080111"
"AT3G05165","GO:0016021"
"AT3G05165","GO:0022857"
"AT3G05165","GO:0055085"
"AT3G05165","GO:0008643"
"AT3G05165","GO:0051119"
"AT5G06730","GO:0004601"
"AT5G06730","GO:0042744"
"AT5G06730","GO:0006979"
"AT5G06730","GO:0020037"
"AT4G20890","GO:0005874"
"AT4G20890","GO:0007017"
"AT4G20890","GO:0003924"
"AT4G20890","GO:0005525"
"AT1G50440","GO:0008270"
"AT1G50440","GO:0008270"
"AT1G50440","GO:0008270"
"AT4G34480","GO:0004553"
"AT4G34480","GO:0005975"
"AT1G70380","GO:0005515"
"AT5G07510","GO:0012511"
"AT5G07510","GO:0016021"
"AT2G41160","GO:0004252"
"AT2G41160","GO:0016021"
"AT3G55130","GO:0016020"
"AT3G55130","GO:0005524"
"AT1G55250","GO:0046872"
"AT1G55250","GO:0004842"
"AT1G55250","GO:0010390"
"AT5G02800","GO:0004672"
"AT5G02800","GO:0005524"
"AT5G02800","GO:0006468"
"AT1G01220","GO:0005524"
"AT1G01220","GO:0016772"
"AT1G01220","GO:0005524"
"AT1G01220","GO:0016772"
"AT1G01220","GO:0005524"
"AT1G01220","GO:0016772"
"AT2G17020","GO:0005515"
"AT2G15460","GO:0004650"
"AT2G15460","GO:0005975"
"AT1G54200","GO:0009734"
"AT3G48360","GO:0005515"
"AT5G16890","GO:0006486"
"AT5G16890","GO:0016757"
"AT5G45400","GO:0003677"
"AT5G45400","GO:0005634"
"AT5G45400","GO:0006260"
"AT5G45400","GO:0003676"
"AT1G09340","GO:0003824"
"AT1G54630","GO:0000036"
"AT1G54630","GO:0006633"
"AT3G09990","GO:0005337"
"AT3G09990","GO:0016021"
"AT3G09990","GO:1901642"
"AT1G09160","GO:0016791"
"AT1G09160","GO:0016791"
"AT3G51390","GO:0016409"
"AT3G06190","GO:0005515"
"AT3G06190","GO:0016567"
"AT4G08790","GO:0006807"
"AT1G51960","GO:0005515"
"AT5G07550","GO:0012511"
"AT5G07550","GO:0016021"
"AT2G27050","GO:0005634"
"AT4G28070","GO:0005524"
"AT2G37500","GO:0004358"
"AT2G37500","GO:0006526"
"AT3G03660","GO:0003700"
"AT3G03660","GO:0048830"
"AT3G03660","GO:0003677"
"AT4G15280","GO:0008194"
"AT3G57170","GO:0006506"
"AT3G57170","GO:0016021"
"AT3G57170","GO:0017176"
"AT5G08260","GO:0004185"
"AT5G08260","GO:0006508"
"AT3G20410","GO:0005509"
"AT3G20410","GO:0004672"
"AT3G20410","GO:0005524"
"AT3G20410","GO:0006468"
"AT3G20410","GO:0005509"
"AT3G20410","GO:0004672"
"AT3G20410","GO:0005524"
"AT3G20410","GO:0006468"
"AT1G26230","GO:0042026"
"AT1G26230","GO:0005524"
"AT1G26230","GO:0016887"
"AT1G70580","GO:0008483"
"AT1G70580","GO:0009058"
"AT1G70580","GO:0030170"
"AT1G70580","GO:0008483"
"AT1G70580","GO:0009058"
"AT1G70580","GO:0030170"
"AT1G70580","GO:0008483"
"AT1G70580","GO:0009058"
"AT1G70580","GO:0030170"
"AT1G70580","GO:0008483"
"AT1G70580","GO:0009058"
"AT1G70580","GO:0030170"
"AT1G78700","GO:0003700"
"AT1G78700","GO:0006351"
"AT1G78700","GO:0009742"
"AT3G10300","GO:0005509"
"AT3G59500","GO:0005789"
"AT3G59500","GO:0006888"
"AT3G59500","GO:0005789"
"AT3G59500","GO:0006888"
"AT1G10110","GO:0005515"
"AT3G23090","GO:0000226"
"AT3G23090","GO:0008017"
"AT1G19715","GO:0030246"
"AT5G38270","GO:0005515"
"AT4G26280","GO:0008146"
"AT3G46930","GO:0004672"
"AT3G46930","GO:0006468"
"AT1G62290","GO:0006629"
"AT1G62290","GO:0004190"
"AT1G62290","GO:0006508"
"AT1G49050","GO:0004190"
"AT1G49050","GO:0006508"
"AT1G50500","GO:0000938"
"AT1G50500","GO:0042147"
"AT5G06690","GO:0009570"
"AT3G20690","GO:0005515"
"AT3G17450","GO:0046983"
"AT3G17450","GO:0003677"
"AT3G17450","GO:0046983"
"AT3G17450","GO:0003677"
"AT2G03150","GO:0006355"
"AT1G21910","GO:0003700"
"AT1G21910","GO:0006355"
"AT3G11870","GO:0004521"
"AT3G11870","GO:0004674"
"AT3G11870","GO:0030968"
"AT3G11870","GO:0004672"
"AT3G11870","GO:0005524"
"AT3G11870","GO:0006468"
"AT3G11870","GO:0004540"
"AT3G11870","GO:0006397"
"AT1G20880","GO:0003676"
"AT1G20880","GO:0003729"
"AT1G20880","GO:0003676"
"AT1G20880","GO:0003729"
"AT1G20880","GO:0003676"
"AT1G20880","GO:0003729"
"AT3G49160","GO:0000287"
"AT3G49160","GO:0004743"
"AT3G49160","GO:0006096"
"AT3G49160","GO:0030955"
"AT5G15070","GO:0000829"
"AT5G15070","GO:0000829"
"AT1G75000","GO:0009922"
"AT1G75000","GO:0016021"
"AT2G35520","GO:0008250"
"AT2G35520","GO:0016021"
"AT1G49730","GO:0004672"
"AT1G49730","GO:0005524"
"AT1G49730","GO:0006468"
"AT3G12400","GO:0006464"
"AT3G12400","GO:0015031"
"AT1G17690","GO:0005730"
"AT1G17690","GO:0006364"
"AT1G17690","GO:0034511"
"AT4G09340","GO:0005515"
"AT1G30270","GO:0004672"
"AT1G30270","GO:0005524"
"AT1G30270","GO:0006468"
"AT1G30270","GO:0007165"
"AT2G21790","GO:0006260"
"AT2G21790","GO:0004748"
"AT2G21790","GO:0005524"
"AT1G72110","GO:0004144"
"AT1G72110","GO:0045017"
"AT1G72110","GO:0008374"
"AT3G25740","GO:0006508"
"AT3G25740","GO:0070006"
"AT5G50130","GO:0016491"
"AT1G09790","GO:0010215"
"AT1G09790","GO:0031225"
"AT4G24520","GO:0016491"
"AT4G24520","GO:0010181"
"AT5G41910","GO:0003712"
"AT5G41910","GO:0006357"
"AT5G41910","GO:0016592"
"AT5G41910","GO:0003712"
"AT5G41910","GO:0006357"
"AT5G41910","GO:0016592"
"AT5G41910","GO:0003712"
"AT5G41910","GO:0006357"
"AT5G41910","GO:0016592"
"AT4G22300","GO:0016787"
"AT4G35630","GO:0004648"
"AT4G35630","GO:0006564"
"AT1G26200","GO:0016021"
"AT1G26200","GO:0046513"
"AT1G26200","GO:0050291"
"AT2G44650","GO:0005524"
"AT2G44650","GO:0006457"
"AT2G44650","GO:0016887"
"AT3G27400","GO:0030570"
"AT5G51590","GO:0003680"
"AT3G26930","GO:0005515"
"AT4G33905","GO:0016021"
"AT5G27090","GO:0000981"
"AT5G27090","GO:0000987"
"AT5G27090","GO:0045944"
"AT5G27090","GO:0003677"
"AT5G27090","GO:0046983"
"AT2G20080","GO:0003700"
"AT3G54590","GO:0005199"
"AT3G54590","GO:0009664"
"AT5G56760","GO:0005737"
"AT5G56760","GO:0006535"
"AT5G56760","GO:0009001"
"AT5G14930","GO:0006952"
"AT5G14930","GO:0052689"
"AT5G14930","GO:0006629"
"AT2G36010","GO:0000978"
"AT2G36010","GO:0006357"
"AT2G36010","GO:0046983"
"AT2G36010","GO:0005667"
"AT2G36010","GO:0006355"
"AT3G07450","GO:0005504"
"AT3G07450","GO:0009627"
"AT5G24630","GO:0003690"
"AT5G24630","GO:0009330"
"AT5G24630","GO:0042023"
"AT5G24630","GO:0003690"
"AT5G24630","GO:0009330"
"AT5G24630","GO:0042023"
"AT5G24630","GO:0003690"
"AT5G24630","GO:0009330"
"AT5G24630","GO:0042023"
"AT3G62180","GO:0004857"
"AT2G03030","GO:0003953"
"AT2G03030","GO:0007165"
"AT3G47350","GO:0016491"
"AT4G09780","GO:0005515"
"AT1G64253","GO:0008270"
"AT3G10310","GO:0005515"
"AT3G10310","GO:0005524"
"AT3G10310","GO:0007018"
"AT3G10310","GO:0008017"
"AT3G10310","GO:1990939"
"AT5G49150","GO:0030036"
"AT5G49150","GO:0051015"
"AT3G63120","GO:0000079"
"AT3G63120","GO:0019901"
"AT3G63120","GO:0000079"
"AT3G63120","GO:0019901"
"AT5G02920","GO:0005515"
"AT1G54450","GO:0005509"
