"genes","go"
"AT3G04380","GO:0005634"
"AT3G04380","GO:0008270"
"AT3G04380","GO:0018024"
"AT3G04380","GO:0034968"
"AT4G04690","GO:0005515"
"AT1G10290","GO:0003924"
"AT1G10290","GO:0005525"
"AT2G16990","GO:0022857"
"AT2G16990","GO:0055085"
"AT2G16990","GO:0022857"
"AT2G16990","GO:0055085"
"AT2G25100","GO:0003723"
"AT2G25100","GO:0004523"
"AT2G41460","GO:0003824"
"AT2G41460","GO:0004518"
"AT2G41460","GO:0006281"
"AT4G32000","GO:0004672"
"AT4G32000","GO:0005524"
"AT4G32000","GO:0006468"
"AT4G02150","GO:0005515"
"AT4G02150","GO:0006606"
"AT4G02150","GO:0061608"
"AT4G29510","GO:0016274"
"AT4G29510","GO:0018216"
"AT2G47640","GO:0008380"
"AT2G47640","GO:0030532"
"AT2G47640","GO:0008380"
"AT2G47640","GO:0030532"
"AT3G62840","GO:0008380"
"AT3G62840","GO:0030532"
"AT2G16300","GO:0005515"
"AT5G44610","GO:0046658"
"AT5G44610","GO:0046658"
"AT5G44610","GO:0046658"
"AT1G52660","GO:0006952"
"AT1G52660","GO:0043531"
"AT1G55810","GO:0005524"
"AT1G55810","GO:0016301"
"AT1G55810","GO:0009116"
"AT1G55810","GO:0005524"
"AT1G55810","GO:0016301"
"AT1G55810","GO:0009116"
"AT1G55810","GO:0005524"
"AT1G55810","GO:0016301"
"AT1G55810","GO:0009116"
"AT1G69310","GO:0003700"
"AT1G69310","GO:0006355"
"AT1G69310","GO:0043565"
"AT3G53880","GO:0016491"
"AT3G53880","GO:0047834"
"AT1G64060","GO:0016491"
"AT1G64060","GO:0004601"
"AT1G64060","GO:0050664"
"AT1G67890","GO:0006355"
"AT1G67890","GO:0004672"
"AT1G67890","GO:0006468"
"AT3G04320","GO:0004866"
"AT5G18420","GO:0030014"
"AT1G17980","GO:0004652"
"AT1G17980","GO:0043631"
"AT1G17980","GO:0016779"
"AT1G17980","GO:0003723"
"AT1G53940","GO:0016788"
"AT1G15000","GO:0004185"
"AT1G15000","GO:0006508"
"AT3G06630","GO:0004672"
"AT3G06630","GO:0006468"
"AT3G06630","GO:0006355"
"AT1G07725","GO:0000145"
"AT1G07725","GO:0006887"
"AT2G33385","GO:0005885"
"AT2G33385","GO:0015629"
"AT2G33385","GO:0030833"
"AT2G33385","GO:0034314"
"AT3G13920","GO:0003676"
"AT3G13920","GO:0005524"
"AT4G15530","GO:0006090"
"AT4G15530","GO:0050242"
"AT4G15530","GO:0005524"
"AT4G15530","GO:0016301"
"AT4G15530","GO:0016310"
"AT4G15530","GO:0016772"
"AT4G15530","GO:0006090"
"AT4G15530","GO:0050242"
"AT4G15530","GO:0005524"
"AT4G15530","GO:0016301"
"AT4G15530","GO:0016310"
"AT4G15530","GO:0016772"
"AT5G07090","GO:0003735"
"AT5G07090","GO:0005840"
"AT5G07090","GO:0006412"
"AT5G07090","GO:0003723"
"AT5G49555","GO:0016491"
"AT4G16260","GO:0004553"
"AT4G16260","GO:0005975"
"AT5G61030","GO:0003676"
"AT5G61030","GO:0003676"
"AT1G72350","GO:0000977"
"AT1G72350","GO:0045944"
"AT1G72350","GO:0003677"
"AT1G72350","GO:0046983"
"AT5G54280","GO:0005515"
"AT5G54280","GO:0003774"
"AT5G54280","GO:0005524"
"AT5G54280","GO:0016459"
"AT4G29910","GO:0000808"
"AT4G29910","GO:0005634"
"AT4G29910","GO:0006260"
"AT5G65460","GO:0008017"
"AT5G65460","GO:0009904"
"AT5G65460","GO:0005524"
"AT5G65460","GO:0007018"
"AT5G65460","GO:1990939"
"AT3G60040","GO:0005515"
"AT3G60040","GO:0003676"
"AT3G60040","GO:0004523"
"AT3G11270","GO:0005838"
"AT3G11270","GO:0005515"
"AT3G11270","GO:0008237"
"AT3G11270","GO:0070122"
"AT1G10455","GO:0003677"
"AT4G23980","GO:0003677"
"AT4G23980","GO:0006355"
"AT4G23980","GO:0009725"
"AT4G23980","GO:0005634"
"AT1G67530","GO:0004842"
"AT1G67530","GO:0016567"
"AT3G57490","GO:0003723"
"AT3G57490","GO:0003735"
"AT3G57490","GO:0005840"
"AT3G57490","GO:0006412"
"AT3G04440","GO:0022857"
"AT3G04440","GO:0055085"
"AT3G26744","GO:0046983"
"AT1G02030","GO:0006355"
"AT2G36380","GO:0016020"
"AT2G36380","GO:0140359"
"AT2G36380","GO:0005524"
"AT3G62260","GO:0004722"
"AT3G62260","GO:0006470"
"AT3G62260","GO:0016791"
"AT4G26080","GO:0016791"
"AT5G51760","GO:0016791"
"AT3G59850","GO:0004650"
"AT3G59850","GO:0005975"
"AT5G53635","GO:0005515"
"AT5G60120","GO:0003700"
"AT5G60120","GO:0006355"
"AT5G16540","GO:0046872"
"AT1G66270","GO:0004553"
"AT1G66270","GO:0005975"
"AT5G17420","GO:0016020"
"AT5G17420","GO:0016760"
"AT5G17420","GO:0030244"
"AT2G03800","GO:0016788"
"AT2G03800","GO:0051499"
"AT3G60040","GO:0005515"
"AT3G60040","GO:0003676"
"AT3G60040","GO:0004523"
"AT2G42450","GO:0006629"
"AT2G15080","GO:0005515"
"AT2G15080","GO:0005515"
"AT4G30310","GO:0005975"
"AT4G30310","GO:0016773"
"AT1G07650","GO:0005515"
"AT1G07650","GO:0004672"
"AT1G07650","GO:0006468"
"AT1G35310","GO:0006952"
"AT4G14385","GO:0000123"
"AT4G14385","GO:0016573"
"AT3G45140","GO:0016702"
"AT3G45140","GO:0046872"
"AT3G45140","GO:0005515"
"AT4G04710","GO:0005509"
"AT4G04710","GO:0004672"
"AT4G04710","GO:0005524"
"AT4G04710","GO:0006468"
"AT3G44600","GO:0000413"
"AT3G44600","GO:0003755"
"AT3G44600","GO:0005515"
"AT1G09300","GO:0030145"
"AT1G09300","GO:0070006"
"AT4G37010","GO:0005509"
"AT2G25080","GO:0004602"
"AT2G25080","GO:0006979"
"AT1G65610","GO:0004553"
"AT1G65610","GO:0005975"
"AT4G26520","GO:0004332"
"AT4G26520","GO:0006096"
"AT3G01080","GO:0003700"
"AT3G01080","GO:0006355"
"AT3G01080","GO:0043565"
"AT3G25717","GO:0008285"
"AT3G06260","GO:0016757"
"AT1G06390","GO:0004672"
"AT1G06390","GO:0005524"
"AT1G06390","GO:0006468"
"AT1G06390","GO:0004672"
"AT1G06390","GO:0005524"
"AT1G06390","GO:0006468"
"AT5G27610","GO:0006351"
"AT5G27610","GO:0017053"
"AT5G36001","GO:0030247"
"AT2G39800","GO:0004350"
"AT2G39800","GO:0006561"
"AT2G39800","GO:0016491"
"AT1G77130","GO:0016757"
"AT1G77130","GO:0005794"
"AT1G77130","GO:0009834"
"AT1G77130","GO:0015020"
"AT1G77130","GO:0045492"
"AT4G10350","GO:0003677"
"AT4G10350","GO:0006355"
"AT3G06980","GO:0003676"
"AT3G06980","GO:0005524"
"AT1G62600","GO:0004499"
"AT1G62600","GO:0050660"
"AT1G62600","GO:0050661"
"AT1G06800","GO:0006629"
"AT4G15940","GO:0003824"
"AT3G52260","GO:0001522"
"AT3G52260","GO:0003723"
"AT3G52260","GO:0009451"
"AT3G52260","GO:0009982"
"AT4G38410","GO:0009415"
"AT5G56890","GO:0004672"
"AT5G56890","GO:0006468"
"AT2G47410","GO:0005515"
"AT2G47410","GO:0005515"
"AT5G45830","GO:0006351"
"AT5G45830","GO:0043565"
"AT5G45830","GO:0006351"
"AT5G45830","GO:0043565"
"AT4G14030","GO:0008430"
"AT4G14030","GO:0008430"
"AT1G64520","GO:0005838"
"AT1G64520","GO:0006508"
"AT1G30650","GO:0003700"
"AT1G30650","GO:0006355"
"AT1G30650","GO:0043565"
"AT1G17770","GO:0005634"
"AT1G17770","GO:0008270"
"AT1G17770","GO:0018024"
"AT1G17770","GO:0034968"
"AT1G17770","GO:0005515"
"AT1G01080","GO:0003676"
"AT5G59730","GO:0000145"
"AT5G59730","GO:0006887"
"AT2G35040","GO:0003937"
"AT2G35040","GO:0004643"
"AT2G35040","GO:0006164"
"AT3G04030","GO:0003700"
"AT1G04370","GO:0003700"
"AT1G04370","GO:0006355"
"AT1G04370","GO:0009873"
"AT4G33490","GO:0004190"
"AT4G33490","GO:0006508"
"AT5G13290","GO:0004672"
"AT5G13290","GO:0005524"
"AT5G13290","GO:0006468"
"AT4G35860","GO:0003924"
"AT4G35860","GO:0005525"
"ATCG00660","GO:0003735"
"ATCG00660","GO:0005840"
"ATCG00660","GO:0006412"
"ATCG00660","GO:0019843"
"AT1G08695","GO:0007165"
"AT1G66460","GO:0004672"
"AT1G66460","GO:0005524"
"AT1G66460","GO:0006468"
"AT4G26600","GO:0008168"
"AT5G21920","GO:0016020"
"AT1G32880","GO:0005515"
"AT5G53590","GO:0009733"
"AT2G29310","GO:0016491"
"AT5G25220","GO:0003677"
"AT5G25220","GO:0006355"
"AT5G25220","GO:0005634"
"AT3G46330","GO:0004672"
"AT3G46330","GO:0006468"
"AT3G46330","GO:0005515"
"AT2G19560","GO:0016973"
"AT3G01180","GO:0016757"
"AT2G24650","GO:0003677"
"AT5G10100","GO:0004805"
"AT5G10100","GO:0005992"
"AT5G10100","GO:0003824"
"AT3G54250","GO:0005524"
"AT5G47720","GO:0016747"
"AT5G47720","GO:0016747"
"AT5G20730","GO:0003677"
"AT5G20730","GO:0006355"
"AT5G20730","GO:0009725"
"AT5G20730","GO:0005634"
"AT5G25560","GO:0008270"
"AT5G25560","GO:0008270"
"AT5G25560","GO:0008270"
"AT5G25560","GO:0008270"
"AT5G26000","GO:0004553"
"AT5G26000","GO:0005975"
"AT2G16990","GO:0022857"
"AT2G16990","GO:0055085"
"AT2G16990","GO:0022857"
"AT2G16990","GO:0055085"
"AT3G03030","GO:0005515"
"AT4G34060","GO:0019104"
"AT4G34060","GO:0035514"
"AT4G34060","GO:0080111"
"AT5G22900","GO:0006812"
"AT5G22900","GO:0015299"
"AT5G22900","GO:0016021"
"AT5G22900","GO:0055085"
"AT1G67220","GO:0004402"
"AT1G67220","GO:0006355"
"AT1G67220","GO:0016573"
"AT1G67220","GO:0008270"
"AT3G13430","GO:0061630"
"AT3G13430","GO:0061630"
"AT3G13430","GO:0061630"
"AT3G13430","GO:0061630"
"AT1G49980","GO:0003887"
"AT1G49980","GO:0006281"
"AT1G49980","GO:0003684"
"AT1G65190","GO:0004672"
"AT1G65190","GO:0005524"
"AT1G65190","GO:0006468"
"AT2G46600","GO:0005509"
"AT3G42570","GO:0004601"
"AT3G42570","GO:0006979"
"AT3G42570","GO:0020037"
"AT3G17205","GO:0004842"
"AT3G17205","GO:0000209"
"AT3G17205","GO:0061630"
"AT2G43030","GO:0003735"
"AT2G43030","GO:0005840"
"AT2G43030","GO:0006412"
"AT5G45060","GO:0006952"
"AT5G45060","GO:0043531"
"AT5G45060","GO:0003953"
"AT5G45060","GO:0007165"
"AT5G45060","GO:0006952"
"AT5G45060","GO:0043531"
"AT5G45060","GO:0003953"
"AT5G45060","GO:0007165"
"AT5G08030","GO:0006629"
"AT5G08030","GO:0008081"
"AT2G02400","GO:0003824"
"AT1G73860","GO:0005524"
"AT1G73860","GO:0007018"
"AT1G73860","GO:0008017"
"AT1G73860","GO:1990939"
"AT2G38880","GO:0001228"
"AT2G38880","GO:0006355"
"AT2G38880","GO:0016602"
"AT4G34050","GO:0008171"
"AT2G40620","GO:0003700"
"AT2G40620","GO:0006355"
"AT1G43100","GO:0004650"
"AT1G43100","GO:0005975"
"AT2G41630","GO:0006352"
"AT2G41630","GO:0070897"
"AT2G41630","GO:0017025"
"AT5G49960","GO:0006811"
"AT4G10430","GO:0016021"
"AT1G71920","GO:0009058"
"AT1G71920","GO:0030170"
"AT2G06925","GO:0004623"
"AT2G06925","GO:0005509"
"AT2G06925","GO:0016042"
"AT2G23410","GO:0016765"
"AT3G44850","GO:0004672"
"AT3G44850","GO:0005524"
"AT3G44850","GO:0006468"
"AT1G75920","GO:0016788"
"AT5G50820","GO:0003677"
"AT5G50820","GO:0006355"
"AT4G12382","GO:0005515"
"AT4G12382","GO:0005515"
"AT5G56740","GO:0008080"
"AT5G56740","GO:0004402"
"AT5G56740","GO:0005634"
"AT5G56740","GO:0006348"
"AT5G56740","GO:0016573"
"AT5G56740","GO:0006325"
"AT2G36660","GO:0003723"
"AT2G36660","GO:0003676"
"AT1G34520","GO:0006629"
"AT1G34520","GO:0008374"
"AT5G54190","GO:0016630"
"AT5G54190","GO:0016491"
"AT1G42615","GO:0001164"
"AT1G42615","GO:0001188"
"AT1G42615","GO:0006360"
"AT1G42615","GO:0070860"
"AT2G33980","GO:0010945"
"AT3G01400","GO:0005515"
"AT5G55810","GO:0003824"
"AT5G55810","GO:0009058"
"AT2G45260","GO:0009639"
"AT2G45260","GO:0009959"
"AT5G60270","GO:0030246"
"AT5G60270","GO:0004672"
"AT5G60270","GO:0006468"
"AT3G04010","GO:0004553"
"AT3G04010","GO:0005975"
"AT1G20020","GO:0016491"
"AT2G40250","GO:0016788"
"AT3G17060","GO:0030599"
"AT3G17060","GO:0042545"
"AT1G20840","GO:0016021"
"AT1G20840","GO:0022857"
"AT1G20840","GO:0055085"
"AT1G20840","GO:0016021"
"AT1G20840","GO:0022857"
"AT1G20840","GO:0055085"
"AT2G01450","GO:0004672"
"AT2G01450","GO:0005524"
"AT2G01450","GO:0006468"
"AT2G01450","GO:0004672"
"AT2G01450","GO:0005524"
"AT2G01450","GO:0006468"
"AT2G01450","GO:0004672"
"AT2G01450","GO:0005524"
"AT2G01450","GO:0006468"
"AT2G01450","GO:0004672"
"AT2G01450","GO:0005524"
"AT2G01450","GO:0006468"
"AT3G13440","GO:0008168"
"AT5G50130","GO:0016491"
"AT2G27810","GO:0016020"
"AT2G27810","GO:0022857"
"AT2G27810","GO:0055085"
"AT5G19070","GO:0016021"
"AT5G36170","GO:0006415"
"AT5G36170","GO:0003747"
"AT3G56930","GO:0016409"
"AT1G54500","GO:0005506"
"AT5G24470","GO:0005515"
"AT5G24470","GO:0000160"
"AT1G23860","GO:0003676"
"AT1G23860","GO:0008270"
"AT1G23860","GO:0003676"
"AT1G23860","GO:0008270"
"AT2G46790","GO:0000160"
"AT1G11870","GO:0000166"
"AT1G11870","GO:0004828"
"AT1G11870","GO:0005524"
"AT1G11870","GO:0006434"
"AT1G11870","GO:0004812"
"AT1G11870","GO:0006418"
"AT3G44830","GO:0006629"
"AT3G44830","GO:0008374"
"AT1G79050","GO:0003697"
"AT1G79050","GO:0005524"
"AT1G79050","GO:0006281"
"AT5G42100","GO:0004553"
"AT5G42100","GO:0005975"
"AT1G05520","GO:0006886"
"AT1G05520","GO:0006888"
"AT1G05520","GO:0030127"
"AT1G05520","GO:0090114"
"AT1G05520","GO:0008270"
"AT5G52980","GO:0070072"
"AT5G60930","GO:0005524"
"AT5G60930","GO:0007018"
"AT5G60930","GO:0008017"
"AT5G60930","GO:1990939"
"AT1G31300","GO:0016021"
"AT1G31300","GO:0016021"
"AT1G31300","GO:0016021"
"AT3G16830","GO:0006355"
"AT3G16830","GO:0005515"
"AT4G17200","GO:0005515"
"AT5G16023","GO:0008285"
"AT1G17420","GO:0016702"
"AT1G17420","GO:0046872"
"AT1G17420","GO:0005515"
"AT4G22285","GO:0000245"
"AT4G22285","GO:0006397"
"AT4G22285","GO:0008270"
"AT4G22285","GO:0004843"
"AT4G22285","GO:0016579"
"AT2G01320","GO:0140359"
"AT2G01320","GO:0016020"
"AT2G01320","GO:0005524"
"AT2G01320","GO:0140359"
"AT2G01320","GO:0016020"
"AT2G01320","GO:0005524"
"AT2G07640","GO:0008670"
"AT2G07640","GO:0009062"
"AT1G16950","GO:0006970"
"AT1G16950","GO:0006995"
"AT1G69070","GO:0032040"
"AT5G65240","GO:0005515"
"AT5G65240","GO:0004672"
"AT5G65240","GO:0005524"
"AT5G65240","GO:0006468"
"AT4G31080","GO:0071786"
"AT1G80210","GO:0004843"
"AT1G80210","GO:0006281"
"AT1G80210","GO:0070531"
"AT1G80210","GO:0070536"
"AT1G80210","GO:0070552"
"AT1G80210","GO:0005515"
"AT1G80210","GO:0008237"
"AT1G80210","GO:0070122"
"AT1G20980","GO:0003677"
"AT5G21060","GO:0006520"
"AT5G21060","GO:0004072"
"AT5G21060","GO:0004412"
"AT5G21060","GO:0009067"
"AT5G16260","GO:0000398"
"AT5G16260","GO:0003676"
"AT4G01150","GO:0009579"
"AT2G33205","GO:0016020"
"AT5G50460","GO:0006605"
"AT5G50460","GO:0006886"
"AT5G50460","GO:0016020"
"AT4G24920","GO:0006605"
"AT4G24920","GO:0006886"
"AT4G24920","GO:0016020"
"AT2G37550","GO:0005096"
"AT2G37550","GO:0016192"
"AT2G37550","GO:0005096"
"AT2G37550","GO:0016192"
"AT3G48050","GO:0005634"
"AT3G48050","GO:0003682"
"AT3G48050","GO:0005634"
"AT3G48050","GO:0003682"
"AT2G23130","GO:0005886"
"AT4G21450","GO:0005789"
"AT2G32880","GO:0005515"
"AT3G15030","GO:0003700"
"AT3G15030","GO:0003700"
"AT3G15030","GO:0003700"
"AT3G15030","GO:0003700"
"AT3G44910","GO:0006812"
"AT3G44910","GO:0015299"
"AT3G44910","GO:0016021"
"AT3G44910","GO:0055085"
"AT2G24970","GO:0000940"
"AT2G24970","GO:0005876"
"AT2G24970","GO:0007059"
"AT2G24970","GO:0008017"
"AT2G24970","GO:0051301"
"AT1G76380","GO:0005515"
"AT4G15930","GO:0007017"
"AT4G15930","GO:0030286"
"AT5G02010","GO:0005085"
"AT5G67060","GO:0046983"
"AT2G25610","GO:0015078"
"AT2G25610","GO:0033177"
"AT2G25610","GO:1902600"
"AT5G44010","GO:0036297"
"AT5G44010","GO:0043240"
"AT4G20430","GO:0006508"
"AT4G20430","GO:0008236"
"AT5G37020","GO:0003677"
"AT5G37020","GO:0005634"
"AT5G37020","GO:0006355"
"AT5G37020","GO:0009725"
"AT3G19270","GO:0004497"
"AT3G19270","GO:0005506"
"AT3G19270","GO:0016705"
"AT3G19270","GO:0020037"
"AT5G35980","GO:0004672"
"AT5G35980","GO:0005524"
"AT5G35980","GO:0006468"
"AT2G30040","GO:0004672"
"AT2G30040","GO:0005524"
"AT2G30040","GO:0006468"
"AT1G73110","GO:0005524"
"AT1G73110","GO:0016887"
"AT3G57530","GO:0004672"
"AT3G57530","GO:0005524"
"AT3G57530","GO:0006468"
"AT3G57530","GO:0005509"
"AT1G69420","GO:0016409"
"AT1G69420","GO:0016409"
"AT4G27270","GO:0016491"
"AT4G27270","GO:0016491"
"AT1G78320","GO:0005515"
"AT1G78320","GO:0006749"
"AT1G78320","GO:0004364"
"AT1G10570","GO:0006508"
"AT1G10570","GO:0008234"
"AT2G46740","GO:0016491"
"AT2G46740","GO:0050660"
"AT2G46740","GO:0003885"
"AT2G46740","GO:0016020"
"AT1G26730","GO:0016021"
"AT1G22150","GO:0008271"
"AT1G22150","GO:0008272"
"AT1G22150","GO:0016020"
"AT1G22150","GO:0055085"
"AT1G22150","GO:0005886"
"AT1G22150","GO:0015116"
"AT1G22150","GO:0016021"
"AT1G11050","GO:0004672"
"AT1G11050","GO:0005524"
"AT1G11050","GO:0006468"
"AT5G59220","GO:0016791"
"AT5G45390","GO:0004176"
"AT5G45390","GO:0004252"
"AT5G45390","GO:0006508"
"AT1G21850","GO:0005507"
"AT1G21850","GO:0016491"
"AT4G03210","GO:0010411"
"AT4G03210","GO:0016762"
"AT4G03210","GO:0042546"
"AT4G03210","GO:0005618"
"AT4G03210","GO:0006073"
"AT4G03210","GO:0048046"
"AT4G03210","GO:0004553"
"AT4G03210","GO:0005975"
"AT1G47300","GO:0005515"
"AT3G18090","GO:0003899"
"AT3G18090","GO:0006351"
"AT3G18090","GO:0032549"
"AT3G18090","GO:0003677"
"AT5G63490","GO:0005515"
"AT5G63490","GO:0005515"
"AT2G20930","GO:0006888"
"AT4G17486","GO:0008233"
"AT1G79070","GO:0006886"
"AT1G79070","GO:0031083"
"AT1G79070","GO:0006886"
"AT1G79070","GO:0031083"
"AT2G40930","GO:0004843"
"AT2G40930","GO:0016579"
"AT2G40930","GO:0004843"
"AT2G40930","GO:0016579"
"AT1G11440","GO:0070300"
"AT2G17170","GO:0004672"
"AT2G17170","GO:0006468"
"AT2G38400","GO:0008483"
"AT2G38400","GO:0030170"
"AT5G10510","GO:0003700"
"AT5G10510","GO:0006355"
"AT5G10510","GO:0003700"
"AT5G10510","GO:0006355"
"AT4G37560","GO:0016811"
"AT3G19880","GO:0005515"
"AT1G21240","GO:0005509"
"AT1G21240","GO:0030247"
"AT1G21240","GO:0004672"
"AT1G21240","GO:0006468"
"AT5G48440","GO:0016491"
"AT5G52350","GO:0000145"
"AT5G52350","GO:0006887"
"AT1G58390","GO:0043531"
"AT1G58390","GO:0006952"
"AT1G58390","GO:0043531"
"AT1G58390","GO:0006952"
"AT5G27550","GO:0007018"
"AT5G27550","GO:1990939"
"AT5G27550","GO:0005524"
"AT5G27550","GO:0008017"
"AT5G27550","GO:0007018"
"AT5G27550","GO:1990939"
"AT5G27550","GO:0005524"
"AT5G27550","GO:0008017"
"AT1G01030","GO:0003677"
"AT1G01030","GO:0003700"
"AT1G76040","GO:0005509"
"AT1G76040","GO:0004672"
"AT1G76040","GO:0005524"
"AT1G76040","GO:0006468"
"AT1G76040","GO:0005509"
"AT1G76040","GO:0004672"
"AT1G76040","GO:0005524"
"AT1G76040","GO:0006468"
"AT5G20740","GO:0004857"
"AT5G43280","GO:0003824"
"AT2G46850","GO:0030247"
"AT2G46850","GO:0004672"
"AT2G46850","GO:0006468"
"AT5G01950","GO:0004672"
"AT5G01950","GO:0005524"
"AT5G01950","GO:0006468"
"AT5G01950","GO:0005515"
"AT1G21460","GO:0016021"
"AT5G22070","GO:0016020"
"AT5G22070","GO:0016757"
"AT4G01950","GO:0016746"
"AT2G17990","GO:0009639"
"AT2G17990","GO:0009959"
"AT1G60090","GO:0004553"
"AT1G60090","GO:0005975"
"AT5G08600","GO:0006364"
"AT5G08600","GO:0032040"
"AT5G42320","GO:0004181"
"AT5G42320","GO:0006508"
"AT5G42320","GO:0008270"
"AT4G28590","GO:0006355"
"AT4G28590","GO:0009658"
"AT2G34190","GO:0016020"
"AT2G34190","GO:0022857"
"AT2G34190","GO:0055085"
"AT3G51960","GO:0003700"
"AT3G51960","GO:0006355"
"AT5G11630","GO:0006952"
"AT4G23210","GO:0004672"
"AT4G23210","GO:0005524"
"AT4G23210","GO:0006468"
"AT2G24762","GO:0080143"
"AT1G05805","GO:0046983"
"AT4G20270","GO:0005515"
"AT4G20270","GO:0004672"
"AT4G20270","GO:0005524"
"AT4G20270","GO:0006468"
"AT3G28415","GO:0005524"
"AT3G28415","GO:0016021"
"AT3G28415","GO:0055085"
"AT3G28415","GO:0140359"
"AT3G17320","GO:0005515"
"AT1G59680","GO:0005515"
"AT2G33200","GO:0005515"
"AT5G39610","GO:0003677"
"AT5G39610","GO:0006355"
"AT2G42040","GO:0005634"
"AT2G42040","GO:0006351"
"AT2G42040","GO:0032502"
"AT4G24470","GO:0006355"
"AT4G24470","GO:0008270"
"AT4G24470","GO:0043565"
"AT4G24470","GO:0005515"
"AT4G24470","GO:0006355"
"AT4G24470","GO:0008270"
"AT4G24470","GO:0043565"
"AT4G24470","GO:0005515"
"AT3G53210","GO:0016021"
"AT3G53210","GO:0022857"
"AT3G53210","GO:0016020"
"AT4G13800","GO:0015095"
"AT4G13800","GO:0015693"
"AT4G13800","GO:0016021"
"AT4G13800","GO:0015095"
"AT4G13800","GO:0015693"
"AT4G13800","GO:0016021"
"AT2G47940","GO:0005515"
"AT4G05230","GO:0005515"
"AT5G49500","GO:0006614"
"AT5G49500","GO:0008312"
"AT5G49500","GO:0048500"
"AT5G49500","GO:0005525"
"AT5G49500","GO:0003924"
"AT1G26970","GO:0004672"
"AT1G26970","GO:0006468"
"AT5G19315","GO:0005576"
"AT5G19315","GO:0050832"
"AT3G25410","GO:0016020"
"AT3G54320","GO:0003700"
"AT3G54320","GO:0006355"
"AT1G63260","GO:0009734"
"AT1G63260","GO:0016021"
"AT3G06880","GO:0005515"
"AT5G13250","GO:0007275"
"AT3G01040","GO:0016757"
"AT3G01040","GO:0047262"
"AT3G01040","GO:0016757"
"AT3G01040","GO:0047262"
"AT1G31540","GO:0043531"
"AT1G31540","GO:0003953"
"AT1G31540","GO:0007165"
"AT1G31540","GO:0006952"
"AT1G31540","GO:0043531"
"AT1G31540","GO:0003953"
"AT1G31540","GO:0007165"
"AT1G31540","GO:0006952"
"AT5G04170","GO:0005509"
"AT5G15670","GO:0005515"
"AT4G21550","GO:0003700"
"AT4G21550","GO:0003677"
"AT4G19510","GO:0003953"
"AT4G19510","GO:0007165"
"AT4G19510","GO:0043531"
"AT4G19510","GO:0006952"
"AT5G09830","GO:0051537"
"AT5G09830","GO:0097428"
"AT2G45970","GO:0004497"
"AT2G45970","GO:0005506"
"AT2G45970","GO:0016705"
"AT2G45970","GO:0020037"
"AT1G53990","GO:0016788"
"AT2G14520","GO:0010960"
"AT4G14060","GO:0006952"
"AT4G30980","GO:0046983"
"AT1G65560","GO:0016628"
"AT2G32620","GO:0016020"
"AT2G32620","GO:0016760"
"AT2G32620","GO:0030244"
"AT1G73290","GO:0004185"
"AT1G73290","GO:0006508"
"AT1G20570","GO:0000226"
"AT1G20570","GO:0000922"
"AT1G20570","GO:0005815"
"AT1G20570","GO:0007020"
"AT1G20570","GO:0043015"
"AT1G80850","GO:0006284"
"AT1G80850","GO:0008725"
"AT4G38040","GO:0006486"
"AT4G38040","GO:0016757"
"AT1G70760","GO:0016655"
"AT2G28470","GO:0004553"
"AT2G28470","GO:0005975"
"AT2G28470","GO:0030246"
"AT2G28470","GO:0004553"
"AT2G28470","GO:0005975"
"AT2G28470","GO:0030246"
"AT3G62800","GO:0003725"
"AT3G62800","GO:0003725"
"AT1G74150","GO:0005515"
"AT1G74150","GO:0005515"
"AT4G02900","GO:0016020"
"AT4G02900","GO:0005227"
"AT4G02900","GO:0016020"
"AT4G02900","GO:0005227"
"AT1G56460","GO:0006338"
"AT1G56460","GO:0031011"
"AT2G45300","GO:0003866"
"AT2G45300","GO:0009073"
"AT2G45300","GO:0016765"
"AT2G45300","GO:0003866"
"AT2G45300","GO:0009073"
"AT2G45300","GO:0016765"
"AT2G45300","GO:0003866"
"AT2G45300","GO:0009073"
"AT2G45300","GO:0016765"
"AT5G23010","GO:0003824"
"AT2G40140","GO:0046872"
"AT2G40140","GO:0046872"
"AT3G27750","GO:0000373"
"AT3G27750","GO:0003723"
"AT3G27750","GO:0009658"
"AT3G02540","GO:0003684"
"AT3G02540","GO:0006289"
"AT3G02540","GO:0043161"
"AT3G02540","GO:0005515"
"AT3G49210","GO:0004144"
"AT3G49210","GO:0008374"
"AT3G49210","GO:0045017"
"AT1G22970","GO:0051726"
"AT1G68480","GO:0007275"
"AT1G48210","GO:0004672"
"AT1G48210","GO:0006468"
"AT1G48210","GO:0004672"
"AT1G48210","GO:0006468"
"AT1G48210","GO:0004672"
"AT1G48210","GO:0006468"
"AT1G48210","GO:0004672"
"AT1G48210","GO:0006468"
"AT3G51330","GO:0004190"
"AT3G51330","GO:0006508"
"AT3G27110","GO:0008233"
"AT3G27110","GO:0071586"
"AT3G27110","GO:0004222"
"AT3G27110","GO:0006508"
"AT5G60610","GO:0005515"
"AT5G60610","GO:0005515"
"AT1G22870","GO:0004672"
"AT1G22870","GO:0005524"
"AT1G22870","GO:0006468"
"AT2G24170","GO:0016021"
"AT5G16900","GO:0004672"
"AT5G16900","GO:0005524"
"AT5G16900","GO:0006468"
"AT1G67260","GO:0003700"
"AT1G67260","GO:0003700"
"AT5G27360","GO:0016021"
"AT5G27360","GO:0022857"
"AT5G27360","GO:0055085"
"AT5G27360","GO:0008643"
"AT5G27360","GO:0051119"
