gene,root_control_1,root_control_2,root_control_3,root_auxin_1,root_auxin_2,root_auxin_3
AT3G57640,42,62,81,61,48,86
AT3G57645,15,2,7,18,12,14
AT3G57650,6782,6260,8247,7398,6551,6715
AT3G57660,5444,4877,6060,7168,4533,6253
AT3G57670,167,156,330,186,128,158
AT3G57680,7,7,13,7,6,14
AT3G57690,4,4,0,1,0,0
AT3G57700,213,141,225,216,218,210
AT3G57710,1763,1639,2065,1622,1327,1621
AT3G57720,84,56,75,59,74,48
AT3G57730,467,328,469,387,399,374
AT3G57740,130,101,150,143,71,99
AT3G57750,632,608,945,738,626,828
AT3G57760,240,194,240,252,287,225
AT3G57765,74,52,86,82,32,66
AT3G57770,97,90,129,85,52,91
AT3G57780,667,444,767,428,257,413
AT3G57785,2700,2786,3017,2241,3124,2194
AT3G57790,1164,1077,1599,1164,1141,1231
AT3G57800,619,603,804,691,611,697
AT3G57810,958,1064,1115,1033,1427,1111
AT3G57830,631,669,888,600,756,740
AT3G57840,0,0,0,0,0,0
AT3G57850,0,0,0,0,0,0
AT3G57860,1897,1647,1604,1733,1839,1457
AT3G57870,10388,8507,12656,11882,12312,9977
AT3G57880,3051,2369,3044,3233,3365,2764
AT3G57890,6751,6012,8438,6873,6188,6292
AT3G57900,2,18,5,5,13,2
AT3G57910,690,712,928,734,901,863
AT3G57920,166,217,294,156,172,239
AT3G57930,3049,2661,3426,2495,2516,2435
AT3G57940,3329,3054,3754,4204,2938,3753
AT3G57950,761,976,876,1452,1375,1468
AT3G57958,0,0,0,6,0,0
AT3G57960,5,3,0,4,5,4
AT3G57965,1593,1434,1846,1396,1854,1547
AT3G57970,1302,1163,1512,1162,1334,1314
AT3G57980,1355,1066,1648,1416,659,1420
AT3G57990,1755,1508,2332,1913,1494,1906
AT3G58000,65,86,139,18,21,42
AT3G58010,748,590,883,775,699,708
AT3G58020,1394,1340,1364,1417,1633,1243
AT3G58030,5432,5215,6716,6233,5870,6439
AT3G58035,2,0,2,0,0,0
AT3G58040,3410,3202,4597,5455,4805,4719
AT3G58050,3463,2827,4226,3880,2618,3713
AT3G58060,118,61,73,128,39,32
AT3G58070,5,0,6,5,4,0
AT3G58080,0,0,0,0,0,0
AT3G58090,603,543,654,565,640,556
AT3G58100,660,566,767,555,604,507
AT3G58110,5291,5164,7018,5796,4806,5770
AT3G58120,2996,3507,5165,1937,1736,2612
AT3G58130,1480,1498,1611,1341,1712,1224
AT3G58140,3508,3202,4198,3933,3738,3641
AT3G58150,75,72,143,102,139,107
AT3G58160,413,406,456,405,387,444
AT3G58165,4,1,2,2,3,3
AT3G58170,3033,2640,3546,3803,3953,3123
AT3G58180,2560,2279,2800,3535,3927,3063
AT3G58190,47,34,36,11940,5919,5251
AT3G58193,2,0,4,13,9,8
AT3G58196,10,4,7,5,6,1
AT3G58200,242,249,405,370,402,418
AT3G58210,12,4,12,21,34,14
AT3G58220,1934,1862,2335,1928,2196,2207
AT3G58230,0,0,0,0,0,0
AT3G58240,0,0,0,0,0,0
AT3G58250,0,1,0,0,0,0
AT3G58260,2,0,0,0,0,0
AT3G58270,1301,1296,1263,1271,1413,1041
AT3G58280,4,4,0,0,2,0
AT3G58290,0,0,2,0,0,0
AT3G58300,0,0,0,0,2,0
AT3G58310,0,0,0,0,0,0
AT3G58320,0,0,0,0,0,0
AT3G58330,0,0,0,0,0,0
AT3G58340,0,0,0,0,1,0
AT3G58350,629,491,736,587,632,699
AT3G58360,0,2,0,0,0,0
AT3G58370,0,2,4,2,0,0
AT3G58380,56,40,49,50,64,47
AT3G58390,1,3,0,0,0,1
AT3G58400,0,0,0,0,0,0
AT3G58410,0,0,0,0,0,0
AT3G58420,0,0,0,0,0,0
AT3G58430,187,203,201,243,216,146
AT3G58440,2,0,0,2,0,2
AT3G58450,10,6,10,0,1,6
AT3G58460,4094,3873,4885,4162,4461,3921
AT3G58470,2115,2079,2080,2178,2609,1991
AT3G58480,0,2,4,2,0,2
AT3G58490,1780,1425,1676,1544,1746,1327
AT3G58500,17996,17281,19150,17771,20179,16781
AT3G58510,6741,6210,8821,7632,6288,7064
AT3G58520,488,472,537,571,540,516
AT3G58530,1335,1217,1486,1436,1361,1410
AT3G58540,198,196,270,216,202,149
AT3G58550,13002,6138,11207,15799,9575,11109
AT3G58560,6107,5193,7059,6897,5589,6343
AT3G58570,2917,2727,3883,3017,2396,3321
AT3G58580,4319,4000,5722,4555,3449,4429
AT3G58590,318,329,398,459,369,419
AT3G58600,3387,3290,4435,3911,3737,3672
AT3G58610,39881,37946,45056,39162,38802,40350
AT3G58620,1668,1874,2081,1979,1288,1244
AT3G58630,1397,1292,1712,1367,1447,1372
AT3G58640,6133,6181,7938,6525,6066,6975
AT3G58650,2174,2060,2280,2300,1916,1914
AT3G58660,9367,9512,10832,10885,11388,9962
AT3G58670,2707,2206,2436,2716,2610,2474
AT3G58676,0,0,0,0,0,0
AT3G58680,9079,8765,10564,9908,11314,9278
AT3G58690,717,706,786,754,974,766
AT3G58700,8385,8452,8377,8688,10484,7538
AT3G58710,1419,1433,2278,1385,1396,1321
AT3G58720,578,381,739,623,596,692
AT3G58730,9881,10147,13024,10467,10529,9158
AT3G58740,0,1,2,0,0,3
AT3G58750,5561,4854,6407,6596,5238,5692
AT3G58760,2029,1723,2654,2607,2113,2288
AT3G58770,171,106,152,194,150,130
AT3G58780,404,301,538,472,439,417
AT3G58790,2124,2012,2892,2342,2158,2549
AT3G58795,342,409,589,409,266,557
AT3G58800,725,830,949,676,743,722
AT3G58810,2255,1461,1532,1225,819,640
AT3G58820,371,374,384,363,413,429
AT3G58830,741,755,1040,789,924,864
AT3G58840,2567,2832,3618,2775,3060,3029
AT3G58850,316,257,334,204,171,190
AT3G58860,22,26,38,16,14,14
AT3G58877,0,0,0,0,0,0
AT3G58880,0,0,2,0,0,0
AT3G58890,1,0,0,0,0,0
AT3G58900,1135,1306,1343,993,1374,1102
AT3G58910,4,0,6,0,0,2
AT3G58920,4,3,8,0,4,2
AT3G58930,1298,1326,1524,1554,1655,1540
AT3G58940,746,618,775,636,646,674
AT3G58950,2,5,1,7,6,5
AT3G58960,0,0,0,1,0,0
AT3G58970,2415,1866,2368,2522,2051,2173
AT3G58980,628,407,671,326,326,405
AT3G58990,7783,3530,14437,2340,1837,5280
AT3G59000,703,525,862,654,595,700
AT3G59010,16,4,28,12,20,26
AT3G59020,11055,8705,12309,12098,9353,11046
AT3G59030,33,20,22,51,26,23
AT3G59040,684,548,670,723,634,702
AT3G59050,1972,1804,2627,2277,1611,2145
AT3G59052,1972,1804,2627,2277,1611,2145
AT3G59060,8,20,22,57,50,118
AT3G59068,94,75,83,63,97,65
AT3G59070,101,75,83,65,103,67
AT3G59080,851,689,1323,844,714,974
AT3G59090,2970,2623,3330,3054,3363,3082
AT3G59100,6884,4254,7710,6386,4878,6596
AT3G59110,1683,1573,2233,1913,1693,1877
AT3G59120,466,414,578,445,536,387
AT3G59130,90,74,164,34,14,20
AT3G59140,1637,1525,2046,766,831,848
AT3G59150,1063,1108,1286,1011,1099,1157
AT3G59160,0,2,2,8,2,0
AT3G59170,0,0,0,0,0,0
AT3G59180,0,0,0,2,2,6
AT3G59190,9,8,3,10,10,8
AT3G59200,709,782,834,751,754,580
AT3G59210,3338,3671,4384,3634,3390,3777
AT3G59220,4569,4553,8108,3955,4010,5261
AT3G59230,0,0,4,2,0,2
AT3G59240,0,0,0,0,0,0
AT3G59250,0,0,0,0,0,0
AT3G59260,0,4,0,2,0,8
AT3G59270,6,6,10,3,10,8
AT3G59280,4421,4262,5716,5204,5891,5095
AT3G59290,1611,1261,2440,1912,1110,1642
AT3G59300,3850,3452,4462,3201,3228,3118
AT3G59310,1676,1514,1797,1316,1872,1252
AT3G59320,1883,1675,1983,1799,1895,1631
AT3G59330,787,773,706,667,739,671
AT3G59340,307,216,319,214,216,105
AT3G59350,2677,2297,2779,3261,2486,2057
AT3G59360,4080,3821,4898,3721,3457,3452
AT3G59370,817,1149,2183,160,268,174
AT3G59380,3591,3554,3833,3667,4160,3272
AT3G59390,764,675,855,694,896,750
AT3G59400,49,85,216,40,73,112
AT3G59410,2368,2291,2876,2560,2093,2458
AT3G59415,0,0,2,0,0,0
AT3G59420,854,780,796,990,691,838
AT3G59430,820,861,839,1315,1331,1049
AT3G59440,214,249,292,282,342,269
AT3G59450,112,104,134,88,128,97
AT3G59455,0,0,0,0,0,0
AT3G59460,1,0,0,0,0,0
AT3G59470,1241,1324,1409,1202,1362,1218
AT3G59480,422,610,664,457,586,297
AT3G59490,629,589,665,577,678,596
AT3G59500,2147,2366,2967,2204,2956,2217
AT3G59510,5,6,10,0,2,4
AT3G59520,816,914,1094,941,926,827
AT3G59530,236,230,275,377,372,350
AT3G59540,22483,21143,20443,22216,29361,17196
AT3G59550,877,888,1055,1181,1075,1081
AT3G59570,861,904,940,960,648,785
AT3G59580,0,2,5,0,0,0
AT3G59590,0,0,0,0,0,0
AT3G59600,3777,3366,4143,4070,4416,3990
AT3G59610,0,0,0,0,0,0
AT3G59620,0,0,4,0,2,0
AT3G59630,1498,1209,1540,1556,1371,1553
AT3G59640,917,832,1138,1021,975,929
AT3G59650,2386,2308,2460,2407,2943,1893
AT3G59660,5750,4800,7517,6234,5381,6356
AT3G59670,4828,4344,5771,5826,4651,5785
AT3G59680,934,813,1451,967,1052,1320
AT3G59690,2843,1933,4385,2514,2347,2773
AT3G59695,2614,1771,3966,2334,2235,2455
AT3G59700,1443,1405,1717,1958,1207,1395
AT3G59710,459,696,1457,202,388,251
AT3G59730,222,194,270,94,78,137
AT3G59740,81,47,144,83,84,122
AT3G59750,374,326,425,351,334,296
AT3G59760,8008,7843,10791,6833,6978,6868
AT3G59765,2181,2187,2462,2273,2533,1766
AT3G59770,7252,6395,8129,7414,5245,7094
AT3G59780,1119,1008,1302,958,1076,1040
AT3G59790,9,7,7,6,3,2
AT3G59800,1272,1188,1706,1273,1453,1235
AT3G59810,1899,1719,2090,2045,1871,1723
AT3G59820,4025,4193,5093,5436,4372,5490
AT3G59830,84,140,174,81,71,73
AT3G59840,1146,1119,1413,1283,1658,1161
AT3G59845,4,3,7,1,2,3
AT3G59850,699,818,1063,1303,758,848
AT3G59870,620,593,880,675,710,687
AT3G59880,194,201,374,375,383,297
AT3G59884,0,3,2,2,2,0
AT3G59890,2323,2287,2216,2807,2831,2616
AT3G59900,584,555,846,3263,2155,2296
AT3G59910,7159,6323,6682,6095,6409,6161
AT3G59920,21240,20712,26987,20367,19613,19499
AT3G59923,0,0,0,0,0,0
AT3G59926,0,0,0,0,0,0
AT3G59930,236,124,555,385,255,512
AT3G59940,556,586,701,797,782,787
AT3G59950,3633,3520,4453,3666,3266,3420
AT3G59960,0,0,7,6,0,2
AT3G59970,25261,25445,37770,19983,19065,21591
AT3G59980,4591,4267,5958,3497,5088,3371
AT3G59990,10062,8437,10888,11380,10584,10477
AT3G60000,43,27,46,28,8,32
AT3G60010,8,14,14,17,10,20
AT3G60020,2,11,11,0,3,9
AT3G60030,5058,4206,5811,7125,4686,6129
AT3G60040,355,336,508,334,372,401
AT3G60050,1227,1336,1303,1061,1124,1136
AT3G60060,5,1,0,2,4,4
AT3G60070,1164,787,1268,1325,1114,1129
AT3G60075,0,0,2,0,0,0
AT3G60080,2693,2403,3849,2098,2029,2574
AT3G60090,4,7,9,11,13,6
AT3G60100,22,10,13,8,8,6
AT3G60110,670,723,1107,702,585,699
AT3G60120,94,67,181,62,65,83
AT3G60130,3047,3014,3971,2406,2208,1691
AT3G60140,2277,1791,4280,4017,1752,3120
AT3G60150,304,321,334,287,402,244
AT3G60160,351,148,301,149,79,162
AT3G60176,4,0,0,0,0,2
AT3G60180,858,783,853,834,826,615
AT3G60190,2844,2210,3377,3381,2755,3053
AT3G60200,987,972,1440,967,896,994
AT3G60210,2684,2480,2719,2517,2920,2340
AT3G60220,337,417,487,643,435,482
AT3G60238,0,0,0,0,0,0
AT3G60240,12295,9869,15277,14170,9014,13414
AT3G60245,49837,53945,52564,48334,71998,41899
AT3G60250,5171,4913,6011,5180,5602,5120
AT3G60260,1810,1914,2190,2203,2545,1843
AT3G60270,172,146,177,139,80,58
AT3G60280,240,288,591,357,170,280
AT3G60286,62,77,64,103,112,86
AT3G60290,215,197,200,272,239,338
AT3G60300,8768,7975,8120,8512,10440,8619
AT3G60310,798,837,923,821,777,801
AT3G60318,13,12,17,19,27,12
AT3G60320,4205,3601,5550,4567,3290,4420
AT3G60328,23,40,75,70,5,50
AT3G60330,2361,3114,5043,5018,2224,4372
AT3G60340,2595,2498,3145,2776,2998,2844
AT3G60350,2416,2173,2967,2619,2304,2698
AT3G60360,2911,2699,3431,3447,3607,3092
AT3G60370,303,335,340,332,480,366
AT3G60380,2906,2646,3640,3314,2822,3334
AT3G60390,293,233,228,211,257,164
AT3G60400,747,847,878,858,649,877
AT3G60410,2840,2676,3486,2496,2901,3109
AT3G60420,362,276,244,1478,1022,526
AT3G60440,2672,2683,3416,2489,2528,2400
AT3G60450,4958,4625,6570,5087,4901,4992
AT3G60460,0,0,0,0,0,2
AT3G60470,162,140,234,347,222,407
AT3G60480,1074,935,1094,959,1019,854
AT3G60490,452,351,468,202,285,353
AT3G60500,2911,2949,3060,2987,2916,2730
AT3G60510,721,759,955,848,822,713
AT3G60520,609,440,565,458,613,387
AT3G60530,5152,6713,6626,4018,7084,5830
AT3G60540,348,264,522,342,270,242
AT3G60550,566,552,887,895,1109,1382
AT3G60560,0,0,0,0,0,2
AT3G60570,0,0,0,0,0,0
AT3G60580,91,111,155,227,110,128
AT3G60590,688,660,769,716,715,707
AT3G60600,14066,13472,15483,13570,16604,13737
AT3G60620,934,927,1159,1024,977,925
AT3G60630,3017,2695,4247,7788,5841,8084
AT3G60640,1241,976,1304,3705,3013,2494
AT3G60647,19,19,21,135,87,124
AT3G60650,61,44,38,287,182,210
AT3G60660,661,639,766,999,921,848
AT3G60670,112,67,49,649,460,373
AT3G60680,768,761,1074,950,893,930
AT3G60690,1264,1055,1526,678,948,1059
AT3G60700,30,8,17,9,4,6
AT3G60710,2,1,0,0,2,0
AT3G60720,729,372,993,924,846,969
AT3G60730,98,104,109,107,156,70
AT3G60740,3317,2913,3740,3134,2566,2865
AT3G60750,28115,24211,37517,25394,21794,28936
AT3G60760,0,0,2,0,6,0
AT3G60770,37155,35195,36249,35359,45951,30051
AT3G60780,4,2,8,2,6,2
AT3G60790,6,4,6,5,0,10
AT3G60800,3118,3101,3945,3360,3125,3186
AT3G60805,0,0,0,0,0,0
AT3G60810,1714,1373,1707,1585,2108,1274
AT3G60820,12935,12105,14899,12816,14608,11849
AT3G60830,2307,2332,2800,2405,2631,2399
AT3G60840,1602,1513,1697,2370,1767,1705
AT3G60850,1182,1108,1552,1333,1219,1270
AT3G60860,9207,7625,10583,9550,6348,9249
AT3G60870,207,221,256,180,144,190
AT3G60880,3018,2995,3259,2995,3344,2688
AT3G60890,9,12,14,4,12,16
AT3G60897,0,1,0,0,1,0
AT3G60900,1690,1426,2070,2171,2134,1884
AT3G60910,2672,2677,2999,2506,3410,2726
AT3G60920,94,50,80,81,117,64
AT3G60940,47,44,73,58,50,36
AT3G60950,1,0,0,0,0,0
AT3G60960,922,911,1019,1305,1070,1197
AT3G60961,706,687,843,698,600,771
AT3G60966,8,10,10,12,10,2
AT3G60970,16,14,22,6,7,8
AT3G60972,13,26,17,23,17,9
AT3G60980,1267,1269,1460,1582,1214,1349
AT3G60990,0,0,12,0,0,0
AT3G61010,2682,2305,3386,2661,2314,3050
AT3G61028,4,6,3,2,8,4
AT3G61030,1,0,0,0,0,0
AT3G61035,4,2,0,3,2,2
AT3G61040,0,0,0,1,0,0
AT3G61050,5980,5243,6790,5991,5763,5599
AT3G61060,1614,1892,1710,1658,1487,1226
AT3G61070,4493,4359,5510,5187,5022,4465
AT3G61080,106,111,53,101,77,65
AT3G61090,44,55,16,39,52,48
AT3G61100,1475,1672,1537,1435,2155,1543
AT3G61105,0,0,0,0,1,1
AT3G61110,23667,19395,23781,25395,27746,20536
AT3G61111,10,11,11,19,16,15
AT3G61113,107,82,130,115,150,82
AT3G61117,34,20,20,37,19,20
AT3G61118,318,292,274,363,404,260
AT3G61120,8,10,6,11,9,6
AT3G61130,7859,7129,9891,7052,5693,6736
AT3G61140,5335,4921,6134,5977,5666,5480
AT3G61150,594,609,773,499,481,466
AT3G61160,1191,1075,1022,3115,1860,2239
AT3G61170,426,397,429,504,389,475
AT3G61172,0,0,0,0,0,0
AT3G61175,0,0,0,0,0,0
AT3G61177,1,0,0,0,0,0
AT3G61180,2525,2518,2995,2819,2834,2415
AT3G61182,0,0,0,0,0,0
AT3G61190,719,825,875,520,442,484
AT3G61198,371,270,245,209,184,67
AT3G61200,2643,2311,3097,3301,2370,1984
AT3G61210,358,132,332,314,172,198
AT3G61220,3155,2437,3746,2660,2738,3107
AT3G61230,36,13,22,15,19,17
AT3G61240,9497,8687,11580,9789,8369,9486
AT3G61250,18,30,38,113,109,99
AT3G61260,3217,2697,3897,3406,2818,2582
AT3G61270,2878,3238,4288,1576,1343,1552
AT3G61280,81,75,155,44,62,39
AT3G61290,0,0,2,0,0,0
AT3G61300,121,227,377,214,153,178
AT3G61310,1310,1176,878,1043,1289,841
AT3G61320,568,596,844,649,580,760
AT3G61340,79,69,117,49,84,87
AT3G61350,577,650,740,599,763,567
AT3G61360,469,490,521,468,536,458
AT3G61370,979,834,1070,1060,1108,906
AT3G61380,2588,2117,4039,2689,1974,2878
AT3G61389,0,0,0,0,0,1
AT3G61390,394,244,246,464,187,188
AT3G61400,365,127,279,4,10,20
AT3G61410,733,596,668,743,511,414
AT3G61415,1372,1203,1496,1261,1277,1207
AT3G61420,2599,2104,2629,1612,1334,1431
AT3G61430,17360,12190,21625,4659,3963,5090
AT3G61440,25463,21241,34611,22043,20640,28374
AT3G61450,35,43,45,28,31,24
AT3G61460,1120,881,1518,1119,1312,1343
AT3G61470,316,350,633,263,314,496
AT3G61480,3897,3716,4915,3825,3447,4082
AT3G61490,1028,571,1615,432,400,688
AT3G61500,1,0,2,0,0,0
AT3G61510,0,0,2,0,0,0
AT3G61520,674,601,810,787,582,782
AT3G61530,1334,1183,1567,1255,1227,1289
AT3G61540,1963,1722,2367,1761,1769,1890
AT3G61545,0,0,0,0,0,0
AT3G61550,99,92,92,226,165,227
AT3G61560,2342,2640,3994,2677,2644,2578
AT3G61570,1327,1253,1723,1399,1205,1299
AT3G61571,10,4,1,10,5,8
AT3G61580,10034,9998,10913,7755,9226,8218
AT3G61590,1906,1278,2408,1141,988,1500
AT3G61600,5055,3814,4975,4753,4336,4146
AT3G61610,1297,1405,1372,1294,1496,1147
AT3G61620,2020,2074,2310,2165,2793,1931
AT3G61630,882,684,1275,779,794,874
AT3G61640,2142,1831,2498,1845,1996,1693
AT3G61650,1843,1808,2018,2342,1808,1963
AT3G61660,57,57,92,34,41,12
AT3G61670,2544,1929,3047,2236,2285,2329
AT3G61678,0,0,0,0,0,0
AT3G61680,1149,1349,1884,1516,1246,1705
AT3G61690,5475,4657,7271,5679,3957,5892
AT3G61700,20,13,20,27,12,19
AT3G61710,2301,1944,2846,2242,1946,2327
AT3G61715,0,0,0,2,0,0
AT3G61720,0,0,0,0,0,0
AT3G61723,0,0,0,0,0,0
AT3G61730,2,9,6,4,4,1
AT3G61740,813,765,1179,1387,918,1274
AT3G61750,283,270,599,239,259,374
AT3G61755,0,0,0,0,0,0
AT3G61760,661,731,957,653,494,567
AT3G61763,0,0,0,0,0,0
AT3G61770,1189,1172,1477,1301,1248,1141
AT3G61780,1414,1326,1656,1421,1152,1444
AT3G61790,2472,2269,2946,2652,2431,2521
AT3G61800,1238,1303,1435,1517,1475,1468
AT3G61810,493,526,733,872,657,860
AT3G61820,8906,8119,14232,11768,10475,13663
AT3G61825,0,0,0,0,0,0
AT3G61826,0,0,0,0,0,0
AT3G61827,0,0,0,0,0,0
AT3G61829,0,0,0,0,0,0
AT3G61830,496,328,576,553,442,672
AT3G61840,10,10,19,22,2,8
AT3G61850,4030,2594,5669,4295,3037,4163
AT3G61860,5954,5933,6718,6365,7357,5727
AT3G61870,301,188,372,218,172,276
AT3G61880,115,115,124,49,52,63
AT3G61890,410,282,415,183,149,222
AT3G61897,145,236,210,103,133,128
AT3G61898,942,892,1023,760,934,772
AT3G61900,241,232,317,216,191,215
AT3G61910,3,0,0,0,0,2
AT3G61920,67,58,151,104,91,107
AT3G61930,347,190,172,299,132,89
AT3G61940,6,8,16,4,2,8
AT3G61947,0,0,0,0,0,0
AT3G61950,18,23,16,28,20,25
AT3G61960,3539,3043,4069,3339,2424,3020
AT3G61962,0,0,0,0,0,0
AT3G61970,132,150,188,141,144,149
AT3G61980,792,723,866,830,963,806
AT3G61990,9511,5929,11100,6338,6263,6962
AT3G62000,402,330,388,320,442,326
AT3G62010,3218,2906,4079,3873,2334,3148
AT3G62020,414,508,1261,487,316,834
AT3G62030,6525,4023,5668,3964,4457,3199
AT3G62040,22627,10929,23591,5220,4660,7889
AT3G62050,352,316,374,416,510,310
AT3G62060,872,758,964,845,973,745
AT3G62070,296,274,365,297,401,331
AT3G62080,1090,1151,1274,1144,1206,1041
AT3G62090,1639,1110,1967,1399,1435,1651
AT3G62097,1,0,0,2,1,0
AT3G62100,137,173,223,2038,2383,1250
AT3G62110,1416,1491,1817,2648,2306,2140
AT3G62120,18171,18573,22391,17807,18255,17299
AT3G62130,4625,4151,4139,4959,4467,4145
AT3G62140,1326,1176,1437,1327,1325,1207
AT3G62150,1549,881,1645,1026,745,1142
AT3G62160,142,112,317,153,126,162
AT3G62170,0,0,2,0,6,0
AT3G62180,2,2,0,0,0,2
AT3G62190,2586,2304,2860,2085,2989,2220
AT3G62200,952,761,1405,919,565,1112
AT3G62210,420,213,495,226,191,286
AT3G62220,1456,1250,1553,1330,1336,1294
AT3G62230,0,3,0,2,4,0
AT3G62240,3546,2978,3995,3587,2857,3512
AT3G62245,1,0,0,0,0,0
AT3G62250,56260,60835,62775,53977,75224,50990
AT3G62260,751,577,883,672,572,603
AT3G62270,13133,10315,15267,6410,3516,5855
AT3G62280,1755,1465,2381,893,746,941
AT3G62285,0,0,1,0,0,0
AT3G62290,39691,44874,45255,36899,51607,39491
AT3G62300,3266,2721,3834,3482,3215,3242
AT3G62310,7611,7200,8395,8682,7814,8357
AT3G62320,19,15,26,21,42,20
AT3G62330,2250,2164,2982,2577,2692,2435
AT3G62336,0,0,0,0,0,0
AT3G62340,0,2,0,0,0,0
AT3G62350,0,0,0,0,0,0
AT3G62360,19408,17027,21953,18042,14444,17510
AT3G62370,1897,2117,2307,1981,2296,1815
AT3G62380,14,14,4,1,22,6
AT3G62390,811,858,1219,708,664,806
AT3G62400,7231,6795,8717,7283,9312,6328
AT3G62410,125,105,82,185,130,115
AT3G62420,11723,12570,14223,12136,10409,9356
AT3G62422,11723,12570,14223,12136,10409,9356
AT3G62430,62,41,65,48,62,51
AT3G62440,0,0,0,0,0,0
AT3G62450,1336,1267,1765,1257,1322,1237
AT3G62460,1840,2287,2656,2112,2325,2452
AT3G62470,410,384,407,439,513,425
AT3G62499,14,17,8,17,4,10
AT3G62500,67,58,75,79,42,81
AT3G62510,7,10,4,13,15,19
AT3G62528,8,3,3,4,5,6
AT3G62530,9922,8928,11668,11941,11329,11238
AT3G62540,33,44,47,60,48,25
AT3G62550,10,4,8,16,4,8
AT3G62560,3240,2512,3393,3623,3606,2820
AT3G62570,948,1124,1475,843,1024,1218
AT3G62580,7678,6530,9079,7123,7492,6170
AT3G62590,503,469,724,522,315,446
AT3G62600,10663,11681,15305,10430,11505,9746
AT3G62610,53,21,16,37,45,10
AT3G62620,1154,1155,1259,1035,1307,1187
AT3G62630,2565,2588,3116,1920,2444,2616
AT3G62640,8,16,32,8,19,8
AT3G62650,3235,3232,3733,3142,4071,3482
AT3G62660,2232,2072,3228,1938,1791,2194
AT3G62670,0,2,0,1,6,0
AT3G62680,4294,5774,11174,8676,4035,7467
AT3G62690,938,579,1191,679,746,847
AT3G62700,5933,4483,7040,4965,3787,5821
AT3G62710,2,0,0,0,0,2
AT3G62720,2211,2299,2619,2288,2062,2080
AT3G62730,144,144,243,211,124,170
AT3G62735,0,0,0,0,0,0
AT3G62740,586,542,744,478,513,385
AT3G62750,45,34,26,32,29,48
AT3G62760,850,1121,1034,544,710,615
AT3G62770,3191,2788,4090,2895,2785,2734
AT3G62780,259,254,277,294,149,220
AT3G62790,4581,4144,5123,4407,5089,3674
AT3G62800,1580,1262,1631,1623,1389,1505
AT3G62810,3464,3488,3664,3159,3976,2848
AT3G62820,75,104,125,31,70,94
AT3G62830,14460,15660,21659,17005,15059,15701
AT3G62840,8711,8911,10133,8868,12639,8718
AT3G62850,0,0,0,3,4,5
AT3G62860,1329,1094,1703,1892,1903,1728
AT3G62870,62566,58874,58140,62720,71116,53340
AT3G62880,843,681,882,826,952,778
AT3G62890,231,225,263,260,230,291
AT3G62900,5029,4248,5955,5250,3458,5689
AT3G62907,0,0,0,0,0,0
AT3G62910,495,469,587,523,571,552
AT3G62920,616,536,828,623,707,491
AT3G62930,167,109,295,85,111,92
AT3G62940,4506,3905,4799,4632,4603,4088
AT3G62950,0,0,8,0,0,2
AT3G62960,4,5,16,8,15,11
AT3G62970,1435,1298,1580,1523,1762,1444
AT3G62980,10011,8054,9350,9118,8915,8085
AT3G62988,0,0,0,0,0,0
AT3G62990,51,41,113,39,31,48
AT3G63000,4757,4509,5681,4375,4818,4829
AT3G63003,0,0,0,3,1,0
AT3G63006,0,0,0,0,0,0
AT3G63010,5655,4973,8088,5535,5025,6364
AT3G63020,2,4,0,6,0,2
AT3G63030,2231,2111,2642,2708,2703,2474
AT3G63040,2,0,2,5,5,3
AT3G63050,72,32,79,61,60,52
AT3G63052,10,8,2,4,10,6
AT3G63060,83,61,81,83,72,100
AT3G63070,4668,3948,5994,5305,3588,5270
AT3G63080,3420,2705,3827,3608,3240,2918
AT3G63088,0,0,2,0,1,1
AT3G63090,901,832,1071,1002,1098,1029
AT3G63095,7,2,4,4,4,3
AT3G63110,629,253,1536,207,126,522
AT3G63120,3226,3140,4365,2817,3264,2788
AT3G63130,5883,5623,6389,6166,6019,5297
AT3G63140,271,208,255,169,241,165
AT3G63150,3803,3377,4446,3518,3743,3455
AT3G63160,121,46,27,101,46,54
AT3G63170,2033,1514,2132,1779,1925,1735
AT3G63180,3023,2072,3864,3304,2290,3872
AT3G63190,1844,1516,1846,1895,2069,1832
AT3G63200,8779,7868,11330,7798,8182,9467
AT3G63210,5657,4127,6337,3388,2843,4054
AT3G63220,898,915,1141,920,1118,907
AT3G63230,0,0,0,2,0,0
AT3G63233,0,3,4,3,0,6
AT3G63240,1271,1294,1516,1992,1908,1832
AT3G63250,4593,4465,5060,3969,5057,4238
AT3G63260,4014,3627,4746,4320,3913,3844
AT3G63270,1430,1404,1607,1469,1706,1529
AT3G63280,922,641,1192,709,577,961
AT3G63290,625,549,688,618,643,586
AT3G63300,1790,1398,2441,1495,2039,1546
AT3G63310,5643,5334,7260,6039,7182,5826
AT3G63320,21,11,19,20,16,12
AT3G63340,3505,2977,4164,3393,2565,3292
AT3G63350,50,42,69,28,68,30
AT3G63360,8,6,3,17,5,3
AT3G63370,409,380,387,407,305,466
AT3G63375,33,19,28,17,38,14
AT3G63380,4983,3437,3783,2832,1971,2001
AT3G63390,1054,871,1072,992,867,810
AT3G63400,7312,7352,7952,6529,7643,6548
AT3G63410,3852,3644,4133,3404,4122,3409
AT3G63420,905,962,1049,1060,1336,886
AT3G63430,1417,1220,1379,991,1015,780
AT3G63440,410,379,662,1211,1295,903
AT3G63445,601,523,826,1381,1510,1106
