,root_control_1,root_control_2,root_control_3,root_auxin_1,root_auxin_2,root_auxin_3
AT1G15750,15499.9604090248,14984.7242413365,15122.1664714678,16763.8769737139,13458.7661473746,16641.0213704887
AT1G15757,0,0,0,0,0,0
AT1G15760,697.634121156993,617.892708518175,715.737690056681,516.956490281441,604.946861490379,515.817095008032
AT1G15770,14.0936186092322,12.1155433042779,10.9337132441091,13.8913452282921,15.6182494360683,24.7098009584686
AT1G15772,83.5550246118765,77.0989119363142,115.224516495611,118.076434440483,140.564244924615,115.312404472853
AT1G15780,5221.68569472052,4381.42102403797,5507.22725557127,5359.08254128611,3501.61152356652,5425.86046046373
AT1G15790,926.152080035257,985.76465975716,904.13397980133,1149.01269816873,1253.62482140175,1010.0131141774
AT1G15800,893.938094642727,882.231835156967,1029.45115467612,1167.86523812141,1059.9585283945,1062.52144121415
AT1G15810,4436.46980077759,4502.57645708075,4690.56298172281,4219.99223256616,4654.23833194836,4515.71612516014
AT1G15820,918.098583687125,939.505312595372,1023.5637706216,634.040685777046,1206.77007309354,714.525077715717
AT1G15825,23.1538020008814,28.6367387192024,15.9800424336979,34.7283630707302,29.1540656139942,24.7098009584686
AT1G15830,58.3878485239619,73.7946728533293,46.2580175712309,53.5809030234124,52.060831453561,53.537902076682
AT1G15840,14.0936186092322,22.0282605532326,8.4105486493147,11.9068673385361,10.4121662907122,8.23660031948953
AT1G15850,0,0,0,0,0,0
AT1G15860,3737.82899257708,3854.94559681571,3813.34275759929,3946.13428377983,4172.15503268838,3737.35739496838
AT1G15870,637.232898545998,648.732273292701,571.076253288468,714.412040312165,819.437487079051,636.277374680566
AT1G15880,3435.8228795221,3428.69875511066,2863.79181509166,3168.21895099548,3661.95888444348,3014.59571693317
AT1G15885,149.996369483971,136.575215430042,114.38346163068,144.866885952189,140.564244924615,113.253254392981
AT1G15890,371.46751905762,272.049017832423,290.163928401357,368.120648549741,199.913592781674,234.743109105452
AT1G15900,70.4680930461609,93.6201073512387,81.5823218983526,63.5032924721924,82.2561136966264,63.8336524760439
AT1G15910,3005.96751194052,3184.18506296978,2527.36986911907,3079.90968490133,3665.0825343307,3442.89893354662
AT1G15920,2206.65799938835,2499.10615976424,2021.89589529525,2150.18179355064,2572.84629043499,2239.32571186122
AT1G15930,34814.258025934,35809.140355335,27144.2047107983,34962.5314617214,46834.9651922526,29040.1935764402
AT1G15940,3649.24053274762,3476.05951530011,2970.60578293795,3932.24293855154,3917.05695856593,3767.21507112652
AT1G15950,12316.8159774254,10007.4387693336,13912.7295756964,10436.3692222269,10600.6265005741,12544.3422865826
AT1G15960,5080.7495086282,4065.31548509908,5184.26218743758,4115.80714335397,5488.2528518344,4547.63295139816
AT1G15970,1564.39166562477,1750.14530095433,1817.51956311691,1695.73635679651,2154.27720554836,1785.28311924936
AT1G15980,54.3611003498955,29.7381517468641,15.1389875687665,47.6274693541443,37.4837986465639,46.3308767971286
AT1G15990,3.02006113054975,6.60847816596979,0,6.94567261414605,2.08243325814244,2.05915007987238
AT1G16000,3262.67270803725,3654.48842578129,2880.61291239028,2744.53292153257,3936.84007451829,2491.57159664558
AT1G16010,4507.94458086726,4435.39026239339,4648.51023847623,3726.84947696179,3753.58594780175,4265.52939045564
AT1G16020,2094.91573755801,2252.38964156804,2169.92155152319,2007.29938548821,1918.96224737826,2181.66950962479
AT1G16022,262.745318357828,159.704889010937,262.409117858619,192.494355306333,229.067658395669,205.915007987238
AT1G16025,241.60489044398,137.676628457704,231.290087856154,179.595249022919,189.501426490962,180.175631988833
AT1G16030,918.098583687125,929.592595346417,751.061994383803,775.930854894601,774.665172028988,789.684055631059
AT1G16040,1775.79594476325,1982.54344979094,1636.69276715664,1583.6133560253,2145.94747251579,1526.85978422537
AT1G16060,1688.21417197731,1512.24008697942,2280.09973882922,1214.50046853068,1170.32749107605,1366.24607799533
AT1G16070,920.111957774158,1022.11128966999,884.789717907906,1150.99717605849,1295.2734865646,1005.89481401766
AT1G16080,1236.21168943837,1211.55433042779,1163.17887820022,1232.36076953848,1469.15666361949,1226.223872564
AT1G16090,178.183606702435,166.313367176906,116.906626225474,153.797036456091,187.41899323282,153.406680950493
AT1G16100,0,0,0,0,0,0
AT1G16110,271.805501749478,209.26847525571,234.65430731588,253.020930943892,172.841960425823,209.003733107047
AT1G16120,243.618264531013,239.006627002574,226.243758666565,235.160629936088,121.822345601333,152.377105910556
AT1G16130,364.420709753003,419.638363539082,275.865995697522,246.075258329746,199.913592781674,177.086906869025
AT1G16150,159.05655287562,148.69075873432,209.422661367936,234.16839099121,115.575045826905,189.441807348259
AT1G16160,149.996369483971,176.226084425861,246.429075424921,197.455550030723,94.7507132454811,164.732006389791
AT1G16170,1138.56304621726,1190.62748290222,1500.44187903774,1155.95837078288,1080.78286097593,1085.17209209275
AT1G16180,18591.4963196643,14483.5813137505,15431.6746617626,17127.0364275393,15104.9296379362,14689.9766698096
AT1G16190,4418.34943399429,4125.89320162047,4142.19520978749,4545.44660648615,4717.7525463217,4118.30015974477
AT1G16210,4759.61634174641,4625.93471617885,4840.27074768061,5449.37628527001,5363.30685634586,5101.54432288383
AT1G16220,1513.05062640543,1503.42878275813,1534.084073635,1501.25752360042,1909.59129771662,1430.07973047137
AT1G16225,10.0668704351658,16.5211954149245,15.9800424336979,52.5886640785344,47.8959649372761,52.5083270367458
AT1G16230,40.2674817406634,56.1720644107432,73.1717732490379,74.4179208658505,37.4837986465639,76.1885529552782
AT1G16240,5412.95623298867,5417.85068306757,5108.56724959375,5407.70224958514,5829.77190616976,5025.35576992855
AT1G16250,868.770918554812,845.885205244133,881.425498448181,865.232359933622,918.353066840817,889.552834504869
AT1G16260,155.029804701554,95.822933406562,153.071985417528,176.618532188285,161.388577506039,214.151608306728
AT1G16270,5731.06933873991,6015.91795708783,6341.55368158328,7170.91085463335,4927.03708876502,6991.84409620668
AT1G16280,1466.74302240366,1519.94997817305,1482.77972687418,1671.92262211944,1597.22630899525,1693.65094069503
AT1G16290,1.00668704351658,6.60847816596979,1.68210972986294,3.96895577951203,0,0
AT1G16300,4023.72811293579,3816.39614084755,3946.22942625846,4037.42026670861,4254.41114638501,4085.35375846681
AT1G16310,1261.37886552628,761.076402114187,1207.75478604159,1141.07478660971,968.331465036235,1534.06680950493
AT1G16320,852.663925858547,778.699010556774,816.664273848457,1123.2144856019,1045.38149558751,934.854136262062
AT1G16330,1263.39223961331,1136.6582445468,1151.40411009118,1421.87840801018,1105.77206007364,1121.20721849051
AT1G16340,2638.52674105697,2642.28985336025,2286.82817774867,2094.61641263747,2587.42332324198,2505.98564720469
AT1G16350,8631.33471111119,9332.27258337701,9352.53009803795,8116.51456910209,9283.487464799,9814.93885571171
AT1G16360,140.936186092322,156.400649927952,144.661436768213,101.208372377557,108.286529423407,97.8096287939382
AT1G16370,318.113105751241,257.730648472822,692.1881538386,207.377939479503,160.347360876968,229.595233905771
AT1G16380,1.00668704351658,2.20282605532326,4.20527432465735,3.96895577951203,4.16486651628488,2.05915007987238
AT1G16390,167.110049223753,218.079779477003,283.435489481905,145.859124897067,81.2148970675552,105.016654073492
AT1G16400,10130.2917189074,4775.72688794083,14016.1793240829,3493.67332491546,3119.48502069738,7506.63161617477
AT1G16410,59.3945355674785,39.6508689958187,148.025656227939,28.7749294014622,13.5358161779259,105.016654073492
AT1G16420,71.4747800896775,75.9974989086526,118.588735955337,81.3635934799966,63.5142143733445,128.696879992024
AT1G16430,550.657812803571,570.531948328725,533.228784366552,598.320083761438,680.955675412578,599.212673242863
AT1G16440,211.404279138483,359.060647017692,455.851736792857,392.926622171691,236.356174799167,322.256987500028
AT1G16445,170.130110354303,193.848692868447,116.906626225474,194.478833196089,204.078459297959,206.944583027174
AT1G16450,0,0,0,0,0,0
AT1G16460,3566.69219517926,3320.76027839982,3296.93507053136,2942.98071050817,3765.03933072153,2910.60863789961
AT1G16470,6599.84025729473,7729.71662812933,7048.03976812572,6585.48987715533,8338.06276560234,6783.86993813957
AT1G16480,438.915550973231,433.956732898683,391.931567058065,393.918861116569,398.785968934277,406.682140774796
AT1G16489,160.063239919137,226.891083698296,198.488948123827,167.688381684383,177.006826942108,193.560107508004
AT1G16490,306.032861229042,355.756407934707,308.66713542985,293.70272768389,310.282555463224,303.724636781176
AT1G16500,827.496749770632,942.809551678357,822.551657902978,722.349951871189,775.706388658059,744.382753873866
AT1G16510,418.781810102899,415.232711428435,292.687092996152,519.933207116076,708.02730776843,475.66366845052
AT1G16515,43.2875428712131,39.6508689958187,41.211688381642,56.5576198580464,96.8331465036235,52.5083270367458
AT1G16520,3608.97305100695,3406.67049455743,3534.11254244204,4174.34924110177,4444.95378950504,4075.05800806745
AT1G16530,408.714939667733,442.768037119976,610.605831940247,151.812558566335,110.368962681549,131.785605111832
AT1G16540,1737.54183710962,1791.99899600547,1764.53310662622,2051.95013800772,1797.13990177693,1943.83767539953
AT1G16560,7114.2573365317,7419.11815432875,7366.79956193475,6912.92872896507,7218.75488935077,6581.04365527214
AT1G16570,2443.22945461475,2567.39376747926,2241.41121504237,2219.6385196921,2834.19166433186,2069.44583027174
AT1G16590,426.835306451032,407.522820234804,301.097641645466,402.849011620471,522.690747793753,446.835567332307
AT1G16610,5813.61767630827,5640.33611465522,5793.18590964797,5802.61334964658,6433.67755103107,5868.57772763629
AT1G16630,2731.14194906049,2652.20257060921,2206.08691071525,2438.92332651014,2063.69135881916,1996.34600243628
AT1G16635,87.5817727859428,78.2003249639758,76.5359927087638,199.440027920479,225.944008508455,176.057331829089
AT1G16640,190.263851224634,272.049017832423,238.018526775606,204.401222644869,251.974424235235,276.955685742835
AT1G16650,1083.19525882384,1015.50281150402,921.796131964891,1013.07596272044,1149.50315849463,956.475212100722
AT1G16670,1447.61596857685,1448.35813137505,1719.11614391992,1383.18108915994,1125.55517602599,1315.79690103845
AT1G16680,2087.8689282534,2113.61160008267,1989.09475556293,1972.57102241748,2091.80420780408,2125.0428824283
AT1G16690,889.91134646866,860.203574603734,751.061994383803,816.6126516346,832.973303256977,900.878159944167
AT1G16700,7665.92183637879,8203.32423002383,7930.30632143883,8020.26739144893,9061.70832280683,7002.13984660604
AT1G16705,13.0869315657156,7.70989119363142,10.0926583791776,2.97671683463402,7.28851640349854,6.17745023961715
AT1G16710,4416.33605990725,3546.54994907045,4327.22728007241,4287.46448081787,2942.47819375527,4539.39635107867
AT1G16720,2374.77473565562,2494.7005076536,2508.86666209058,2016.22953599211,1862.73654940841,2481.27584624622
AT1G16730,78.5215893942936,42.9551080788036,39.5295786517791,47.6274693541443,42.68988179192,39.1238515175753
AT1G16740,3376.42834395462,3343.88995198071,3038.7312269974,3312.09359800279,4147.16583359067,3008.41826669355
AT1G16750,62.4145966980282,71.5918467980061,66.4433343295861,83.3480713697526,82.2561136966264,89.5730284744486
AT1G16760,1.00668704351658,0,0,0.992238944878007,0,1.02957503993619
AT1G16770,29.1939242619809,40.7522820234804,55.509621085477,28.7749294014622,67.6790808896293,30.8872511980857
AT1G16780,1070.10832725813,1214.85856951078,1131.21879333283,1240.29868109751,1270.28428746689,1275.64347448094
AT1G16790,629.179402197865,601.371513103251,548.367771935319,656.86218150924,750.71718956035,504.491769568734
AT1G16800,1855.32422120106,1561.80367322419,1697.24871743171,1997.37699603943,1218.22345601333,2105.48095666951
AT1G16810,5376.71549942208,4465.12841414025,4842.7939122754,5276.72670886124,5474.71703565648,4505.42037476077
AT1G16820,372.474206101136,285.265974164363,304.461861105192,319.500940250718,381.085286240067,282.103560942516
AT1G16825,371.46751905762,451.579341341269,391.090512193134,385.980949557545,520.60831453561,425.214491493647
AT1G16830,506.363582888842,529.779666305245,468.467559766829,563.591720690708,575.792795876385,624.952049241268
AT1G16840,3621.05329552915,3796.57070634964,3545.04625568615,3172.18790677499,4052.41512034519,3347.14845483256
AT1G16850,1054.00133456186,1016.60422453169,831.803261417224,623.126057383388,871.498318532612,670.253350998461
AT1G16858,6281.72715154348,6482.91708081636,6367.62638239616,5135.82877868856,5119.66216514319,5319.8142313503
AT1G16860,6281.72715154348,6482.91708081636,6367.62638239616,5135.82877868856,5119.66216514319,5319.8142313503
AT1G16870,4589.48623139211,4873.75264740272,4301.99563412447,4753.81678491053,4961.39723752437,4728.83815842693
AT1G16880,2908.31886871941,2755.7353952094,2857.0633761722,2109.49999681064,2411.45771292895,2055.03177971264
AT1G16890,12264.4682511625,11649.6455935771,12078.3889152808,12407.9480056995,14505.1888595912,12082.0630936512
AT1G16900,3797.22352814456,3587.30223109393,3792.316385976,3787.37605259935,3741.0913482529,3834.13744872238
AT1G16905,274.825562880027,290.773039302671,488.652876525184,130.975540723897,124.945995488546,166.791156469663
AT1G16910,0,0,3.36421945972588,1.98447788975601,2.08243325814244,0
AT1G16916,668.440196895012,611.284230352206,616.493215994768,555.653809131684,775.706388658059,421.096191333902
AT1G16920,5658.58787160672,6546.79903642074,5182.58007770772,5113.99952190125,7064.65482824823,5005.79384416976
AT1G16930,662.400074633912,785.307488722743,821.710603038046,758.070553886797,651.801609798584,728.939128274823
AT1G16940,0,0,0,0,0,0
AT1G16950,2.01337408703317,1.10141302766163,0.84105486493147,1.98447788975601,1.04121662907122,0
AT1G16960,6.0401222610995,9.91271724895469,17.6621521635609,11.9068673385361,9.37094966164099,2.05915007987238
AT1G16970,2562.01852574971,2898.91908880541,2820.89801698015,3254.54373919986,3007.03362475769,3130.93769644596
AT1G16980,1.00668704351658,2.20282605532326,1.68210972986294,1.98447788975601,2.08243325814244,2.05915007987238
AT1G17000,0,0,0,1.98447788975601,0,2.05915007987238
AT1G17010,6.0401222610995,1.10141302766163,0.84105486493147,0,3.12364988721366,1.02957503993619
AT1G17020,1560.36491745071,1962.71801529303,1442.40909335747,1429.81631956921,1341.08701824373,1103.7044428116
AT1G17030,69.4614060026443,83.707390102284,180.826795960266,102.200611322435,24.9891990977093,105.016654073492
AT1G17040,604.01222610995,604.675752186236,578.645747072851,709.450845587775,723.645557204498,783.506605391442
AT1G17050,1550.29804701554,1788.69475692249,1677.90445553828,1276.01928311312,1610.76212517318,1629.81728821899
AT1G17060,1282.51929344013,1489.11041339853,1347.36989362021,3414.29420932522,1728.41960425823,2414.35346865037
AT1G17070,1748.61539458831,1636.69975910518,1904.98926906978,1715.58113569407,1482.69247979742,1823.377395727
AT1G17080,3834.47094875467,3720.57320744099,3686.34347299463,3567.09900683643,3733.8028318494,3006.35911661368
AT1G17090,707.700991592159,824.958357718562,781.339969521336,654.877703619484,753.840839447564,669.223775958524
AT1G17100,467.102788191695,426.246841705051,465.103340307103,345.299152817546,504.990065099542,445.805992292371
AT1G17110,4729.41573044091,4607.2106947086,4714.11251794089,5022.71353897247,4088.85770236268,5319.8142313503
AT1G17120,1745.59533345776,1924.16855932487,1643.42120607609,1572.69872763164,1757.57366987222,1662.76368949695
AT1G17130,3809.30377266675,3478.26234135543,3833.52807435764,4183.27939160568,3744.21499814011,3799.13189736455
AT1G17140,2299.27320739188,2451.74539957479,1973.11471312923,3060.06490600377,3867.07856037051,2592.46995055933
AT1G17145,1287.55272865771,1463.77791376231,1318.77402821255,1352.42168186872,1701.34797190237,1417.72482999214
AT1G17147,156.036491745071,225.789670670634,322.965068133684,210.354656314137,229.067658395669,222.388208626217
AT1G17150,4.02674817406634,0,6.72843891945176,1.98447788975601,0,8.23660031948953
AT1G17160,1367.08100509552,1560.70226019653,1616.50745039829,1238.31420320775,1257.78968791803,1305.50115063909
AT1G17170,4196.87828442064,4050.99711573948,6175.86587319178,5440.44613476611,6204.6098926354,6001.39290778806
AT1G17180,5752.20976665376,6062.17730424962,7552.6726870846,5344.19895711294,6085.91119692128,5363.05638302762
AT1G17190,1977.13335346657,2992.53919615665,2956.30785023412,988.269989098495,1238.00657196568,872.050058825954
AT1G17200,551.664499847088,786.408901750405,439.030639494227,619.157101603876,714.274607542857,376.824464616646
AT1G17210,8055.50972221971,7814.52543125928,7229.70761895092,8273.28832239282,7416.5860488743,8411.62807627868
AT1G17220,1605.66583440895,1256.71226456192,1597.16318850486,1479.42826681311,1123.47274276785,1596.87088694103
AT1G17230,652.333204198746,610.182817324544,479.401273010938,558.630525966318,368.590686691212,516.846670047968
AT1G17232,210.397592094966,246.716518196205,169.893082716157,219.284806818039,127.028428746689,225.476933746026
AT1G17235,44.2942299147297,38.5494559681571,31.1190300024644,36.7128409604862,26.0304157267805,33.9759763178943
AT1G17240,130.869315657156,157.502062955613,110.178187306023,141.890169117555,124.945995488546,128.696879992024
AT1G17250,456.029230713013,443.869450147638,433.143255439707,514.972012391685,273.839973445731,500.373469408989
AT1G17255,545.624377585989,494.534449420073,486.12971193039,591.374411147292,317.571071866722,555.970521565543
AT1G17260,165.09667513672,169.617606259891,177.46257650054,165.703903794627,152.017627844398,150.317955830684
AT1G17270,1099.30225152011,1056.2550935275,923.478241694754,940.64251974435,874.621968419825,952.356911940977
AT1G17280,3103.61615516163,3223.8359319656,3086.67135429849,3247.59806658572,3936.84007451829,3306.99502827505
AT1G17285,816.42319229195,1049.64661536153,1259.90018766734,539.777986013636,925.641583244315,785.565755471314
AT1G17290,26794.9890372809,27540.8327566791,20939.7429721988,26046.2723030477,28664.6937983307,24154.860011943
AT1G17300,190.263851224634,383.291733626248,619.857435454493,84.3403103146306,93.7094966164099,183.264357108642
AT1G17310,52.3477262628624,75.9974989086526,105.131858116434,89.3015050390206,53.1020480826323,86.4843033546401
AT1G17330,1320.77340109376,1268.8278078662,1255.69491334268,1470.49811630921,1370.24108385773,1232.40132280362
AT1G17340,1513.05062640543,1772.17356150757,1772.94365527554,1692.75963996188,1004.77404705373,1490.82465782761
AT1G17345,72.4814671331941,109.039889738502,63.9201697347917,659.838898343874,331.106888044648,206.944583027174
AT1G17350,1773.78257067622,1909.85018996527,1505.48820822733,1615.36500226139,2306.29483339275,1697.76924085478
AT1G17360,3212.33835586142,3572.98386173433,3842.77967787189,2890.39204642963,2441.65299517201,3050.63084333094
AT1G17370,5144.17079236974,5271.36275038857,5090.06404256526,5675.6067647022,6392.02888586822,5239.50737823528
AT1G17380,269.792127662445,251.122170306852,522.295071122443,201.424505810235,289.458222881799,261.512060143793
AT1G17400,81.5416505248433,93.6201073512387,86.6286510879414,39.6895577951203,117.657479085048,83.3955782348315
AT1G17410,681.527128460727,735.74390247797,487.811821660253,618.164862658998,851.715202580259,651.721000279609
AT1G17420,38.2541076536302,81.5045640469607,58.0327856802714,25.7982125668282,27.0716323558517,24.7098009584686
AT1G17430,1062.05483091,1059.55933261049,1231.30432225967,1047.80432579117,1176.57479085048,1375.51225335475
AT1G17440,2796.57660688907,2305.2574668958,2867.15603455138,3054.1114723345,2242.78061901941,2840.59753518395
AT1G17450,2000.28715546745,1799.70888719911,2056.37914475744,2131.32925359796,1505.59924563698,2254.76933746026
AT1G17455,902.998278034376,1103.61585371695,1060.57018467858,932.704608185326,1080.78286097593,1085.17209209275
AT1G17460,773.135649420737,904.2600957102,703.96292194764,877.139227272158,1072.45312794336,861.754308426592
AT1G17470,8399.79669110238,8706.6699836652,7233.91289327557,7868.45483288259,8240.18840246964,7701.22129872271
AT1G17480,686.56056367831,715.918467980061,631.632203563534,1240.29868109751,1370.24108385773,1387.86715383399
AT1G17490,1364.06094396497,1453.86519651335,1412.97217308487,2144.22835988137,2176.14275475885,2017.96707827494
AT1G17500,6995.46826539674,7101.9112023622,7289.42251436105,10195.2551586215,6451.37823372528,9177.63190599121
AT1G17510,1162.72353526165,1201.64161317884,1142.15250657694,1099.40075092483,1205.72885646447,1065.61016633396
AT1G17520,1421.44210544542,1275.43628603217,1263.26440712707,1414.93273539604,1683.64728920816,1417.72482999214
AT1G17530,2778.45624010577,3206.21332352301,2748.56729859604,3018.3908703189,3722.34944892961,3459.3721341856
AT1G17540,23.1538020008814,27.5353256915408,15.1389875687665,10.9146283936581,16.6594660651395,23.6802259185324
AT1G17545,0,2.20282605532326,0.84105486493147,0,0,0
AT1G17550,3347.23441969264,3535.53581879384,3693.07191191408,3294.23329699498,2959.13765982041,3474.81575978465
AT1G17560,1388.22143300937,1518.84856514539,1318.77402821255,1530.03245300189,1789.85138537343,1305.50115063909
AT1G17570,0,0,0,0,0,1.02957503993619
AT1G17580,3530.45146161266,3072.94234717595,3353.28574648177,3913.39039859886,2717.57540187589,3848.55149928148
AT1G17590,1466.74302240366,1220.36563464909,1534.92512849993,1375.24317760092,1407.72488250429,1530.97808438512
AT1G17600,21.1404279138483,22.0282605532326,14.297932703835,27.7826904565842,7.28851640349854,21.62107583866
AT1G17610,2.01337408703317,0,1.68210972986294,0,2.08243325814244,0
AT1G17615,2.01337408703317,6.60847816596979,3.36421945972588,4.96119472439003,4.16486651628488,0
AT1G17620,4705.25524139651,5186.55394725862,6962.25217190271,3719.90380434765,3489.11692401766,4491.00632420167
AT1G17630,533.54413306379,484.621732171118,514.72557733806,464.367826202907,386.291369385423,474.634093410584
AT1G17640,302.006113054975,348.046516741076,308.66713542985,269.888993006818,400.86840219242,336.671038059135
AT1G17650,548.644438716538,637.718143016085,456.692791657788,580.459782753634,600.781994974094,585.828197723693
AT1G17660,0,0,0,0,0,0
AT1G17665,670.453570982045,633.312490905438,753.585158978597,684.644871965825,615.359027781091,763.944679632654
AT1G17670,0,0,0,0,0,0
AT1G17680,2569.06533505432,2520.03300728981,2695.58084210536,2864.59383386281,2566.59899066056,3049.601268291
AT1G17690,3930.10621788874,4258.06276493987,4041.26862599571,4661.53856303688,3828.55354509488,4623.82150435344
AT1G17700,4.02674817406634,4.40565211064653,5.04632918958882,0,2.08243325814244,4.11830015974477
AT1G17710,22.1471149573648,22.0282605532326,21.8674264882182,11.9068673385361,20.8243325814244,12.3549004792343
AT1G17720,9405.47704757544,9444.61671219849,10019.4866059286,9398.48728588448,8355.76344829655,9522.53954436983
AT1G17730,2453.29632504992,2458.35387774076,2578.67421587989,2539.13945994282,2826.90314792836,2500.83777200501
AT1G17744,1687.2074849338,1732.52269251175,3090.87662862315,1521.10230249798,718.439474059142,2658.36275311525
AT1G17745,7777.66409820913,8072.2560797321,11904.29055824,6549.76927513972,6199.40380949005,9808.7614054721
AT1G17750,1050.98127343131,862.406400659058,1285.13183361529,953.541626027764,799.654371126697,1135.62126904962
AT1G17760,3119.72314785789,3003.55332643327,3014.34063591439,3474.82078496278,3059.09445621125,3311.11332843479
AT1G17770,0,0,0,1.98447788975601,0,0
AT1G17780,1122.45605352099,984.663246729499,1280.92655929063,1123.2144856019,1301.52078633903,1217.98727224451
AT1G17790,862.730796293713,856.899335520749,862.081236554757,797.760111681917,942.301049309455,889.552834504869
AT1G17800,0,0,0,0,0,0
AT1G17810,24.160489044398,22.0282605532326,21.0263716232867,18.8525399526821,41.6486651628488,17.5027756789153
AT1G17820,1003.66698238603,1188.4246568469,1137.94723225228,1208.54703486141,1073.49434457243,1332.27010167743
AT1G17830,495.290025410159,548.503687775493,428.93798111505,682.660394076069,670.543509121866,616.715448921779
AT1G17840,1684.18742380325,1763.36225728627,1224.57588334022,2069.81043901552,1870.02506581191,1428.0205803915
AT1G17850,1212.05120039397,1250.10378639595,1185.04630468844,1199.61688435751,1441.04381463457,1257.11112376209
AT1G17860,20280.7171786851,16927.6168221316,17591.5035549066,25244.5432355862,18296.2586060395,18870.0513319505
AT1G17870,2541.88478487937,1779.8834527012,1665.28863256431,2880.46965698085,2621.78347200133,1723.50861685318
AT1G17880,21610.5507631705,20770.4468756431,17727.7544430255,22546.6455444629,25949.200829713,18563.2379700495
AT1G17890,7209.89260566578,7888.32010411261,7857.13454818979,5975.26292605536,6361.83360362516,5982.86055706921
AT1G17910,0,0,0,0,0,0
AT1G17920,454.015856625979,392.103037847541,333.898781377794,440.554091525835,337.354187819075,372.706164456901
AT1G17930,1188.89739839309,1366.85356732808,1226.25799307008,1314.71660196336,1523.2999283312,1379.6305535145
AT1G17940,663.406761677429,816.147053497269,740.969336004625,614.195906879486,687.202975187006,691.874426837121
AT1G17950,478.176345670377,517.664123000967,620.698490319425,557.63828702144,571.6279293601,458.160892771605
AT1G17960,832.530184988215,826.059770746224,645.089081402438,736.241297099481,737.181373382424,681.578676437759
AT1G17970,1171.7837186533,1253.40802547894,1714.91086959527,1015.0604406102,1514.97019529863,1334.3292517573
AT1G17980,2828.7905922816,2855.96398072661,3196.00848673959,3608.77304252131,3008.07484138676,3598.36476457699
AT1G17990,0,0,0,1.98447788975601,4.16486651628488,2.05915007987238
AT1G18000,1.00668704351658,0,0,1.98447788975601,0,0
AT1G18010,6.0401222610995,2.20282605532326,3.36421945972588,0,0,0
AT1G18020,0,0,1.68210972986294,4.96119472439003,2.08243325814244,4.11830015974477
AT1G18030,862.730796293713,849.189444327118,797.320011955034,965.4484933663,1196.35790680283,908.085185223721
AT1G18040,1674.12055336808,1643.30823727115,1603.05057255938,1718.55785252871,1733.62568740358,1680.26646517586
AT1G18050,0,0,0,0,6.24729977442732,0
AT1G18060,783.202519855902,686.180316233197,698.916592758052,571.529632249732,782.994905061558,695.992726996865
AT1G18070,14881.8545643057,14397.6710975928,14041.4109700309,15599.980691372,14655.1240541774,14150.479348883
AT1G18075,289.925868532776,275.353256915408,296.892367320809,201.424505810235,206.160892556102,252.245884784367
AT1G18080,50517.5692177492,59332.0183871044,43614.5821307512,49726.0547225613,70753.7935952767,45531.9265661381
AT1G18090,922.125331861191,802.930097165329,769.565201412295,981.324316484349,969.372681665306,898.819009864295
AT1G18100,1173.79709274034,766.583467252496,719.101909516407,4697.25916505248,2721.74026839217,2232.11868658166
AT1G18130,6.0401222610995,11.0141302766163,8.4105486493147,5.95343366926804,11.4533829197834,3.08872511980857
AT1G18140,1186.88402430605,1123.44128821486,1777.1489296002,1002.16133432679,981.867281214161,1013.10183929721
AT1G18150,4128.42356546151,5108.35362229465,5417.2343850236,5005.84547690954,4012.84888844048,5001.67554401002
AT1G18160,5375.70881237856,5622.71350621263,5648.52447287975,5970.30173133097,5297.71020871437,6036.39845914589
AT1G18170,142.949560179355,155.29923690029,175.780466770677,144.866885952189,175.965610313036,168.850306549535
AT1G18180,617.099157675666,666.354881735287,516.407687067923,607.25023426534,737.181373382424,569.354997084714
AT1G18190,2681.81428392818,2905.52756697138,2898.27506455385,2642.33231021013,2481.21922707672,2665.5697783948
AT1G18200,1510.03056527488,1392.1860669643,936.935119533658,1009.10700694093,831.932086627905,659.957600599099
AT1G18210,8625.29458885009,9960.07800914414,9119.55790045193,8915.26691972889,10718.2839796591,8785.36381577552
AT1G18220,0,0,0,1.98447788975601,0,0
AT1G18250,6544.47246990131,5971.86143598137,5414.7112204288,6269.95789268412,7127.12782599251,5435.12663582315
AT1G18260,4534.11844399869,4393.53656734225,4397.03483386173,4555.36899593493,4483.47880478068,4321.1264426122
AT1G18265,44.2942299147297,40.7522820234804,50.4632918958882,47.6274693541443,89.544630100125,51.4787519968096
AT1G18270,5661.60793273727,5242.72601166937,5742.72261775208,6007.01457229145,3853.54274419259,4949.16721697327
AT1G18280,20.1337408703317,22.0282605532326,15.9800424336979,23.8137346770722,2.08243325814244,12.3549004792343
AT1G18290,285.89912035871,244.513692140882,250.634349749578,283.78033823511,163.471010764182,178.116481908961
AT1G18300,563.744744369287,485.72314519878,837.690645471744,539.777986013636,524.773181051895,638.336524760439
AT1G18310,1.00668704351658,0,1.68210972986294,2.97671683463402,3.12364988721366,3.08872511980857
AT1G18320,329.186663229923,368.973364266647,357.448317595875,402.849011620471,467.506266452978,393.297665255625
AT1G18330,856.690674032613,1091.50031041268,694.711318433394,748.148164438017,1848.15951660142,1010.0131141774
AT1G18335,790.249329160519,815.045640469607,740.969336004625,789.822200122893,1072.45312794336,890.582409544806
AT1G18340,1276.47917117903,1277.63911208749,1137.94723225228,1105.3541845941,1494.1458627172,1217.98727224451
