"gene","shoot_control_1","shoot_control_2","shoot_control_3","shoot_MeJA_1","shoot_MeJA_2","shoot_MeJA_3"
"AT5G20060",2171,3452,1931,2912,2617,2580
"AT5G20070",2603,4626,2272,2029,4035,3224
"AT5G20080",4803,7648,4612,6489,6868,6567
"AT5G20090",3057,4532,2561,4285,3713,3870
"AT5G20100",2,0,0,0,0,0
"AT5G20110",472,543,343,443,345,364
"AT5G20120",758,1274,650,1016,964,926
"AT5G20130",1845,2489,1287,2079,1865,1779
"AT5G20140",1949,3700,1406,2528,2656,1599
"AT5G20150",933,2794,850,1104,1127,771
"AT5G20160",6243,11362,6932,5958,8594,9685
"AT5G20165",964,1455,952,1484,1232,1344
"AT5G20170",772,1228,645,1153,1063,1001
"AT5G20180",1174,2002,1200,1319,1853,1869
"AT5G20181",0,0,0,0,1,0
"AT5G20190",10640,22470,13200,23072,40203,35145
"AT5G20200",1911,3729,2314,3158,3095,2936
"AT5G20220",995,1857,561,942,1150,811
"AT5G20225",377,689,175,313,402,290
"AT5G20230",3635,10275,4523,6843,9094,6525
"AT5G20240",46,52,64,86,50,80
"AT5G20250",15304,40223,14073,89564,14977,16312
"AT5G20260",6,25,4,2,6,9
"AT5G20270",1140,2723,912,872,1742,896
"AT5G20280",4878,8839,4838,6847,6364,5817
"AT5G20290",40833,58035,36566,45569,48813,55162
"AT5G20300",1698,2216,1249,2689,2044,1737
"AT5G20310",0,0,0,0,0,1
"AT5G20320",1037,1719,1080,1299,1102,1254
"AT5G20330",2,0,0,6,1,4
"AT5G20340",0,0,0,0,0,0
"AT5G20350",2098,3586,2113,3336,2357,2445
"AT5G20360",1274,1614,1080,1659,1349,1487
"AT5G20370",0,0,6,0,0,2
"AT5G20380",2672,4904,1939,3481,4627,3529
"AT5G20390",0,2,0,0,0,0
"AT5G20400",2163,3810,2409,2794,2721,2967
"AT5G20410",194,525,105,115,179,104
"AT5G20420",23,58,28,26,32,21
"AT5G20430",0,2,0,0,6,2
"AT5G20440",0,0,0,0,0,0
"AT5G20447",0,1,0,0,0,0
"AT5G20450",265,416,255,335,277,419
"AT5G20460",0,0,0,0,0,0
"AT5G20470",16,28,6,12,7,10
"AT5G20480",734,1500,1195,1575,1374,1514
"AT5G20490",3541,5956,3502,6044,6039,5122
"AT5G20500",3135,4245,2968,3707,3302,3747
"AT5G20510",563,759,467,607,570,627
"AT5G20520",2057,3547,1727,4067,3049,2578
"AT5G20540",1304,1844,1454,2040,970,1538
"AT5G20550",133,193,228,376,349,653
"AT5G20560",2,0,1,0,1,0
"AT5G20570",2625,3912,2245,4042,3294,3417
"AT5G20580",678,975,514,858,632,698
"AT5G20590",1548,2350,1532,1837,1868,1848
"AT5G20600",2119,3157,2253,2874,2555,3216
"AT5G20610",1480,2500,1297,2902,2043,1687
"AT5G20620",2802,4557,2865,5488,4992,4600
"AT5G20630",39719,30269,17646,34429,18435,19875
"AT5G20635",201,211,213,149,146,198
"AT5G20640",110,135,121,93,69,95
"AT5G20650",2655,4370,2175,4138,3649,3017
"AT5G20660",2424,3154,2412,3230,2752,2986
"AT5G20670",49,104,40,44,170,84
"AT5G20680",941,1495,963,1578,1337,1332
"AT5G20690",2,2,4,2,0,6
"AT5G20700",13581,19527,14611,14601,17478,15964
"AT5G20710",26,42,16,16,14,16
"AT5G20720",35475,60168,29200,42021,55955,40143
"AT5G20730",2492,4332,2322,3417,3477,3498
"AT5G20736",0,0,0,0,0,0
"AT5G20740",385,612,369,164,271,364
"AT5G20790",218,770,173,131,146,150
"AT5G20810",22,24,16,38,34,37
"AT5G20820",117,131,117,63,70,127
"AT5G20830",2323,2660,2236,11593,3170,3660
"AT5G20840",2550,3710,1963,4069,3012,2569
"AT5G20850",196,221,185,161,187,256
"AT5G20852",0,0,0,0,0,0
"AT5G20854",0,0,0,0,0,0
"AT5G20856",0,0,0,0,0,0
"AT5G20858",0,0,0,0,0,0
"AT5G20860",69,74,47,41,5,43
"AT5G20870",65,56,93,80,35,67
"AT5G20885",791,932,723,645,468,746
"AT5G20890",8322,12381,8390,8495,9600,11431
"AT5G20900",2363,3830,2261,6694,5506,4519
"AT5G20910",1016,1851,873,1929,2070,1303
"AT5G20920",5130,7962,5255,6327,6668,6951
"AT5G20930",844,1411,843,1102,1193,1184
"AT5G20935",770,938,348,561,371,300
"AT5G20940",212,231,147,257,142,133
"AT5G20950",3513,5381,3783,4659,3634,4387
"AT5G20960",3033,4995,3427,6951,4288,5666
"AT5G20970",401,458,398,459,398,672
"AT5G20980",1312,1816,1151,1417,1577,1754
"AT5G20990",3847,6263,4015,6970,4897,4986
"AT5G21005",0,0,0,0,0,0
"AT5G21010",819,1339,726,1385,1076,1027
"AT5G21020",5210,10231,4173,10024,7325,5333
"AT5G21030",10,16,10,7,14,22
"AT5G21040",1532,2685,1411,2900,2265,1895
"AT5G21050",28,34,65,55,19,60
"AT5G21060",1796,2671,1358,2166,2134,1820
"AT5G21070",739,1084,665,902,848,914
"AT5G21080",25,43,37,42,22,65
"AT5G21090",13160,29236,13341,22969,25446,18916
"AT5G21100",1885,3430,1478,908,2180,1570
"AT5G21105",7599,16066,8541,13995,19221,16779
"AT5G21110",0,0,0,0,2,2
"AT5G21120",11,22,8,6,12,27
"AT5G21125",0,0,0,0,0,0
"AT5G21130",8,6,2,10,6,18
"AT5G21140",214,311,253,328,247,291
"AT5G21150",6,10,6,12,16,11
"AT5G21160",4295,7730,4258,6406,5437,6117
"AT5G21170",1120,2175,771,3786,1409,1124
"AT5G21222",2353,3676,1546,3057,2317,1799
"AT5G21274",2705,4260,2680,3684,3522,3630
"AT5G21280",898,1840,758,1709,2979,1977
"AT5G21326",2718,5878,2526,4026,4369,3388
"AT5G21378",0,0,0,0,0,0
"AT5G21430",3905,7323,2028,4235,4496,2125
"AT5G21482",775,1230,653,383,742,620
"AT5G21900",221,388,236,313,314,346
"AT5G21910",2137,2830,1090,2315,2069,1315
"AT5G21920",4542,6582,2514,5211,4755,3067
"AT5G21930",3274,5715,2110,4665,3099,2357
"AT5G21940",4923,10280,3095,3768,7948,4854
"AT5G21950",115,120,94,88,133,95
"AT5G21960",9,4,16,60,328,141
"AT5G21970",508,752,512,847,700,756
"AT5G21990",2355,4557,2442,4482,4447,3560
"AT5G22000",3239,6101,3056,6667,4752,4322
"AT5G22010",1480,2347,1447,2222,1929,2106
"AT5G22020",2206,4435,2026,1930,2891,2941
"AT5G22030",1742,2856,1526,2777,2309,2162
"AT5G22040",809,1101,648,1265,1044,1094
"AT5G22050",931,1494,741,1093,956,929
"AT5G22060",7029,16240,6397,8522,17469,10995
"AT5G22070",1439,2266,1337,1642,1720,1720
"AT5G22080",1786,2613,1553,3060,2563,2056
"AT5G22090",8011,11670,7235,10597,8458,8118
"AT5G22100",1988,3580,2341,2027,3258,3141
"AT5G22110",423,429,459,396,348,532
"AT5G22120",1492,2715,1238,2472,2601,1917
"AT5G22130",394,659,428,414,493,535
"AT5G22140",5553,15623,4301,2808,8125,4104
"AT5G22150",6,0,4,2,3,6
"AT5G22160",0,0,0,0,0,0
"AT5G22170",0,2,0,0,0,0
"AT5G22180",0,0,0,0,0,0
"AT5G22190",0,0,0,0,0,0
"AT5G22200",0,19,4,27,10,10
"AT5G22210",688,1025,483,855,691,666
"AT5G22220",354,654,399,589,656,531
"AT5G22240",13,33,14,65,27,29
"AT5G22250",1046,2938,901,1282,5022,2017
"AT5G22260",0,0,0,0,0,0
"AT5G22270",1205,2652,1080,1857,2480,1607
"AT5G22280",1611,2331,1377,2140,2004,1803
"AT5G22290",657,1041,623,709,1286,794
"AT5G22300",2576,6890,2677,8667,12380,9113
"AT5G22310",481,662,528,472,321,410
"AT5G22315",1,0,2,6,8,6
"AT5G22320",1447,2094,1514,1599,1713,2073
"AT5G22330",2107,3585,1888,2610,2783,2476
"AT5G22340",3843,5205,2716,4645,3667,3293
"AT5G22350",3638,6814,3661,7164,6795,5969
"AT5G22355",54,30,21,58,55,94
"AT5G22360",1251,2391,1271,2659,2060,1753
"AT5G22370",908,1324,888,1311,1078,1228
"AT5G22380",7,4,6,5,0,0
"AT5G22390",324,365,262,503,350,445
"AT5G22400",592,898,582,843,868,825
"AT5G22410",102,150,220,366,226,498
"AT5G22420",0,0,0,0,0,0
"AT5G22430",9,64,17,12,22,8
"AT5G22440",9128,13560,8616,8528,10836,12691
"AT5G22450",3059,5494,2838,4240,4356,3625
"AT5G22460",166,475,245,74,296,308
"AT5G22470",1,2,0,0,2,6
"AT5G22480",1399,2281,1358,1845,1629,1883
"AT5G22490",23,37,3,113,60,21
"AT5G22500",662,1595,738,370,415,608
"AT5G22510",3496,6892,2661,6003,5606,3645
"AT5G22520",83,298,172,130,259,211
"AT5G22530",44,103,126,76,116,131
"AT5G22540",19,68,38,52,77,61
"AT5G22545",2,8,2,6,10,18
"AT5G22550",55,49,33,60,52,152
"AT5G22555",16,15,26,68,31,114
"AT5G22560",21,16,13,22,6,14
"AT5G22570",14,37,36,79,44,110
"AT5G22580",1193,2270,1138,440,871,983
"AT5G22590",0,0,0,0,0,0
"AT5G22600",0,0,1,0,2,0
"AT5G22608",124,122,88,145,90,104
"AT5G22610",2,2,6,0,4,5
"AT5G22620",2800,5286,2047,3795,4073,2898
"AT5G22630",1305,2151,1595,1776,3477,4042
"AT5G22640",11300,14883,7615,12358,9443,9035
"AT5G22650",16931,30730,18827,17671,25769,27859
"AT5G22660",21,30,40,30,22,48
"AT5G22670",0,0,0,1,0,0
"AT5G22680",2,9,0,1,8,2
"AT5G22690",909,2450,1149,964,1131,1130
"AT5G22700",712,1096,727,1078,768,958
"AT5G22720",466,621,475,710,601,629
"AT5G22730",534,801,548,710,701,706
"AT5G22740",1751,2707,1900,2043,1945,2639
"AT5G22750",414,690,491,583,507,670
"AT5G22760",2090,3087,1983,3431,2714,2752
"AT5G22770",2905,4859,3191,5121,4220,4301
"AT5G22780",3108,4931,3048,5724,5092,4496
"AT5G22788",45,78,66,80,51,110
"AT5G22790",1131,1758,1208,1414,1857,1751
"AT5G22791",4,9,4,4,10,4
"AT5G22794",88,116,82,225,87,160
"AT5G22800",5322,8338,3552,6418,6121,4463
"AT5G22810",19,24,26,23,9,18
"AT5G22820",505,835,414,525,675,562
"AT5G22830",3016,4634,2205,3642,3656,2436
"AT5G22840",1471,2026,1404,1768,1619,1741
"AT5G22850",1294,1973,1066,2355,2050,1877
"AT5G22860",796,1014,961,925,1501,2234
"AT5G22870",52,91,52,60,55,77
"AT5G22875",562,724,414,769,449,526
"AT5G22880",4688,5420,4338,4396,3567,5129
"AT5G22890",250,262,360,354,293,488
"AT5G22900",0,0,0,0,0,0
"AT5G22910",0,0,0,0,2,0
"AT5G22920",2627,5781,2205,3783,2107,2302
"AT5G22930",161,232,226,53,66,125
"AT5G22940",496,860,510,395,390,473
"AT5G22950",1290,1921,1294,2216,1720,1703
"AT5G22960",0,0,0,0,0,0
"AT5G22970",0,0,0,0,0,0
"AT5G22980",0,0,0,2,0,1
"AT5G22990",2,2,6,0,0,4
"AT5G23000",185,208,180,144,183,263
"AT5G23010",5773,7567,9388,10794,7999,17310
"AT5G23020",3757,3784,5530,5789,3722,9415
"AT5G23027",0,0,0,0,0,0
"AT5G23030",20,44,78,49,45,88
"AT5G23035",3,0,0,0,3,2
"AT5G23040",7023,10244,5233,9897,8513,7143
"AT5G23050",2488,3720,2185,3490,3283,2784
"AT5G23060",14564,28145,9649,12608,20226,11069
"AT5G23065",0,1,0,0,1,2
"AT5G23070",1758,2846,1707,1726,2431,2271
"AT5G23080",1180,1661,1121,2016,1466,1393
"AT5G23090",524,670,451,867,630,602
"AT5G23100",436,651,397,396,349,534
"AT5G23110",2399,3538,2773,4753,3280,3740
"AT5G23120",11918,20636,7650,16260,14493,8281
"AT5G23130",355,904,360,494,452,383
"AT5G23140",2201,3036,1993,3367,2976,2831
"AT5G23150",2193,3297,2360,4384,3065,3312
"AT5G23155",38,56,25,54,58,55
"AT5G23160",12,14,14,8,13,12
"AT5G23170",120,135,105,88,74,79
"AT5G23180",0,0,1,0,0,0
"AT5G23190",195,304,259,98,183,277
"AT5G23200",853,1376,875,1215,1162,1203
"AT5G23210",2880,5210,1972,3184,1705,1562
"AT5G23212",0,0,0,0,0,0
"AT5G23220",231,349,474,335,332,1023
"AT5G23230",90,156,107,186,195,138
"AT5G23240",3314,3435,2462,5776,1944,3095
"AT5G23250",2209,3413,2025,2338,2933,2977
"AT5G23260",0,0,6,0,4,2
"AT5G23270",16,33,16,29,20,16
"AT5G23280",1810,2313,1214,3243,2488,2009
"AT5G23290",1312,1964,1210,1742,1713,1677
"AT5G23300",1520,2634,1525,1551,2236,2263
"AT5G23310",3860,4084,2383,2892,3420,3406
"AT5G23320",97,112,63,128,111,123
"AT5G23330",606,754,424,810,602,689
"AT5G23340",963,1739,875,1874,1320,1074
"AT5G23350",159,185,135,67,141,124
"AT5G23360",200,237,144,104,151,163
"AT5G23370",92,88,64,51,114,107
"AT5G23380",482,717,341,691,423,422
"AT5G23390",1523,2175,1370,2587,1822,1958
"AT5G23395",997,1519,967,1576,1223,1399
"AT5G23400",451,696,424,360,375,433
"AT5G23405",631,896,592,1317,797,833
"AT5G23410",353,475,268,522,452,388
"AT5G23411",29,31,19,49,38,32
"AT5G23420",1416,1483,1265,1137,1128,1564
"AT5G23430",1105,1677,1245,1317,1311,1701
"AT5G23440",1415,2008,1128,2075,1761,1584
"AT5G23450",3854,6544,3540,7469,5804,4955
"AT5G23460",192,314,162,277,300,190
"AT5G23470",0,0,0,0,0,0
"AT5G23480",323,509,155,128,418,237
"AT5G23490",911,1349,695,1314,1094,946
"AT5G23510",1978,4482,2667,6273,4789,3704
"AT5G23520",918,1438,973,1408,1265,1213
"AT5G23530",542,942,540,579,670,885
"AT5G23535",1769,2687,1760,1907,2412,2566
"AT5G23540",5605,9105,5097,8159,9039,7309
"AT5G23550",626,937,535,868,675,813
"AT5G23570",665,1109,605,587,715,732
"AT5G23575",3458,4193,3291,4669,3305,4268
"AT5G23580",932,1365,937,1184,1369,1596
"AT5G23590",1149,2013,1097,1813,1817,1640
"AT5G23600",46,79,51,74,56,77
"AT5G23610",2219,3807,2121,4007,3195,3220
"AT5G23630",3952,7022,3952,7029,6337,6114
"AT5G23640",0,0,0,0,0,0
"AT5G23650",0,0,0,0,0,0
"AT5G23660",2024,2661,1688,5555,4305,4123
"AT5G23665",0,0,0,0,0,0
"AT5G23670",2071,3604,1917,4140,3386,2880
"AT5G23680",543,717,494,817,777,779
"AT5G23690",695,972,687,757,847,910
"AT5G23700",25,32,35,30,17,34
"AT5G23710",914,1583,1033,1243,1337,1335
"AT5G23720",871,1182,830,1264,1045,1123
"AT5G23730",734,1464,527,306,1044,663
"AT5G23740",11321,17612,10502,11185,14289,15208
"AT5G23750",194,537,306,172,372,349
"AT5G23760",1098,1736,1030,1436,1613,1316
"AT5G23770",122,96,107,130,116,93
"AT5G23780",61,82,41,58,34,61
"AT5G23790",0,2,2,2,6,2
"AT5G23800",186,290,190,212,214,295
"AT5G23810",389,291,405,1015,541,991
"AT5G23820",5418,11218,4752,32098,36040,31018
"AT5G23830",841,866,1146,4783,3998,7974
"AT5G23840",44,64,69,439,357,538
"AT5G23850",888,1624,1039,1710,2191,1827
"AT5G23860",2447,4401,2246,3554,4979,3668
"AT5G23870",525,825,450,518,677,483
"AT5G23880",1245,2029,1271,1673,1714,1818
"AT5G23890",4460,6373,3835,6822,5661,5522
"AT5G23900",9232,15484,9643,10945,13349,15342
"AT5G23903",2,0,0,0,0,0
"AT5G23908",3,3,3,8,2,4
"AT5G23910",443,460,485,326,275,492
"AT5G23920",3458,5096,2167,2757,2812,2402
"AT5G23930",106,128,133,106,109,210
"AT5G23940",1334,4034,1467,1963,2457,1742
"AT5G23950",32,28,19,34,30,23
"AT5G23960",0,0,0,0,0,0
"AT5G23970",0,0,2,0,0,0
"AT5G23980",223,282,229,302,130,224
"AT5G23989",0,0,0,0,0,0
"AT5G23990",217,470,246,182,144,130
"AT5G24000",754,1118,619,908,758,651
"AT5G24010",582,918,612,901,782,880
"AT5G24020",1978,2958,1634,1923,2295,2390
"AT5G24030",2616,6222,3448,1726,4242,3842
"AT5G24040",17,37,18,12,19,14
"AT5G24050",0,0,0,0,0,0
"AT5G24060",2987,3462,2084,4106,2511,2603
"AT5G24070",15,45,37,47,38,72
"AT5G24080",20,8,8,0,9,14
"AT5G24090",365,481,430,389,341,687
"AT5G24100",119,130,121,46,75,176
"AT5G24105",167,210,81,70,83,68
"AT5G24110",93,150,140,46,65,100
"AT5G24120",1693,3979,1084,590,3029,1650
"AT5G24130",0,4,4,2,20,4
"AT5G24140",40,139,75,406,466,489
"AT5G24150",2204,5769,1660,813,5130,2418
"AT5G24155",214,304,179,142,298,227
"AT5G24160",2202,4776,3110,8469,7439,5927
"AT5G24165",6130,10080,3946,6856,5925,4260
"AT5G24170",359,663,335,495,436,424
"AT5G24180",0,2,0,2,0,2
"AT5G24190",10,18,12,4,6,10
"AT5G24200",56,177,172,30,78,167
"AT5G24205",144,228,83,302,159,147
"AT5G24206",53,140,55,146,107,84
"AT5G24210",6888,19531,4881,3363,8498,4816
"AT5G24220",18,27,23,15,16,27
"AT5G24230",231,380,372,356,308,478
"AT5G24240",44,93,72,92,64,88
"AT5G24250",0,2,3,3,2,0
"AT5G24260",1625,2443,1466,3032,2150,2140
"AT5G24270",583,1075,527,832,566,753
"AT5G24280",690,813,707,755,778,1283
"AT5G24290",414,613,474,2037,1912,2248
"AT5G24300",5120,8831,3615,5555,6783,4575
"AT5G24310",331,483,327,297,333,382
"AT5G24313",92,124,93,110,81,141
"AT5G24314",5128,6349,2828,4743,4502,3342
"AT5G24316",67,48,25,67,33,28
"AT5G24318",159,253,138,333,231,213
"AT5G24320",938,1732,1070,1987,1611,1427
"AT5G24330",162,129,117,118,124,158
"AT5G24340",667,981,633,969,618,777
"AT5G24350",2068,3150,2073,3914,3154,3144
"AT5G24352",133,179,109,178,176,136
"AT5G24355",2,4,1,9,11,2
"AT5G24360",1163,1809,1162,2116,1720,1661
"AT5G24370",4,0,0,2,2,5
"AT5G24380",3471,7176,3245,3850,7689,5661
"AT5G24390",354,420,318,322,392,404
"AT5G24400",2584,4398,2625,3853,3696,3406
"AT5G24410",19,32,50,65,41,114
"AT5G24420",222,284,295,6676,6318,5908
"AT5G24430",1225,2529,1466,3141,2177,2202
"AT5G24440",0,2,0,0,0,0
"AT5G24450",1762,2748,1612,3448,2403,2288
"AT5G24460",1806,2640,1365,2184,2085,1891
"AT5G24470",1727,1123,1338,2538,795,1575
"AT5G24480",3,1,1,6,2,2
"AT5G24490",7220,9097,3417,14412,5368,3639
"AT5G24500",1575,2407,1256,2382,1945,1675
"AT5G24510",8,19,18,12,15,19
"AT5G24520",1729,3250,1389,2383,2375,1852
"AT5G24530",830,1586,960,822,678,939
"AT5G24540",0,0,4,0,0,4
"AT5G24550",0,0,4,7,6,9
"AT5G24560",0,0,0,0,0,0
"AT5G24570",744,1236,504,900,761,581
"AT5G24580",223,249,230,79,160,266
"AT5G24590",2072,4464,1827,3727,2428,2301
"AT5G24593",0,0,0,0,0,0
"AT5G24600",85,178,93,166,230,249
"AT5G24610",2266,2443,1761,3776,2150,2877
"AT5G24620",3439,4473,2802,5902,3720,4749
"AT5G24630",629,903,662,805,733,914
"AT5G24640",230,376,336,263,210,446
"AT5G24650",3051,4517,2256,3815,4237,3362
"AT5G24655",67,118,78,12,122,75
"AT5G24660",1446,1876,1288,163,2722,1851
"AT5G24670",3075,3320,2681,5578,3218,4277
"AT5G24680",293,367,257,512,317,338
"AT5G24690",10093,13518,7285,12772,10814,9395
"AT5G24710",3112,5380,3321,5079,4263,4356
"AT5G24735",1499,2019,932,2934,1411,1395
"AT5G24740",2304,3200,2713,4648,2967,3641
"AT5G24750",307,425,278,442,409,393
"AT5G24760",1341,2287,1650,1634,2092,3098
"AT5G24770",836,3351,2450,27169,70278,39441
"AT5G24780",607,1817,2068,31653,56921,37523
"AT5G24790",0,0,0,0,0,1
"AT5G24800",1232,1321,1008,1741,1727,1638
"AT5G24810",4486,9718,4293,6952,6620,5870
"AT5G24820",0,0,1,6,2,2
"AT5G24825",2,2,2,2,2,0
"AT5G24830",538,810,568,1029,707,800
"AT5G24840",1049,1820,1130,1147,1640,1547
"AT5G24850",1632,2424,1075,1380,1827,1697
"AT5G24860",0,2,0,10,2,10
"AT5G24870",531,1218,516,928,1001,774
"AT5G24879",0,3,0,0,0,0
"AT5G24880",56,78,66,78,50,99
"AT5G24890",2062,3835,1839,2843,2579,2129
"AT5G24900",44,16,57,18,20,55
"AT5G24910",22,44,31,87,31,58
"AT5G24920",107,207,84,317,188,150
"AT5G24930",6900,12236,4820,10611,10497,6276
"AT5G24940",0,0,0,0,2,0
"AT5G24950",1,0,0,0,0,0
"AT5G24960",57,40,60,80,32,79
"AT5G24970",760,970,740,951,870,990
"AT5G24980",433,707,405,580,523,595
"AT5G24990",161,233,205,87,257,212
"AT5G25000",0,0,1,0,1,2
"AT5G25010",94,122,103,64,79,94
"AT5G25020",55,59,40,31,60,67
"AT5G25030",0,0,0,0,0,0
"AT5G25040",911,1347,557,1218,1258,843
"AT5G25050",644,1364,729,922,903,924
"AT5G25060",2683,4400,2672,4590,4043,3404
"AT5G25070",965,1579,957,2512,1611,1411
"AT5G25080",1312,2112,1125,1590,1570,1401
"AT5G25090",487,451,384,243,267,561
"AT5G25100",5738,9871,5845,6438,7734,7229
"AT5G25102",0,0,0,0,0,0
"AT5G25110",186,185,194,293,100,211
"AT5G25120",653,1408,689,366,634,553
"AT5G25130",131,329,112,72,162,113
"AT5G25140",243,721,284,127,305,217
"AT5G25150",1102,1679,898,1403,1343,1352
"AT5G25160",75,66,121,62,34,86
"AT5G25170",891,2041,1119,1450,1651,1443
"AT5G25180",17,53,24,21,31,30
"AT5G25190",408,1342,468,124,406,326
"AT5G25200",0,0,0,0,0,0
"AT5G25210",521,927,473,497,329,335
"AT5G25220",2051,3217,1584,2276,3529,2516
"AT5G25230",83,175,90,97,120,133
"AT5G25240",190,310,126,72,118,62
"AT5G25250",1283,3926,2012,3701,5920,3328
"AT5G25260",295,953,765,213,229,432
"AT5G25265",3873,7095,3581,6580,4516,4124
"AT5G25270",3448,5505,3059,6123,5056,4784
"AT5G25280",7426,16620,5487,5771,9068,5445
"AT5G25290",2,0,0,0,6,0
"AT5G25300",2,2,0,2,0,0
"AT5G25310",7,7,18,9,9,16
"AT5G25320",2,3,1,0,1,1
"AT5G25330",0,0,0,0,0,0
"AT5G25340",1957,2695,1455,2766,2039,1850
"AT5G25350",11198,19565,9197,18723,14773,11622
"AT5G25360",2161,3482,1399,2366,3150,2242
"AT5G25370",134,152,144,189,130,246
"AT5G25380",41,56,44,27,31,49
"AT5G25390",2,2,0,4,0,0
"AT5G25400",3,0,0,0,0,2
"AT5G25410",0,0,0,0,0,0
"AT5G25415",0,2,0,0,0,0
"AT5G25420",0,0,0,0,0,0
"AT5G25422",0,0,0,0,0,0
"AT5G25425",0,0,0,0,0,1
"AT5G25430",0,0,0,1,0,0
"AT5G25440",886,2238,1975,1017,1113,1348
"AT5G25450",298,1153,418,221,1508,611
"AT5G25460",19379,41976,11951,14479,12083,9676
"AT5G25470",67,109,36,59,34,38
"AT5G25475",381,525,325,464,397,512
"AT5G25480",375,503,260,352,383,394
"AT5G25490",275,278,221,218,201,265
"AT5G25500",329,378,273,320,324,313
"AT5G25510",1927,2676,1614,2454,2224,2050
"AT5G25520",2383,3695,1901,3432,3287,2910
"AT5G25530",0,4,0,1,4,4
"AT5G25540",1703,2728,1950,3207,2505,2655
"AT5G25550",0,0,0,0,2,0
"AT5G25560",5615,9302,5228,9837,7484,7842
"AT5G25570",235,275,192,307,201,237
"AT5G25580",229,270,233,254,171,257
"AT5G25585",0,0,0,0,0,0
"AT5G25590",839,971,569,552,761,768
"AT5G25600",0,0,0,0,2,0
"AT5G25610",8497,25918,8537,6677,10990,6216
"AT5G25620",228,221,196,235,156,203
"AT5G25625",0,0,0,0,0,0
"AT5G25630",4051,5807,2674,5329,3670,3330
"AT5G25640",63,77,92,58,60,141
"AT5G25750",53,36,46,39,54,106
"AT5G25752",1458,2115,1175,1903,1760,1460
"AT5G25754",1122,1492,1035,1481,1271,1433
"AT5G25757",1300,1930,1268,1561,1577,1992
"AT5G25760",1350,2184,1322,2143,1767,1634
"AT5G25770",958,977,947,1942,992,1612
"AT5G25780",2658,4613,3010,3105,3868,3981
"AT5G25790",114,158,124,231,172,166
"AT5G25800",756,1200,815,1144,990,1133
"AT5G25810",225,235,277,153,172,343
"AT5G25820",390,467,455,572,369,620
"AT5G25830",339,297,176,281,203,257
"AT5G25840",734,1444,459,1116,1042,498
"AT5G25850",0,0,0,0,0,0
"AT5G25860",0,0,0,0,0,0
"AT5G25870",0,0,0,0,0,0
"AT5G25880",134,342,131,199,206,152
"AT5G25890",1286,1405,1301,924,896,1639
"AT5G25900",2084,3793,1576,6066,4132,2764
"AT5G25910",141,269,186,454,213,218
"AT5G25920",14,31,18,19,13,38
"AT5G25930",2278,7882,3955,3840,7570,6493
"AT5G25940",1835,3027,1648,4612,3249,3247
"AT5G25950",0,0,2,0,0,0
"AT5G25960",2,10,0,4,4,9
"AT5G25970",86,107,101,30,71,119
"AT5G25980",16592,29344,13752,30712,29009,22427
"AT5G25990",37,55,28,78,17,39
"AT5G26000",59532,149158,52636,130479,126488,74426
"AT5G26010",261,504,230,284,172,184
"AT5G26030",6120,16589,6947,8055,14756,10885
"AT5G26038",911,1646,805,935,1299,1154
"AT5G26040",416,461,370,728,327,488
"AT5G26050",0,0,0,0,0,0
"AT5G26060",0,0,0,0,0,0
"AT5G26070",2,0,0,0,2,12
"AT5G26080",8,10,11,0,3,4
"AT5G26090",1,2,0,4,2,0
"AT5G26100",0,0,0,0,0,0
"AT5G26110",1322,2144,1281,2006,2075,1979
"AT5G26114",0,0,0,0,0,0
"AT5G26120",0,2,2,0,0,0
"AT5G26130",0,0,0,0,0,0
"AT5G26140",4,2,0,2,2,6
"AT5G26146",6,0,1,0,0,2
"AT5G26147",1,0,0,0,0,0
"AT5G26150",0,0,1,0,0,0
"AT5G26160",791,1133,684,1159,918,1098
"AT5G26170",134,166,123,167,126,152
"AT5G26180",1809,2858,1651,2246,2399,2653
"AT5G26190",24,47,68,60,31,36
"AT5G26200",216,523,313,3029,215,231
"AT5G26210",1363,2300,1361,2179,2115,1881
"AT5G26220",1406,1905,872,357,3679,1877
"AT5G26230",213,309,245,109,165,231
"AT5G26240",1746,2177,1527,2851,2016,2277
"AT5G26250",5,6,2,6,2,10
"AT5G26260",3417,4321,4033,14475,13227,19703
"AT5G26262",0,0,0,0,0,1
"AT5G26270",448,1029,365,1590,1135,870
"AT5G26280",9080,13385,8531,33078,20612,31211
"AT5G26290",308,198,264,611,413,932
"AT5G26300",15,20,8,37,22,38
"AT5G26310",62,110,96,57,53,119
"AT5G26320",25,26,26,50,18,58
"AT5G26330",146,279,181,153,165,217
"AT5G26340",5189,12285,8182,17926,17678,16339
"AT5G26360",9613,15939,9468,13105,13727,13347
"AT5G26570",4201,4635,2641,5226,3558,3549
"AT5G26580",1,0,0,0,0,1
"AT5G26594",0,0,0,0,0,0
"AT5G26600",2143,3603,2180,6430,4840,4874
"AT5G26610",979,1234,854,1772,1200,1477
"AT5G26617",0,2,0,0,0,2
"AT5G26620",5,0,1,0,0,0
"AT5G26622",889,1175,755,1358,694,1049
"AT5G26630",4,8,0,2,4,4
"AT5G26640",0,0,0,0,0,0
"AT5G26650",0,0,0,0,0,0
"AT5G26660",158,313,181,352,365,341
"AT5G26667",4585,7631,5292,5849,5823,6479
"AT5G26670",494,466,360,303,286,423
