gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,uniprot_id,ipath_id
AT3G15240,97.01220458347197,-1.5655418215611079,0.3222338333708753,-4.858402996308728,1.1833636050843136e-6,5.1863495010403965e-5,F4IXI5,UNIPROT:F4IXI5
AT3G15370,46.99646320362434,-1.7376245436952573,0.4185280918917928,-4.151751285895778,3.299407220560841e-5,7.855582318067379e-4,A0A1I9LSN2,UNIPROT:A0A1I9LSN2
AT3G15450,4835.383100761383,-2.002999948075383,0.31324525130862463,-6.394350559849123,1.6123114516249868e-10,3.137196704709274e-8,A0A384KZU0,UNIPROT:A0A384KZU0
AT3G16220,69.85361914754341,-1.5386474791897355,0.3428552812067759,-4.4877461819285145,7.1980612766717466e-6,2.2786457373879103e-4,A0A178VAU1,UNIPROT:A0A178VAU1
AT3G16340,997.7354698243022,-1.520729097672784,0.18902454210704442,-8.045141020955874,8.614616462314103e-16,6.780530123901837e-13,F4J1I6,UNIPROT:F4J1I6
AT3G16770,5926.93540164425,-1.3382111206432497,0.16941700669000276,-7.898918454461261,2.8133385392828374e-15,2.0483827151662234e-12,P42736,UNIPROT:P42736
AT3G18560,170.98950703174225,-1.7186350443086806,0.22885725331009762,-7.5096376429020575,5.929124907813073e-14,3.112239030098811e-11,A0A384KUG2,UNIPROT:A0A384KUG2
AT3G19030,825.0084445310521,-1.1103925120046583,0.29884126973297537,-3.7156598651746826,2.0267407356158758e-4,0.003274557275847239,Q9LJ63,UNIPROT:Q9LJ63
AT3G19390,713.3647604820833,-1.0343708843766881,0.20542475514064576,-5.0352786530936715,4.771542078001301e-7,2.4758270400590196e-5,Q9LT78,UNIPROT:Q9LT78
AT3G20380,197.24519563466026,-1.4166320057744184,0.34839177151209366,-4.066203973836515,4.77851160260958e-5,0.0010594870862721103,A0A178VBB1,UNIPROT:A0A178VBB1
AT3G20640,147.84043388127438,-1.3032187317321355,0.24024356376602898,-5.424572926337907,5.809326896179045e-8,4.385361785072148e-6,A0A1I9LLG5,UNIPROT:A0A1I9LLG5
AT3G20830,574.6101049555909,-1.1363307056702736,0.23332314375821106,-4.870201418372086,1.1148454699452648e-6,4.9339562945361906e-5,Q9LT38,UNIPROT:Q9LT38
AT3G20840,23.58921094626567,-1.7052265792074526,0.5024590222146095,-3.393762483737667,6.893945636969665e-4,0.008426656940010508,Q5YGP8,UNIPROT:Q5YGP8
AT3G20940,155.2358221981211,-1.4978408906643084,0.2943985984337798,-5.087798986248311,3.6224302132710363e-7,1.9941920083839163e-5,Q9LIG9,UNIPROT:Q9LIG9
AT3G20960,360.4267016385004,-1.2310412194563718,0.250453837272796,-4.915241997731955,8.867285757965226e-7,4.152354913755874e-5,Q8GYY9,UNIPROT:Q8GYY9
AT3G21260,85.13106873555927,-1.3478641912071534,0.34214916459944694,-3.9394051795657434,8.168387750354099e-5,0.001621536322895711,A0A178V9B2,UNIPROT:A0A178V9B2
AT3G21530,49.93201006518543,-2.2085617368439605,0.38430183582065447,-5.746945580230456,9.086995920338844e-9,9.365414836436896e-7,A0A1I9LPP5,UNIPROT:A0A1I9LPP5
AT3G21770,1133.241414107795,-1.7306195416572099,0.32802585241648674,-5.275863255618898,1.3213259218887655e-7,8.823564314482642e-6,Q9LSY7,UNIPROT:Q9LSY7
AT3G22740,28.501308429052376,-1.8473102162231247,0.4900324703412107,-3.7697710417777794,1.6339737497335583e-4,0.0027792329694978253,Q8LAX0,UNIPROT:Q8LAX0
AT3G22800,1528.8000392805984,-1.1583871448894438,0.2711588021071985,-4.271987985960688,1.9373801664972675e-5,5.03785803433293e-4,A0A178VCE5,UNIPROT:A0A178VCE5
AT3G23430,2258.921854218123,-2.085572845909343,0.3291507865537079,-6.33622318739025,2.3546563390845495e-10,4.2860442120546265e-8,Q8S403,UNIPROT:Q8S403
AT3G24310,59.04216236047592,-2.149008517474951,0.3822734101285503,-5.621653142844243,1.8913872552767615e-8,1.7640703197872637e-6,A0A384L796,UNIPROT:A0A384L796
AT3G25560,184.12098476600113,-1.0102788553525797,0.2480790944518061,-4.0724062524697935,4.652993028906388e-5,0.0010357268802312237,F4JA15,UNIPROT:F4JA15
AT3G26130,61.36742550528188,-1.4869811905342203,0.39328401361044624,-3.780934742003263,1.5624062845053394e-4,0.0026756503981464354,A0A1I9LS67,UNIPROT:A0A1I9LS67
AT3G26210,423.0517279459569,-1.102624884687863,0.1820851947506922,-6.055543868888172,1.3994402866686568e-9,1.9741729193998907e-7,Q9LTM0,UNIPROT:Q9LTM0
AT3G26220,87.4019618157245,-2.0063814909401616,0.3459326947098796,-5.79991865938788,6.634709443353376e-9,7.304976919313612e-7,O65785,UNIPROT:O65785
AT3G26610,192.249465702897,-1.70208198307447,0.3387355776820248,-5.024810191837112,5.039306845299451e-7,2.5968537626770295e-5,A0A178VPE8,UNIPROT:A0A178VPE8
AT3G26760,298.48316985552145,-1.132028271063658,0.2083698199391636,-5.432784226593703,5.548148125752258e-8,4.244991571062855e-6,Q9LW35,UNIPROT:Q9LW35
AT3G27150,113.58113913046184,-1.8966312218972052,0.42362010615074447,-4.477198306593815,7.562899288035796e-6,2.377467964209693e-4,Q9LI89,UNIPROT:Q9LI89
AT3G27650,76.06444563121485,-1.3524970273609462,0.34717554869329226,-3.8957150999012096,9.790942483967887e-5,0.00185707027567764,A0A178VL46,UNIPROT:A0A178VL46
AT3G27884,183.8953519656374,-2.1772870628225407,0.4494672423179,-4.8441507140637965,1.2715438900897355e-6,5.511134282627103e-5,NA,NA
AT3G28917,28.212510839850353,-1.8896885456905428,0.49114938890754367,-3.847482229172165,1.1933793043384576e-4,0.0021462760381054445,Q9LJW5,UNIPROT:Q9LJW5
AT3G29810,323.05151470659354,-1.0324745955570718,0.2014857187142059,-5.124306586818535,2.986347196148691e-7,1.7157453089974934e-5,Q8L8Q7,UNIPROT:Q8L8Q7
AT3G32980,10236.505462815487,-1.1543159228008606,0.26653508918246793,-4.330821605295746,1.4855400170256424e-5,4.0940322007674944e-4,Q9LHB9,UNIPROT:Q9LHB9
AT3G45300,1109.520327912415,-1.1661229123770713,0.22523622207121918,-5.177332942515551,2.250803327380187e-7,1.3547435173946187e-5,Q9SWG0,UNIPROT:Q9SWG0
AT3G46130,251.65557702150312,-2.6016158333614654,0.33515335036869187,-7.762464049664155,8.32949871465704e-15,5.081219337527677e-12,A0A178V991,UNIPROT:A0A178V991
AT3G46280,536.4814464975731,-1.0782465131101455,0.2878767055010334,-3.745514980913504,1.8002410339149964e-4,0.0029899367458789835,Q8GYH9,UNIPROT:Q8GYH9
AT3G46690,111.40177532848611,-1.716554600481518,0.2869037302250126,-5.983033399862944,2.1901983376200816e-9,2.816133528048503e-7,Q9STE3,UNIPROT:Q9STE3
