gene,Atha_WT_Col_0_sl_FLT_Rep1_G1S1,Atha_WT_Col_0_sl_FLT_Rep2_G1S2,Atha_WT_Col_0_sl_FLT_Rep3_G1S3,Atha_WT_Col_0_sl_GC_Rep1_G2S1,Atha_WT_Col_0_sl_GC_Rep2_G2S2,Atha_WT_Col_0_sl_GC_Rep3_G2S3
AT2G25350,134,144,122,104,147,154
AT2G25355,93,43,40,75,61,77
AT2G25360,2,1,0,2,5,0
AT2G25370,2,4,7,7,12,4
AT2G25400,0,0,0,0,0,0
AT2G25409,1,2,2,3,4,4
AT2G25410,5,11,13,23,30,22
AT2G25420,156,59,67,80,101,87
AT2G25430,3955,2763,2772,3518,3975,4305
AT2G25440,0,3,5,8,10,8
AT2G25450,739,1048,1222,745,2750,2001
AT2G25460,86,136,106,111,171,140
AT2G25470,5,12,25,11,20,10
AT2G25480,472,194,204,150,222,239
AT2G25482,9,9,12,10,12,5
AT2G25490,8291,5543,5538,8727,8040,9726
AT2G25500,1,0,0,1,1,1
AT2G25510,71,37,31,28,90,85
AT2G25520,4025,3007,2857,2504,4140,4335
AT2G25530,114,98,116,18,39,32
AT2G25540,30,8,24,23,12,26
AT2G25560,294,210,204,300,280,347
AT2G25565,0,1,0,2,0,0
AT2G25570,146,77,79,62,84,100
AT2G25580,172,142,134,91,187,187
AT2G25590,37,19,33,33,38,37
AT2G25600,5,8,8,12,10,6
AT2G25605,134,75,81,57,70,102
AT2G25610,581,391,338,255,376,426
AT2G25620,395,231,202,163,281,228
AT2G25625,64,15,24,21,36,31
AT2G25630,1,2,1,6,4,1
AT2G25640,442,239,286,242,257,369
AT2G25650,344,187,166,288,245,328
AT2G25660,1679,925,905,1316,1260,1528
AT2G25670,1794,1126,1175,1609,1563,1746
AT2G25680,7,19,29,54,43,42
AT2G25685,1,0,0,0,4,5
AT2G25690,184,149,151,113,228,165
AT2G25700,0,0,5,8,6,2
AT2G25710,293,205,208,227,273,284
AT2G25720,171,109,104,77,144,144
AT2G25730,2900,1629,1627,2060,2384,2772
AT2G25735,43,23,32,60,39,71
AT2G25737,181,120,151,77,143,158
AT2G25740,431,196,230,230,281,333
AT2G25760,1382,685,757,1064,1030,1169
AT2G25770,11,14,15,21,30,35
AT2G25780,1,2,3,2,1,2
AT2G25790,838,737,943,839,1324,1222
AT2G25800,2874,1743,1823,2053,2209,2846
AT2G25810,1248,376,450,827,690,1178
AT2G25820,5,5,8,7,14,2
AT2G25830,733,536,591,190,429,348
AT2G25840,819,598,648,345,530,531
AT2G25850,585,388,470,551,660,770
AT2G25870,1317,898,984,700,916,1022
AT2G25880,1014,110,135,236,201,315
AT2G25890,807,51,66,193,113,219
AT2G25900,1006,641,752,1917,2431,2596
AT2G25905,1,0,0,0,0,0
AT2G25910,1455,886,997,994,1112,1514
AT2G25920,429,238,245,228,317,424
AT2G25930,1670,1361,1522,2044,2040,2675
AT2G25940,82,43,78,153,129,179
AT2G25950,235,194,244,128,229,281
AT2G25964,1027,133,135,1322,165,1250
AT2G25970,4434,2318,2564,3436,3326,4347
AT2G25980,332,257,305,175,489,393
AT2G25990,0,0,0,0,0,0
AT2G26000,246,115,108,162,160,220
AT2G26010,1,0,0,0,0,0
AT2G26020,0,0,0,0,0,0
AT2G26030,146,99,68,97,133,160
AT2G26040,334,416,585,305,231,375
AT2G26050,0,0,0,0,0,1
AT2G26060,874,309,333,644,409,750
AT2G26070,259,159,143,193,209,297
AT2G26080,6134,2944,3299,3768,4590,4918
AT2G26090,0,0,0,0,0,0
AT2G26100,383,303,313,206,306,313
AT2G26110,891,850,818,514,1220,1146
AT2G26120,0,1,1,0,1,0
AT2G26130,5,1,5,3,2,2
AT2G26135,5,2,0,1,3,10
AT2G26140,2573,1409,1581,1634,1961,2148
AT2G26150,170,193,133,71,62,53
AT2G26160,0,6,8,7,9,3
AT2G26170,252,309,311,297,430,520
AT2G26180,50,42,34,20,37,36
AT2G26190,791,663,665,996,936,1112
AT2G26200,339,182,202,233,213,251
AT2G26210,681,406,479,874,660,1086
AT2G26211,0,1,2,0,1,1
AT2G26230,1034,557,511,584,836,1055
AT2G26240,531,320,310,482,543,776
AT2G26250,13797,10512,9927,7337,9794,10209
AT2G26260,376,201,204,157,247,272
AT2G26270,187,104,115,66,130,128
AT2G26280,1558,901,991,1234,1298,1638
AT2G26290,89,98,114,79,230,201
AT2G26300,1346,1129,1165,1086,1412,1555
AT2G26310,99,48,37,44,51,72
AT2G26320,0,0,0,0,0,1
AT2G26330,6685,3614,3412,2574,2627,3447
AT2G26340,708,539,578,314,444,461
AT2G26350,341,178,144,189,213,282
AT2G26355,358,307,335,323,598,547
AT2G26360,32,13,24,19,30,27
AT2G26370,39,37,55,44,150,134
AT2G26380,3,5,5,7,8,8
AT2G26390,54,59,73,46,78,69
AT2G26400,79,126,210,274,112,378
AT2G26410,127,109,131,268,222,255
AT2G26420,25,37,44,76,75,39
AT2G26430,1270,666,773,1067,884,1443
AT2G26440,2072,1125,1166,534,791,809
AT2G26450,4,7,4,8,10,8
AT2G26460,611,247,303,486,392,484
AT2G26470,202,130,142,132,180,196
AT2G26480,46,39,34,72,65,81
AT2G26490,2,2,6,12,6,5
AT2G26500,2319,1868,1610,937,1636,2076
AT2G26510,2061,1180,1269,1099,1284,1727
AT2G26515,2,1,2,1,2,0
AT2G26520,8,11,15,12,14,9
AT2G26530,113,184,159,96,196,157
AT2G26540,462,449,473,151,417,335
AT2G26550,455,275,271,174,264,252
AT2G26560,87,42,42,155,170,200
AT2G26570,1040,769,746,1353,1353,1492
AT2G26580,129,123,112,12,81,51
AT2G26590,716,417,387,435,480,601
AT2G26600,301,220,242,257,381,479
AT2G26610,6,12,11,21,14,9
AT2G26620,0,3,6,0,4,5
AT2G26640,669,390,369,283,505,512
AT2G26650,1800,1062,1173,2478,2087,3206
AT2G26660,733,404,323,314,308,487
AT2G26670,1839,1367,1331,1323,1848,2066
AT2G26680,1028,735,735,378,747,693
AT2G26690,2125,1634,1496,965,2351,2027
AT2G26692,16,18,12,7,29,23
AT2G26695,34,14,27,40,119,115
AT2G26700,200,78,100,107,109,155
AT2G26710,547,488,449,462,670,621
AT2G26720,1,2,2,11,7,1
AT2G26730,1894,1263,1175,1137,1610,1639
AT2G26740,162,455,460,155,554,374
AT2G26750,14,9,15,11,29,12
AT2G26760,270,191,201,234,381,390
AT2G26770,690,346,352,387,449,577
AT2G26780,1366,847,906,919,1141,1247
AT2G26790,58,51,79,64,59,59
AT2G26800,560,453,550,665,674,844
AT2G26810,101,68,67,47,86,77
AT2G26820,9,23,23,15,62,46
AT2G26830,223,149,113,68,212,173
AT2G26840,99,70,76,28,58,52
AT2G26850,2,9,6,16,13,6
AT2G26860,96,53,46,43,53,83
AT2G26865,0,0,0,0,1,0
AT2G26870,273,142,148,99,156,166
AT2G26880,1,5,3,9,15,5
AT2G26882,0,2,3,3,10,0
AT2G26890,4911,3029,3290,3829,4454,5011
AT2G26900,1697,1221,1287,565,1103,1059
AT2G26910,3624,2843,2682,1795,2980,2922
AT2G26920,1064,590,600,930,858,1128
AT2G26930,480,361,376,133,325,256
AT2G26940,1,2,10,11,14,7
AT2G26950,0,2,2,1,4,3
AT2G26960,1,1,5,16,6,8
AT2G26970,129,67,65,87,85,130
AT2G26975,264,320,291,148,288,273
AT2G26980,1133,983,1098,1290,1635,1804
AT2G26990,1257,682,713,754,944,1178
AT2G27000,396,375,357,375,420,521
AT2G27010,136,136,155,128,213,182
AT2G27020,2172,910,981,932,1308,1306
AT2G27030,1205,768,745,485,901,975
AT2G27035,29,20,24,6,22,14
AT2G27040,1462,852,889,464,867,779
AT2G27050,1808,1146,1016,1132,1449,1700
AT2G27060,800,561,601,518,637,670
AT2G27070,0,2,6,3,5,2
AT2G27080,382,454,641,452,1230,942
AT2G27090,581,423,464,618,634,807
AT2G27100,2050,1155,1192,1803,1426,1947
AT2G27110,660,300,317,490,457,596
AT2G27120,18,66,64,13,44,31
AT2G27130,105,97,111,52,97,72
AT2G27140,18,33,42,35,118,115
AT2G27145,0,0,0,0,0,0
AT2G27150,453,240,257,366,422,473
AT2G27160,0,3,0,7,4,0
AT2G27170,1362,685,756,823,1111,1257
AT2G27180,5,6,10,27,23,10
AT2G27190,2336,1139,1033,856,901,1179
AT2G27200,490,228,267,349,360,462
AT2G27210,1151,563,679,875,923,1087
AT2G27220,8,4,12,9,12,11
AT2G27229,4,4,6,7,3,4
AT2G27230,1564,968,937,1317,1248,1454
AT2G27240,1,1,4,3,2,0
AT2G27250,4,7,4,4,4,9
AT2G27260,643,551,601,397,637,646
AT2G27270,8,2,4,5,7,10
AT2G27280,7,10,5,6,15,8
AT2G27285,280,208,186,237,308,309
AT2G27290,378,281,293,171,260,302
AT2G27300,203,7,18,72,8,58
AT2G27310,307,257,287,391,430,488
AT2G27313,0,0,1,2,0,0
AT2G27315,1,0,2,2,2,2
AT2G27320,3,1,1,3,1,1
AT2G27330,216,150,153,100,177,211
AT2G27340,189,83,101,53,112,133
AT2G27350,962,516,494,800,847,937
AT2G27360,1135,816,733,538,759,843
AT2G27370,402,493,447,307,882,773
AT2G27380,2591,2436,2395,1362,4939,3124
AT2G27385,1386,1551,1230,759,1531,1587
AT2G27389,34,23,38,66,57,47
AT2G27390,20,16,29,34,52,39
AT2G27400,250,147,162,115,180,220
AT2G27402,145,90,81,35,47,70
AT2G27410,0,1,3,4,5,2
AT2G27420,72,77,54,26,33,20
AT2G27430,23,16,29,77,85,102
AT2G27450,689,356,397,366,474,595
AT2G27460,803,372,396,360,514,571
AT2G27470,70,32,34,56,75,58
AT2G27480,85,43,46,65,67,71
AT2G27490,238,118,158,192,187,248
AT2G27500,1025,901,869,692,1088,1189
AT2G27505,7,4,9,10,9,4
AT2G27507,1,0,0,0,0,0
AT2G27510,2010,1154,1450,1316,1766,1883
AT2G27520,11,6,10,4,9,12
AT2G27530,5023,3154,3084,3135,3041,4314
AT2G27535,1,2,0,0,5,1
AT2G27540,2,0,0,1,0,0
AT2G27550,133,68,139,236,280,341
AT2G27560,0,0,0,0,0,0
AT2G27570,3,0,4,0,2,2
AT2G27580,885,868,863,1034,1003,1067
AT2G27590,142,63,63,104,116,123
AT2G27600,2916,1909,1992,2000,2748,3042
AT2G27610,45,31,46,53,48,45
AT2G27630,1,9,9,8,27,17
AT2G27650,5,6,7,11,10,4
AT2G27660,290,148,249,534,516,630
AT2G27670,0,1,1,4,2,2
AT2G27680,1606,843,940,704,818,947
AT2G27690,174,110,114,152,104,168
AT2G27700,0,3,1,7,6,0
AT2G27710,3679,1849,1967,2413,2152,2626
AT2G27720,5084,3279,3895,3861,3556,4397
AT2G27730,1995,1242,1387,1038,1580,1596
AT2G27740,19,14,23,17,38,28
AT2G27750,2,3,5,8,10,6
AT2G27760,130,99,87,88,95,116
AT2G27770,288,273,273,197,269,283
AT2G27775,248,121,149,74,116,133
AT2G27780,1,3,6,7,11,3
AT2G27790,31,28,29,28,54,58
AT2G27800,87,61,61,52,75,70
AT2G27810,1356,780,846,629,823,766
AT2G27820,1233,995,1002,563,939,819
AT2G27830,926,1106,976,1827,1617,1931
AT2G27840,452,236,266,172,291,348
AT2G27850,0,0,0,0,0,0
AT2G27860,8303,4187,3771,4771,5544,6319
AT2G27880,11,9,19,29,14,21
AT2G27900,1670,881,967,986,1227,1521
AT2G27920,267,218,199,151,229,286
AT2G27930,75,50,48,63,134,103
AT2G27940,73,9,4,20,8,30
AT2G27950,987,517,514,761,805,954
AT2G27960,505,272,275,234,356,412
AT2G27970,227,172,161,119,241,317
AT2G27980,689,339,398,532,501,630
AT2G27990,24,24,16,5,20,36
AT2G28000,22418,13027,13054,12632,11219,14437
AT2G28010,2,4,3,15,9,5
AT2G28020,0,0,0,0,0,0
AT2G28030,3,2,1,7,4,0
AT2G28040,31,13,26,26,69,55
AT2G28050,107,54,72,76,85,79
AT2G28056,0,0,0,0,0,0
AT2G28060,261,188,189,149,231,242
AT2G28070,660,314,372,324,320,443
AT2G28080,674,362,385,267,435,425
AT2G28085,2,2,0,2,7,2
AT2G28090,0,1,0,0,0,1
AT2G28100,584,468,484,348,503,498
AT2G28105,27,5,5,12,9,23
AT2G28110,240,580,593,610,1814,1397
AT2G28120,131,130,128,117,256,223
AT2G28130,183,95,106,47,107,129
AT2G28140,79,85,92,8,57,33
AT2G28150,438,334,348,255,392,358
AT2G28160,84,78,87,70,146,189
AT2G28170,1,8,12,13,10,6
AT2G28180,1,8,15,10,19,6
AT2G28190,1486,724,869,1062,747,1255
AT2G28200,565,407,428,775,923,953
AT2G28210,3,3,6,8,15,8
AT2G28220,1,1,4,6,3,6
AT2G28225,2,3,9,9,8,1
AT2G28230,202,94,101,117,108,161
AT2G28240,367,252,340,300,414,400
AT2G28250,284,217,203,209,294,357
AT2G28260,310,208,159,144,275,274
AT2G28270,51,18,20,165,93,201
AT2G28290,8591,4024,4317,7051,5990,8112
AT2G28305,156,68,97,55,137,93
AT2G28310,635,384,377,364,438,518
AT2G28315,59,53,66,27,131,104
AT2G28320,484,302,295,341,425,446
AT2G28330,82,70,58,38,99,94
AT2G28340,0,2,3,6,6,2
AT2G28350,759,527,622,833,926,1053
AT2G28355,0,0,0,0,2,1
AT2G28360,800,408,431,447,499,662
AT2G28370,1013,779,781,1141,1016,1342
AT2G28380,1269,902,895,664,1134,1118
AT2G28390,1104,527,560,688,755,976
AT2G28400,473,194,215,313,309,311
AT2G28405,0,0,0,0,5,0
AT2G28410,134,112,142,56,166,124
AT2G28420,639,38,51,198,65,188
AT2G28426,0,0,0,0,0,0
AT2G28430,365,216,175,129,234,254
AT2G28440,73,72,102,72,154,136
AT2G28450,850,938,913,826,1224,1219
AT2G28460,112,104,86,122,136,191
AT2G28470,1158,665,769,833,1407,1458
AT2G28480,190,126,124,144,125,205
AT2G28490,1801,96,103,581,398,658
AT2G28500,133,27,28,71,48,65
AT2G28510,204,178,173,137,263,247
AT2G28520,1327,827,792,700,1076,1120
AT2G28540,1059,591,636,820,796,934
AT2G28550,923,802,909,561,1023,982
AT2G28560,21,9,18,4,15,19
AT2G28570,151,133,148,231,251,288
AT2G28580,0,1,6,12,10,6
AT2G28590,54,35,45,38,62,55
AT2G28600,655,306,293,415,364,488
AT2G28605,253,247,230,71,206,152
AT2G28610,4,7,8,13,10,9
AT2G28620,383,171,189,143,288,295
AT2G28625,0,0,0,0,1,1
AT2G28630,1153,1208,1107,3191,2506,3448
AT2G28640,0,7,8,7,8,5
AT2G28650,27,22,30,59,40,42
AT2G28660,86,111,131,194,392,392
AT2G28670,1014,718,947,2717,3511,3580
AT2G28671,1047,844,1090,2783,3795,3774
AT2G28680,6,4,10,6,10,8
AT2G28690,32,35,36,78,69,85
AT2G28700,2,4,5,3,13,13
AT2G28710,5,10,11,43,36,44
AT2G28720,279,223,157,289,255,333
AT2G28725,0,0,1,0,1,0
AT2G28730,0,0,0,0,0,0
AT2G28740,818,324,371,456,312,412
AT2G28755,2,1,1,0,2,2
AT2G28760,87,90,111,115,247,222
AT2G28770,0,0,0,0,0,0
AT2G28780,250,164,409,3878,3458,4250
AT2G28790,1443,699,887,380,776,748
AT2G28800,6598,5265,5548,5539,5929,8216
AT2G28810,246,189,282,423,581,601
AT2G28815,43,13,20,24,18,37
AT2G28830,228,117,119,152,177,214
AT2G28840,14444,8696,8080,8791,8841,11978
AT2G28850,22,18,25,31,22,35
AT2G28860,127,48,107,288,233,330
AT2G28870,25,24,27,24,27,32
AT2G28880,174,155,131,109,156,159
AT2G28890,1500,1272,1340,2183,2378,2561
AT2G28900,1411,496,655,148,418,341
AT2G28910,2149,1414,1666,3914,2708,3660
AT2G28920,5,3,11,7,3,4
AT2G28930,406,222,268,153,226,248
AT2G28940,176,107,95,185,168,211
AT2G28950,1307,968,955,408,907,726
AT2G28960,126,101,136,386,415,613
AT2G28970,11,14,22,43,52,75
AT2G28990,94,54,115,166,213,243
AT2G29000,18,13,18,25,43,23
AT2G29020,1309,722,707,817,731,1124
AT2G29030,0,0,0,0,0,0
AT2G29040,0,10,20,23,23,11
AT2G29045,0,0,0,0,0,0
AT2G29050,125,47,51,58,79,77
AT2G29060,140,92,86,192,225,290
AT2G29065,158,100,109,153,166,160
AT2G29070,84,60,50,45,92,97
AT2G29080,1935,964,1123,1260,1411,1593
AT2G29090,71,13,19,23,15,28
AT2G29100,7,8,12,20,28,15
AT2G29110,5,5,14,28,18,24
AT2G29120,8,19,6,35,32,23
AT2G29125,130,96,87,64,96,100
AT2G29130,11,17,18,14,77,53
AT2G29140,1031,442,494,845,816,1075
AT2G29150,0,1,0,1,3,1
AT2G29170,0,2,0,0,2,2
AT2G29180,584,440,452,247,402,430
AT2G29190,1806,771,886,994,1308,1411
AT2G29200,734,309,387,487,531,609
AT2G29210,2420,1166,1266,2190,1729,2249
AT2G29220,8,6,5,25,40,15
AT2G29250,2,3,6,13,19,13
AT2G29260,58,28,45,18,30,24
AT2G29263,2,1,1,2,0,1
AT2G29290,125,92,94,72,155,142
AT2G29300,109,4,7,6,8,24
AT2G29310,70,24,52,33,47,77
AT2G29320,15,11,4,6,12,12
AT2G29330,33,39,72,182,378,379
AT2G29340,306,161,115,170,329,360
AT2G29350,0,3,5,1,2,1
AT2G29360,24,14,20,4,12,10
AT2G29370,16,20,9,9,14,10
AT2G29380,355,20,13,63,35,50
AT2G29390,583,349,366,316,438,525
AT2G29400,2137,1420,1485,2006,1856,2396
AT2G29410,30,22,24,35,45,40
AT2G29420,1481,860,1082,1722,1303,1686
AT2G29430,7,7,5,0,6,8
AT2G29440,220,160,136,135,150,165
AT2G29450,1240,1368,1271,566,1185,932
AT2G29452,0,0,0,0,0,0
AT2G29460,87,85,77,77,113,114
AT2G29470,15,14,12,17,28,13
AT2G29480,116,92,78,153,145,194
AT2G29485,77,36,37,67,76,116
AT2G29490,378,272,338,395,609,601
AT2G29500,255,138,128,212,137,205
AT2G29510,1776,1061,1111,1145,1302,1489
AT2G29520,0,0,0,0,0,0
AT2G29525,94,87,91,66,90,138
AT2G29530,886,415,452,274,474,647
AT2G29540,167,84,96,73,124,150
AT2G29550,3716,1707,1750,1847,2426,2481
AT2G29560,708,330,337,288,420,431
AT2G29570,558,216,246,155,237,247
AT2G29580,689,374,397,318,444,426
AT2G29590,153,58,85,91,89,111
AT2G29600,16,22,18,14,42,17
AT2G29605,0,2,2,1,1,2
AT2G29620,82,72,85,170,204,190
AT2G29628,0,0,0,0,0,0
AT2G29630,1489,1032,964,681,1101,1195
AT2G29640,85,44,45,57,69,82
AT2G29650,461,327,328,179,335,327
AT2G29654,0,0,0,0,0,0
AT2G29660,758,570,589,721,854,772
AT2G29670,668,375,438,185,303,278
AT2G29679,0,0,0,0,0,0
AT2G29680,136,69,56,46,53,69
AT2G29690,672,363,341,221,379,391
AT2G29700,638,410,377,556,486,662
AT2G29710,38,24,20,37,47,44
AT2G29720,166,146,146,237,178,211
AT2G29730,541,323,300,322,376,484
AT2G29735,1,0,2,2,0,1
AT2G29740,309,302,310,541,603,668
AT2G29750,523,586,625,545,814,731
AT2G29760,191,128,117,75,106,95
AT2G29770,2,6,6,6,4,5
AT2G29780,2,0,4,16,13,6
AT2G29790,0,0,0,0,0,0
AT2G29800,1,8,6,14,11,5
AT2G29810,1,3,8,6,3,3
AT2G29820,1,5,5,3,12,3
AT2G29830,2,3,5,15,7,8
AT2G29840,1,0,2,1,1,0
AT2G29850,0,0,1,0,1,0
AT2G29860,0,1,1,2,11,3
AT2G29870,0,0,1,2,0,1
AT2G29880,3,2,3,4,1,4
AT2G29890,314,136,144,111,160,179
AT2G29900,385,285,290,309,430,425
AT2G29910,264,163,152,183,227,305
AT2G29920,0,0,0,0,1,0
AT2G29925,0,0,0,0,0,0
AT2G29930,2,3,9,11,17,8
AT2G29940,50,44,42,74,117,88
AT2G29950,18,11,22,32,23,23
AT2G29960,1871,875,947,786,1112,1266
AT2G29970,552,458,480,690,744,841
AT2G29980,5985,3400,3344,2344,2967,3446
AT2G29990,305,151,193,148,254,293
AT2G29995,266,169,197,284,352,553
AT2G30000,137,67,77,47,92,106
AT2G30010,290,418,339,312,476,552
AT2G30020,537,610,551,407,648,548
AT2G30040,174,225,230,182,239,231
AT2G30050,1639,773,803,709,995,1199
AT2G30060,1419,1100,954,954,1204,1280
AT2G30070,325,346,337,228,327,323
AT2G30080,22,23,38,90,79,92
AT2G30090,0,1,2,6,5,4
AT2G30100,283,161,187,243,233,302
AT2G30105,442,189,184,130,229,254
AT2G30110,6225,3884,4176,4311,5380,5712
AT2G30115,2,2,2,4,4,3
AT2G30120,174,94,93,112,137,143
AT2G30130,23,14,19,21,63,81
AT2G30140,927,496,672,1327,814,1127
AT2G30150,839,526,573,583,536,622
AT2G30160,434,254,293,194,357,312
AT2G30170,325,238,255,229,244,313
AT2G30180,0,0,0,0,0,0
AT2G30190,0,0,0,0,0,0
AT2G30200,1759,932,1087,492,965,891
AT2G30210,863,612,793,898,1547,1462
AT2G30220,0,0,1,7,7,6
AT2G30230,493,511,345,273,301,360
AT2G30240,4,5,9,20,13,3
AT2G30250,432,455,433,804,873,974
AT2G30260,914,548,594,582,731,960
AT2G30270,198,177,177,119,194,254
AT2G30280,192,154,156,145,146,185
AT2G30290,1,1,4,9,3,2
AT2G30300,1,1,7,11,3,4
AT2G30310,1,5,4,5,6,3
AT2G30320,144,113,115,51,88,92
AT2G30330,217,125,112,124,132,174
AT2G30340,56,62,94,148,209,218
AT2G30350,212,143,138,144,148,223
AT2G30360,576,823,704,793,1315,1149
AT2G30362,531,737,646,860,1223,1099
AT2G30370,247,103,112,93,105,127
AT2G30380,6,3,5,1,12,8
AT2G30385,0,0,4,0,3,1
AT2G30390,884,574,542,254,603,427
AT2G30395,46,25,49,25,97,84
AT2G30400,30,18,38,84,196,149
AT2G30410,530,313,318,441,410,494
AT2G30420,6,7,6,0,2,3
AT2G30424,66,47,42,18,15,21
AT2G30430,0,0,0,1,0,1
AT2G30432,8,10,4,4,8,6
AT2G30440,3359,2986,2852,5907,4161,5735
AT2G30450,0,0,0,0,0,0
AT2G30460,296,164,168,88,234,213
AT2G30470,1021,571,644,1052,879,1117
AT2G30480,166,107,101,108,133,144
AT2G30490,6391,4864,5297,7983,5315,8446
AT2G30500,2211,1236,1251,2403,1575,2246
AT2G30505,116,75,96,87,95,97
AT2G30520,343,583,685,248,810,614
AT2G30530,402,214,257,305,355,405
AT2G30540,12,19,21,7,11,15
AT2G30550,567,769,838,1063,1369,1403
AT2G30560,12,6,12,18,17,17
AT2G30570,3053,3395,3325,923,2950,2475
AT2G30575,344,193,145,134,218,189
AT2G30580,164,101,128,96,175,168
AT2G30590,735,525,516,688,570,823
AT2G30600,451,203,246,451,696,699
AT2G30615,44,25,28,49,65,84
AT2G30620,3373,2105,2241,2565,2854,3442
AT2G30630,6,10,5,17,10,9
AT2G30650,1,3,4,8,9,2
AT2G30660,6,10,23,7,21,13
AT2G30670,8,4,11,6,7,6
AT2G30680,5,3,0,2,10,4
AT2G30690,18,19,28,25,42,28
AT2G30695,658,531,557,164,419,461
AT2G30700,876,466,503,512,687,924
AT2G30710,614,330,321,285,426,464
AT2G30720,244,176,166,156,190,226
AT2G30730,0,1,1,3,2,0
AT2G30740,1339,517,655,1630,1111,1806
AT2G30750,15,6,8,13,76,48
AT2G30760,0,0,0,0,0,0
AT2G30766,4,11,12,6,26,14
AT2G30770,4,37,24,2,156,76
AT2G30780,326,210,223,160,287,295
AT2G30790,9,10,13,7,16,14
AT2G30800,965,507,561,556,681,842
AT2G30810,0,0,0,0,0,0
AT2G30820,16,15,16,9,19,19
AT2G30830,1,2,4,2,8,3
AT2G30840,63,47,52,192,112,205
AT2G30850,0,0,0,0,0,0
AT2G30860,10019,4705,5525,7059,6575,9052
AT2G30870,8497,6061,6056,6677,7039,9696
AT2G30880,541,342,390,356,418,503
AT2G30890,96,63,52,22,39,44
AT2G30900,2,1,4,8,3,2
AT2G30910,304,191,183,138,209,271
AT2G30920,285,114,114,111,180,211
AT2G30925,0,0,0,0,0,0
AT2G30930,2949,2831,2750,2343,5179,4762
AT2G30933,22,23,33,30,68,41
AT2G30940,0,1,1,6,2,1
AT2G30942,63,16,14,12,14,25
AT2G30945,5,40,28,5,50,36
AT2G30950,4670,2969,3163,2295,2922,2961
AT2G30960,82,72,63,69,98,91
AT2G30970,3953,1422,1643,1247,1520,1782
AT2G30980,1809,1211,1159,850,1474,1539
AT2G30984,3,1,5,10,9,1
AT2G30985,0,1,1,6,6,0
AT2G30990,335,353,338,358,488,561
AT2G31005,0,0,0,0,0,0
AT2G31010,255,128,148,159,142,172
AT2G31018,0,0,1,0,0,1
AT2G31020,352,245,346,620,635,751
AT2G31030,0,0,3,3,2,3
AT2G31035,1,1,0,1,1,1
AT2G31040,803,672,647,185,584,550
AT2G31050,1,1,1,4,6,0
AT2G31060,1152,473,545,506,605,745
AT2G31070,355,247,255,94,223,180
AT2G31081,1,0,4,3,10,5
AT2G31082,0,2,3,4,6,6
AT2G31083,11,15,17,20,44,47
AT2G31085,17,18,27,19,82,63
AT2G31090,510,424,369,300,569,581
AT2G31100,20,12,27,12,31,20
AT2G31110,68,98,107,177,373,332
AT2G31130,174,140,138,164,209,268
AT2G31140,436,248,277,219,294,376
AT2G31141,51096,101603,95406,43359,73738,74817
AT2G31150,178,104,121,113,109,161
AT2G31160,134,109,115,81,81,96
AT2G31170,393,236,244,137,237,222
AT2G31180,8,14,10,15,28,24
AT2G31190,268,124,150,104,128,171
AT2G31200,368,326,288,287,360,459
AT2G31210,15,7,8,17,6,18
AT2G31215,0,0,0,3,0,0
AT2G31220,15,22,19,42,22,15
AT2G31230,16,19,18,30,27,24
AT2G31240,266,122,173,182,188,205
AT2G31250,16,10,15,19,18,18
AT2G31260,813,550,671,828,1036,1122
AT2G31265,0,0,0,0,0,0
AT2G31270,452,261,300,162,309,284
AT2G31280,801,454,396,669,766,868
AT2G31290,133,81,85,140,135,139
AT2G31300,199,68,78,76,90,126
AT2G31305,96,79,73,51,83,100
AT2G31310,6,1,3,2,13,6
AT2G31320,218,138,135,186,157,235
AT2G31335,0,0,0,2,0,1
AT2G31340,162,87,93,52,120,116
AT2G31345,2,3,1,1,1,3
AT2G31350,1084,649,764,1436,1296,1897
AT2G31360,2028,872,929,917,861,1095
AT2G31370,1460,724,771,539,974,1082
AT2G31380,44,48,40,14,31,15
AT2G31390,3348,2391,2754,6445,3130,5520
AT2G31400,7188,4595,4975,3091,4729,4638
AT2G31410,2029,1056,1110,1937,1317,1889
AT2G31420,2,0,2,4,10,2
AT2G31425,0,0,0,0,3,0
AT2G31430,0,1,2,9,2,2
AT2G31432,0,1,3,2,2,1
AT2G31440,363,346,343,193,357,383
AT2G31450,263,100,132,134,171,196
AT2G31460,1,2,5,8,7,1
AT2G31470,1,2,3,1,5,2
AT2G31480,8,16,8,21,20,24
AT2G31490,1015,892,911,448,832,900
AT2G31500,10,10,9,17,29,10
AT2G31510,1011,767,777,790,1077,1202
AT2G31530,273,165,187,123,170,198
AT2G31540,27,7,27,24,35,38
AT2G31550,1,1,3,2,1,1
AT2G31560,77,63,77,34,60,52
AT2G31570,2092,1685,1449,866,1808,2134
AT2G31580,120,80,105,90,98,134
AT2G31585,1335,383,401,2040,779,1835
AT2G31590,2,5,7,6,7,7
AT2G31600,183,92,101,104,151,190
AT2G31610,6748,3672,3723,3492,3984,4971
AT2G31620,10,3,9,7,7,7
AT2G31650,406,165,154,262,239,287
AT2G31660,1516,782,819,1078,1254,1398
AT2G31670,2632,1649,2060,1055,2041,2045
AT2G31680,717,410,395,438,566,651
AT2G31690,1,3,5,6,9,5
AT2G31700,1,0,1,2,0,0
AT2G31710,127,95,67,51,105,115
AT2G31720,6,10,7,20,10,5
