"genes","go"
"AT3G25120","GO:0045039"
"AT2G35390","GO:0009116"
"AT2G35390","GO:0000287"
"AT2G35390","GO:0004749"
"AT2G35390","GO:0009165"
"AT2G35390","GO:0009116"
"AT2G35390","GO:0000287"
"AT2G35390","GO:0004749"
"AT2G35390","GO:0009165"
"AT5G45110","GO:0009862"
"AT5G45110","GO:2000022"
"AT5G45110","GO:2000031"
"AT5G45110","GO:0005515"
"AT3G51430","GO:0009058"
"AT3G51430","GO:0016844"
"AT5G15490","GO:0003979"
"AT5G15490","GO:0016616"
"AT5G15490","GO:0051287"
"AT3G55290","GO:0016491"
"AT1G18670","GO:0004672"
"AT1G18670","GO:0005524"
"AT1G18670","GO:0006468"
"AT1G63010","GO:0022857"
"AT1G63010","GO:0055085"
"AT4G09500","GO:0008194"
"AT1G16370","GO:0016021"
"AT1G16370","GO:0022857"
"AT1G16370","GO:0055085"
"AT2G43535","GO:0005576"
"AT2G43535","GO:0008200"
"AT2G43535","GO:0019871"
"AT2G43535","GO:0044063"
"AT2G22990","GO:0004185"
"AT2G22990","GO:0006508"
"AT1G22880","GO:0004553"
"AT1G22880","GO:0005975"
"AT4G33150","GO:0016491"
"AT5G16760","GO:0000287"
"AT5G16760","GO:0005524"
"AT5G16760","GO:0032957"
"AT5G16760","GO:0047325"
"AT5G16760","GO:0052725"
"AT5G16760","GO:0052726"
"AT2G46570","GO:0005507"
"AT2G46570","GO:0016491"
"AT5G37780","GO:0005509"
"AT1G61400","GO:0004674"
"AT1G61400","GO:0004672"
"AT1G61400","GO:0006468"
"AT1G61400","GO:0048544"
"AT3G55330","GO:0005509"
"AT3G55330","GO:0009523"
"AT3G55330","GO:0009654"
"AT3G55330","GO:0015979"
"AT3G55330","GO:0019898"
"AT4G24270","GO:0003676"
"AT1G13440","GO:0051287"
"AT1G13440","GO:0016620"
"AT1G76380","GO:0005515"
"AT5G14320","GO:0003723"
"AT5G14320","GO:0003735"
"AT5G14320","GO:0005840"
"AT5G14320","GO:0006412"
"AT2G29340","GO:0016491"
"AT5G51710","GO:0006812"
"AT5G51710","GO:0015299"
"AT5G51710","GO:0016021"
"AT5G51710","GO:0055085"
"AT4G22130","GO:0005515"
"AT4G22130","GO:0004672"
"AT4G22130","GO:0006468"
"AT5G04330","GO:0004497"
"AT5G04330","GO:0005506"
"AT5G04330","GO:0016705"
"AT5G04330","GO:0020037"
"AT1G68620","GO:0016787"
"AT1G53570","GO:0004672"
"AT1G53570","GO:0005524"
"AT1G53570","GO:0006468"
"AT4G13250","GO:0016491"
"AT1G01900","GO:0006508"
"AT1G01900","GO:0008236"
"AT3G47480","GO:0005509"
"AT1G04690","GO:0047834"
"AT1G56150","GO:0009733"
"AT4G25100","GO:0004784"
"AT4G25100","GO:0006801"
"AT4G25100","GO:0046872"
"AT4G25100","GO:0004784"
"AT4G25100","GO:0006801"
"AT4G25100","GO:0046872"
"AT4G25100","GO:0004784"
"AT4G25100","GO:0006801"
"AT4G25100","GO:0046872"
"AT4G25100","GO:0004784"
"AT4G25100","GO:0006801"
"AT4G25100","GO:0046872"
"AT5G24160","GO:0004506"
"AT5G24160","GO:0016126"
"AT5G24160","GO:0016021"
"AT5G24160","GO:0050660"
"AT1G16300","GO:0016620"
"AT1G16300","GO:0051287"
"AT5G43270","GO:0003677"
"AT5G43270","GO:0003677"
"AT5G43270","GO:0003677"
"AT2G43010","GO:0046983"
"AT2G34500","GO:0004497"
"AT2G34500","GO:0005506"
"AT2G34500","GO:0016705"
"AT2G34500","GO:0020037"
"AT3G50770","GO:0005509"
"AT4G13840","GO:0016747"
"AT4G16370","GO:0035673"
"AT4G21400","GO:0004672"
"AT4G21400","GO:0006468"
"AT4G21400","GO:0004672"
"AT4G21400","GO:0006468"
"AT4G21400","GO:0004672"
"AT4G21400","GO:0006468"
"AT1G48030","GO:0045454"
"AT1G48030","GO:0016491"
"AT1G48030","GO:0045454"
"AT1G48030","GO:0016491"
"AT1G48030","GO:0045454"
"AT1G48030","GO:0016491"
"AT1G48030","GO:0045454"
"AT1G48030","GO:0016491"
"AT1G48030","GO:0045454"
"AT1G48030","GO:0016491"
"AT1G53570","GO:0004672"
"AT1G53570","GO:0005524"
"AT1G53570","GO:0006468"
"AT5G58670","GO:0004435"
"AT5G58670","GO:0006629"
"AT5G58670","GO:0007165"
"AT5G58670","GO:0035556"
"AT2G41700","GO:0016021"
"AT2G41700","GO:0055085"
"AT2G41700","GO:0140359"
"AT2G41700","GO:0005524"
"AT5G19855","GO:0044183"
"AT5G19855","GO:0110102"
"AT3G60160","GO:0140359"
"AT3G60160","GO:0005524"
"AT3G60160","GO:0016021"
"AT3G60160","GO:0055085"
"AT1G01660","GO:0004842"
"AT1G01660","GO:0016567"
"AT5G09410","GO:0003677"
"AT5G09410","GO:0005515"
"AT1G74560","GO:0005634"
"AT1G74560","GO:0006334"
"AT5G11260","GO:0000981"
"AT5G11260","GO:0045944"
"AT5G11260","GO:0003700"
"AT5G11260","GO:0006355"
"AT1G63250","GO:0003676"
"AT1G63250","GO:0005524"
"AT1G20090","GO:0005525"
"AT1G20090","GO:0007264"
"AT1G20090","GO:0003924"
"AT3G15990","GO:0008271"
"AT3G15990","GO:0008272"
"AT3G15990","GO:0016020"
"AT3G15990","GO:0055085"
"AT3G15990","GO:0015116"
"AT3G15990","GO:0016021"
"AT4G00230","GO:0006508"
"AT4G00230","GO:0008236"
"AT1G77090","GO:0005509"
"AT1G77090","GO:0009523"
"AT1G77090","GO:0009654"
"AT1G77090","GO:0015979"
"AT1G77090","GO:0019898"
"AT5G01710","GO:0008168"
"AT1G21550","GO:0005509"
"AT1G45201","GO:0004806"
"AT1G45201","GO:0006629"
"AT5G57190","GO:0005509"
"AT5G57190","GO:0004609"
"AT5G57190","GO:0008654"
"AT3G50240","GO:0005524"
"AT3G50240","GO:0007018"
"AT3G50240","GO:0008017"
"AT3G50240","GO:1990939"
"AT1G26210","GO:0009690"
"AT1G26210","GO:0009691"
"AT1G18670","GO:0004672"
"AT1G18670","GO:0005524"
"AT1G18670","GO:0006468"
"AT3G08740","GO:0005737"
"AT3G08740","GO:0043043"
"AT3G08740","GO:0003746"
"AT3G08740","GO:0006414"
"AT2G29070","GO:0006511"
"AT5G01540","GO:0030246"
"AT5G01540","GO:0004672"
"AT5G01540","GO:0005524"
"AT5G01540","GO:0006468"
"AT5G39830","GO:0005515"
"AT2G04066","GO:0015297"
"AT2G04066","GO:0016020"
"AT2G04066","GO:0042910"
"AT2G04066","GO:0055085"
"AT5G41120","GO:0016747"
"AT5G26340","GO:0016021"
"AT5G26340","GO:0022857"
"AT5G26340","GO:0055085"
"AT5G26340","GO:0015145"
"AT5G26340","GO:0015749"
"AT5G41480","GO:0005524"
"AT5G41480","GO:0009058"
"AT5G41480","GO:0004326"
"AT5G41480","GO:0009396"
"AT1G02930","GO:0005515"
"AT1G02930","GO:0006749"
"AT1G02930","GO:0005515"
"AT1G02930","GO:0006749"
"AT5G65220","GO:0003735"
"AT5G65220","GO:0005840"
"AT5G65220","GO:0006412"
"AT1G63350","GO:0043531"
"AT1G63350","GO:0006952"
"AT1G63350","GO:0005515"
"AT5G45340","GO:0004497"
"AT5G45340","GO:0005506"
"AT5G45340","GO:0016705"
"AT5G45340","GO:0020037"
"AT3G50470","GO:0050832"
"AT4G35790","GO:0003824"
"AT4G37550","GO:0016811"
"AT2G37170","GO:0015267"
"AT2G37170","GO:0016020"
"AT2G37170","GO:0055085"
"AT2G34710","GO:0003677"
"AT2G34710","GO:0003700"
"AT2G34710","GO:0008289"
"AT1G04770","GO:0005515"
"AT1G22360","GO:0008194"
"ATCG00470","GO:0015986"
"ATCG00470","GO:0045261"
"ATCG00470","GO:0046933"
"AT4G19660","GO:0009862"
"AT4G19660","GO:2000022"
"AT4G19660","GO:2000031"
"AT4G19660","GO:0005515"
"AT1G80600","GO:0008483"
"AT1G80600","GO:0030170"
"AT1G22550","GO:0016020"
"AT1G22550","GO:0022857"
"AT1G22550","GO:0055085"
"AT1G22550","GO:0042937"
"AT1G22550","GO:0042938"
"AT1G22550","GO:0071916"
"AT4G21400","GO:0004672"
"AT4G21400","GO:0006468"
"AT2G41010","GO:0005516"
"AT2G41010","GO:0009414"
"AT2G41010","GO:0009651"
"AT3G55290","GO:0016491"
"AT1G25450","GO:0006633"
"AT1G25450","GO:0016020"
"AT1G25450","GO:0016747"
"AT5G38890","GO:0000178"
"AT5G38890","GO:0003723"
"AT5G38890","GO:0006396"
"AT5G09980","GO:0045087"
"AT2G43520","GO:0005576"
"AT2G43520","GO:0008200"
"AT2G43520","GO:0019871"
"AT2G43520","GO:0044063"
"AT1G65700","GO:0000398"
"AT1G65700","GO:0005688"
"AT1G65700","GO:0046540"
"AT1G65700","GO:0000398"
"AT1G65700","GO:0005688"
"AT1G65700","GO:0046540"
"AT3G10740","GO:0046373"
"AT3G10740","GO:0046556"
"AT3G10740","GO:0046373"
"AT3G10740","GO:0046556"
"AT3G13080","GO:0005524"
"AT3G13080","GO:0016021"
"AT3G13080","GO:0055085"
"AT3G13080","GO:0140359"
"AT4G19210","GO:0005524"
"AT2G27680","GO:0047834"
"AT3G58790","GO:0047262"
"AT3G58790","GO:0016757"
"AT1G70530","GO:0004672"
"AT1G70530","GO:0005524"
"AT1G70530","GO:0006468"
"AT5G26330","GO:0009055"
"AT2G18750","GO:0005516"
"AT2G18750","GO:0005516"
"AT2G18750","GO:0005516"
"AT3G56370","GO:0005515"
"AT3G56370","GO:0004672"
"AT3G56370","GO:0006468"
"AT5G09590","GO:0005524"
"AT5G09590","GO:0016887"
"AT2G39000","GO:0008080"
"AT1G72940","GO:0043531"
"AT1G72940","GO:0003953"
"AT1G72940","GO:0007165"
"AT1G72940","GO:0006952"
"AT1G09100","GO:0005524"
"AT1G09100","GO:0016887"
"AT2G03120","GO:0004190"
"AT2G03120","GO:0016021"
"AT2G31750","GO:0008194"
"AT1G12570","GO:0016614"
"AT1G12570","GO:0050660"
"AT5G03350","GO:0030246"
"AT1G29430","GO:0009733"
"AT1G65960","GO:0016830"
"AT1G65960","GO:0019752"
"AT1G65960","GO:0030170"
"AT1G65960","GO:0004351"
"AT1G65960","GO:0006536"
"AT1G65960","GO:0016830"
"AT1G65960","GO:0019752"
"AT1G65960","GO:0030170"
"AT1G65960","GO:0004351"
"AT1G65960","GO:0006536"
"AT1G65960","GO:0016830"
"AT1G65960","GO:0019752"
"AT1G65960","GO:0030170"
"AT1G65960","GO:0004351"
"AT1G65960","GO:0006536"
"AT3G56240","GO:0046872"
"AT3G56240","GO:0046872"
"AT5G15800","GO:0000977"
"AT5G15800","GO:0045944"
"AT5G15800","GO:0003677"
"AT5G15800","GO:0046983"
"AT5G15800","GO:0003700"
"AT5G15800","GO:0005634"
"AT5G15800","GO:0006355"
"AT3G02875","GO:0016787"
"AT3G07760","GO:0005515"
"AT3G07760","GO:0005515"
"AT3G07760","GO:0005515"
"AT5G13300","GO:0005096"
"AT5G46150","GO:0016020"
"AT4G38970","GO:0004332"
"AT4G38970","GO:0006096"
"AT5G64570","GO:0004553"
"AT5G64570","GO:0005975"
"AT5G64570","GO:0009044"
"AT5G64570","GO:0045493"
"AT1G50740","GO:0016020"
"AT1G53730","GO:0004672"
"AT1G53730","GO:0006468"
"AT1G53730","GO:0005515"
"AT3G01770","GO:0005515"
"AT3G13980","GO:0009734"
"AT4G14680","GO:0000103"
"AT4G14680","GO:0004781"
"AT1G53840","GO:0030599"
"AT1G53840","GO:0042545"
"AT1G53840","GO:0004857"
"AT2G22810","GO:0009058"
"AT2G22810","GO:0030170"
"AT2G24200","GO:0005737"
"AT2G24200","GO:0019538"
"AT2G24200","GO:0030145"
"AT2G24200","GO:0070006"
"AT2G24200","GO:0006508"
"AT5G57420","GO:0005634"
"AT5G57420","GO:0006355"
"AT3G01500","GO:0004089"
"AT3G01500","GO:0008270"
"AT2G28210","GO:0004089"
"AT2G28210","GO:0008270"
"AT1G22590","GO:0000981"
"AT1G22590","GO:0000987"
"AT1G22590","GO:0045944"
"AT1G22590","GO:0003677"
"AT1G22590","GO:0046983"
"AT5G19690","GO:0004576"
"AT5G19690","GO:0006486"
"AT5G19690","GO:0016020"
"AT2G06530","GO:0007034"
"AT5G40370","GO:0097573"
"AT4G14710","GO:0010309"
"AT3G21750","GO:0008194"
"AT3G28210","GO:0008270"
"AT3G28210","GO:0008270"
"AT1G29320","GO:0005730"
"AT1G29320","GO:0042273"
"AT2G05940","GO:0004672"
"AT2G05940","GO:0006468"
"AT4G21910","GO:0042910"
"AT4G21910","GO:1990961"
"AT4G21910","GO:0015297"
"AT4G21910","GO:0016020"
"AT4G21910","GO:0055085"
"AT4G21910","GO:0042910"
"AT4G21910","GO:1990961"
"AT4G21910","GO:0015297"
"AT4G21910","GO:0016020"
"AT4G21910","GO:0055085"
"AT1G33790","GO:0030246"
"AT4G34250","GO:0006633"
"AT4G34250","GO:0016020"
"AT4G34250","GO:0016747"
"AT5G40650","GO:0009055"
"AT5G40650","GO:0051536"
"AT1G04980","GO:0003756"
"AT4G35790","GO:0003824"
"AT5G14610","GO:0005515"
"AT5G14610","GO:0003676"
"AT5G14610","GO:0005524"
"AT5G42300","GO:0006464"
"AT5G42300","GO:0005515"
"AT1G80490","GO:0005515"
"AT1G80490","GO:0006355"
"AT1G06720","GO:0042254"
"AT1G06720","GO:0005525"
"AT1G06720","GO:0005634"
"AT1G73110","GO:0005524"
"AT1G73110","GO:0016887"
"AT4G39800","GO:0004512"
"AT4G39800","GO:0006021"
"AT4G39800","GO:0008654"
"AT1G26190","GO:0005524"
"AT1G26190","GO:0016301"
"AT4G26140","GO:0004553"
"AT4G26140","GO:0005975"
"AT1G17220","GO:0003924"
"AT1G17220","GO:0005525"
"AT5G06980","GO:0006355"
"AT5G06980","GO:0007623"
"AT5G60300","GO:0030246"
"AT5G60300","GO:0004672"
"AT5G60300","GO:0005524"
"AT5G60300","GO:0006468"
"AT5G60300","GO:0030246"
"AT5G60300","GO:0004672"
"AT5G60300","GO:0005524"
"AT5G60300","GO:0006468"
"AT4G16990","GO:0043531"
"AT4G16990","GO:0006952"
"AT4G30200","GO:0005515"
"AT4G30200","GO:0010048"
"AT4G30200","GO:0040029"
"AT2G25880","GO:0004672"
"AT2G25880","GO:0005524"
"AT2G25880","GO:0006468"
"AT1G47270","GO:0005515"
"AT1G65790","GO:0048544"
"AT1G65790","GO:0004674"
"AT1G65790","GO:0004672"
"AT1G65790","GO:0006468"
"AT1G65790","GO:0048544"
"AT1G65790","GO:0004674"
"AT1G65790","GO:0004672"
"AT1G65790","GO:0006468"
"AT4G39400","GO:0005515"
"AT4G39400","GO:0004672"
"AT4G39400","GO:0005524"
"AT4G39400","GO:0006468"
"AT5G51070","GO:0005524"
"AT5G51070","GO:0016887"
"AT3G11820","GO:0016020"
"AT5G45830","GO:0006351"
"AT5G45830","GO:0043565"
"AT4G13395","GO:0008285"
"AT4G37550","GO:0016811"
"AT1G31230","GO:0016491"
"AT1G31230","GO:0050661"
"AT1G31230","GO:0004072"
"AT1G31230","GO:0004412"
"AT1G31230","GO:0009067"
"AT1G31230","GO:0006520"
"AT5G49215","GO:0004650"
"AT5G49215","GO:0005975"
"AT2G46440","GO:0005216"
"AT2G46440","GO:0006811"
"AT2G46440","GO:0016020"
"AT2G46440","GO:0055085"
"AT1G14360","GO:0055085"
"AT2G18570","GO:0008194"
"AT3G14230","GO:0003700"
"AT3G14230","GO:0009873"
"AT3G14230","GO:0006355"
"AT2G42300","GO:0046983"
"AT2G42300","GO:0006355"
"AT5G19740","GO:0008235"
"AT1G32060","GO:0005524"
"AT1G32060","GO:0016301"
"AT5G58760","GO:0005515"
"AT5G58760","GO:0003684"
"AT5G58760","GO:0005634"
"AT5G58760","GO:0006281"
"AT5G58760","GO:0080008"
"AT2G04100","GO:0042910"
"AT2G04100","GO:1990961"
"AT2G04100","GO:0015297"
"AT2G04100","GO:0016020"
"AT2G04100","GO:0055085"
"AT4G19710","GO:0004072"
"AT4G19710","GO:0004412"
"AT4G19710","GO:0009067"
"AT4G19710","GO:0006520"
"AT4G19710","GO:0016491"
"AT4G19710","GO:0050661"
"AT4G35300","GO:0016021"
"AT4G35300","GO:0022857"
"AT4G35300","GO:0055085"
"AT4G35300","GO:0016021"
"AT4G35300","GO:0022857"
"AT4G35300","GO:0055085"
"AT4G35300","GO:0016021"
"AT4G35300","GO:0022857"
"AT4G35300","GO:0055085"
"AT4G35300","GO:0016021"
"AT4G35300","GO:0022857"
"AT4G35300","GO:0055085"
"AT4G35300","GO:0016021"
"AT4G35300","GO:0022857"
"AT4G35300","GO:0055085"
"AT4G35300","GO:0016021"
"AT4G35300","GO:0022857"
"AT4G35300","GO:0055085"
"AT4G35300","GO:0016021"
"AT4G35300","GO:0022857"
"AT4G35300","GO:0055085"
"AT5G01850","GO:0004672"
"AT5G01850","GO:0005524"
"AT5G01850","GO:0006468"
"AT1G66410","GO:0005509"
"AT4G23600","GO:0009058"
"AT4G23600","GO:0030170"
"AT3G23590","GO:0016592"
"AT3G23590","GO:2000762"
"AT3G07760","GO:0005515"
"AT3G07760","GO:0005515"
"AT3G07760","GO:0005515"
"AT3G06860","GO:0006631"
"AT3G06860","GO:0016491"
"AT3G06860","GO:0016616"
"AT3G06860","GO:0003824"
"AT3G06860","GO:0070403"
"AT1G54040","GO:0005515"
"AT3G60210","GO:0005524"
"AT3G60210","GO:0006457"
"AT3G60210","GO:0016887"
"AT4G37180","GO:0003700"
"AT4G37180","GO:0006355"
"AT2G28550","GO:0003700"
"AT2G28550","GO:0006355"
"AT2G28550","GO:0003700"
"AT2G28550","GO:0006355"
"AT5G21430","GO:0009535"
"AT5G21430","GO:0010598"
"AT2G38530","GO:0006869"
"AT2G38530","GO:0008289"
"AT5G61640","GO:0008113"
"AT4G32280","GO:0005634"
"AT4G32280","GO:0006355"
"AT1G61400","GO:0004674"
"AT1G61400","GO:0048544"
"AT1G61400","GO:0004672"
"AT1G61400","GO:0006468"
"AT4G05180","GO:0005509"
"AT4G05180","GO:0009523"
"AT4G05180","GO:0009654"
"AT4G05180","GO:0015979"
"AT4G05180","GO:0019898"
"AT4G05180","GO:0005509"
"AT4G05180","GO:0009523"
"AT4G05180","GO:0009654"
"AT4G05180","GO:0015979"
"AT4G05180","GO:0019898"
"AT5G61960","GO:0003676"
"AT5G61960","GO:0003676"
"AT5G61960","GO:0003676"
"AT5G61960","GO:0003676"
"AT3G46930","GO:0004672"
"AT3G46930","GO:0006468"
"AT1G04220","GO:0006633"
"AT1G04220","GO:0016020"
"AT1G04220","GO:0016747"
"AT1G80410","GO:0005515"
"AT4G13195","GO:0010087"
"AT4G13195","GO:0010089"
"AT4G13195","GO:0033612"
"AT1G22740","GO:0003924"
"AT1G22740","GO:0005525"
"AT4G34000","GO:0003700"
"AT4G34000","GO:0006355"
"AT4G34000","GO:0045893"
"AT4G34000","GO:0003700"
"AT4G34000","GO:0006355"
"AT4G34000","GO:0045893"
"AT4G34000","GO:0003700"
"AT4G34000","GO:0006355"
"AT4G34000","GO:0045893"
"AT4G10060","GO:0004553"
"AT4G10060","GO:0004553"
"AT5G50130","GO:0016491"
"AT1G53570","GO:0004672"
"AT1G53570","GO:0005524"
"AT1G53570","GO:0006468"
"AT3G06770","GO:0004650"
"AT3G06770","GO:0005975"
"AT1G22190","GO:0003700"
"AT1G22190","GO:0006355"
"AT1G17750","GO:0005515"
"AT1G17750","GO:0004672"
"AT1G17750","GO:0005524"
"AT1G17750","GO:0006468"
"AT1G77000","GO:0005515"
"AT1G77000","GO:0005515"
"AT4G25700","GO:0016491"
"AT4G25700","GO:0005506"
"AT4G25700","GO:0008610"
"AT1G12460","GO:0004672"
"AT1G12460","GO:0006468"
"AT1G73500","GO:0004672"
"AT1G73500","GO:0005524"
"AT1G73500","GO:0006468"
"AT5G59660","GO:0004672"
"AT5G59660","GO:0005524"
"AT5G59660","GO:0006468"
"AT1G50010","GO:0003924"
"AT1G50010","GO:0005525"
"AT1G50010","GO:0005874"
"AT1G50010","GO:0007017"
"AT3G12530","GO:0005634"
"AT3G12530","GO:0006260"
"AT5G52470","GO:0003723"
"AT5G52470","GO:0006364"
"AT5G52470","GO:0008168"
"AT1G05420","GO:0045892"
"AT1G25500","GO:0022857"
"AT1G25500","GO:0055085"
"AT4G18440","GO:0004018"
"AT4G18440","GO:0006188"
"AT3G15720","GO:0004650"
"AT3G15720","GO:0005975"
"AT3G14240","GO:0006508"
"AT3G14240","GO:0008236"
"AT2G48070","GO:0006952"
"AT2G22670","GO:0005634"
"AT2G22670","GO:0006355"
"AT2G22670","GO:0005634"
"AT2G22670","GO:0006355"
"AT3G54280","GO:0005524"
"AT3G54280","GO:0003677"
"AT3G54280","GO:0016887"
"AT3G54280","GO:0017025"
"AT3G54280","GO:0070615"
"AT3G47050","GO:0004553"
"AT3G47050","GO:0005975"
"AT3G10920","GO:0004784"
"AT3G10920","GO:0006801"
"AT3G10920","GO:0046872"
"AT1G52100","GO:0030246"
"AT2G18160","GO:0003700"
"AT2G18160","GO:0006355"
"AT3G20100","GO:0004497"
"AT3G20100","GO:0005506"
"AT3G20100","GO:0016705"
"AT3G20100","GO:0020037"
"AT1G54020","GO:0016788"
"AT1G61120","GO:0010333"
"AT1G61120","GO:0016829"
"AT1G61120","GO:0000287"
"AT5G41610","GO:0006812"
"AT5G41610","GO:0015299"
"AT5G41610","GO:0016021"
"AT5G41610","GO:0055085"
"AT5G41610","GO:0006812"
"AT5G41610","GO:0015299"
"AT5G41610","GO:0016021"
"AT5G41610","GO:0055085"
"AT1G32190","GO:0016787"
"AT2G03550","GO:0016787"
"AT5G59650","GO:0005515"
"AT5G59650","GO:0004672"
"AT5G59650","GO:0005524"
"AT5G59650","GO:0006468"
"AT5G60020","GO:0005507"
"AT5G60020","GO:0016491"
"AT1G70830","GO:0006952"
"AT5G45990","GO:0006396"
"AT5G45990","GO:0000398"
"AT5G60590","GO:0003725"
"AT1G28590","GO:0016788"
"AT1G12244","GO:0006364"
"AT5G27840","GO:0016787"
"AT3G45600","GO:0016021"
"AT3G45600","GO:0009734"
"AT2G32920","GO:0003756"
"AT4G26600","GO:0008168"
"AT1G50900","GO:0006886"
"AT1G50900","GO:0009570"
"AT1G50900","GO:0090391"
"AT5G27380","GO:0004363"
"AT5G27380","GO:0005524"
"AT5G27380","GO:0006750"
"AT3G44870","GO:0008168"
"AT3G06480","GO:0005515"
"AT3G06480","GO:0003676"
"AT3G06480","GO:0005524"
"AT5G19780","GO:0005874"
"AT5G19780","GO:0007017"
"AT5G19780","GO:0003924"
"AT5G19780","GO:0005525"
"AT5G19770","GO:0005874"
"AT5G19770","GO:0007017"
"AT5G19770","GO:0003924"
"AT5G19770","GO:0005525"
"AT5G54190","GO:0016491"
"AT5G54190","GO:0016630"
"AT3G22760","GO:0003700"
"AT4G11850","GO:0003824"
"AT5G34930","GO:0004665"
"AT5G34930","GO:0006571"
"AT5G34930","GO:0008977"
"AT5G34930","GO:0033730"
"AT3G01280","GO:0005741"
"AT3G01280","GO:0008308"
"AT3G01280","GO:0098656"
"AT3G01280","GO:0055085"
"AT1G17745","GO:0016616"
"AT1G17745","GO:0051287"
"AT5G58320","GO:0003779"
"AT3G01820","GO:0005524"
"AT3G01820","GO:0006139"
"AT3G01820","GO:0019205"
"AT4G26520","GO:0004332"
"AT4G26520","GO:0006096"
"AT1G42990","GO:0003700"
"AT1G42990","GO:0006355"
"AT5G03240","GO:0005515"
"AT5G03240","GO:0005515"
"AT5G03240","GO:0005515"
"AT5G20620","GO:0005515"
"AT1G74970","GO:0003735"
"AT1G74970","GO:0005840"
"AT1G74970","GO:0006412"
"AT2G17040","GO:0003677"
"AT2G17040","GO:0006355"
"AT4G13850","GO:0003676"
"AT5G07660","GO:0000724"
"AT5G07660","GO:0005524"
"AT5G07660","GO:0006281"
"AT5G07660","GO:0016887"
"AT5G07660","GO:0030915"
"AT1G33340","GO:0005543"
"AT4G25080","GO:0015995"
"AT4G25080","GO:0046406"
"AT4G25080","GO:0015995"
"AT4G25080","GO:0046406"
"AT4G25080","GO:0015995"
"AT4G25080","GO:0046406"
"AT4G25080","GO:0015995"
"AT4G25080","GO:0046406"
"AT5G06980","GO:0006355"
"AT5G06980","GO:0007623"
"AT5G06980","GO:0006355"
"AT5G06980","GO:0007623"
"AT1G63440","GO:0046872"
"AT2G32850","GO:0004672"
"AT2G32850","GO:0005524"
"AT2G32850","GO:0006468"
"AT3G16800","GO:0016791"
"AT3G16800","GO:0016791"
"AT3G16800","GO:0016791"
"AT3G63010","GO:0016787"
"AT4G27870","GO:0005384"
"AT4G27870","GO:0030026"
"AT3G14420","GO:0016491"
"AT3G14420","GO:0010181"
"AT1G80640","GO:0004672"
"AT1G80640","GO:0006468"
"AT1G03970","GO:0003700"
"AT1G03970","GO:0006355"
"AT1G03970","GO:0045893"
"AT5G63180","GO:0030570"
"AT1G70830","GO:0006952"
"AT5G60360","GO:0006508"
"AT5G60360","GO:0008234"
"AT5G14200","GO:0016616"
"AT5G14200","GO:0003862"
"AT5G14200","GO:0009098"
"AT2G23450","GO:0004672"
"AT2G23450","GO:0005524"
"AT2G23450","GO:0006468"
"AT2G23450","GO:0004672"
"AT2G23450","GO:0005524"
"AT2G23450","GO:0006468"
"AT4G15233","GO:0005524"
"AT4G15233","GO:0016020"
"AT4G15233","GO:0140359"
"AT4G15233","GO:0005524"
"AT4G15233","GO:0016020"
"AT4G15233","GO:0140359"
"AT5G67600","GO:0005886"
"AT1G61420","GO:0004674"
"AT1G61420","GO:0048544"
"AT1G61420","GO:0004672"
"AT1G61420","GO:0006468"
"AT5G64570","GO:0004553"
"AT5G64570","GO:0005975"
"AT5G64570","GO:0009044"
"AT5G64570","GO:0045493"
"AT2G47670","GO:0004857"
"AT1G53910","GO:0003700"
"AT1G53910","GO:0006355"
"AT1G53910","GO:0009873"
"AT4G21400","GO:0004672"
"AT4G21400","GO:0006468"
"AT5G24380","GO:0035673"
"AT5G23660","GO:0016021"
"AT4G21323","GO:0006508"
"AT4G21323","GO:0008236"
"AT4G02290","GO:0004553"
"AT4G02290","GO:0005975"
"AT3G52400","GO:0016020"
"AT2G26540","GO:0004852"
"AT2G26540","GO:0033014"
"AT2G26540","GO:0006780"
"AT4G26555","GO:0003755"
"AT1G21350","GO:0016209"
"AT1G21350","GO:0016491"
"AT1G21350","GO:0016209"
"AT1G21350","GO:0016491"
"AT3G12120","GO:0016717"
"AT3G12120","GO:0006629"
"AT3G12120","GO:0016717"
"AT3G12120","GO:0006629"
"AT3G45600","GO:0016021"
"AT3G45600","GO:0009734"
"AT4G23400","GO:0015267"
"AT4G23400","GO:0016020"
"AT4G23400","GO:0055085"
"AT4G39340","GO:0009567"
"AT3G13080","GO:0005524"
"AT3G13080","GO:0140359"
"AT3G13080","GO:0016021"
"AT3G13080","GO:0055085"
"AT5G14610","GO:0003676"
"AT5G14610","GO:0005524"
"AT5G14610","GO:0005515"
"AT1G66500","GO:0000993"
"AT1G66500","GO:0003729"
"AT1G66500","GO:0006369"
"AT1G66500","GO:0006378"
"AT1G66500","GO:0006379"
"AT5G01450","GO:0004842"
"AT2G21170","GO:0004807"
"AT3G14100","GO:0003676"
"AT5G49160","GO:0003682"
"AT5G49160","GO:0008168"
"AT3G49220","GO:0004857"
"AT3G49220","GO:0030599"
"AT3G49220","GO:0042545"
"AT2G36080","GO:0003677"
"AT2G36080","GO:0003700"
"AT2G36080","GO:0003677"
"AT2G36080","GO:0003700"
"AT5G62100","GO:0051087"
"AT4G18205","GO:0015211"
"AT4G18205","GO:0016021"
"AT3G04670","GO:0003700"
"AT3G04670","GO:0006355"
"AT3G04670","GO:0043565"
"AT1G78060","GO:0009044"
