"genes","go"
"AT1G19570","GO:0033355"
"AT1G19570","GO:0045174"
"AT1G19570","GO:0098869"
"AT5G02050","GO:0005759"
"AT1G33790","GO:0030246"
"AT4G21460","GO:0003735"
"AT4G21460","GO:0032543"
"AT2G40000","GO:0006952"
"AT2G38995","GO:0004144"
"AT2G38995","GO:0045017"
"AT2G38995","GO:0008374"
"AT2G20890","GO:0010207"
"AT2G20890","GO:0015979"
"AT2G45870","GO:0005254"
"AT4G33465","GO:0007165"
"AT1G60989","GO:0007165"
"AT1G32910","GO:0016747"
"AT3G02150","GO:0003700"
"AT2G33210","GO:0042026"
"AT2G33210","GO:0005524"
"AT2G33210","GO:0016887"
"AT2G48060","GO:0008381"
"AT2G48060","GO:0016021"
"AT1G03130","GO:0009522"
"AT1G03130","GO:0009538"
"AT1G03130","GO:0015979"
"AT1G78080","GO:0003700"
"AT1G78080","GO:0006355"
"AT3G44310","GO:0006807"
"AT3G44310","GO:0003824"
"AT3G44310","GO:0006807"
"AT3G44310","GO:0003824"
"AT3G54560","GO:0000786"
"AT3G54560","GO:0003677"
"AT3G54560","GO:0000786"
"AT3G54560","GO:0003677"
"AT1G45191","GO:0004553"
"AT1G45191","GO:0005975"
"AT1G14480","GO:0005515"
"AT3G60130","GO:0004553"
"AT3G60130","GO:0005975"
"AT1G29070","GO:0003735"
"AT1G29070","GO:0005840"
"AT1G29070","GO:0006412"
"AT1G20010","GO:0003924"
"AT1G20010","GO:0005525"
"AT1G20010","GO:0005874"
"AT1G20010","GO:0007017"
"AT2G38995","GO:0008374"
"AT2G38995","GO:0045017"
"AT2G38995","GO:0004144"
"AT3G49580","GO:0098869"
"AT3G10740","GO:0046373"
"AT3G10740","GO:0046556"
"AT3G10740","GO:0046373"
"AT3G10740","GO:0046556"
"AT3G62030","GO:0000413"
"AT3G62030","GO:0003755"
"AT5G02290","GO:0004672"
"AT5G02290","GO:0006468"
"AT5G02290","GO:0004672"
"AT5G02290","GO:0006468"
"AT1G01320","GO:0006996"
"AT1G29330","GO:0006621"
"AT1G29330","GO:0016021"
"AT1G29330","GO:0046923"
"AT1G68580","GO:0003682"
"AT1G22040","GO:0005515"
"AT3G52720","GO:0004089"
"AT3G52720","GO:0008270"
"AT3G26782","GO:0008270"
"AT2G22070","GO:0005515"
"AT2G22070","GO:0008270"
"AT1G30600","GO:0006508"
"AT1G30600","GO:0008236"
"AT3G10800","GO:0003700"
"AT3G10800","GO:0006355"
"AT5G09760","GO:0004857"
"AT5G09760","GO:0030599"
"AT5G09760","GO:0042545"
"AT2G32830","GO:0016021"
"AT2G32830","GO:0022857"
"AT2G32830","GO:0055085"
"AT3G04790","GO:0004751"
"AT3G04790","GO:0009052"
"AT3G03420","GO:0004222"
"AT5G42850","GO:0004601"
"AT5G42850","GO:0004601"
"AT1G76380","GO:0005515"
"AT3G54500","GO:0006355"
"AT3G54500","GO:0007623"
"AT3G25760","GO:0016853"
"AT4G23050","GO:0004672"
"AT4G23050","GO:0006468"
"AT4G23050","GO:0006355"
"AT3G10920","GO:0004784"
"AT3G10920","GO:0006801"
"AT3G10920","GO:0046872"
"AT4G12460","GO:0008289"
"AT2G03980","GO:0016788"
"AT2G03980","GO:0016788"
"AT2G03980","GO:0016788"
"AT2G03980","GO:0016788"
"AT4G34390","GO:0003924"
"AT4G34390","GO:0007186"
"AT4G34390","GO:0019001"
"AT4G34390","GO:0031683"
"AT4G26210","GO:0000276"
"AT4G26210","GO:0015078"
"AT4G26210","GO:0015986"
"AT4G26210","GO:0000276"
"AT4G26210","GO:0015078"
"AT4G26210","GO:0015986"
"AT1G62540","GO:0004499"
"AT1G62540","GO:0050660"
"AT1G62540","GO:0050661"
"AT2G35940","GO:0003677"
"AT2G35940","GO:0006355"
"AT2G35940","GO:0003677"
"AT2G35940","GO:0006355"
"AT2G35940","GO:0003677"
"AT2G35940","GO:0006355"
"AT5G62100","GO:0051087"
"AT2G31900","GO:0005515"
"AT2G31900","GO:0007015"
"AT2G31900","GO:0003774"
"AT2G31900","GO:0005524"
"AT2G31900","GO:0016459"
"AT1G53430","GO:0005515"
"AT1G53430","GO:0004672"
"AT1G53430","GO:0006468"
"AT1G18730","GO:0009535"
"AT1G18730","GO:0009773"
"AT1G18730","GO:0010598"
"AT3G25780","GO:0016853"
"AT3G44735","GO:0005576"
"AT3G44735","GO:0008083"
"AT3G44735","GO:0008283"
"AT3G44735","GO:0005576"
"AT3G44735","GO:0008083"
"AT3G44735","GO:0008283"
"AT2G20830","GO:0005542"
"AT2G20830","GO:0016740"
"AT1G03920","GO:0004672"
"AT1G03920","GO:0005524"
"AT1G03920","GO:0006468"
"AT1G03920","GO:0004674"
"AT1G03920","GO:0004672"
"AT1G03920","GO:0005524"
"AT1G03920","GO:0006468"
"AT1G03920","GO:0004674"
"AT5G14610","GO:0005515"
"AT5G14610","GO:0003676"
"AT5G14610","GO:0005524"
"AT4G00880","GO:0009733"
"AT4G22755","GO:0005506"
"AT4G22755","GO:0008610"
"AT4G22755","GO:0016491"
"AT4G04940","GO:0006364"
"AT4G04940","GO:0032040"
"AT4G04940","GO:0005515"
"AT5G60300","GO:0004672"
"AT5G60300","GO:0005524"
"AT5G60300","GO:0006468"
"AT5G60300","GO:0030246"
"AT5G20230","GO:0009055"
"AT3G57330","GO:0005516"
"AT1G78990","GO:0016747"
"AT5G63450","GO:0004497"
"AT5G63450","GO:0005506"
"AT5G63450","GO:0016705"
"AT5G63450","GO:0020037"
"AT5G11930","GO:0097573"
"AT5G53660","GO:0005634"
"AT5G53660","GO:0006351"
"AT5G53660","GO:0032502"
"AT5G53660","GO:0005524"
"AT5G53660","GO:0006355"
"AT4G01440","GO:0016021"
"AT4G01440","GO:0022857"
"AT4G01440","GO:0016020"
"AT4G01440","GO:0016021"
"AT4G01440","GO:0022857"
"AT4G01440","GO:0016020"
"AT5G02100","GO:0008289"
"AT2G20830","GO:0005542"
"AT2G20830","GO:0016740"
"AT3G56620","GO:0016021"
"AT3G56620","GO:0022857"
"AT3G56620","GO:0016020"
"AT2G30950","GO:0004176"
"AT2G30950","GO:0004222"
"AT2G30950","GO:0005524"
"AT2G30950","GO:0006508"
"AT2G30950","GO:0016887"
"AT2G30950","GO:0004176"
"AT2G30950","GO:0004222"
"AT2G30950","GO:0005524"
"AT2G30950","GO:0006508"
"AT2G30950","GO:0016887"
"AT2G30950","GO:0004176"
"AT2G30950","GO:0004222"
"AT2G30950","GO:0005524"
"AT2G30950","GO:0006508"
"AT2G30950","GO:0016887"
"AT3G28540","GO:0005524"
"AT3G28540","GO:0016887"
"AT1G23870","GO:0003824"
"AT1G23870","GO:0005992"
"AT1G52400","GO:0004553"
"AT1G52400","GO:0005975"
"AT1G52400","GO:0004553"
"AT1G52400","GO:0005975"
"AT5G64410","GO:0035673"
"AT5G14200","GO:0016616"
"AT5G14200","GO:0003862"
"AT5G14200","GO:0009098"
"AT4G31210","GO:0003677"
"AT4G31210","GO:0003916"
"AT4G31210","GO:0006265"
"AT4G31210","GO:0003917"
"AT4G31210","GO:0005694"
"AT5G17990","GO:0016757"
"AT5G17990","GO:0000162"
"AT5G17990","GO:0004048"
"AT5G54060","GO:0008194"
"AT5G16590","GO:0004672"
"AT5G16590","GO:0005524"
"AT5G16590","GO:0006468"
"AT5G62100","GO:0051087"
"AT1G29440","GO:0009733"
"AT1G53500","GO:0008460"
"AT1G53500","GO:0009225"
"AT5G07010","GO:0008146"
"AT1G14840","GO:0007010"
"AT1G14840","GO:0008017"
"AT1G56330","GO:0003924"
"AT1G56330","GO:0005525"
"AT1G56330","GO:0006886"
"AT3G02875","GO:0009850"
"AT3G02875","GO:0016787"
"AT2G44310","GO:0005509"
"AT2G34930","GO:0005515"
"AT3G49580","GO:0098869"
"AT1G64625","GO:0003700"
"AT1G64625","GO:0006355"
"AT4G13345","GO:0016020"
"AT4G13345","GO:0016020"
"AT1G64330","GO:0003779"
"AT3G26720","GO:0004559"
"AT3G26720","GO:0006013"
"AT1G23020","GO:0016491"
"AT1G75900","GO:0016788"
"AT4G01150","GO:0009579"
"AT1G32550","GO:0051536"
"AT1G63690","GO:0004190"
"AT1G63690","GO:0016021"
"AT5G20000","GO:0005524"
"AT5G20000","GO:0016887"
"AT5G20000","GO:0036402"
"AT5G28235","GO:0006508"
"AT5G28235","GO:0008234"
"AT1G20830","GO:0009507"
"AT1G20830","GO:0010020"
"AT1G21440","GO:0003824"
"AT1G21440","GO:0003824"
"AT4G26055","GO:0034551"
"AT5G09410","GO:0005515"
"AT5G63370","GO:0004672"
"AT5G63370","GO:0005524"
"AT5G63370","GO:0006468"
"AT1G62850","GO:0003747"
"AT1G62850","GO:0006415"
"AT1G62850","GO:0003747"
"AT1G62850","GO:0006415"
"AT3G55410","GO:0004591"
"AT3G55410","GO:0006099"
"AT3G55410","GO:0030976"
"AT3G55410","GO:0016624"
"AT3G55410","GO:0004591"
"AT3G55410","GO:0006099"
"AT3G55410","GO:0030976"
"AT3G55410","GO:0016624"
"AT3G06770","GO:0004650"
"AT3G06770","GO:0005975"
"AT3G06770","GO:0004650"
"AT3G06770","GO:0005975"
"AT3G19380","GO:0004842"
"AT3G19380","GO:0016567"
"AT5G26920","GO:0005516"
"AT5G66850","GO:0004672"
"AT5G66850","GO:0005524"
"AT5G66850","GO:0006468"
"AT5G14700","GO:0003824"
"AT1G45616","GO:0005515"
"AT3G55710","GO:0008194"
"AT3G18600","GO:0003724"
"AT3G18600","GO:0005524"
"AT3G18600","GO:0003676"
"AT5G35100","GO:0000413"
"AT5G35100","GO:0003755"
"AT5G35100","GO:0000413"
"AT5G35100","GO:0003755"
"AT4G20070","GO:0016787"
"AT4G20070","GO:0016813"
"AT3G05120","GO:0016787"
"AT5G62350","GO:0004857"
"AT1G02880","GO:0004788"
"AT1G02880","GO:0005524"
"AT1G02880","GO:0009229"
"AT1G02880","GO:0030975"
"AT1G58180","GO:0004089"
"AT1G58180","GO:0008270"
"AT1G58180","GO:0004089"
"AT1G58180","GO:0008270"
"AT1G58180","GO:0004089"
"AT1G58180","GO:0008270"
"AT5G63370","GO:0004672"
"AT5G63370","GO:0005524"
"AT5G63370","GO:0006468"
"AT5G63370","GO:0004672"
"AT5G63370","GO:0005524"
"AT5G63370","GO:0006468"
"AT3G56090","GO:0008199"
"AT3G56090","GO:0006826"
"AT3G56090","GO:0006879"
"AT5G43840","GO:0003700"
"AT5G43840","GO:0006355"
"AT5G43840","GO:0043565"
"AT2G23000","GO:0004185"
"AT2G23000","GO:0006508"
"AT2G23000","GO:0004185"
"AT2G23000","GO:0006508"
"AT4G18640","GO:0004672"
"AT4G18640","GO:0006468"
"AT1G14230","GO:0016787"
"AT2G20610","GO:0009058"
"AT2G20610","GO:0030170"
"AT2G26800","GO:0003824"
"AT2G26800","GO:0016833"
"AT2G26800","GO:0003824"
"AT2G26800","GO:0016833"
"AT1G16410","GO:0004497"
"AT1G16410","GO:0005506"
"AT1G16410","GO:0016705"
"AT1G16410","GO:0020037"
"AT5G36220","GO:0004497"
"AT5G36220","GO:0005506"
"AT5G36220","GO:0016705"
"AT5G36220","GO:0020037"
"AT1G78600","GO:0008270"
"AT3G11490","GO:0005096"
"AT3G11490","GO:0007165"
"AT1G63640","GO:0005524"
"AT1G63640","GO:0007018"
"AT1G63640","GO:0008017"
"AT1G63640","GO:1990939"
"AT1G63640","GO:0005515"
"AT1G63640","GO:0005524"
"AT1G63640","GO:0007018"
"AT1G63640","GO:0008017"
"AT1G63640","GO:1990939"
"AT1G63640","GO:0005515"
"AT5G01770","GO:0031929"
"AT5G01770","GO:0031931"
"AT3G53370","GO:0003677"
"AT3G53370","GO:0005634"
"AT3G53370","GO:0006355"
"AT3G52880","GO:0016491"
"AT4G14040","GO:0008430"
"AT1G78090","GO:0003824"
"AT1G78090","GO:0005992"
"AT1G78090","GO:0004805"
"AT1G75670","GO:0003899"
"AT1G75670","GO:0006352"
"AT4G31860","GO:0004722"
"AT4G31860","GO:0006470"
"AT4G31860","GO:0016791"
"AT1G33700","GO:0004553"
"AT1G33700","GO:0004553"
"AT1G33700","GO:0004553"
"AT4G38740","GO:0000413"
"AT4G38740","GO:0003755"
"AT1G11410","GO:0004672"
"AT1G11410","GO:0006468"
"AT1G11410","GO:0048544"
"AT1G69640","GO:0005506"
"AT1G69640","GO:0008610"
"AT1G69640","GO:0016491"
"AT5G30510","GO:0003676"
"AT5G50740","GO:0046872"
"AT3G27200","GO:0009055"
"AT3G11460","GO:0008270"
"AT5G28646","GO:0000226"
"AT5G28646","GO:0008017"
"AT5G02760","GO:0016791"
"AT4G35160","GO:0046983"
"AT4G35160","GO:0008171"
"AT4G35160","GO:0008168"
"AT5G45140","GO:0003677"
"AT5G45140","GO:0003899"
"AT5G45140","GO:0006351"
"AT5G45140","GO:0032549"
"AT5G45140","GO:0003677"
"AT5G45140","GO:0003899"
"AT5G45140","GO:0006351"
"AT5G45140","GO:0032549"
"AT4G20830","GO:0016491"
"AT4G20830","GO:0050660"
"AT2G18170","GO:0004672"
"AT2G18170","GO:0005524"
"AT2G18170","GO:0006468"
"AT2G43010","GO:0046983"
"AT5G05860","GO:0008194"
"AT5G65310","GO:0006355"
"AT5G65310","GO:0043565"
"AT5G65310","GO:0003677"
"AT4G20850","GO:0006508"
"AT4G20850","GO:0008236"
"AT4G20850","GO:0008240"
"AT4G33220","GO:0030599"
"AT4G33220","GO:0042545"
"AT4G33220","GO:0004857"
"AT1G64390","GO:0030246"
"AT1G64390","GO:0004553"
"AT1G64390","GO:0005975"
"AT1G14700","GO:0016787"
"AT1G14700","GO:0003993"
"AT2G14290","GO:0005515"
"AT4G04800","GO:0033743"
"AT4G04800","GO:0006979"
"AT4G04800","GO:0016671"
"AT4G04800","GO:0030091"
"AT3G47570","GO:0005515"
"AT3G47570","GO:0004672"
"AT3G47570","GO:0005524"
"AT3G47570","GO:0006468"
"AT3G11010","GO:0005515"
"AT1G65430","GO:0004842"
"AT1G65430","GO:0016567"
"AT5G65140","GO:0003824"
"AT5G65140","GO:0005992"
"AT5G65140","GO:0004805"
"AT3G51970","GO:0006629"
"AT3G51970","GO:0008374"
"AT4G16990","GO:0006952"
"AT4G16990","GO:0043531"
"AT4G16990","GO:0003953"
"AT4G16990","GO:0007165"
"AT4G16990","GO:0006952"
"AT4G16990","GO:0043531"
"AT4G16990","GO:0003953"
"AT4G16990","GO:0007165"
"AT2G25840","GO:0000166"
"AT2G25840","GO:0004830"
"AT2G25840","GO:0005524"
"AT2G25840","GO:0006436"
"AT2G25840","GO:0004812"
"AT2G25840","GO:0006418"
"AT4G24210","GO:0005515"
"AT4G24210","GO:0019005"
"AT4G24210","GO:0031146"
"AT1G76790","GO:0046983"
"AT1G76790","GO:0008171"
"AT1G76790","GO:0008168"
"AT2G06255","GO:0042753"
"AT2G47070","GO:0003677"
"AT1G07747","GO:0006869"
"AT2G39250","GO:0003700"
"AT2G39250","GO:0006355"
"AT2G31810","GO:0009082"
"AT2G31810","GO:1990610"
"AT4G31810","GO:0003860"
"AT4G23010","GO:0055085"
"AT1G15180","GO:0015297"
"AT1G15180","GO:0016020"
"AT1G15180","GO:0042910"
"AT1G15180","GO:0055085"
"AT1G15180","GO:1990961"
"AT4G31210","GO:0003677"
"AT4G31210","GO:0003917"
"AT4G31210","GO:0006265"
"AT4G31210","GO:0003916"
"AT4G31210","GO:0005694"
"AT1G45201","GO:0006629"
"AT1G45201","GO:0004806"
"AT2G20610","GO:0009058"
"AT2G20610","GO:0030170"
"AT3G04870","GO:0016491"
"AT3G04870","GO:0016491"
"AT3G04870","GO:0016491"
"AT3G04870","GO:0016491"
"AT1G36370","GO:0004372"
"AT1G36370","GO:0019264"
"AT1G36370","GO:0030170"
"AT1G36370","GO:0035999"
"AT5G14320","GO:0003723"
"AT5G14320","GO:0003735"
"AT5G14320","GO:0005840"
"AT5G14320","GO:0006412"
"AT3G48850","GO:0005315"
"AT3G48850","GO:1990547"
"AT5G01810","GO:0004672"
"AT5G01810","GO:0005524"
"AT5G01810","GO:0006468"
"AT5G01810","GO:0007165"
"AT5G01810","GO:0004672"
"AT5G01810","GO:0005524"
"AT5G01810","GO:0006468"
"AT5G01810","GO:0007165"
"AT5G12860","GO:0016020"
"AT5G12860","GO:0022857"
"AT5G12860","GO:0055085"
"AT5G13240","GO:0016480"
"AT1G61420","GO:0004674"
"AT1G61420","GO:0048544"
"AT1G61420","GO:0004672"
"AT1G61420","GO:0006468"
"AT3G22890","GO:0000103"
"AT3G22890","GO:0004781"
"AT2G23010","GO:0004185"
"AT2G23010","GO:0006508"
"AT5G21105","GO:0005507"
"AT5G21105","GO:0016491"
"AT4G20260","GO:0046658"
"AT4G20260","GO:0046658"
"AT4G20260","GO:0046658"
"AT4G20260","GO:0046658"
"AT4G20260","GO:0046658"
"AT4G20260","GO:0046658"
"AT4G20260","GO:0046658"
"AT4G26300","GO:0000166"
"AT4G26300","GO:0004814"
"AT4G26300","GO:0005524"
"AT4G26300","GO:0005737"
"AT4G26300","GO:0006420"
"AT3G16470","GO:0030246"
"AT3G25890","GO:0003700"
"AT3G25890","GO:0006355"
"AT3G25890","GO:0003700"
"AT3G25890","GO:0006355"
"AT1G08920","GO:0016021"
"AT1G08920","GO:0022857"
"AT1G08920","GO:0055085"
"AT1G08920","GO:0008643"
"AT1G08920","GO:0051119"
"AT3G18040","GO:0004672"
"AT3G18040","GO:0005524"
"AT3G18040","GO:0006468"
"AT4G15230","GO:0140359"
"AT4G15230","GO:0005524"
"AT4G15230","GO:0016020"
"AT4G17560","GO:0003735"
"AT4G17560","GO:0005840"
"AT4G17560","GO:0006412"
"AT4G27070","GO:0004834"
"AT4G27070","GO:0006568"
"AT4G12030","GO:0016020"
"AT1G21980","GO:0016307"
"AT1G21980","GO:0046488"
"AT3G09210","GO:0006355"
"AT5G49730","GO:0016491"
"AT3G13770","GO:0008270"
"AT5G62000","GO:0003677"
"AT5G62000","GO:0006355"
"AT5G62000","GO:0009725"
"AT5G62000","GO:0005634"
"AT2G33480","GO:0003677"
"AT2G33480","GO:0006355"
"AT5G66190","GO:0016491"
"AT5G45080","GO:0003953"
"AT5G45080","GO:0007165"
"AT1G11960","GO:0005227"
"AT1G11960","GO:0016020"
"AT1G11960","GO:0005227"
"AT1G11960","GO:0016020"
"AT5G57630","GO:0007165"
"AT5G57630","GO:0004672"
"AT5G57630","GO:0005524"
"AT5G57630","GO:0006468"
"AT5G67330","GO:0016020"
"AT5G67330","GO:0030001"
"AT5G67330","GO:0046873"
"AT1G76130","GO:0003824"
"AT1G76130","GO:0005975"
"AT1G76130","GO:0004556"
"AT1G76130","GO:0005509"
"AT1G76130","GO:0003824"
"AT1G76130","GO:0005975"
"AT1G76130","GO:0004556"
"AT1G76130","GO:0005509"
"AT2G25850","GO:0003723"
"AT2G25850","GO:0043631"
"AT2G25850","GO:0016779"
"AT2G25850","GO:0004652"
"AT1G65540","GO:0005509"
"AT1G65540","GO:0005743"
"AT1G65540","GO:0005509"
"AT1G65540","GO:0005743"
"AT1G65540","GO:0005509"
"AT1G65540","GO:0005743"
"AT1G10700","GO:0000287"
"AT1G10700","GO:0004749"
"AT1G10700","GO:0009165"
"AT1G10700","GO:0009116"
"AT1G14150","GO:0005509"
"AT1G14150","GO:0009523"
"AT1G14150","GO:0009654"
"AT1G14150","GO:0015979"
"AT1G14150","GO:0019898"
"AT1G03440","GO:0005515"
"AT5G06980","GO:0006355"
"AT5G06980","GO:0007623"
"AT1G12240","GO:0004564"
"AT1G12240","GO:0004575"
"AT2G22990","GO:0004185"
"AT2G22990","GO:0006508"
"AT2G39930","GO:0004553"
"AT2G39930","GO:0005975"
"AT2G39930","GO:0003824"
"AT4G14210","GO:0016491"
"AT4G14210","GO:0016491"
"AT4G14210","GO:0016491"
"AT1G42470","GO:0016021"
"AT3G57040","GO:0000160"
"AT3G57040","GO:0000160"
"AT2G29070","GO:0006511"
"AT5G49190","GO:0005985"
"AT5G49190","GO:0016157"
"AT5G49190","GO:0016757"
"AT1G26910","GO:0003735"
"AT1G26910","GO:0005840"
"AT1G26910","GO:0006412"
"AT5G15410","GO:0005216"
"AT5G15410","GO:0006811"
"AT5G15410","GO:0016020"
"AT5G15410","GO:0055085"
"AT4G17730","GO:0016020"
"AT1G04130","GO:0005515"
"AT1G04130","GO:0051879"
"AT2G26690","GO:0016020"
"AT2G26690","GO:0022857"
"AT2G26690","GO:0055085"
"AT5G06310","GO:0000723"
"AT5G06310","GO:0000781"
"AT5G06310","GO:0003677"
"AT5G06310","GO:0043047"
"AT4G21380","GO:0048544"
"AT4G21380","GO:0004674"
"AT4G21380","GO:0004672"
"AT4G21380","GO:0006468"
"AT4G13190","GO:0004672"
"AT4G13190","GO:0005524"
"AT4G13190","GO:0006468"
"AT5G51620","GO:0072546"
"AT4G36050","GO:0004518"
"AT4G36050","GO:0006281"
"AT4G36050","GO:0003824"
"AT4G36050","GO:0008270"
"AT1G56190","GO:0004618"
"AT1G56190","GO:0006096"
"AT1G66920","GO:0004672"
"AT1G66920","GO:0005524"
"AT1G66920","GO:0006468"
"AT1G66920","GO:0030247"
"AT4G29160","GO:0007034"
"AT1G61420","GO:0004672"
"AT1G61420","GO:0006468"
"AT1G61420","GO:0048544"
"AT1G61420","GO:0004674"
"AT1G52280","GO:0003924"
"AT1G52280","GO:0005525"
"AT5G09660","GO:0016616"
"AT5G09660","GO:0006099"
"AT5G09660","GO:0030060"
"AT5G09660","GO:0016491"
"AT2G45220","GO:0030599"
"AT2G45220","GO:0042545"
"AT2G45220","GO:0004857"
"AT1G29420","GO:0009733"
"AT5G04080","GO:0005886"
"AT3G14120","GO:0005643"
"AT3G14120","GO:0017056"
"AT1G15790","GO:0003713"
"AT1G15790","GO:0031490"
"AT1G72970","GO:0016614"
"AT1G72970","GO:0050660"
"AT1G73600","GO:0008168"
"AT1G73600","GO:0000234"
"AT1G73600","GO:0006656"
"AT5G15160","GO:0046983"
"AT5G15160","GO:0006355"
"AT5G15160","GO:0040008"
"AT1G60600","GO:0004659"
"AT1G60600","GO:0016021"
"AT1G60600","GO:0016765"
"AT1G21350","GO:0016209"
"AT1G21350","GO:0016491"
"AT4G09670","GO:0000166"
"AT3G15520","GO:0000413"
"AT3G15520","GO:0003755"
"AT1G09250","GO:0006355"
"AT5G37720","GO:0003676"
"AT5G17000","GO:0016628"
"AT1G30400","GO:0140359"
"AT1G30400","GO:0005524"
"AT1G30400","GO:0016021"
"AT1G30400","GO:0055085"
"AT1G30400","GO:0140359"
"AT1G30400","GO:0005524"
"AT1G30400","GO:0016021"
"AT1G30400","GO:0055085"
"AT2G38040","GO:0003989"
"AT2G38040","GO:0006633"
"AT2G38040","GO:0009317"
"AT2G38040","GO:0003989"
"AT2G38040","GO:0006633"
"AT2G38040","GO:0009317"
"AT2G46380","GO:1900150"
"AT2G13290","GO:0003830"
"AT2G13290","GO:0006487"
"AT2G13290","GO:0016020"
"AT2G13290","GO:0003830"
"AT2G13290","GO:0006487"
"AT2G13290","GO:0016020"
"AT4G24740","GO:0004672"
"AT4G24740","GO:0005524"
"AT4G24740","GO:0006468"
"AT1G03650","GO:0008080"
"AT3G55840","GO:0006952"
"AT1G18800","GO:0005634"
"AT1G18800","GO:0006334"
"AT3G55980","GO:0046872"
"AT1G22280","GO:0004722"
"AT1G22280","GO:0006470"
"AT1G22280","GO:0016791"
"AT1G23205","GO:0004857"
"AT3G13100","GO:0005524"
"AT3G13100","GO:0016021"
"AT3G13100","GO:0055085"
"AT3G13100","GO:0140359"
"AT2G34810","GO:0016491"
"AT2G34810","GO:0050660"
"AT4G33700","GO:0010960"
"AT5G65010","GO:0004066"
"AT5G65010","GO:0006529"
"AT4G16990","GO:0003953"
"AT4G16990","GO:0007165"
"AT4G16990","GO:0006952"
"AT4G16990","GO:0043531"
"AT4G30210","GO:0016491"
"AT4G30210","GO:0010181"
"AT1G19715","GO:0030246"
"AT4G19530","GO:0003953"
"AT4G19530","GO:0007165"
"AT4G19530","GO:0006952"
"AT4G19530","GO:0043531"
"AT1G26230","GO:0005524"
"AT1G26230","GO:0016887"
"AT1G26230","GO:0042026"
"AT5G60142","GO:0003677"
"AT1G20380","GO:0006508"
"AT1G20380","GO:0008236"
"AT1G20380","GO:0004252"
"AT5G10830","GO:0008168"
"AT1G53670","GO:0033743"
"AT1G53670","GO:0006979"
"AT1G53670","GO:0016671"
"AT1G53670","GO:0030091"
"AT3G21430","GO:0006351"
"AT3G21430","GO:0017053"
"AT2G42270","GO:0003676"
"AT2G42270","GO:0005524"
"AT4G14615","GO:0005739"
"AT4G14615","GO:0033617"
"AT4G14230","GO:0010960"
"AT3G47400","GO:0030599"
"AT3G47400","GO:0042545"
"AT3G47400","GO:0004857"
"AT1G31820","GO:0016020"
"AT1G31820","GO:0022857"
"AT1G31820","GO:0055085"
"AT1G74420","GO:0008107"
"AT1G74420","GO:0016020"
"AT1G74420","GO:0042546"
"AT5G16350","GO:0004144"
"AT5G16350","GO:0045017"
"AT5G16350","GO:0008374"
"AT3G50950","GO:0043531"
"AT3G50950","GO:0006952"
"AT3G50950","GO:0043531"
"AT3G50950","GO:0006952"
"AT5G50160","GO:0016491"
"AT1G43640","GO:0005515"
"AT4G16750","GO:0003700"
"AT4G16750","GO:0006355"
"AT5G07860","GO:0016747"
"AT5G49360","GO:0004553"
"AT5G49360","GO:0005975"
"AT5G49360","GO:0009044"
"AT5G49360","GO:0045493"
"AT1G17160","GO:0004747"
"AT1G17160","GO:0006014"
"AT2G44840","GO:0003700"
"AT2G44840","GO:0006355"
"AT2G44840","GO:0009873"
"AT1G29670","GO:0016788"
"AT3G52180","GO:0008138"
"AT3G52180","GO:0016311"
"AT3G52180","GO:0005982"
"AT3G52180","GO:0007623"
"AT3G52180","GO:0019203"
"AT5G23830","GO:0032366"
"AT5G34930","GO:0004665"
"AT5G34930","GO:0006571"
"AT5G34930","GO:0008977"
"AT5G34930","GO:0033730"
"AT3G16240","GO:0015267"
"AT3G16240","GO:0016020"
"AT3G16240","GO:0055085"
"AT2G30540","GO:0097573"
"AT5G41315","GO:0046983"
"AT4G04760","GO:0008643"
"AT4G04760","GO:0051119"
"AT4G04760","GO:0016021"
"AT4G04760","GO:0022857"
"AT4G04760","GO:0055085"
"AT1G14040","GO:0016021"
"AT4G04890","GO:0003677"
"AT4G04890","GO:0008289"
"AT4G04890","GO:0003677"
"AT4G04890","GO:0008289"
"AT2G16890","GO:0008194"
"AT4G22220","GO:0005506"
"AT4G22220","GO:0016226"
"AT4G22220","GO:0051536"
"AT5G13330","GO:0003700"
"AT5G13330","GO:0006355"
"AT5G13330","GO:0009873"
"AT5G43320","GO:0004672"
"AT5G43320","GO:0005524"
"AT5G43320","GO:0006468"
"AT5G61940","GO:0004843"
"AT5G61940","GO:0016579"
"AT1G02890","GO:0005524"
"AT1G02890","GO:0016887"
"AT4G39010","GO:0004553"
"AT4G39010","GO:0005975"
"AT2G26250","GO:0006633"
"AT2G26250","GO:0016020"
"AT2G26250","GO:0016747"
"AT3G05390","GO:0008168"
"AT4G36550","GO:0004842"
"AT4G36550","GO:0016567"
"AT2G31900","GO:0003774"
"AT2G31900","GO:0005524"
"AT2G31900","GO:0016459"
"AT2G31900","GO:0007015"
"AT2G31900","GO:0005515"
"AT2G31900","GO:0003774"
"AT2G31900","GO:0005524"
"AT2G31900","GO:0016459"
"AT2G31900","GO:0007015"
"AT2G31900","GO:0005515"
"AT5G06290","GO:0016209"
"AT5G06290","GO:0016491"
"AT5G06290","GO:0051920"
"AT3G54920","GO:0030570"
"AT1G53090","GO:0009640"
"AT1G53090","GO:0005515"
"AT3G29000","GO:0005509"
"AT3G48440","GO:0046872"
"AT5G15600","GO:0043622"
"AT5G15600","GO:0043622"
