gene,Atha_WT.Col.0_sl_FLT_Rep1_G1S1,Atha_WT.Col.0_sl_FLT_Rep2_G1S2,Atha_WT.Col.0_sl_FLT_Rep3_G1S3,Atha_WT.Col.0_sl_GC_Rep1_G2S1,Atha_WT.Col.0_sl_GC_Rep2_G2S2,Atha_WT.Col.0_sl_GC_Rep3_G2S3
AT1G01010,278.5453831,477.9252282,418.0480165,734.4083689,430.5500632,635.5233441
AT1G01020,103.5301424,145.9980462,102.4966211,67.79154174,99.42599398,96.71007411
AT1G01030,125.7151729,197.1597547,164.6855822,109.5963258,150.9144551,139.7826281
AT1G01040,1017.224732,551.5481746,625.3445536,884.6796197,777.65331,850.0734245
AT1G01046,1.643335593,2.495693098,1.151647428,0,0,0
AT1G01050,1186.488298,1254.085782,1127.462832,1169.404095,1099.012326,1368.569452
AT1G01060,1593.213858,1820.608115,1631.884406,1172.793672,1332.485866,1178.400063
AT1G01070,55.87341017,74.87079293,99.04167884,201.1149072,213.9434335,260.8733932
AT1G01080,750.1826983,1026.97771,1137.827659,575.0982458,691.5432974,714.3542449
AT1G01090,2280.128136,2244.875941,2362.028875,1380.687733,2369.356946,1852.932512
AT1G01100,3965.368787,2986.096792,2963.188833,4613.214415,2374.683338,2833.036289
AT1G01110,192.2702644,200.9032944,218.8130114,193.205894,194.4133275,212.1120113
AT1G01120,4632.563037,6377.743711,5994.324864,6518.156738,8084.576135,7101.282584
AT1G01130,44.37006102,26.20477753,14.97141657,21.46732155,22.19330223,22.75531155
AT1G01140,999.9697085,692.5548346,669.1071559,1020.262703,727.0525809,914.2759107
AT1G01150,4.108338983,2.495693098,5.758237142,9.038872232,4.438660445,3.250758794
AT1G01160,574.3457898,565.2744867,560.8522976,657.5779549,585.0154467,689.9735539
AT1G01170,849.6045017,884.7232032,786.5751935,766.0444217,640.0548362,943.5327398
AT1G01180,317.9854373,559.0352539,512.4831056,799.9401925,591.2295713,697.2877612
AT1G01183,0,0,0,0,0,0
AT1G01190,2.46500339,8.734925842,12.66812171,24.85689864,24.85649849,17.87917336
AT1G01200,104.3518102,103.5712636,93.28344169,53.10337436,79.89588802,67.45324497
AT1G01210,147.9002034,87.34925842,95.58673655,124.2844932,62.14124623,86.14510803
AT1G01220,647.4742237,505.3778523,482.5402725,385.2819289,429.6623311,392.5291243
AT1G01225,45.19172882,39.93108956,40.30765999,16.94788544,37.28474774,44.69793341
AT1G01230,598.174156,535.3261695,474.4787405,462.1123429,453.6310975,493.3026469
AT1G01240,203.7736136,220.8688392,168.1405245,215.8030745,245.9017887,228.3658052
AT1G01250,15.61168814,4.991386196,0,10.16873126,5.326392534,3.250758794
AT1G01260,771.546061,602.7098831,523.9995799,821.4075141,440.3151162,562.3812713
AT1G01270,0,0,0,0,0,0
AT1G01280,1.643335593,2.495693098,0,3.389577087,3.550928356,0.812689698
AT1G01290,182.4102509,131.0238876,146.2592234,178.5177266,135.8230096,172.2902161
AT1G01300,4783.749912,5070.000528,5599.309796,3616.678752,3612.18187,3502.6926
AT1G01305,4.93000678,7.487079293,5.758237142,5.649295145,7.101856713,5.688827889
AT1G01310,13.96835254,29.94831717,29.94283314,29.37633475,49.71299699,21.12993216
AT1G01320,12288.0419,14623.51371,14530.3356,7255.954684,10241.76511,7701.860272
AT1G01335,0,0,0,0,0,0
AT1G01340,91.20512543,117.2975756,118.6196851,201.1149072,182.8728103,189.3566997
AT1G01350,286.762061,385.5845836,358.1623502,360.4250303,369.2965491,338.0789145
AT1G01355,9.038345763,4.991386196,4.606589713,6.779154174,7.101856713,4.063448492
AT1G01360,298.2654102,203.3989875,214.2064217,238.4002551,214.8311656,286.8794635
AT1G01370,70.66343051,74.87079293,44.9142497,45.19436116,49.71299699,56.88827889
AT1G01380,241.5703322,180.9377496,172.7471142,88.12900426,109.191047,130.0303517
AT1G01390,783.0494102,722.5031518,796.9400204,315.2306691,547.730699,390.0910552
AT1G01400,0,2.495693098,1.151647428,4.519436116,0,0
AT1G01410,1.643335593,0,2.303294857,4.519436116,0.887732089,2.438069095
AT1G01420,110.9251525,159.7243583,155.4724028,59.88252854,75.45722757,74.76745225
AT1G01430,1272.763417,2161.270223,1758.565623,1194.260994,1581.938583,1503.475942
AT1G01440,626.9325288,803.6131775,731.296117,900.4976461,853.9982697,894.7713579
AT1G01448,264.5770305,383.0888905,378.8920039,451.9436116,451.8556333,440.4778165
AT1G01450,124.0718373,138.5109669,180.8086462,204.5044843,164.2304365,175.5409749
AT1G01453,21.36336271,42.42678266,78.31202513,40.67492504,67.46763877,36.57103643
AT1G01460,1.643335593,2.495693098,8.061531998,6.779154174,4.438660445,1.625379397
AT1G01470,1167.589939,1407.570907,1294.451709,1133.248606,1481.624857,1305.992345
AT1G01480,103.5301424,92.34064462,56.43072399,124.2844932,51.48846117,84.51972863
AT1G01490,1156.08659,1352.665659,1448.772465,3455.108911,1714.210664,1954.518725
AT1G01500,241.5703322,215.877453,231.4811331,344.6070039,220.1575581,256.8099447
AT1G01510,1388.618576,997.0293926,1096.368352,1376.168297,948.0978711,1084.940747
AT1G01520,154.4735458,12.47846549,26.48789085,30.50619378,22.19330223,38.19641582
AT1G01530,4.108338983,0,2.303294857,0,4.438660445,3.250758794
AT1G01540,1330.280163,1254.085782,1203.471563,1697.048262,1151.38852,1260.481722
AT1G01550,2041.844475,2978.609712,2488.710093,2577.208445,3273.955944,3431.988596
AT1G01560,13.96835254,9.982772391,10.36482685,10.16873126,6.214124623,16.25379397
AT1G01570,35.33171526,27.45262408,50.67248685,42.9346431,55.92712161,34.13296733
AT1G01580,278.5453831,137.2631204,202.6899474,351.386158,179.321882,332.3900866
AT1G01590,25.4717017,18.71769823,17.27471142,27.1166167,12.42824925,16.25379397
AT1G01600,467.5289763,364.3711923,344.3425811,347.9965809,482.9262565,394.1545037
AT1G01610,2995.800787,2776.458571,2671.822034,2223.562569,2213.116098,2210.51598
AT1G01620,5785.362956,14256.64682,11705.34446,10747.21908,21844.42352,16880.37773
AT1G01630,878.3628746,1030.721249,961.6256026,459.8526248,1027.106027,781.8074898
AT1G01640,87.91845424,169.7071307,194.6284154,296.0230656,488.252649,511.1818203
AT1G01650,670.4809221,547.804635,689.8368096,570.5788097,624.0756586,585.9492725
AT1G01660,53.40840678,32.44401027,38.00436513,79.09013203,68.35537086,56.88827889
AT1G01670,70.66343051,13.72631204,9.213179427,72.31097786,14.20371343,40.63448492
AT1G01680,0.821667797,1.247846549,3.454942285,0,2.663196267,0.812689698
AT1G01690,120.7851661,78.61433258,70.25049313,86.99914523,79.89588802,82.08165954
AT1G01695,3.286671187,2.495693098,11.51647428,6.779154174,6.214124623,5.688827889
AT1G01700,17.25502373,31.19616372,27.63953828,15.81802641,23.9687664,16.25379397
AT1G01710,564.4857763,549.0524815,496.3600416,686.9542896,565.4853407,681.0339672
AT1G01715,33.68837966,14.97415859,31.09448056,37.28534796,13.31598134,23.56800125
AT1G01720,4193.792434,5189.793797,3874.141949,3911.571958,3064.451171,3333.653143
AT1G01725,96.9568,124.7846549,110.5581531,44.06450213,129.608885,111.3384887
AT1G01730,624.4675254,556.5395608,513.634753,511.8261401,514.8846117,633.085275
AT1G01740,81.34511187,53.6574016,65.64390341,68.92140077,45.27433654,48.7613819
AT1G01750,96.13513221,109.8104963,165.8372297,79.09013203,221.9330223,163.3506294
AT1G01760,75.59343729,58.6487878,57.58237142,73.44083689,60.36578206,69.07862436
AT1G01770,439.5922712,325.6879493,330.5228119,885.8094788,381.7247983,671.2816909
AT1G01780,771.546061,703.7854536,684.0785724,1089.184104,1054.625722,1106.070679
AT1G01790,780.5844068,774.9127069,670.2588033,480.1900873,577.91359,602.2030665
AT1G01800,1102.678183,743.7165431,673.7137456,864.3421572,583.2399825,849.2607348
AT1G01810,27.93670509,27.45262408,14.97141657,16.94788544,25.74423058,16.25379397
AT1G01820,683.6276068,645.1366658,642.619265,993.1460865,799.8466122,999.608329
AT1G01830,392.7572068,450.4726042,399.6216576,514.0858582,430.5500632,391.7164346
AT1G01840,18.07669153,27.45262408,27.63953828,24.85689864,31.07062312,19.50455276
AT1G01860,234.9969898,153.4851255,143.9559285,118.635198,125.1702246,121.0907651
AT1G01870,0,0,0,0,0,0
AT1G01880,44.37006102,39.93108956,44.9142497,75.70055494,38.17247983,43.88524371
AT1G01890,0,0,0,0,0,0
AT1G01900,421.5155797,396.8152026,456.0523816,379.6326338,525.5373967,418.5351947
AT1G01910,749.3610305,596.4706504,582.7335987,563.7996555,604.5455527,500.6168542
AT1G01920,346.7438102,243.330077,256.8173765,303.9320788,197.0765238,250.3084271
AT1G01930,377.1455187,324.4401027,293.6700942,463.2422019,319.5835521,403.0940904
AT1G01940,248.1436746,173.4506703,185.415236,158.1802641,150.9144551,208.8612525
AT1G01950,764.9727187,718.7596122,635.7093804,563.7996555,560.1589482,566.4447198
AT1G01960,4930.828448,4072.971136,3975.486923,4688.91497,3803.932002,4151.218979
AT1G01970,462.5989695,497.890773,487.1468622,427.086713,328.460873,375.4626407
AT1G01980,4.108338983,7.487079293,18.42635885,37.28534796,18.64237387,10.56496608
AT1G01990,587.4924746,982.055234,851.0674495,706.1618931,667.574531,768.8044547
AT1G02000,446.1656136,718.7596122,703.6565787,698.2528799,753.6845436,672.9070703
AT1G02010,228.4236475,190.920522,155.4724028,240.6599732,203.2906484,252.7464962
AT1G02020,119.1418305,185.9291358,196.9317102,162.6997002,213.0557014,167.4140779
AT1G02030,10.68168136,22.46123788,34.54942285,30.50619378,31.07062312,15.44110427
AT1G02040,0,1.247846549,16.123064,14.68816738,6.214124623,4.063448492
AT1G02050,135.5751864,66.13586709,86.37355712,159.3101231,87.88547682,117.8400063
AT1G02060,118.3201627,81.11002568,90.98014684,112.9859029,115.4051716,114.5892475
AT1G02065,15.61168814,26.20477753,26.48789085,53.10337436,34.62155147,21.12993216
AT1G02067,0,0,0,0,0,0
AT1G02070,8.216677966,2.495693098,4.606589713,7.909013203,6.214124623,4.87613819
AT1G02080,5275.928922,3915.74247,4255.337248,4645.980327,4673.021717,4612.014038
AT1G02090,751.0043661,556.5395608,568.9138296,606.7342986,576.1381258,551.0036155
AT1G02100,883.2928814,846.0399602,769.3004821,1285.779575,836.2436279,1160.520889
AT1G02110,1360.681871,1261.572861,1380.825267,1579.542923,979.1684942,1173.523924
AT1G02120,897.2612339,779.9040931,799.2433153,1049.639038,866.4265189,1055.683918
AT1G02130,645.0092204,626.4189675,578.127009,327.6591184,632.9529795,627.3964471
AT1G02140,1550.487132,1664.627296,1555.875676,1234.935919,1391.963916,1710.711815
AT1G02145,275.2587119,250.8171563,240.6943125,224.8419468,223.7084864,245.4322889
AT1G02150,2106.756231,2017.76787,1880.64025,2877.750947,1722.200253,2117.869354
AT1G02160,217.7419661,189.6726754,138.1976914,151.4011099,161.5672402,201.5470452
AT1G02170,888.2228882,720.0074587,826.8828535,1125.339593,812.2748615,945.1581192
AT1G02180,134.7535186,143.5023531,124.3779223,115.245621,94.98733353,132.4684208
AT1G02190,17.25502373,37.43539647,47.21754456,36.15548893,32.8460873,21.94262186
AT1G02205,4400.852719,3838.375984,3957.060564,1939.967953,3381.371527,2747.70387
AT1G02210,0,0,0,0,0,0
AT1G02220,39.44005424,111.0583429,66.79555084,33.89577087,85.22228055,51.199451
AT1G02230,10.68168136,27.45262408,26.48789085,25.98675767,32.8460873,35.75834673
AT1G02250,0,0,1.151647428,0,1.775464178,0.812689698
AT1G02260,131.4668475,280.7654735,259.1206714,117.505339,259.21777,214.5500804
AT1G02270,278.5453831,425.5156732,354.7074079,242.9196912,319.5835521,291.7556017
AT1G02280,2631.801953,2785.193497,2411.549715,2657.428436,1963.663381,2563.223309
AT1G02290,237.4619932,178.4420565,181.9602937,129.9337883,190.8623991,176.3536645
AT1G02300,196.3786034,107.3148032,103.6482685,157.050405,69.24310295,149.5349045
AT1G02305,1671.272298,1664.627296,1530.539432,2132.043988,1819.850783,2152.002321
AT1G02310,17.25502373,24.95693098,16.123064,14.68816738,20.41783805,12.19034548
AT1G02320,0,1.247846549,0,0,0,0
AT1G02330,473.2806509,479.1730748,421.5029588,552.5010652,398.591708,510.3691306
AT1G02335,18.07669153,31.19616372,39.15601256,37.28534796,63.02897832,35.75834673
AT1G02340,791.2660882,1733.258856,1309.423126,915.1858135,1531.337854,1330.373036
AT1G02350,7.39501017,0,5.758237142,2.259718058,4.438660445,5.688827889
AT1G02360,379.610522,451.7204507,809.6081421,1082.40495,1113.21604,1250.729446
AT1G02370,95.31346441,97.33203081,112.861448,105.0768897,82.55908428,93.45931531
AT1G02380,27.11503729,51.16170851,50.67248685,67.79154174,29.29515894,39.82179522
AT1G02390,26.29336949,38.68324302,48.36919199,28.24647573,33.73381938,47.9486922
AT1G02400,568.5941153,882.2275101,746.2675335,314.1008101,822.9276466,549.3782361
AT1G02405,16.43335593,17.46985168,32.24612799,21.46732155,39.94794401,17.87917336
AT1G02410,294.978739,253.3128494,237.2393702,173.9982905,189.9746671,249.4957374
AT1G02420,61.62508475,64.88802054,74.85708284,56.49295145,53.26392534,43.07255401
AT1G02430,10.68168136,2.495693098,6.90988457,23.72703961,18.64237387,10.56496608
AT1G02440,5.751674576,1.247846549,4.606589713,11.29859029,7.101856713,3.250758794
AT1G02450,2.46500339,8.734925842,4.606589713,9.038872232,6.214124623,9.752276381
AT1G02460,140.5051932,94.83633772,124.3779223,80.21999106,87.88547682,70.70400376
AT1G02470,8.216677966,14.97415859,12.66812171,14.68816738,15.9791776,11.37765578
AT1G02475,224.3153085,316.9530234,283.3052674,68.92140077,195.3010596,160.9125603
AT1G02480,0,0,0,0,0,0
AT1G02490,1.643335593,1.247846549,0,1.129859029,0.887732089,0
AT1G02500,12191.90677,11653.63892,10704.56285,14657.66118,12088.24786,12737.28564
AT1G02510,2.46500339,6.239232745,5.758237142,7.909013203,5.326392534,4.063448492
AT1G02520,173.3719051,180.9377496,285.6085622,518.6052943,426.9991348,448.6047135
AT1G02530,10.68168136,13.72631204,23.03294857,32.76591184,24.85649849,14.62841457
AT1G02540,0,0,2.303294857,1.129859029,2.663196267,0.812689698
AT1G02550,0.821667797,2.495693098,1.151647428,9.038872232,4.438660445,5.688827889
AT1G02560,2962.112407,2883.773375,2577.386945,1164.884659,1845.595013,1574.179946
AT1G02570,40.26172204,62.39232745,102.4966211,68.92140077,119.843832,61.76441708
AT1G02575,16.43335593,27.45262408,27.63953828,35.0256299,52.37619325,30.88220854
AT1G02580,21.36336271,19.96554478,27.63953828,85.86928621,65.69217459,76.39283165
AT1G02590,0,0,0,0,0,0
AT1G02600,0,0,0,0,0,0
AT1G02610,46.01339661,71.12725329,62.18896113,71.18111883,99.42599398,108.0877299
AT1G02620,52.58673898,49.91386196,52.9757817,39.54506602,40.8356761,31.69489824
AT1G02630,41.90505763,29.94831717,20.72965371,28.24647573,11.54051716,16.25379397
AT1G02640,6090.201709,7372.277411,6959.405409,4357.866275,5624.670516,4646.959695
AT1G02650,50.94340339,88.59710497,62.18896113,72.31097786,77.23269175,53.63752009
AT1G02660,304.0170848,451.7204507,367.3755296,311.841092,656.0340138,426.6620916
AT1G02670,36.97505085,21.21339133,13.81976914,14.68816738,12.42824925,12.19034548
AT1G02680,193.9136,152.237279,147.4108708,168.3489953,163.3427044,196.670907
AT1G02690,317.1637695,248.3214632,283.3052674,353.6458761,337.3381938,386.8402964
AT1G02700,542.3007458,31.19616372,41.45930742,266.6467308,49.71299699,134.0938002
AT1G02705,43.54839322,38.68324302,61.0373137,21.46732155,58.59031788,39.82179522
AT1G02710,30.40170848,21.21339133,34.54942285,21.46732155,26.63196267,18.69186306
AT1G02720,349.2088136,376.8496578,368.5271771,268.9064489,349.7664431,292.5682914
AT1G02730,1050.913112,778.6562465,851.0674495,772.8235759,904.5989988,815.9404572
AT1G02740,112.5684881,118.5454221,110.5581531,106.2067487,117.1806358,114.5892475
AT1G02750,231.7103187,232.0994581,261.4239662,258.7377176,198.851988,314.5109133
AT1G02760,0,0,0,0,0,0
AT1G02770,36.97505085,33.69185682,17.27471142,27.1166167,33.73381938,26.81876005
AT1G02780,12652.04073,8477.869453,8921.812627,9573.295553,7494.234296,8252.863887
AT1G02790,0.821667797,0,1.151647428,1.129859029,4.438660445,0
AT1G02800,2884.875634,2863.80783,2250.319075,456.4630477,964.9647808,727.3572801
AT1G02810,529.9757288,673.8371364,617.2830216,651.9286597,813.1625936,694.0370024
AT1G02813,0.821667797,1.247846549,1.151647428,3.389577087,2.663196267,0.812689698
AT1G02816,676.2325966,696.2983743,556.2457079,363.8146073,474.0489356,495.740716
AT1G02820,14.79002034,24.95693098,27.63953828,7.909013203,7.989588802,9.752276381
AT1G02830,0.821667797,0,0,0,0,1.625379397
AT1G02840,2212.751376,1846.812892,1808.086462,3399.745818,1925.490901,2564.035998
AT1G02850,1059.951458,591.4792642,796.9400204,724.2396376,703.9715466,810.2516293
AT1G02860,138.0401898,239.5865374,173.8987617,414.6582637,393.2653155,446.1666444
AT1G02870,446.1656136,273.2783942,312.0964531,328.7889774,284.9620006,401.468711
AT1G02880,314.6987661,346.9013406,347.7975234,228.2315239,304.4921065,286.0667738
AT1G02890,2599.756909,2233.645323,2265.290491,3856.208866,2348.051376,3128.042649
AT1G02900,571.8807865,736.2294639,609.2214896,818.017937,836.2436279,918.3393592
AT1G02910,477.3889898,547.804635,510.1798107,412.3985456,385.2757267,412.0336771
AT1G02920,761.6860475,1733.258856,1668.737124,1279.000421,3023.615495,2432.380267
AT1G02930,574.3457898,692.5548346,783.1202513,804.4596287,956.975192,993.9195011
AT1G02940,1.643335593,0,1.151647428,4.519436116,0,1.625379397
AT1G02950,9.86001356,28.70047062,36.85271771,42.9346431,85.22228055,51.199451
AT1G02952,1.643335593,3.743539647,1.151647428,0,4.438660445,1.625379397
AT1G02960,236.6403254,229.603765,179.6569988,162.6997002,181.9850783,217.8008392
AT1G02965,0,0,0,0,0,0
AT1G02970,64.09008814,57.40094125,46.06589713,25.98675767,37.28474774,50.3867613
AT1G02980,1.643335593,4.991386196,1.151647428,2.259718058,6.214124623,6.501517587
AT1G02990,455.2039593,445.481218,392.7117731,445.1644574,480.2630602,472.9854045
AT1G03000,610.4991729,475.4295351,503.2699262,543.462193,450.0801692,522.5594761
AT1G03010,10.68168136,12.47846549,21.88130114,56.49295145,60.36578206,69.07862436
AT1G03020,0,1.247846549,1.151647428,1.129859029,0.887732089,0
AT1G03030,389.4705356,284.5090131,272.9404405,272.296026,270.7582872,296.6317399
AT1G03040,854.5345085,885.9710497,874.1003981,985.2370733,907.262195,993.9195011
AT1G03050,1.643335593,6.239232745,6.90988457,9.038872232,3.550928356,7.314207285
AT1G03055,0.821667797,1.247846549,3.454942285,2.259718058,2.663196267,4.063448492
AT1G03060,3437.036393,2727.792556,2716.736283,3051.749237,3085.756742,3076.030508
AT1G03070,7.39501017,27.45262408,20.72965371,23.72703961,18.64237387,21.12993216
AT1G03080,2348.326563,2311.011809,2390.820061,3276.591184,3259.752231,3002.075746
AT1G03090,582.5624678,517.8563178,551.6391182,1335.493372,1728.414377,1579.868774
AT1G03100,72.3067661,76.11863948,63.34060856,103.9470307,145.5880626,99.1481432
AT1G03103,2.46500339,1.247846549,1.151647428,3.389577087,3.550928356,2.438069095
AT1G03106,1960.499363,220.8688392,245.3009022,951.3413024,152.6899193,636.3360338
AT1G03110,198.021939,210.8860668,154.3207554,117.505339,158.0163119,131.6557311
AT1G03120,87.09678644,14.97415859,18.42635885,42.9346431,20.41783805,26.00607035
AT1G03130,523.4023865,1690.832074,1664.130534,543.462193,1751.495412,1170.273166
AT1G03140,1260.4384,1069.404492,1028.421153,2036.00597,1160.26584,1544.923117
AT1G03150,161.0468881,165.963591,149.7141657,94.90815844,158.0163119,159.2871809
AT1G03160,1419.020285,1231.624544,1226.504511,901.6275052,804.2852727,785.8709383
AT1G03165,0.821667797,2.495693098,0,0,0,0.812689698
AT1G03170,71.48509831,42.42678266,40.30765999,45.19436116,49.71299699,25.19338065
AT1G03180,55.05174237,67.38371364,48.36919199,19.20760349,53.26392534,39.00910552
AT1G03190,323.7371119,232.0994581,238.3910177,233.880819,243.2385924,269.8129799
AT1G03200,35.33171526,23.70908443,21.88130114,27.1166167,35.50928356,34.13296733
AT1G03210,252.2520136,234.5951512,204.9932422,338.9577087,277.8601439,366.523054
AT1G03220,10166.49565,16029.83677,20977.25791,30433.88281,21034.81185,25702.93709
AT1G03230,3247.231132,2427.061538,2519.804573,2768.154621,2000.060397,2350.298608
AT1G03240,7.39501017,2.495693098,0,4.519436116,3.550928356,0
AT1G03250,446.1656136,359.3798061,371.9821193,284.7244753,344.4400506,361.6469158
AT1G03260,271.9720407,255.8085425,286.7602097,259.8675767,189.9746671,230.8038743
AT1G03270,160.2252203,78.61433258,111.7098005,132.1935064,79.89588802,68.26593466
AT1G03280,540.6574102,428.0113663,473.327093,618.0328889,536.1901818,539.6259597
AT1G03290,372.2155119,455.4639903,500.9666313,709.5514702,653.3708176,691.5989333
AT1G03300,73.9501017,56.1530947,52.9757817,66.66168271,71.01856713,68.26593466
AT1G03310,480.675661,349.3970337,352.4041131,136.7129425,224.5962185,193.4201482
AT1G03320,40.26172204,56.1530947,50.67248685,25.98675767,58.59031788,41.44717462
AT1G03325,0,0,0,0,0,0
AT1G03330,336.8837966,318.20087,274.0920879,169.4788544,251.2281812,254.3718756
AT1G03340,24.6500339,24.95693098,40.30765999,40.67492504,45.27433654,39.82179522
AT1G03350,982.7146848,866.0055049,935.1377118,1242.844932,1015.56551,1030.490538
AT1G03360,155.2952136,103.5712636,99.04167884,138.9726606,91.43640517,82.89434923
AT1G03365,467.5289763,428.0113663,514.7864005,581.8773999,366.6333528,529.0609936
AT1G03370,489.7140068,642.6409727,612.6764319,673.3959813,787.418363,741.1730049
AT1G03380,1399.300258,1403.827368,1489.080125,2642.740269,2079.956285,2269.029638
AT1G03390,15.61168814,18.71769823,19.57800628,21.46732155,21.30557014,15.44110427
AT1G03395,0,0,0,0,0.887732089,0
AT1G03400,27.11503729,43.67462921,36.85271771,37.28534796,73.68176339,69.89131406
AT1G03410,100.2434712,479.1730748,504.4215736,198.8551891,467.8348109,275.5018078
AT1G03430,252.2520136,290.7482459,237.2393702,238.4002551,290.2883931,260.0607035
AT1G03440,313.8770983,401.8065887,392.7117731,344.6070039,439.4273841,344.5804321
AT1G03445,13.14668475,18.71769823,19.57800628,5.649295145,29.29515894,23.56800125
AT1G03457,299.087078,356.884113,399.6216576,307.3216559,371.9597453,400.6560213
AT1G03470,197.2002712,170.9549772,150.8658131,273.425885,193.5255954,242.9942198
AT1G03475,3547.139878,3676.155933,3758.977206,2019.058085,2342.724983,2230.833222
AT1G03490,0,0,3.454942285,0,0,1.625379397
AT1G03495,47.6567322,79.86217913,81.76696741,101.6873126,106.5278507,74.76745225
AT1G03502,0,0,1.151647428,0,0,1.625379397
AT1G03506,0,0,0,0,0,0
AT1G03510,69.84176271,61.1444809,62.18896113,47.45407922,53.26392534,53.63752009
AT1G03515,0,0,0,0,0,0
AT1G03520,240.7486644,247.0736167,214.2064217,149.1413918,268.982823,255.1845653
AT1G03530,351.673817,301.9788648,322.4612799,718.5903425,387.0511908,420.9732638
AT1G03540,50.12173559,57.40094125,85.2219097,68.92140077,73.68176339,54.45020979
AT1G03545,38.61838644,24.95693098,47.21754456,29.37633475,32.8460873,30.06951884
AT1G03550,110.1034847,87.34925842,99.04167884,98.29773552,114.5174395,94.27200501
AT1G03560,207.8819525,139.7588135,169.292172,132.1935064,130.4966171,139.7826281
AT1G03570,0,0,0,0,0,0
AT1G03590,718.9593221,545.3089419,515.9380479,553.6309242,532.6392534,580.2604446
AT1G03600,1473.250359,2433.30077,2428.824426,1730.944032,2051.548858,1918.760378
AT1G03610,1230.858359,1839.325813,1914.038026,5782.618511,1475.410732,3805.013168
AT1G03620,18.89835932,13.72631204,16.123064,25.98675767,30.18289103,31.69489824
AT1G03630,944.9179661,826.0744154,846.4608598,213.5433565,474.0489356,324.2631897
AT1G03640,0,0,0,0,0,0
AT1G03650,48.4784,41.17893611,42.61095485,42.9346431,27.51969476,42.25986432
AT1G03660,18.07669153,18.71769823,13.81976914,24.85689864,24.85649849,31.69489824
AT1G03670,1.643335593,2.495693098,6.90988457,9.038872232,6.214124623,3.250758794
AT1G03680,1706.604014,1744.489475,1583.515214,779.60273,1081.257684,943.5327398
AT1G03687,323.7371119,295.7396321,262.5756137,229.3613829,228.1471469,248.6830477
AT1G03700,0,1.247846549,1.151647428,4.519436116,12.42824925,8.126896984
AT1G03710,1.643335593,0,3.454942285,2.259718058,7.101856713,2.438069095
AT1G03720,0,0,0,6.779154174,0.887732089,0.812689698
AT1G03730,253.8953492,355.6362664,329.3711645,380.7624928,412.7954214,343.7677424
AT1G03740,820.8461288,1040.704022,959.3223078,1520.790253,1318.282152,1483.971389
AT1G03743,0,0,0,0,0,0
AT1G03746,0,0,0,0,0,0
AT1G03750,167.6202305,144.7501997,161.23064,247.4391274,205.9538447,186.9186306
AT1G03760,305.6604203,177.1942099,199.2350051,342.3472858,196.1887917,307.196706
AT1G03770,283.4753898,193.4162151,214.2064217,233.880819,208.6170409,274.6891181
AT1G03780,309.7687593,230.8516115,225.7228959,309.581374,384.3879946,353.5200188
AT1G03790,4477.267824,1402.579521,1345.124196,3322.915404,1504.705891,2199.951014
AT1G03800,74.77176949,113.554036,104.799916,107.3366078,71.90629921,85.33241833
AT1G03810,0,0,0,2.259718058,0,0
AT1G03820,103.5301424,113.554036,120.92298,32.76591184,116.2929037,79.64359044
AT1G03830,263.7553627,175.9463634,192.3251205,242.9196912,160.6795081,184.4805615
AT1G03840,23.8283661,26.20477753,42.61095485,59.88252854,94.98733353,74.76745225
AT1G03850,360.7121627,559.0352539,629.9511433,1045.119602,1274.78328,1257.230963
AT1G03860,1191.418305,889.7145894,881.0102827,810.1089238,724.3893847,876.8921846
AT1G03870,18585.30389,18770.10779,14635.13552,9129.260954,16327.16858,14838.08851
AT1G03880,3874.163661,784.8954793,373.1337668,2459.703106,1053.73799,1885.4401
AT1G03890,402.6172204,53.6574016,26.48789085,193.205894,55.92712161,129.217662
AT1G03900,2538.953492,2365.917057,2148.974101,3430.252012,2328.52127,2857.41698
AT1G03905,100.2434712,106.0669567,80.61531998,58.75266951,83.44681637,69.07862436
AT1G03910,1487.218712,1068.156646,1077.941993,2014.538649,1059.952114,1558.738841
AT1G03920,41.08338983,59.89663435,33.39777542,29.37633475,61.25351415,35.75834673
AT1G03930,398.5088814,396.8152026,397.3183628,362.6847483,467.8348109,381.9641582
AT1G03935,0,0,0,0,0,0
AT1G03940,125.7151729,158.4765117,177.353704,135.5830835,176.6586857,119.4653857
AT1G03950,109.281817,133.5195807,131.2878068,122.0247751,156.2408477,168.2267676
AT1G03960,143.7918644,153.4851255,152.0174605,136.7129425,149.138991,134.9064899
AT1G03970,401.7955526,423.0199801,456.0523816,775.0832939,567.2608049,636.3360338
AT1G03980,20.54169492,11.23061894,8.061531998,10.16873126,10.65278507,9.752276381
AT1G03982,0,0,0,0,2.663196267,1.625379397
AT1G03987,0.821667797,0,1.151647428,0,0,0
AT1G03990,156.1168814,49.91386196,71.40214056,137.8428015,79.00815593,98.3354535
AT1G03993,129.8235119,72.37509984,84.07026227,135.5830835,92.32413726,112.1511784
AT1G03997,0.821667797,2.495693098,1.151647428,3.389577087,2.663196267,0
AT1G04000,358.2471593,385.5845836,396.1667153,257.6078586,466.9470788,338.0789145
AT1G04003,0,0,0,2.259718058,0.887732089,0
AT1G04007,3.286671187,7.487079293,9.213179427,2.259718058,10.65278507,8.126896984
AT1G04010,226.7803119,202.1511409,213.0547742,110.7261848,182.8728103,154.4110427
AT1G04013,0,3.743539647,3.454942285,0,0,0
