gene,Atha_WT.Col.0_sl_FLT_Rep1_G1S1,Atha_WT.Col.0_sl_FLT_Rep2_G1S2,Atha_WT.Col.0_sl_FLT_Rep3_G1S3,Atha_WT.Col.0_sl_GC_Rep1_G2S1,Atha_WT.Col.0_sl_GC_Rep2_G2S2,Atha_WT.Col.0_sl_GC_Rep3_G2S3
AT4G09731,0,0,0,0,0,0
AT4G09735,0,0,0,0,0,0
AT4G09740,0.821667797,1.247846549,2.303294857,4.519436116,0.887732089,0.812689698
AT4G09750,88.74012204,78.61433258,86.37355712,9.038872232,59.47804997,39.00910552
AT4G09755,0.821667797,0,0,0,0,0
AT4G09760,183.2319186,129.7760411,92.13179427,151.4011099,88.77320891,121.9034548
AT4G09765,0,0,1.151647428,2.259718058,0.887732089,0
AT4G09770,22.18503051,34.93970337,54.12742913,68.92140077,80.78362011,95.89738441
AT4G09775,0,1.247846549,1.151647428,2.259718058,1.775464178,0.812689698
AT4G09780,2.46500339,2.495693098,6.90988457,7.909013203,6.214124623,9.752276381
AT4G09784,0,0,0,0,0,0
AT4G09785,1.643335593,2.495693098,0,1.129859029,1.775464178,3.250758794
AT4G09795,0,0,0,0,0.887732089,0
AT4G09800,2538.953492,2589.281589,2672.973681,2345.587344,2446.589637,2505.52234
AT4G09810,115.0334915,99.82772391,76.00873027,58.75266951,78.12042384,65.82786557
AT4G09815,246.500339,199.6554478,176.2020565,118.635198,147.3635268,163.3506294
AT4G09820,2.46500339,4.991386196,11.51647428,14.68816738,8.877320891,4.063448492
AT4G09825,0.821667797,3.743539647,1.151647428,0,1.775464178,0.812689698
AT4G09830,2233.293071,2186.227154,2108.666441,2333.158895,2478.547993,3188.994376
AT4G09840,40.26172204,29.94831717,21.88130114,59.88252854,20.41783805,43.07255401
AT4G09845,0,0,0,0,0,0
AT4G09850,2.46500339,0,6.90988457,5.649295145,13.31598134,1.625379397
AT4G09855,0,0,2.303294857,1.129859029,0.887732089,0.812689698
AT4G09860,0,0,0,0,0,0
AT4G09865,0,1.247846549,0,1.129859029,0,0
AT4G09870,0,1.247846549,4.606589713,1.129859029,1.775464178,3.250758794
AT4G09880,0,0,1.151647428,4.519436116,0,0.812689698
AT4G09885,0.821667797,0,5.758237142,0,2.663196267,0.812689698
AT4G09890,267.8637017,460.4553765,352.4041131,155.920546,582.3522504,420.1605741
AT4G09895,0,0,0,0,0,0
AT4G09900,28.75837288,27.45262408,14.97141657,12.42844932,12.42824925,8.939586682
AT4G09905,0,0,0,0,0,0
AT4G09915,0,0,0,2.259718058,0.887732089,0
AT4G09920,8.216677966,13.72631204,14.97141657,9.038872232,9.76505298,10.56496608
AT4G09925,0,0,0,0,0,0
AT4G09930,0,0,0,1.129859029,0,0
AT4G09935,0,0,0,0,0,0
AT4G09940,1.643335593,0,4.606589713,7.909013203,3.550928356,0.812689698
AT4G09945,1.643335593,0,1.151647428,2.259718058,2.663196267,0
AT4G09950,7.39501017,17.46985168,16.123064,27.1166167,34.62155147,17.06648367
AT4G09955,4.93000678,6.239232745,12.66812171,4.519436116,4.438660445,6.501517587
AT4G09960,0.821667797,3.743539647,6.90988457,9.038872232,7.101856713,0
AT4G09965,0,1.247846549,1.151647428,2.259718058,0,0
AT4G09970,55.05174237,56.1530947,63.34060856,28.24647573,43.49887236,30.88220854
AT4G09975,244.0353356,287.0047062,240.6943125,184.1670217,167.7813648,165.7886985
AT4G09980,739.501017,686.3156019,719.7796427,794.2908974,624.0756586,677.7832084
AT4G09984,0,0,0,1.129859029,1.775464178,0
AT4G09985,0,0,0,0,0,0
AT4G09990,69.02009492,68.63156019,74.85708284,61.01238757,108.3033149,91.02124622
AT4G09995,0,0,0,0,0.887732089,0
AT4G10000,109.281817,64.88802054,58.73401884,38.41520699,47.93753281,63.38979647
AT4G10010,3.286671187,9.982772391,12.66812171,15.81802641,7.989588802,6.501517587
AT4G10020,668.8375865,299.4831717,307.4898634,402.2298143,210.3925051,317.7616721
AT4G10030,225.9586441,200.9032944,183.1119411,212.4134975,147.3635268,184.4805615
AT4G10040,254.717017,361.8754992,279.8503251,160.4399821,229.034879,212.1120113
AT4G10050,202.130278,154.7329721,152.0174605,141.2323786,160.6795081,181.2298027
AT4G10060,308.9470915,637.6495865,573.5204193,181.9073037,448.304705,329.1393278
AT4G10070,554.6257627,459.20753,419.1996639,607.8641576,439.4273841,559.9432022
AT4G10080,405.9038915,394.3195095,353.5557605,549.1114881,540.6288422,554.2543743
AT4G10090,110.9251525,96.08418427,71.40214056,85.86928621,89.660941,93.45931531
AT4G10100,293.3354034,218.3731461,198.0833577,305.0619378,215.7188976,348.6438806
AT4G10110,193.9136,224.6123788,215.3580691,94.90815844,213.0557014,176.3536645
AT4G10115,0,0,0,0,0,0.812689698
AT4G10120,1205.386658,868.501198,897.1333467,1486.894482,647.1566929,1066.248884
AT4G10130,95.31346441,132.2717342,130.1361594,123.1546342,117.1806358,112.9638681
AT4G10140,222.6719729,289.5003993,247.6041971,183.0371627,229.034879,223.4896671
AT4G10150,23.8283661,68.63156019,38.00436513,18.07774446,41.72340819,40.63448492
AT4G10160,21.36336271,42.42678266,38.00436513,14.68816738,65.69217459,37.38372613
AT4G10170,157.760217,223.3645323,199.2350051,246.3092683,222.8207544,220.2389083
AT4G10180,835.6361492,839.8007274,793.4850781,604.4745805,741.2562944,749.2999019
AT4G10190,0,0,2.303294857,1.129859029,2.663196267,0
AT4G10200,5.751674576,11.23061894,12.66812171,7.909013203,14.20371343,4.87613819
AT4G10210,0.821667797,0,4.606589713,4.519436116,0.887732089,1.625379397
AT4G10220,9.86001356,1.247846549,0,6.779154174,0,3.250758794
AT4G10230,0,0,0,0,1.775464178,0
AT4G10240,680.3409356,954.6026099,793.4850781,517.4754353,618.7492661,598.9523077
AT4G10250,306.4820881,195.9119082,183.1119411,152.5309689,99.42599398,123.5288342
AT4G10260,220.2069695,32.44401027,26.48789085,343.4771448,14.20371343,159.2871809
AT4G10265,912.8729221,492.8993868,474.4787405,1056.418192,140.2616701,1176.774683
AT4G10270,1611.290549,2554.341886,2488.710093,3075.476277,864.6510548,2364.927022
AT4G10280,92.84846102,122.2889618,173.8987617,44.06450213,113.6297074,107.2750402
AT4G10290,0.821667797,0,0,1.129859029,1.775464178,0.812689698
AT4G10300,218.5636339,283.2611666,245.3009022,68.92140077,176.6586857,121.9034548
AT4G10305,0,0,2.303294857,0,0,0.812689698
AT4G10310,23.8283661,29.94831717,43.76260228,59.88252854,68.35537086,84.51972863
AT4G10320,3142.879322,2554.341886,2469.132086,2594.156331,2319.643949,2410.437645
AT4G10330,91.20512543,81.11002568,102.4966211,101.6873126,101.2014582,108.0877299
AT4G10340,3392.666332,9181.654907,9901.864589,2171.589054,7332.667056,4447.850719
AT4G10345,0,0,0,2.259718058,0,0.812689698
AT4G10350,4.108338983,4.991386196,10.36482685,6.779154174,22.19330223,14.62841457
AT4G10360,181.5885831,350.6448802,268.3338508,213.5433565,282.2988043,278.7525665
AT4G10370,81.34511187,68.63156019,105.9515634,116.37548,129.608885,152.7856633
AT4G10380,495.4656814,527.8390902,473.327093,645.1495056,685.3291728,646.0883102
AT4G10390,184.8752542,237.0908443,185.415236,131.0636474,126.9456887,126.7795929
AT4G10400,108.4601492,91.09279807,76.00873027,65.53182368,57.70258579,86.95779773
AT4G10410,0,0,0,2.259718058,0,0.812689698
AT4G10420,51.76507119,42.42678266,47.21754456,25.98675767,24.85649849,20.31724246
AT4G10430,400.152217,492.8993868,482.5402725,329.9188365,414.5708856,407.9702286
AT4G10440,5.751674576,4.991386196,10.36482685,21.46732155,9.76505298,8.126896984
AT4G10450,726.3543322,651.3758985,571.2171244,595.4357083,435.8764557,492.4899572
AT4G10457,0,0,0,1.129859029,0,0
AT4G10465,0,0,8.061531998,14.68816738,5.326392534,6.501517587
AT4G10470,154.4735458,167.2114376,132.4394543,80.21999106,95.87506562,116.2146269
AT4G10480,3648.205017,3048.489119,3032.287679,1919.63049,2188.2596,2208.07791
AT4G10490,12.32501695,2.495693098,5.758237142,2.259718058,4.438660445,4.063448492
AT4G10500,50.94340339,37.43539647,58.73401884,44.06450213,76.34495966,67.45324497
AT4G10507,1.643335593,0,1.151647428,4.519436116,7.101856713,3.250758794
AT4G10510,32.86671187,33.69185682,41.45930742,175.1281495,116.2929037,138.1572487
AT4G10520,0,2.495693098,1.151647428,12.42844932,1.775464178,0.812689698
AT4G10530,4.108338983,3.743539647,1.151647428,11.29859029,5.326392534,12.19034548
AT4G10540,0,2.495693098,5.758237142,6.779154174,6.214124623,4.87613819
AT4G10550,147.0785356,122.2889618,149.7141657,297.1529246,148.2512589,251.9338065
AT4G10560,329.4887865,257.0563891,214.2064217,161.5698412,166.0059007,166.6013882
AT4G10570,512.7207051,393.0716629,405.3798948,470.0213561,413.6831535,425.849402
AT4G10590,523.4023865,471.6859955,457.204029,528.7740256,522.8742005,502.2422336
AT4G10595,0.821667797,0,0,0,0.887732089,0
AT4G10600,18.07669153,21.21339133,36.85271771,31.63605281,26.63196267,20.31724246
AT4G10603,0,0,0,0,2.663196267,1.625379397
AT4G10610,1160.194929,1073.148032,1074.487051,1649.594182,1147.837591,1357.191796
AT4G10613,5.751674576,0,11.51647428,18.07774446,7.101856713,9.752276381
AT4G10620,265.3986983,220.8688392,241.8459599,216.9329336,187.3114708,199.1089761
AT4G10630,33.68837966,38.68324302,32.24612799,64.40196465,56.8148537,34.13296733
AT4G10640,24.6500339,16.22200514,23.03294857,27.1166167,39.94794401,37.38372613
AT4G10650,32.04504407,22.46123788,25.33624342,45.19436116,41.72340819,40.63448492
AT4G10660,0,7.487079293,4.606589713,5.649295145,5.326392534,2.438069095
AT4G10670,0.821667797,8.734925842,12.66812171,29.37633475,10.65278507,8.126896984
AT4G10680,0.821667797,0,1.151647428,5.649295145,1.775464178,0.812689698
AT4G10695,0,2.495693098,2.303294857,9.038872232,2.663196267,0
AT4G10700,0,0,0,2.259718058,1.775464178,0
AT4G10710,2007.334427,1642.166058,1686.011835,2451.794093,1803.871605,2012.219693
AT4G10720,17.25502373,28.70047062,35.70107028,22.59718058,48.8252649,44.69793341
AT4G10730,572.7024543,444.2333714,437.6260228,541.2024749,558.383484,571.320858
AT4G10740,4.93000678,7.487079293,8.061531998,13.55830835,8.877320891,4.063448492
AT4G10750,645.0092204,665.1022106,612.6764319,793.1610384,685.3291728,609.5172738
AT4G10760,758.3993763,495.3950799,520.5446376,564.9295145,463.3961505,517.6833379
AT4G10767,0.821667797,1.247846549,1.151647428,1.129859029,0.887732089,1.625379397
AT4G10770,700.0609627,497.890773,529.757817,438.3853033,486.4771848,494.9280263
AT4G10780,3.286671187,12.47846549,29.94283314,38.41520699,31.95835521,11.37765578
AT4G10790,954.7779797,752.451469,828.034501,1215.728315,727.940313,869.5779773
AT4G10800,114.2118237,147.2458928,137.046044,98.29773552,107.4155828,118.652696
AT4G10810,976.9630102,1177.967142,1217.291332,1076.755655,1288.986993,1314.119242
AT4G10815,0,0,0,0,0,0
AT4G10820,0.821667797,0,0,0,0,0
AT4G10840,4533.141234,4656.963321,4369.350343,6156.601849,5875.898698,5742.465409
AT4G10843,16.43335593,12.47846549,17.27471142,21.46732155,16.86690969,12.19034548
AT4G10850,0,2.495693098,2.303294857,1.129859029,5.326392534,1.625379397
AT4G10860,54.23007458,26.20477753,43.76260228,62.1422466,23.08103432,56.88827889
AT4G10870,0,0,0,3.389577087,0,0
AT4G10880,0,0,1.151647428,3.389577087,0,0
AT4G10890,213.6336271,126.0325014,149.7141657,145.7518147,142.0371343,147.9095251
AT4G10895,12.32501695,16.22200514,18.42635885,19.20760349,15.9791776,4.87613819
AT4G10910,154.4735458,106.0669567,84.07026227,100.5574536,89.660941,109.7131093
AT4G10920,529.9757288,539.0697091,489.450157,625.9419021,561.9344124,633.8979647
AT4G10925,307.3037559,338.1664148,323.6129274,457.5929068,328.460873,459.9823693
AT4G10930,672.9459254,486.6601541,479.0853302,871.1213114,536.1901818,723.2938316
AT4G10950,29.58004068,23.70908443,26.48789085,19.20760349,21.30557014,17.06648367
AT4G10955,249.7870102,233.3473046,251.0591394,128.8039293,155.3531156,138.1572487
AT4G10960,158.5818848,243.330077,244.1492548,240.6599732,285.8497327,217.8008392
AT4G10970,301.5520814,280.7654735,327.0678696,213.5433565,287.6251969,299.069809
AT4G11000,8.216677966,12.47846549,19.57800628,7.909013203,27.51969476,8.126896984
AT4G11010,2238.223078,2325.985967,2328.6311,1040.600166,1435.462788,1366.944073
AT4G11020,8.216677966,24.95693098,6.90988457,38.41520699,8.877320891,20.31724246
AT4G11030,0,0,0,0,0.887732089,0.812689698
AT4G11040,576.8107932,23.70908443,61.0373137,280.2050392,37.28474774,169.852147
AT4G11050,237.4619932,173.4506703,133.5911017,126.5442113,107.4155828,133.2811105
AT4G11060,121.6068339,87.34925842,107.1032108,79.09013203,99.42599398,85.33241833
AT4G11070,5.751674576,41.17893611,34.54942285,23.72703961,35.50928356,20.31724246
AT4G11080,222.6719729,399.3108956,429.5644908,338.9577087,364.8578886,333.2027763
AT4G11090,327.8454509,285.7568597,251.0591394,302.8022198,204.1783805,255.997255
AT4G11100,313.0554305,245.8257701,261.4239662,141.2323786,147.3635268,144.6587663
AT4G11110,857.8211797,811.1002568,781.9686038,1023.65228,849.5596092,926.4662562
AT4G11120,318.8071051,268.287008,233.7844279,188.6864578,204.1783805,208.0485628
AT4G11130,243.2136678,260.7999287,279.8503251,283.5946163,271.6460193,271.4383593
AT4G11140,78.88010848,98.57987736,95.58673655,106.2067487,71.90629921,71.51669346
AT4G11150,6439.410522,5874.861552,5122.527761,5053.859437,4839.027617,5636.815748
AT4G11160,638.435878,617.6840417,650.680797,741.187523,646.2689608,607.0792047
AT4G11170,9.86001356,14.97415859,21.88130114,38.41520699,31.95835521,37.38372613
AT4G11175,431.3755932,379.3453509,352.4041131,158.1802641,211.2802372,201.5470452
AT4G11177,0,0,0,0,0,0
AT4G11180,0,0,1.151647428,1.129859029,1.775464178,1.625379397
AT4G11190,769.0810577,683.8199088,625.3445536,368.3340435,1237.498532,872.0160464
AT4G11210,170.9069017,252.0650029,301.7316262,54.23323339,237.0244678,148.7222148
AT4G11211,201.3086102,829.817955,573.5204193,168.3489953,472.2734714,386.0276067
AT4G11213,0,0,0,0,0,0
AT4G11216,0,0,0,0,0,0
AT4G11220,792.087756,757.4428552,624.1929061,672.2661223,753.6845436,803.7501117
AT4G11230,95.31346441,114.8018825,109.4065057,302.8022198,133.1598134,252.7464962
AT4G11240,793.7310916,868.501198,761.2389501,998.7953817,877.079304,1047.557021
AT4G11250,4.108338983,6.239232745,14.97141657,12.42844932,9.76505298,4.87613819
AT4G11260,1840.535864,2045.220494,1937.070974,2113.966243,2243.298989,2372.24123
AT4G11270,1202.921654,1144.275285,1057.212339,1057.548051,1103.450987,1096.318403
AT4G11280,289.2270644,501.6343127,490.6018045,370.5937615,605.4332847,469.7346457
AT4G11290,1191.418305,1064.413106,1035.331038,2067.642023,1257.028638,1743.219403
AT4G11300,75.59343729,132.2717342,156.6240503,133.3233654,148.2512589,151.1602839
AT4G11310,299.087078,47.41816886,31.09448056,225.9718058,62.14124623,108.0877299
AT4G11320,623.6458576,1392.596749,1598.486631,2622.402806,6274.490406,4366.581749
AT4G11330,41.08338983,76.11863948,64.49225599,57.62281048,74.56949548,62.57710678
AT4G11340,0,1.247846549,5.758237142,1.129859029,1.775464178,0
AT4G11350,148.7218712,77.36648603,70.25049313,134.4532245,94.98733353,86.14510803
AT4G11355,0,0,0,0,0,0
AT4G11360,1036.123092,982.055234,739.357649,2289.094393,863.7633227,1585.557602
AT4G11370,28.75837288,34.93970337,18.42635885,38.41520699,26.63196267,26.00607035
AT4G11373,0,0,0,0,0,0
AT4G11380,3033.597505,2274.824259,2157.035633,1941.097812,2104.812783,2199.138324
AT4G11385,0,0,0,1.129859029,0,0
AT4G11390,1.643335593,2.495693098,8.061531998,2.259718058,5.326392534,4.063448492
AT4G11393,18.07669153,11.23061894,9.213179427,27.1166167,15.9791776,29.25682914
AT4G11400,7.39501017,14.97415859,33.39777542,49.71379728,35.50928356,17.06648367
AT4G11402,1.643335593,0,3.454942285,0,0,1.625379397
AT4G11405,0,0,0,0,0,0
AT4G11410,268.6853695,199.6554478,202.6899474,135.5830835,184.6482745,188.54401
AT4G11420,6158.400136,5621.548703,5947.10732,10325.78167,5080.490746,6942.808093
AT4G11430,4.93000678,9.982772391,13.81976914,11.29859029,21.30557014,6.501517587
AT4G11440,91.20512543,104.8191101,117.4680377,54.23323339,110.9665111,89.39586682
AT4G11450,183.2319186,154.7329721,153.169108,117.505339,134.0475454,160.0998706
AT4G11460,49.3000678,77.36648603,77.1603777,16.94788544,26.63196267,23.56800125
AT4G11470,3.286671187,4.991386196,11.51647428,6.779154174,7.101856713,4.87613819
AT4G11480,0,3.743539647,5.758237142,3.389577087,5.326392534,2.438069095
AT4G11485,0.821667797,0,1.151647428,0,1.775464178,0
AT4G11490,0.821667797,1.247846549,3.454942285,2.259718058,2.663196267,0.812689698
AT4G11510,0,0,2.303294857,2.259718058,1.775464178,0
AT4G11521,0,7.487079293,6.90988457,6.779154174,11.54051716,2.438069095
AT4G11530,59.98174915,99.82772391,96.73838398,128.8039293,157.1285798,129.217662
AT4G11540,4.108338983,14.97415859,21.88130114,14.68816738,17.75464178,7.314207285
AT4G11543,34.51004746,28.70047062,27.63953828,24.85689864,23.9687664,10.56496608
AT4G11547,101.8868068,77.36648603,65.64390341,27.1166167,60.36578206,54.45020979
AT4G11550,269.5070373,265.7913149,226.8745434,110.7261848,174.8832215,155.2237324
AT4G11560,446.1656136,299.4831717,282.1536199,283.5946163,299.165714,283.6287047
AT4G11570,459.3122983,400.5587422,399.6216576,579.6176819,363.0824244,498.1787851
AT4G11580,1.643335593,2.495693098,6.90988457,11.29859029,7.989588802,1.625379397
AT4G11590,6.573342373,16.22200514,17.27471142,4.519436116,11.54051716,8.126896984
AT4G11600,1177.449953,1464.971848,1443.014228,839.4852586,1225.958015,1111.759507
AT4G11610,6331.772041,7563.197933,6613.911181,4494.579217,6613.604064,5297.924144
AT4G11630,202.9519458,264.5434684,277.5470302,108.4664668,244.1263245,194.2328379
AT4G11640,83.81011526,66.13586709,47.21754456,33.89577087,46.16206863,54.45020979
AT4G11650,419.8722441,469.1903024,791.1817833,1683.489953,1422.146807,1826.926442
AT4G11653,0,0,0,0,0,0
AT4G11655,9.86001356,18.71769823,18.42635885,27.1166167,15.9791776,13.81572487
AT4G11660,281.0103864,329.4314889,310.9448056,328.7889774,306.2675707,295.0063605
AT4G11670,570.2374509,436.7462921,412.2897793,607.8641576,471.3857393,533.9371318
AT4G11680,435.4839322,333.1750286,305.1865685,244.0495503,247.6772528,257.6226344
AT4G11690,32.04504407,21.21339133,44.9142497,53.10337436,41.72340819,26.00607035
AT4G11700,2.46500339,3.743539647,0,5.649295145,5.326392534,4.063448492
AT4G11720,3.286671187,1.247846549,3.454942285,3.389577087,1.775464178,2.438069095
AT4G11730,0,1.247846549,1.151647428,4.519436116,1.775464178,0
AT4G11740,609.6775051,550.3003281,580.4303039,620.2926069,662.2481384,661.5294145
AT4G11745,3.286671187,6.239232745,4.606589713,7.909013203,12.42824925,5.688827889
AT4G11750,1.643335593,1.247846549,2.303294857,6.779154174,6.214124623,1.625379397
AT4G11760,0,3.743539647,2.303294857,5.649295145,3.550928356,0.812689698
AT4G11770,0.821667797,2.495693098,2.303294857,18.07774446,8.877320891,4.063448492
AT4G11780,38.61838644,62.39232745,41.45930742,39.54506602,56.8148537,36.57103643
AT4G11790,787.1577492,620.1797348,633.4060856,745.7069592,680.0027802,756.6141092
AT4G11800,723.067661,811.1002568,722.0829376,612.3835937,791.8570234,707.0400376
AT4G11810,6.573342373,1.247846549,8.061531998,4.519436116,3.550928356,4.87613819
AT4G11820,1275.22842,1145.523132,959.3223078,794.2908974,1380.423398,1167.022407
AT4G11830,413.2989017,554.0438677,564.3072399,389.801365,639.1671041,529.0609936
AT4G11840,244.0353356,154.7329721,152.0174605,199.9850481,205.0661126,206.4231834
AT4G11845,27.11503729,19.96554478,11.51647428,11.29859029,23.9687664,24.38069095
AT4G11850,897.2612339,957.098303,930.5311221,1498.193072,1285.436065,1345.814141
AT4G11860,568.5941153,575.257259,497.511689,579.6176819,585.0154467,574.5716168
AT4G11870,0.821667797,0,0,1.129859029,0.887732089,0.812689698
AT4G11880,1.643335593,0,3.454942285,6.779154174,2.663196267,0
AT4G11890,0.821667797,2.495693098,1.151647428,3.389577087,3.550928356,10.56496608
AT4G11900,5.751674576,19.96554478,29.94283314,9.038872232,28.40742685,16.25379397
AT4G11910,401.7955526,16.22200514,17.27471142,126.5442113,26.63196267,80.45628014
AT4G11911,12.32501695,0,1.151647428,1.129859029,0.887732089,0.812689698
AT4G11920,93.67012882,112.3061894,99.04167884,102.8171716,117.1806358,108.0877299
AT4G11930,0.821667797,8.734925842,8.061531998,19.20760349,28.40742685,21.12993216
AT4G11940,0,0,0,1.129859029,4.438660445,0
AT4G11950,23.00669831,16.22200514,26.48789085,28.24647573,32.8460873,19.50455276
AT4G11960,428.088922,253.3128494,260.2723188,322.0098233,249.452717,372.2118819
AT4G11970,142.1485288,98.57987736,108.2548583,151.4011099,109.191047,128.4049723
AT4G11980,161.8685559,136.0152738,133.5911017,72.31097786,109.191047,82.08165954
AT4G11985,0,0,0,0,0,0
AT4G11990,77.23677288,37.43539647,25.33624342,32.76591184,32.8460873,34.94565703
AT4G12000,164.3335593,223.3645323,229.1778382,125.4143522,155.3531156,134.9064899
AT4G12005,30.40170848,21.21339133,11.51647428,55.36309242,15.09144551,31.69489824
AT4G12010,230.0669831,370.610425,307.4898634,298.2827837,441.2028483,379.5260891
AT4G12020,628.5758644,339.4142613,388.1051833,613.5134528,458.95749,582.6985137
AT4G12030,9.038345763,14.97415859,24.18459599,16.94788544,39.94794401,30.88220854
AT4G12040,663.0859119,1479.946007,1370.46044,1041.730025,1707.996539,1281.611654
AT4G12050,133.1101831,123.5368083,157.7756977,311.841092,281.4110722,310.4474648
AT4G12060,612.1425085,880.9796635,878.7069878,239.5301142,543.2920385,412.8463668
AT4G12065,0,0,0,0,0,0
AT4G12070,285.1187254,245.8257701,184.2635885,389.801365,299.165714,351.0819497
AT4G12080,577.632461,818.5873361,791.1817833,1407.80435,1335.149062,1280.798965
AT4G12090,41.90505763,46.17032231,36.85271771,47.45407922,67.46763877,77.20552135
AT4G12100,1.643335593,2.495693098,3.454942285,5.649295145,2.663196267,0.812689698
AT4G12110,496.2873492,435.4984456,378.8920039,239.5301142,361.3069602,399.8433316
AT4G12115,0,0,0,0,0,0
AT4G12120,89.56178983,48.66601541,65.64390341,81.34985009,94.98733353,109.7131093
AT4G12130,218.5636339,98.57987736,104.799916,151.4011099,92.32413726,98.3354535
AT4G12140,2.46500339,1.247846549,1.151647428,5.649295145,2.663196267,0.812689698
AT4G12150,0.821667797,2.495693098,0,2.259718058,4.438660445,4.063448492
AT4G12170,90.38345763,1.247846549,2.303294857,64.40196465,4.438660445,56.07558919
AT4G12190,0,0,0,0,0,0
AT4G12210,0,1.247846549,1.151647428,2.259718058,3.550928356,0
AT4G12220,0,0,1.151647428,0,2.663196267,1.625379397
AT4G12230,792.087756,828.5701085,762.3905975,920.8351087,952.5365316,1058.934677
AT4G12240,46.83506441,58.6487878,64.49225599,83.60956815,60.36578206,49.5740716
AT4G12250,322.0937763,502.8821592,520.5446376,421.4374178,572.5871974,472.9854045
AT4G12270,31.22337627,18.71769823,24.18459599,106.2067487,39.94794401,66.64055527
AT4G12280,9.86001356,0,2.303294857,29.37633475,1.775464178,15.44110427
AT4G12290,378.7888542,98.57987736,164.6855822,558.1503603,202.4029163,390.9037449
AT4G12300,281.8320542,354.3884199,337.4326965,371.7236205,375.5106737,381.9641582
AT4G12310,214.4552949,294.4917855,299.4283314,181.9073037,175.7709536,177.1663542
AT4G12320,30.40170848,9.982772391,11.51647428,57.62281048,12.42824925,30.06951884
AT4G12330,12.32501695,74.87079293,133.5911017,79.09013203,265.4318946,130.0303517
AT4G12334,0,0,1.151647428,0,0,0
AT4G12340,866.0378577,707.5289932,777.3620141,1003.314818,722.6139205,845.1972863
AT4G12350,0.821667797,1.247846549,1.151647428,4.519436116,10.65278507,2.438069095
AT4G12360,21.36336271,1.247846549,0,14.68816738,0,4.87613819
AT4G12370,0,1.247846549,3.454942285,10.16873126,5.326392534,0.812689698
AT4G12380,0.821667797,3.743539647,9.213179427,4.519436116,8.877320891,1.625379397
AT4G12382,4.93000678,9.982772391,17.27471142,4.519436116,16.86690969,17.06648367
AT4G12390,308.1254237,291.9960924,304.0349211,532.1636027,450.0801692,479.486922
AT4G12400,437.1272678,349.3970337,218.8130114,473.4109332,172.2200253,312.0728442
AT4G12405,0,0,0,0,0,0
AT4G12410,106.8168136,174.6985168,145.107576,83.60956815,98.53826189,73.95476255
AT4G12420,3936.610414,3250.64026,2850.327385,1935.448517,2679.175445,2424.25337
AT4G12430,3.286671187,33.69185682,18.42635885,7.909013203,36.39701565,17.06648367
AT4G12440,4.108338983,1.247846549,0,2.259718058,2.663196267,0.812689698
AT4G12450,9.86001356,62.39232745,55.27907656,37.28534796,67.46763877,44.69793341
AT4G12460,345.1004746,373.1061181,335.1294016,462.1123429,379.061602,380.3387788
AT4G12470,2520.8768,15148.8571,12122.24083,1841.670217,16193.12104,8304.876028
AT4G12480,157.760217,933.3892186,776.2103667,170.6087134,1424.810003,672.9070703
AT4G12485,0,0,0,0,0,0
AT4G12490,0.821667797,2.495693098,2.303294857,1.129859029,7.101856713,1.625379397
AT4G12495,0,0,2.303294857,2.259718058,4.438660445,3.250758794
AT4G12500,1.643335593,3.743539647,2.303294857,5.649295145,5.326392534,1.625379397
AT4G12510,4550.396258,5201.024416,4452.268958,2352.366498,5623.782784,4542.935414
AT4G12520,10609.37459,10717.75401,8348.292208,6949.762888,11835.24421,10655.17464
AT4G12530,1.643335593,3.743539647,4.606589713,6.779154174,1.775464178,1.625379397
AT4G12540,27.93670509,26.20477753,18.42635885,29.37633475,38.17247983,33.32027763
AT4G12543,88.74012204,86.10141187,211.9031268,158.1802641,286.7374648,326.7012587
AT4G12545,323.7371119,268.287008,845.3092124,802.1999106,1126.532021,1320.62076
AT4G12550,307.3037559,334.4228751,823.4279112,1147.936773,1676.038184,1614.814431
AT4G12555,4.108338983,13.72631204,50.67248685,16.94788544,105.6401186,77.20552135
AT4G12560,839.7444882,920.9107531,813.0630844,1280.13028,973.8421017,1054.058539
AT4G12570,756.7560407,774.9127069,663.3489187,1324.194782,839.7945563,1080.877299
AT4G12580,5.751674576,7.487079293,11.51647428,14.68816738,7.989588802,4.063448492
AT4G12590,1132.258224,864.7576584,779.665309,868.8615933,753.6845436,910.2124622
AT4G12600,908.7645831,711.2725329,697.8983416,897.108069,600.9946243,806.1881808
AT4G12610,459.3122983,374.3539647,399.6216576,407.8791095,411.0199572,403.9067801
AT4G12617,0.821667797,0,2.303294857,1.129859029,0.887732089,0
AT4G12620,268.6853695,239.5865374,206.1448897,187.5565988,168.6690969,175.5409749
AT4G12640,696.7742915,540.3175557,497.511689,519.7351534,545.0675027,534.7498215
AT4G12650,4769.781559,4458.555719,4249.57901,2576.078586,3524.296394,3127.229959
AT4G12670,109.281817,82.35787223,116.3163903,160.4399821,107.4155828,104.8369711
AT4G12680,180.7669153,53.6574016,52.9757817,108.4664668,56.8148537,79.64359044
AT4G12690,400.152217,507.8735454,392.7117731,550.2413471,436.7641878,420.9732638
AT4G12700,189.805261,197.1597547,216.5097165,189.8163169,181.0973462,159.2871809
AT4G12710,325.3804475,440.4898318,420.3513113,448.5540345,372.8474774,427.4747813
